entry_time,exit_time,type,entry_price,exit_price,reason,pnl_pct,equity
2025-11-06 20:34:00,2025-11-06 20:39:00,long,3311.93,3302.2342857142853,SL,-6.055023678468164,939.4497632153184
2025-11-06 20:39:00,2025-11-06 20:44:00,long,3301.28,3290.4900000000002,SL,-6.736858430669295,876.1603626402446
2025-11-06 20:44:00,2025-11-06 21:27:00,long,3292.48,3312.8999999999996,TP,12.204023714646478,983.0871810751926
2025-11-06 21:27:00,2025-11-06 21:36:00,short,3312.48,3321.448571428571,SL,-5.615019217366486,927.8866469343541
2025-11-06 21:36:00,2025-11-06 21:42:00,short,3321.79,3329.8557142857144,SL,-5.056245750462504,880.9704177796268
2025-11-06 21:42:00,2025-11-06 21:49:00,short,3330.49,3317.5842857142857,TP,7.5500393549982805,947.4840310278814
2025-11-06 21:49:00,2025-11-06 21:52:00,long,3317.59,3330.3414285714284,TP,7.487163616618255,1018.423710672269
2025-11-06 21:52:00,2025-11-06 22:12:00,short,3332.77,3316.79,TP,9.389620645889167,1114.0498336721828
2025-11-06 22:12:00,2025-11-06 22:27:00,long,3314.6,3308.9828571428575,SL,-3.5893337700732677,1074.062866776742
2025-11-06 22:27:00,2025-11-06 22:42:00,long,3308.2,3301.005714285714,SL,-4.549365645538842,1025.1998197041114
2025-11-06 22:42:00,2025-11-06 22:52:00,long,3301.15,3315.4871428571428,TP,8.4861504973374,1112.199819302634
2025-11-06 22:52:00,2025-11-06 22:58:00,short,3315.32,3321.7457142857143,SL,-4.076376510088977,1066.8623671233295
2025-11-06 22:58:00,2025-11-06 23:05:00,short,3320.61,3306.7242857142855,TP,8.163351484043343,1153.9540920025918
2025-11-06 23:05:00,2025-11-06 23:19:00,long,3308.1,3300.714285714286,SL,-4.665230365293752,1100.119475300937
2025-11-06 23:19:00,2025-11-06 23:20:00,long,3300.52,3291.1428571428573,SL,-5.882221502758744,1035.4080109687486
2025-11-06 23:20:00,2025-11-06 23:54:00,long,3291.06,3312.2542857142853,TP,12.679914504314926,1166.6968615304136
2025-11-06 23:54:00,2025-11-07 00:01:00,short,3311.16,3317.4271428571424,SL,-3.985466638363907,1120.19854734328
2025-11-07 00:01:00,2025-11-07 00:03:00,short,3318.63,3324.81,SL,-3.9244284539100995,1076.2371568110527
2025-11-07 00:03:00,2025-11-07 00:13:00,short,3324.48,3310.46,TP,8.234401771104041,1164.858848312782
2025-11-07 00:13:00,2025-11-07 00:19:00,long,3314.27,3303.7985714285714,SL,-6.5189954779957775,1088.921752666238
2025-11-07 00:19:00,2025-11-07 00:35:00,long,3303.08,3326.6514285714284,TP,14.072393385221332,1242.1591053586778
2025-11-07 00:35:00,2025-11-07 01:09:00,short,3324.75,3299.3100000000004,TP,15.103406271147964,1429.7674415750557
2025-11-07 01:09:00,2025-11-07 01:23:00,long,3298.61,3325.4500000000003,TP,16.07352127108094,1659.581415423612
2025-11-07 01:23:00,2025-11-07 01:34:00,short,3326.76,3296.6485714285714,TP,17.90255538207076,1956.688897430378
2025-11-07 01:34:00,2025-11-07 01:57:00,long,3284.32,3314.345714285714,TP,18.084280633868808,2310.542008773441
2025-11-07 01:57:00,2025-11-07 02:44:00,short,3316.56,3330.7271428571426,SL,-8.74327547648323,2108.5249559465096
2025-11-07 02:44:00,2025-11-07 02:52:00,short,3327.52,3337.4785714285713,SL,-6.185581711647896,1978.1004218859505
2025-11-07 02:52:00,2025-11-07 02:55:00,short,3338.94,3347.6071428571427,SL,-5.3915535212628,1871.4500789356441
2025-11-07 02:55:00,2025-11-07 03:01:00,short,3341.67,3351.4342857142856,SL,-6.043955695377165,1758.3404653036728
2025-11-07 03:01:00,2025-11-07 03:05:00,short,3350.69,3359.807142857143,SL,-5.641949483326049,1659.1357845063594
2025-11-07 03:05:00,2025-11-07 04:02:00,short,3359.38,3336.6028571428574,TP,13.360325332140297,1880.8017230183673
2025-11-07 04:02:00,2025-11-07 04:11:00,long,3338.92,3332.6200000000003,SL,-3.9736753201632427,1806.0647691295815
