timestamp,open,high,low,close,volume,exchange,symbol
2025-11-05 16:15:00,0.27423,0.27424,0.27422,0.27422,20053.03,lbank,FARTCOIN/USDT
2025-11-05 16:16:00,0.27422,0.27424,0.27422,0.27423,37341.26,lbank,FARTCOIN/USDT
2025-11-05 16:17:00,0.27423,0.27424,0.26769,0.26825,224783.54,lbank,FARTCOIN/USDT
2025-11-05 16:18:00,0.26825,0.26826,0.26825,0.26826,9110.99,lbank,FARTCOIN/USDT
2025-11-05 16:19:00,0.26826,0.26886,0.26825,0.26886,4534.5,lbank,FARTCOIN/USDT
2025-11-05 16:20:00,0.26886,0.27274,0.26886,0.27272,6100.43,lbank,FARTCOIN/USDT
2025-11-05 16:21:00,0.27272,0.27274,0.27272,0.27272,1918.08,lbank,FARTCOIN/USDT
2025-11-05 16:22:00,0.27272,0.27274,0.27272,0.27274,1296.3,lbank,FARTCOIN/USDT
2025-11-05 16:23:00,0.27274,0.27274,0.27272,0.27273,1446.68,lbank,FARTCOIN/USDT
2025-11-05 16:24:00,0.27273,0.27274,0.27273,0.27274,14253.89,lbank,FARTCOIN/USDT
2025-11-05 16:25:00,0.27274,0.27274,0.27272,0.27274,5005.91,lbank,FARTCOIN/USDT
2025-11-05 16:26:00,0.27274,0.27274,0.27272,0.27272,334.41,lbank,FARTCOIN/USDT
2025-11-05 16:27:00,0.27272,0.27274,0.27272,0.27272,301.26,lbank,FARTCOIN/USDT
2025-11-05 16:28:00,0.27272,0.27273,0.27272,0.27273,138.92,lbank,FARTCOIN/USDT
2025-11-05 16:29:00,0.27273,0.27274,0.27273,0.27274,303.79,lbank,FARTCOIN/USDT
2025-11-05 16:30:00,0.27274,0.27274,0.27273,0.27273,618.88,lbank,FARTCOIN/USDT
2025-11-05 16:31:00,0.27273,0.27273,0.27272,0.27273,2959.07,lbank,FARTCOIN/USDT
2025-11-05 16:32:00,0.27273,0.27274,0.27272,0.27273,15328.28,lbank,FARTCOIN/USDT
2025-11-05 16:33:00,0.27273,0.27274,0.27272,0.27274,707.17,lbank,FARTCOIN/USDT
2025-11-05 16:34:00,0.27274,0.27646,0.27274,0.27646,7291.79,lbank,FARTCOIN/USDT
2025-11-05 16:35:00,0.27646,0.27646,0.27644,0.27645,4379.47,lbank,FARTCOIN/USDT
2025-11-05 16:36:00,0.27645,0.27645,0.27644,0.27645,2122.97,lbank,FARTCOIN/USDT
2025-11-05 16:37:00,0.27645,0.27645,0.27644,0.27644,15585.19,lbank,FARTCOIN/USDT
2025-11-05 16:38:00,0.27644,0.27645,0.27644,0.27645,847.98,lbank,FARTCOIN/USDT
2025-11-05 16:39:00,0.27645,0.27645,0.27645,0.27645,2018.3,lbank,FARTCOIN/USDT
2025-11-05 16:40:00,0.27645,0.27646,0.27644,0.27644,15519.53,lbank,FARTCOIN/USDT
2025-11-05 16:41:00,0.27644,0.27646,0.27644,0.27645,44967.1,lbank,FARTCOIN/USDT
