open,close,high,low,volume,time,timestamp,tr,atr,atr_pct
2526.99,2519.26,2527.71,2517.1,1413.03,1748736000000,2025-06-01 00:00:00,,,
2519.25,2516.65,2522.05,2514.0,1936.59,1748736900000,2025-06-01 00:15:00,8.050000000000182,,
2516.66,2520.66,2520.68,2514.79,1757.32,1748737800000,2025-06-01 00:30:00,5.889999999999873,,
2520.66,2524.87,2524.89,2520.0,595.94,1748738700000,2025-06-01 00:45:00,4.889999999999873,,
2524.85,2527.12,2527.98,2517.17,523.44,1748739600000,2025-06-01 01:00:00,10.809999999999945,,
2527.09,2522.16,2529.33,2517.12,1400.48,1748740500000,2025-06-01 01:15:00,12.210000000000036,,
2522.16,2515.89,2524.87,2515.42,2812.26,1748741400000,2025-06-01 01:30:00,9.449999999999818,,
2515.89,2506.3,2519.81,2492.33,5960.08,1748742300000,2025-06-01 01:45:00,27.480000000000018,,
2506.32,2495.78,2506.32,2492.59,3180.93,1748743200000,2025-06-01 02:00:00,13.730000000000018,,
2495.79,2506.26,2508.5,2495.79,1689.95,1748744100000,2025-06-01 02:15:00,12.7199999999998,,
2506.27,2508.79,2511.51,2506.27,1004.96,1748745000000,2025-06-01 02:30:00,5.25,,
2508.77,2506.2,2512.6,2504.56,1042.51,1748745900000,2025-06-01 02:45:00,8.039999999999964,,
2506.22,2500.29,2507.78,2499.27,1150.46,1748746800000,2025-06-01 03:00:00,8.510000000000218,,
2500.28,2501.11,2504.98,2491.39,1436.67,1748747700000,2025-06-01 03:15:00,13.590000000000146,,
2501.11,2508.67,2510.5,2501.09,968.85,1748748600000,2025-06-01 03:30:00,9.409999999999854,10.716428571428553,0.42717569753808005
2508.68,2512.1,2517.33,2508.66,999.7,1748749500000,2025-06-01 03:45:00,8.670000000000073,10.76071428571426,0.4283553316235126
2512.09,2511.62,2514.72,2510.23,722.63,1748750400000,2025-06-01 04:00:00,4.489999999999782,10.660714285714253,0.4244557013287939
2511.62,2514.69,2515.36,2511.62,1504.02,1748751300000,2025-06-01 04:15:00,3.7400000000002365,10.578571428571422,0.4206709943798807
2514.7,2522.51,2524.81,2514.69,3032.17,1748752200000,2025-06-01 04:30:00,10.11999999999989,10.529285714285704,0.41741304154535375
2522.49,2521.0,2526.45,2520.84,1063.66,1748753100000,2025-06-01 04:45:00,5.609999999999673,10.057857142857106,0.39896299654332035
2521.0,2521.76,2526.28,2520.13,538.62,1748754000000,2025-06-01 05:00:00,6.150000000000091,9.82214285714284,0.38949554506149825
2521.75,2518.5,2523.31,2516.5,1169.74,1748754900000,2025-06-01 05:15:00,6.809999999999945,8.345714285714264,0.33137638617090587
2518.49,2515.74,2521.21,2515.74,1080.87,1748755800000,2025-06-01 05:30:00,5.470000000000255,7.755714285714281,0.30828759274465095
2515.78,2517.43,2519.27,2514.52,779.48,1748756700000,2025-06-01 05:45:00,4.75,7.18642857142858,0.2854668678544619
2517.41,2515.79,2518.22,2514.42,694.02,1748757600000,2025-06-01 06:00:00,3.799999999999727,7.082857142857132,0.2815361036834208
2515.77,2512.13,2515.88,2507.8,1239.64,1748758500000,2025-06-01 06:15:00,8.079999999999927,7.085714285714273,0.2820600162298238
2512.13,2514.23,2517.82,2512.13,513.35,1748759400000,2025-06-01 06:30:00,5.690000000000055,6.8842857142856895,0.27381288562644185
2514.24,2511.19,2516.0,2509.94,617.77,1748760300000,2025-06-01 06:45:00,6.059999999999945,6.3464285714285325,0.2527259415427957
2511.19,2512.11,2512.54,2506.07,970.82,1748761200000,2025-06-01 07:00:00,6.4699999999998,6.136428571428529,0.24427388018154178
2512.11,2511.42,2514.43,2509.52,657.17,1748762100000,2025-06-01 07:15:00,4.9099999999998545,5.867857142857084,0.23364698628095198
2511.4,2507.34,2511.87,2504.63,921.57,1748763000000,2025-06-01 07:30:00,7.239999999999782,6.064285714285655,0.24186132372496968
2507.33,2507.7,2509.27,2504.84,784.38,1748763900000,2025-06-01 07:45:00,4.429999999999836,6.113571428571341,0.24379197785107234
2507.7,2503.32,2509.68,2502.1,1190.98,1748764800000,2025-06-01 08:00:00,7.579999999999927,5.932142857142773,0.23697101677543309
2503.49,2501.35,2505.33,2497.6,1604.52,1748765700000,2025-06-01 08:15:00,7.730000000000018,6.083571428571369,0.2432115229204777
2501.36,2506.79,2507.45,2500.02,869.14,1748766600000,2025-06-01 08:30:00,7.429999999999836,6.174999999999922,0.24633096509878855
2506.79,2504.57,2507.62,2500.0,587.99,1748767500000,2025-06-01 08:45:00,7.619999999999891,6.232857142857061,0.24885937078448842
2504.57,2500.38,2509.57,2495.92,1288.43,1748768400000,2025-06-01 09:00:00,13.650000000000091,6.8171428571427635,0.2726442723563124
2500.39,2493.19,2501.21,2490.83,2069.48,1748769300000,2025-06-01 09:15:00,10.38000000000011,7.219285714285628,0.28956019053043003
2493.21,2484.55,2493.46,2481.64,3195.94,1748770200000,2025-06-01 09:30:00,11.820000000000164,7.792142857142802,0.31362391004981993
2484.56,2491.16,2491.51,2476.23,2702.79,1748771100000,2025-06-01 09:45:00,15.2800000000002,8.306428571428537,0.33343617316545454
2491.09,2493.24,2494.81,2485.46,1365.53,1748772000000,2025-06-01 10:00:00,9.349999999999909,8.567857142857097,0.34364349773215164
2493.24,2493.36,2495.61,2491.02,801.77,1748772900000,2025-06-01 10:15:00,4.5900000000001455,8.462857142857112,0.3394157740100552
2493.36,2489.52,2494.0,2486.19,952.99,1748773800000,2025-06-01 10:30:00,7.809999999999945,8.558571428571408,0.34378399966947076
2489.53,2492.57,2493.54,2485.91,706.23,1748774700000,2025-06-01 10:45:00,7.630000000000109,8.75285714285714,0.35115792707354815
2492.59,2492.25,2495.61,2490.21,731.15,1748775600000,2025-06-01 11:00:00,5.400000000000091,8.621428571428591,0.3459295243827301
2492.25,2498.56,2500.98,2492.25,1286.87,1748776500000,2025-06-01 11:15:00,8.730000000000018,8.92857142857146,0.3573486899882917
2498.52,2501.41,2501.64,2496.57,910.24,1748777400000,2025-06-01 11:30:00,5.069999999999709,8.749285714285731,0.3497741559474749
2501.42,2496.22,2501.69,2494.47,1082.73,1748778300000,2025-06-01 11:45:00,7.220000000000255,8.712857142857176,0.3490420372746464
2496.22,2497.37,2500.51,2491.61,994.32,1748779200000,2025-06-01 12:00:00,8.900000000000091,8.817857142857195,0.3530857319042511
2497.37,2492.17,2498.68,2489.05,1652.56,1748780100000,2025-06-01 12:15:00,9.629999999999654,8.961428571428607,0.35958335793419416
2492.15,2480.5,2493.11,2467.68,4412.99,1748781000000,2025-06-01 12:30:00,25.43000000000029,9.802857142857192,0.39519682091744374
2480.56,2483.17,2483.65,2475.8,2211.1,1748781900000,2025-06-01 12:45:00,7.849999999999909,9.622142857142892,0.38749432608894646
2483.12,2489.75,2489.86,2479.54,2527.08,1748782800000,2025-06-01 13:00:00,10.320000000000164,9.515000000000034,0.38216688422532524
2489.74,2490.07,2495.59,2486.73,1393.54,1748783700000,2025-06-01 13:15:00,8.860000000000127,9.0564285714286,0.36370176627277945
2490.07,2495.72,2496.49,2489.39,1288.24,1748784600000,2025-06-01 13:30:00,7.099999999999909,8.895714285714316,0.3564387946450049
2495.72,2492.77,2497.68,2491.86,1125.61,1748785500000,2025-06-01 13:45:00,5.819999999999709,8.983571428571427,0.3603850908255245
2492.78,2501.72,2507.9,2492.77,3404.45,1748786400000,2025-06-01 14:00:00,15.13000000000011,9.506428571428582,0.37999570581154496
2501.72,2510.92,2513.5,2501.72,2392.16,1748787300000,2025-06-01 14:15:00,11.7800000000002,9.80285714285716,0.3904089792927357
2510.92,2512.32,2514.36,2507.93,1808.34,1748788200000,2025-06-01 14:30:00,6.430000000000291,9.876428571428603,0.39311984824499274
2512.33,2508.17,2517.0,2507.27,1127.86,1748789100000,2025-06-01 14:45:00,9.730000000000018,9.947857142857174,0.3966181376404779
2508.17,2505.4,2509.91,2503.0,1182.11,1748790000000,2025-06-01 15:00:00,6.9099999999998545,10.079285714285756,0.40230245526805125
2505.39,2516.4,2518.5,2503.87,1706.27,1748790900000,2025-06-01 15:15:00,14.63000000000011,10.60857142857146,0.42157730998932846
2516.61,2520.64,2521.64,2514.32,2156.58,1748791800000,2025-06-01 15:30:00,7.319999999999709,10.495714285714289,0.41639084858267306
2520.66,2522.07,2523.88,2517.15,1508.71,1748792700000,2025-06-01 15:45:00,6.730000000000018,10.288571428571458,0.40794154914698866
2522.07,2536.42,2540.61,2519.78,3087.0,1748793600000,2025-06-01 16:00:00,20.829999999999927,9.960000000000004,0.39267944583310355
