timestamp,open,high,low,close,volume,exchange,symbol
2025-11-06 20:15:00,3317.92,3321.58,3317.92,3318.49,114.4871,lbank,ETH/USDT
2025-11-06 20:16:00,3318.49,3319.2,3314.86,3316.49,178.4185,lbank,ETH/USDT
2025-11-06 20:17:00,3316.49,3316.81,3312.26,3313.18,201.3386,lbank,ETH/USDT
2025-11-06 20:18:00,3313.18,3314.34,3311.82,3314.34,97.4054,lbank,ETH/USDT
2025-11-06 20:19:00,3314.34,3317.26,3313.96,3314.0,129.9232,lbank,ETH/USDT
2025-11-06 20:20:00,3314.0,3318.54,3311.59,3318.06,123.0944,lbank,ETH/USDT
2025-11-06 20:21:00,3318.06,3318.55,3314.2,3317.24,124.0473,lbank,ETH/USDT
2025-11-06 20:22:00,3317.24,3320.17,3316.47,3318.82,71.5636,lbank,ETH/USDT
2025-11-06 20:23:00,3318.82,3322.43,3317.27,3322.06,152.4442,lbank,ETH/USDT
2025-11-06 20:24:00,3322.06,3322.72,3320.79,3322.53,106.5905,lbank,ETH/USDT
2025-11-06 20:25:00,3322.53,3325.48,3321.6,3323.92,115.1256,lbank,ETH/USDT
2025-11-06 20:26:00,3323.92,3325.39,3321.12,3321.13,81.292,lbank,ETH/USDT
2025-11-06 20:27:00,3321.13,3321.13,3314.32,3316.21,264.3915,lbank,ETH/USDT
2025-11-06 20:28:00,3316.21,3317.13,3312.96,3314.02,108.7126,lbank,ETH/USDT
2025-11-06 20:29:00,3314.02,3314.3,3305.33,3308.07,316.448,lbank,ETH/USDT
2025-11-06 20:30:00,3308.07,3308.88,3307.26,3307.9,68.0526,lbank,ETH/USDT
2025-11-06 20:31:00,3307.9,3307.9,3301.71,3302.56,203.1792,lbank,ETH/USDT
2025-11-06 20:32:00,3302.56,3306.29,3299.1,3304.45,264.6482,lbank,ETH/USDT
2025-11-06 20:33:00,3304.45,3306.6,3302.42,3306.57,111.7546,lbank,ETH/USDT
2025-11-06 20:34:00,3306.57,3311.93,3306.48,3311.93,70.8812,lbank,ETH/USDT
2025-11-06 20:35:00,3311.93,3312.4,3307.16,3307.86,178.3104,lbank,ETH/USDT
2025-11-06 20:36:00,3307.86,3308.91,3305.02,3307.57,73.1267,lbank,ETH/USDT
2025-11-06 20:37:00,3307.57,3312.33,3307.57,3308.08,148.1807,lbank,ETH/USDT
2025-11-06 20:38:00,3308.08,3310.56,3307.51,3309.17,70.7655,lbank,ETH/USDT
2025-11-06 20:39:00,3309.17,3311.01,3301.27,3301.28,98.3499,lbank,ETH/USDT
2025-11-06 20:40:00,3301.28,3301.97,3298.36,3300.24,138.1601,lbank,ETH/USDT
2025-11-06 20:41:00,3300.24,3301.82,3299.03,3300.31,141.0766,lbank,ETH/USDT
2025-11-06 20:42:00,3300.31,3301.43,3296.73,3297.12,105.8563,lbank,ETH/USDT
2025-11-06 20:43:00,3297.12,3299.03,3292.96,3293.77,488.3514,lbank,ETH/USDT
2025-11-06 20:44:00,3293.77,3294.95,3290.34,3292.48,244.4869,lbank,ETH/USDT
2025-11-06 20:45:00,3292.48,3295.43,3290.97,3293.1,178.9028,lbank,ETH/USDT
2025-11-06 20:46:00,3293.1,3294.11,3287.65,3288.55,179.7476,lbank,ETH/USDT
2025-11-06 20:47:00,3288.55,3293.63,3288.38,3292.59,106.8507,lbank,ETH/USDT
2025-11-06 20:48:00,3292.59,3295.69,3292.05,3294.71,238.7857,lbank,ETH/USDT
2025-11-06 20:49:00,3294.71,3301.47,3293.73,3298.06,423.963,lbank,ETH/USDT
2025-11-06 20:50:00,3298.06,3302.51,3298.06,3302.51,192.9089,lbank,ETH/USDT
2025-11-06 20:51:00,3302.51,3302.81,3297.58,3297.71,106.5418,lbank,ETH/USDT
2025-11-06 20:52:00,3297.71,3305.03,3297.71,3302.49,204.7177,lbank,ETH/USDT
2025-11-06 20:53:00,3302.49,3304.47,3300.64,3301.09,110.5542,lbank,ETH/USDT
2025-11-06 20:54:00,3301.09,3302.9,3295.34,3296.14,368.1065,lbank,ETH/USDT
2025-11-06 20:55:00,3296.14,3302.87,3294.79,3301.52,397.6862,lbank,ETH/USDT
2025-11-06 20:56:00,3301.52,3305.8,3300.21,3304.35,116.6975,lbank,ETH/USDT
2025-11-06 20:57:00,3304.35,3305.85,3299.41,3299.41,66.8373,lbank,ETH/USDT
2025-11-06 20:58:00,3299.41,3301.38,3295.55,3300.65,161.198,lbank,ETH/USDT
2025-11-06 20:59:00,3300.65,3306.43,3299.32,3306.37,218.5966,lbank,ETH/USDT
2025-11-06 21:00:00,3306.37,3306.46,3302.84,3305.27,64.9839,lbank,ETH/USDT
2025-11-06 21:01:00,3305.27,3306.97,3303.47,3304.88,43.5621,lbank,ETH/USDT
2025-11-06 21:02:00,3304.88,3307.58,3301.32,3307.53,88.5009,lbank,ETH/USDT
