timestamp,open,high,low,close,volume
2025-06-01 00:00:00,0.19241,0.1925,0.19082,0.1914,4444127.0
2025-06-01 01:00:00,0.19139,0.1919,0.18845,0.1893,8864260.0
2025-06-01 02:00:00,0.18931,0.19014,0.18784,0.18962,5732140.0
2025-06-01 03:00:00,0.18966,0.19019,0.1881,0.18999,3461369.0
2025-06-01 04:00:00,0.18999,0.1921,0.18961,0.19167,7646639.0
2025-06-01 05:00:00,0.19165,0.19208,0.19051,0.19071,4592461.0
2025-06-01 06:00:00,0.19066,0.19071,0.18936,0.1896,6756536.0
2025-06-01 07:00:00,0.18964,0.19019,0.18904,0.19001,3479109.0
2025-06-01 08:00:00,0.18999,0.19017,0.18855,0.18928,3379411.0
2025-06-01 09:00:00,0.18928,0.18994,0.18629,0.18744,4653843.0
2025-06-01 10:00:00,0.18746,0.18862,0.1868,0.1885,3187871.0
2025-06-01 11:00:00,0.1885,0.18969,0.18793,0.18931,3214959.0
2025-06-01 12:00:00,0.1893,0.18951,0.18721,0.18787,2738906.0
2025-06-01 13:00:00,0.18787,0.18957,0.18767,0.18899,1746472.0
2025-06-01 14:00:00,0.189,0.19226,0.18898,0.19121,6231385.0
2025-06-01 15:00:00,0.19121,0.19246,0.19058,0.19167,4352768.0
2025-06-01 16:00:00,0.19171,0.19459,0.19163,0.19312,5334070.0
2025-06-01 17:00:00,0.19308,0.19342,0.19255,0.1927,3708993.0
2025-06-01 18:00:00,0.19265,0.19275,0.18897,0.19074,7328486.0
2025-06-01 19:00:00,0.19075,0.19184,0.19043,0.19181,16742296.0
2025-06-01 20:00:00,0.19175,0.1925,0.19076,0.19128,5492249.0
2025-06-01 21:00:00,0.19129,0.19322,0.19095,0.19316,4519046.0
2025-06-01 22:00:00,0.19314,0.19425,0.19292,0.19352,7817073.0
2025-06-01 23:00:00,0.19351,0.19474,0.1932,0.19346,1671966.0
2025-06-02 00:00:00,0.19351,0.1943,0.19242,0.19276,1792322.0
2025-06-02 01:00:00,0.19272,0.19413,0.192,0.192,3791753.0
2025-06-02 02:00:00,0.192,0.19219,0.19052,0.19074,8885807.0
2025-06-02 03:00:00,0.1908,0.1909,0.18906,0.19021,5174407.0
2025-06-02 04:00:00,0.19021,0.19148,0.1899,0.19031,3186851.0
2025-06-02 05:00:00,0.19031,0.1912,0.18948,0.19063,2432745.0
2025-06-02 06:00:00,0.19065,0.19233,0.18999,0.19171,12429758.0
2025-06-02 07:00:00,0.19176,0.19332,0.19158,0.1918,8543939.0
2025-06-02 08:00:00,0.1918,0.193,0.19074,0.1911,5610120.0
2025-06-02 09:00:00,0.19109,0.1911,0.18922,0.18958,5054373.0
2025-06-02 10:00:00,0.18958,0.19086,0.18911,0.19002,4620557.0
2025-06-02 11:00:00,0.19004,0.19042,0.18843,0.18918,3265009.0
2025-06-02 12:00:00,0.18919,0.19042,0.18852,0.19034,4060895.0
2025-06-02 13:00:00,0.19034,0.19144,0.18894,0.18935,10957824.0
2025-06-02 14:00:00,0.18919,0.19235,0.18854,0.19147,23790559.0
2025-06-02 15:00:00,0.19145,0.19298,0.18998,0.19178,5498957.0
2025-06-02 16:00:00,0.19179,0.1919,0.19018,0.19172,4390451.0
2025-06-02 17:00:00,0.1917,0.19275,0.19072,0.19232,2709775.0
2025-06-02 18:00:00,0.19231,0.19364,0.19093,0.19108,3546937.0
