open,close,high,low,volume,time,timestamp
0.19241,0.19165,0.1925,0.19152,936555.0,1748736000000,2025-06-01 00:00:00
0.19165,0.19106,0.1918,0.19092,603650.0,1748736900000,2025-06-01 00:15:00
0.19106,0.19155,0.1916,0.19082,461988.0,1748737800000,2025-06-01 00:30:00
0.19151,0.1914,0.19184,0.191,2441934.0,1748738700000,2025-06-01 00:45:00
0.19139,0.19169,0.19171,0.19068,1746914.0,1748739600000,2025-06-01 01:00:00
0.19167,0.19106,0.1919,0.19051,1593382.0,1748740500000,2025-06-01 01:15:00
0.19105,0.18975,0.1912,0.18972,2473324.0,1748741400000,2025-06-01 01:30:00
0.18976,0.1893,0.1904,0.18845,3050640.0,1748742300000,2025-06-01 01:45:00
0.18931,0.1881,0.18934,0.18784,2108528.0,1748743200000,2025-06-01 02:00:00
0.18813,0.18899,0.1892,0.18813,2106353.0,1748744100000,2025-06-01 02:15:00
0.18902,0.18959,0.18975,0.18901,1009180.0,1748745000000,2025-06-01 02:30:00
0.18962,0.18962,0.19014,0.18917,508079.0,1748745900000,2025-06-01 02:45:00
0.18966,0.18881,0.18994,0.1887,876527.0,1748746800000,2025-06-01 03:00:00
0.18881,0.18891,0.18936,0.1881,835957.0,1748747700000,2025-06-01 03:15:00
0.18891,0.18938,0.18972,0.18885,714734.0,1748748600000,2025-06-01 03:30:00
0.18938,0.18999,0.19019,0.18937,1034151.0,1748749500000,2025-06-01 03:45:00
0.18999,0.18989,0.19037,0.18961,616632.0,1748750400000,2025-06-01 04:00:00
0.18988,0.19052,0.19063,0.18988,842947.0,1748751300000,2025-06-01 04:15:00
0.1905,0.19154,0.19171,0.1905,1967047.0,1748752200000,2025-06-01 04:30:00
0.19156,0.19167,0.1921,0.19149,4220013.0,1748753100000,2025-06-01 04:45:00
0.19165,0.19153,0.19208,0.19128,1196044.0,1748754000000,2025-06-01 05:00:00
0.19155,0.19113,0.19174,0.19092,1372534.0,1748754900000,2025-06-01 05:15:00
0.19113,0.19103,0.19166,0.19089,445904.0,1748755800000,2025-06-01 05:30:00
0.19103,0.19071,0.19105,0.19051,1577979.0,1748756700000,2025-06-01 05:45:00
0.19066,0.19021,0.19071,0.19009,973687.0,1748757600000,2025-06-01 06:00:00
0.19023,0.18998,0.19023,0.18936,2266425.0,1748758500000,2025-06-01 06:15:00
0.18997,0.19,0.1906,0.18997,2178735.0,1748759400000,2025-06-01 06:30:00
0.19,0.1896,0.19021,0.18943,1337689.0,1748760300000,2025-06-01 06:45:00
0.18964,0.18974,0.18991,0.18904,1711804.0,1748761200000,2025-06-01 07:00:00
0.18977,0.18996,0.19003,0.18928,750114.0,1748762100000,2025-06-01 07:15:00
0.18995,0.1898,0.19002,0.1894,687427.0,1748763000000,2025-06-01 07:30:00
0.18982,0.19001,0.19019,0.18955,329764.0,1748763900000,2025-06-01 07:45:00
0.18999,0.1895,0.19017,0.18919,601663.0,1748764800000,2025-06-01 08:00:00
0.1896,0.18899,0.18998,0.18867,1492304.0,1748765700000,2025-06-01 08:15:00
0.18899,0.18963,0.18966,0.18887,427753.0,1748766600000,2025-06-01 08:30:00
0.18962,0.18928,0.18969,0.18855,857691.0,1748767500000,2025-06-01 08:45:00
0.18928,0.18872,0.18994,0.18822,674995.0,1748768400000,2025-06-01 09:00:00
0.1887,0.18791,0.18888,0.18755,1644256.0,1748769300000,2025-06-01 09:15:00
0.1879,0.1873,0.18792,0.18698,1149230.0,1748770200000,2025-06-01 09:30:00
0.18737,0.18744,0.18776,0.18629,1185362.0,1748771100000,2025-06-01 09:45:00
0.18746,0.18818,0.1882,0.1868,966653.0,1748772000000,2025-06-01 10:00:00
