timestamp,open,high,low,close,volume
1970-01-01 00:00:00.136650000,0.13652,0.13831,0.13573,3099588.68,1765075140000
1970-01-01 00:00:00.138180000,0.14184,0.14352,0.13769,750032.39,1765075260000
1970-01-01 00:00:00.139520000,0.13598,0.13969,0.13386,1301890.84,1765075080000
1970-01-01 00:00:00.140270000,0.13938,0.14159,0.13922,3176066.84,1765075020000
1970-01-01 00:00:00.140890000,0.14124,0.14214,0.14009,1317915.57,1765075380000
1970-01-01 00:00:00.141230000,0.14288,0.14288,0.14119,608727.97,1765075440000
1970-01-01 00:00:00.141840000,0.14089,0.14285,0.14065,1670374.4,1765075320000
1970-01-01 00:00:00.141850000,0.14336,0.14405,0.14185,769429.96,1765075560000
1970-01-01 00:00:00.142920000,0.14169,0.14321,0.14113,587035.43,1765075500000
1970-01-01 00:00:00.143190000,0.14426,0.14465,0.14273,630938.62,1765075620000
1970-01-01 00:00:00.144240000,0.1451,0.1454,0.14362,703823.88,1765075680000
1970-01-01 00:00:00.145060000,0.14599,0.14612,0.14492,795409.2,1765075980000
1970-01-01 00:00:00.145070000,0.1458,0.14676,0.14468,2106960.69,1765073040000
1970-01-01 00:00:00.145150000,0.14625,0.14625,0.14466,595756.47,1765075740000
1970-01-01 00:00:00.145210000,0.14725,0.14726,0.14278,566903.65,1765075860000
1970-01-01 00:00:00.145230000,0.14552,0.14565,0.14449,258278.82,1765076100000
1970-01-01 00:00:00.145420000,0.15086,0.15138,0.14542,541068.17,1765076160000
1970-01-01 00:00:00.145450000,0.14702,0.14702,0.14524,661426.17,1765073760000
1970-01-01 00:00:00.145520000,0.14924,0.14924,0.14519,1100835.42,1765073160000
1970-01-01 00:00:00.145800000,0.14585,0.14732,0.14482,1216024.85,1765073100000
1970-01-01 00:00:00.145880000,0.14513,0.14589,0.14467,493648.12,1765076040000
1970-01-01 00:00:00.146190000,0.14746,0.14755,0.14614,262758.43,1765084500000
1970-01-01 00:00:00.146380000,0.14712,0.14715,0.14617,135331.79,1765095780000
1970-01-01 00:00:00.146430000,0.14677,0.14718,0.14552,135813.94,1765084680000
1970-01-01 00:00:00.146440000,0.1398,0.14644,0.13864,1110808.5,1765074960000
1970-01-01 00:00:00.146460000,0.14673,0.14699,0.14595,1518553.12,1765094760000
1970-01-01 00:00:00.146580000,0.14621,0.14658,0.14615,164607.06,1765084440000
1970-01-01 00:00:00.146610000,0.14503,0.14671,0.14495,614720.46,1765075800000
1970-01-01 00:00:00.146660000,0.1471,0.14711,0.14619,271836.41,1765095660000
1970-01-01 00:00:00.146760000,0.14754,0.14754,0.14648,431875.22,1765084740000
1970-01-01 00:00:00.146920000,0.14698,0.14752,0.14687,143723.29,1765095540000
1970-01-01 00:00:00.146940000,0.14933,0.1504,0.14694,2150545.18,1765072920000
1970-01-01 00:00:00.146950000,0.14804,0.1481,0.14685,397997.98,1765094820000
1970-01-01 00:00:00.146960000,0.14843,0.1488,0.14696,602378.89,1765073640000
1970-01-01 00:00:00.146980000,0.14667,0.14725,0.1464,285675.31,1765095600000
1970-01-01 00:00:00.146990000,0.14723,0.14834,0.1468,425328.64,1765084260000
1970-01-01 00:00:00.147000000,0.14608,0.147,0.14396,429579.83,1765094700000
1970-01-01 00:00:00.147020000,0.14719,0.1481,0.14671,751774.57,1765092600000
1970-01-01 00:00:00.147040000,0.1473,0.1474,0.14676,250938.31,1765084860000
1970-01-01 00:00:00.147070000,0.14769,0.1479,0.14681,627436.74,1765092660000
1970-01-01 00:00:00.147080000,0.14633,0.14745,0.14615,112202.3,1765095720000
1970-01-01 00:00:00.147090000,0.14774,0.14916,0.14709,780067.51,1765073340000
1970-01-01 00:00:00.147110000,0.14506,0.1476,0.14427,688035.42,1765075920000
1970-01-01 00:00:00.147120000,0.14717,0.1473,0.14676,217523.1,1765095840000
1970-01-01 00:00:00.147150000,0.14793,0.14793,0.14697,222758.79,1765084980000
1970-01-01 00:00:00.147170000,0.14751,0.14766,0.14717,151683.75,1765095900000
1970-01-01 00:00:00.147230000,0.14764,0.14785,0.14723,565330.87,1765084320000
1970-01-01 00:00:00.147280000,0.15038,0.15038,0.14585,417818.33,1765073820000
1970-01-01 00:00:00.147290000,0.14687,0.14729,0.1463,242445.66,1765084800000
1970-01-01 00:00:00.147300000,0.14755,0.1478,0.14713,190600.28,1765084920000
1970-01-01 00:00:00.147360000,0.14677,0.14789,0.14677,111600.32,1765084140000
1970-01-01 00:00:00.147410000,0.14752,0.14753,0.14689,281770.09,1765084560000
1970-01-01 00:00:00.147470000,0.14831,0.14839,0.14697,830119.31,1765108080000
1970-01-01 00:00:00.147480000,0.14863,0.14909,0.14748,985648.56,1765083480000
1970-01-01 00:00:00.147530000,0.14659,0.14753,0.14639,254918.54,1765084380000
1970-01-01 00:00:00.147550000,0.1477,0.14801,0.14751,318261.02,1765101720000
1970-01-01 00:00:00.147580000,0.14623,0.14964,0.14623,392784.63,1765074900000
1970-01-01 00:00:00.147620000,0.14696,0.14762,0.14637,278914.29,1765095420000
1970-01-01 00:00:00.147640000,0.14905,0.14916,0.14764,469645.16,1765100460000
1970-01-01 00:00:00.147690000,0.14825,0.14834,0.14736,380613.44,1765092720000
1970-01-01 00:00:00.147740000,0.14934,0.14997,0.14774,536975.16,1765073400000
1970-01-01 00:00:00.147800000,0.14821,0.14833,0.14756,274880.32,1765093440000
1970-01-01 00:00:00.147810000,0.14806,0.1483,0.14753,259234.23,1765095960000
1970-01-01 00:00:00.147870000,0.14878,0.14878,0.1475,313452.08,1765083960000
1970-01-01 00:00:00.147880000,0.14548,0.14795,0.14468,299761.41,1765073700000
1970-01-01 00:00:00.147930000,0.14935,0.14945,0.14764,304405.01,1765085040000
1970-01-01 00:00:00.147960000,0.14863,0.14863,0.14789,180407.51,1765101780000
1970-01-01 00:00:00.148000000,0.14903,0.14929,0.14742,472198.55,1765108800000
1970-01-01 00:00:00.148050000,0.14872,0.14919,0.14773,416999.47,1765083600000
1970-01-01 00:00:00.148100000,0.14936,0.14965,0.1481,410211.5,1765106580000
1970-01-01 00:00:00.148140000,0.14819,0.14828,0.14807,314579.38,1765100640000
