entry_time,exit_time,entry_price,sl_price,tp_price,sl_dist_pct,pnl_pct,pnl_dollar,exit_reason,equity_after
2025-06-07 03:45:00,2025-06-07 10:30:00,0.010151,0.010402,0.00933892,2.472662791843163,-2.472662791843163,-5.0,SL,95.0
2025-06-09 21:30:00,2025-06-09 22:15:00,0.010944,0.010997,0.010068480000000001,0.4842836257309871,-0.4842836257309871,-4.75,SL,90.25
2025-06-28 16:15:00,2025-06-28 18:00:00,0.012702,0.01302,0.01168584,2.5035427491733633,-2.5035427491733633,-4.5125,SL,85.7375
2025-07-10 09:00:00,2025-07-10 09:15:00,0.019566,0.019903,0.01800072,1.72237554942247,-1.72237554942247,-4.286875,SL,81.450625
2025-07-13 14:45:00,2025-07-13 16:45:00,0.029606,0.030779,0.02723752,3.9620347226913473,-3.9620347226913473,-4.07253125,SL,77.37809375
2025-07-21 06:45:00,2025-07-21 08:15:00,0.036994,0.037978,0.03403448,2.6598907931015807,-2.6598907931015807,-3.868904687500001,SL,73.5091890625
2025-07-21 09:00:00,2025-07-21 09:45:00,0.039031,0.039793,0.035908520000000006,1.9522943301478282,-1.9522943301478282,-3.675459453125,SL,69.833729609375
2025-07-22 19:00:00,2025-07-23 01:30:00,0.043694,0.04484,0.04019848,2.622785737172155,-2.622785737172155,-3.49168648046875,SL,66.34204312890625
2025-07-26 12:00:00,2025-07-26 12:45:00,0.043573,0.044507,0.040087160000000004,2.1435292497647565,-2.1435292497647565,-3.317102156445313,SL,63.02494097246094
2025-08-07 10:45:00,2025-08-07 11:00:00,0.036654,0.036931,0.033721680000000004,0.7557156108473821,-0.7557156108473821,-3.151247048623047,SL,59.87369392383789
2025-08-22 23:45:00,2025-08-25 05:00:00,0.036222,0.036987,0.03332424,2.111976147092932,8.0,11.339842830375169,TP,71.21353675421307
2025-09-08 07:30:00,2025-09-08 08:15:00,0.03125,0.031543,0.02875,0.9376000000000051,-0.9376000000000051,-3.5606768377106537,SL,67.65285991650241
2025-09-08 14:30:00,2025-09-08 14:45:00,0.0332,0.033379,0.030544,0.5391566265060199,-0.5391566265060199,-3.3826429958251207,SL,64.27021692067729
2025-09-12 06:00:00,2025-09-12 06:30:00,0.036987,0.037097,0.03402804,0.29740178981804144,-0.29740178981804144,-3.2135108460338646,SL,61.05670607464342
2025-09-27 03:30:00,2025-09-28 22:30:00,0.028866,0.029046,0.02655672,0.6235709831635821,-0.6235709831635821,-3.0528353037321714,SL,58.00387077091125
2025-10-01 11:15:00,2025-10-01 13:45:00,0.03051,0.030776,0.0280692,0.8718452966240653,-0.8718452966240653,-2.9001935385455626,SL,55.10367723236568
2025-10-05 08:15:00,2025-10-05 08:45:00,0.033595,0.033871,0.0309074,0.8215508260157717,-0.8215508260157717,-2.7551838616182844,SL,52.3484933707474
