timestamp,open,high,low,close
2025-09-04 14:45:00,0.029037,0.029046,0.028932,0.028946
2025-09-04 15:00:00,0.028947,0.028992,0.028716,0.028721
2025-09-04 15:15:00,0.028722,0.028793,0.028662,0.028726
2025-09-04 15:30:00,0.028726,0.028766,0.028588,0.028603
2025-09-04 15:45:00,0.028603,0.028793,0.028599,0.028744
2025-09-04 16:00:00,0.028745,0.028793,0.028652,0.02867
2025-09-04 16:15:00,0.028672,0.028686,0.028347,0.028378
2025-09-04 16:30:00,0.028379,0.028402,0.028201,0.028223
2025-09-04 16:45:00,0.028223,0.02829,0.028182,0.028236
2025-09-04 17:00:00,0.028237,0.028418,0.028229,0.028326
2025-09-04 17:15:00,0.028327,0.028559,0.028327,0.028517
2025-09-04 17:30:00,0.028518,0.028597,0.028495,0.028514
2025-09-04 17:45:00,0.028514,0.028662,0.028512,0.028605
2025-09-04 18:00:00,0.02861,0.028651,0.028538,0.028559
2025-09-04 18:15:00,0.028559,0.028615,0.028395,0.0284
2025-09-04 18:30:00,0.028401,0.028582,0.028321,0.028518
2025-09-04 18:45:00,0.028518,0.028587,0.028431,0.028476
2025-09-04 19:00:00,0.028477,0.028567,0.028419,0.028564
2025-09-04 19:15:00,0.028564,0.028571,0.028427,0.028474
2025-09-04 19:30:00,0.028475,0.028489,0.028298,0.028339
2025-09-04 19:45:00,0.028339,0.028365,0.028274,0.028276
2025-09-04 20:00:00,0.028275,0.02856,0.028253,0.02851
2025-09-04 20:15:00,0.02851,0.028621,0.028427,0.028596
2025-09-04 20:30:00,0.028594,0.028621,0.028535,0.028536
2025-09-04 20:45:00,0.028536,0.028603,0.028422,0.028435
2025-09-04 21:00:00,0.028432,0.0285,0.028393,0.028434
2025-09-04 21:15:00,0.028434,0.028514,0.028427,0.028494
2025-09-04 21:30:00,0.028494,0.028538,0.028482,0.02853
2025-09-04 21:45:00,0.028524,0.028576,0.028501,0.028559
2025-09-04 22:00:00,0.028558,0.028675,0.028548,0.028627
2025-09-04 22:15:00,0.028628,0.028663,0.028405,0.028591
2025-09-04 22:30:00,0.028591,0.028636,0.02852,0.028537
2025-09-04 22:45:00,0.028535,0.028772,0.028524,0.028709
2025-09-04 23:00:00,0.028712,0.02881,0.028678,0.028742
2025-09-04 23:15:00,0.028742,0.028835,0.028691,0.028792
2025-09-04 23:30:00,0.028792,0.0288,0.028604,0.028634
2025-09-04 23:45:00,0.028634,0.028634,0.028479,0.028499
2025-09-05 00:00:00,0.028498,0.028692,0.02847,0.028673
2025-09-05 00:15:00,0.028672,0.028748,0.028615,0.028626
2025-09-05 00:30:00,0.028625,0.028679,0.028538,0.028543
2025-09-05 00:45:00,0.028543,0.028615,0.028496,0.028505
2025-09-05 01:00:00,0.028507,0.028579,0.028489,0.028526
2025-09-05 01:15:00,0.028526,0.028611,0.028504,0.028592
2025-09-05 01:30:00,0.028591,0.02872,0.028587,0.02872
2025-09-05 01:45:00,0.028719,0.028741,0.028634,0.028689
2025-09-05 02:00:00,0.028689,0.028772,0.028639,0.028645
2025-09-05 02:15:00,0.028644,0.028726,0.028543,0.028726
2025-09-05 02:30:00,0.028722,0.028765,0.028611,0.028623
2025-09-05 02:45:00,0.028622,0.028723,0.028619,0.028699
2025-09-05 03:00:00,0.028699,0.028765,0.02868,0.028682
2025-09-05 03:15:00,0.028682,0.028779,0.028647,0.028688
2025-09-05 03:30:00,0.02869,0.028731,0.028651,0.028718
2025-09-05 03:45:00,0.028718,0.028836,0.028685,0.028834
2025-09-05 04:00:00,0.028835,0.02885,0.028691,0.028701
2025-09-05 04:15:00,0.028702,0.028762,0.028621,0.028741
2025-09-05 04:30:00,0.028742,0.028809,0.028734,0.02878
2025-09-05 04:45:00,0.028778,0.028849,0.028739,0.02883
2025-09-05 05:00:00,0.028832,0.028898,0.028768,0.028859
2025-09-05 05:15:00,0.028858,0.028909,0.028791,0.028834
2025-09-05 05:30:00,0.028832,0.028844,0.028767,0.028833
2025-09-05 05:45:00,0.028832,0.028856,0.028784,0.028797
2025-09-05 06:00:00,0.028793,0.028834,0.028731,0.028755
2025-09-05 06:15:00,0.028757,0.028786,0.028663,0.028707
2025-09-05 06:30:00,0.028707,0.028772,0.028694,0.028761
2025-09-05 06:45:00,0.028761,0.028814,0.02875,0.028814
2025-09-05 07:00:00,0.028814,0.029335,0.028791,0.02922
2025-09-05 07:15:00,0.02922,0.029338,0.029149,0.029251
2025-09-05 07:30:00,0.02925,0.029385,0.029201,0.029294
2025-09-05 07:45:00,0.029294,0.029495,0.029269,0.029458
2025-09-05 08:00:00,0.02946,0.029508,0.029275,0.029299
2025-09-05 08:15:00,0.029298,0.029327,0.02913,0.029167
2025-09-05 08:30:00,0.029166,0.029216,0.029096,0.029144
2025-09-05 08:45:00,0.029144,0.029292,0.029143,0.029195
2025-09-05 09:00:00,0.029195,0.029209,0.029099,0.029141
2025-09-05 09:15:00,0.02914,0.02914,0.028838,0.028871
2025-09-05 09:30:00,0.028871,0.02905,0.028774,0.029029
2025-09-05 09:45:00,0.029028,0.029101,0.029,0.029095
2025-09-05 10:00:00,0.029096,0.029328,0.029088,0.029172
2025-09-05 10:15:00,0.02917,0.029289,0.029152,0.029196
2025-09-05 10:30:00,0.029194,0.0293,0.029157,0.029191
2025-09-05 10:45:00,0.02919,0.029231,0.029156,0.029156
2025-09-05 11:00:00,0.029155,0.029263,0.029127,0.029216
2025-09-05 11:15:00,0.029214,0.0293,0.029167,0.029299
2025-09-05 11:30:00,0.029299,0.029372,0.029264,0.029341
2025-09-05 11:45:00,0.029342,0.029359,0.029271,0.029319
2025-09-05 12:00:00,0.029317,0.029391,0.029278,0.029329
2025-09-05 12:15:00,0.02933,0.029688,0.02933,0.029688
2025-09-05 12:30:00,0.029688,0.029928,0.029343,0.029562
2025-09-05 12:45:00,0.029561,0.029915,0.029487,0.029915
2025-09-05 13:00:00,0.029915,0.030133,0.029898,0.030011
2025-09-05 13:15:00,0.030012,0.030333,0.029854,0.030245
2025-09-05 13:30:00,0.030244,0.03031,0.029982,0.030179
2025-09-05 13:45:00,0.030178,0.030515,0.03017,0.030345
2025-09-05 14:00:00,0.030347,0.030368,0.02996,0.030024
2025-09-05 14:15:00,0.030027,0.030036,0.029354,0.029451
2025-09-05 14:30:00,0.02945,0.029483,0.028945,0.02907
2025-09-05 14:45:00,0.029067,0.029107,0.02885,0.02897
2025-09-05 15:00:00,0.028971,0.029137,0.028858,0.029115
2025-09-05 15:15:00,0.029114,0.029327,0.029104,0.029255
2025-09-05 15:30:00,0.029253,0.02927,0.028982,0.02911
2025-09-05 15:45:00,0.029114,0.029114,0.028892,0.028914
2025-09-05 16:00:00,0.028914,0.028914,0.028637,0.028818
2025-09-05 16:15:00,0.028814,0.028859,0.028702,0.028794
2025-09-05 16:30:00,0.028794,0.0289,0.028742,0.0289
2025-09-05 16:45:00,0.0289,0.029097,0.028874,0.029052
2025-09-05 17:00:00,0.02905,0.029065,0.028755,0.028812
2025-09-05 17:15:00,0.028812,0.028851,0.028744,0.028744
2025-09-05 17:30:00,0.028744,0.028798,0.02865,0.028715
2025-09-05 17:45:00,0.028715,0.028776,0.028699,0.02877
2025-09-05 18:00:00,0.02877,0.028866,0.028711,0.02875
2025-09-05 18:15:00,0.028751,0.028946,0.028751,0.028906
2025-09-05 18:30:00,0.028905,0.02902,0.028904,0.02902
2025-09-05 18:45:00,0.02902,0.029163,0.02902,0.029083
2025-09-05 19:00:00,0.029083,0.029167,0.029026,0.029142
2025-09-05 19:15:00,0.029142,0.029248,0.029115,0.029242
2025-09-05 19:30:00,0.029241,0.029285,0.029073,0.029116
2025-09-05 19:45:00,0.029117,0.029302,0.029108,0.029302
2025-09-05 20:00:00,0.029298,0.029445,0.029296,0.029354
2025-09-05 20:15:00,0.029356,0.029418,0.029271,0.029354
2025-09-05 20:30:00,0.029356,0.029607,0.029356,0.029534
2025-09-05 20:45:00,0.029535,0.029699,0.029448,0.029645
2025-09-05 21:00:00,0.029646,0.029663,0.029463,0.029542
2025-09-05 21:15:00,0.029543,0.02959,0.029174,0.029302
2025-09-05 21:30:00,0.029297,0.029417,0.029179,0.029225
2025-09-05 21:45:00,0.029231,0.029234,0.029007,0.029049
2025-09-05 22:00:00,0.029049,0.029155,0.02902,0.029095
2025-09-05 22:15:00,0.029097,0.029186,0.029094,0.029125
2025-09-05 22:30:00,0.029124,0.029241,0.029117,0.029228
2025-09-05 22:45:00,0.029228,0.029354,0.029222,0.029288
2025-09-05 23:00:00,0.029288,0.029358,0.029254,0.029289
2025-09-05 23:15:00,0.029289,0.029325,0.029228,0.029256
2025-09-05 23:30:00,0.029255,0.029256,0.02915,0.029183
2025-09-05 23:45:00,0.029184,0.029185,0.029113,0.029154
2025-09-06 00:00:00,0.029155,0.029177,0.029052,0.029097
2025-09-06 00:15:00,0.029098,0.029207,0.029062,0.029199
2025-09-06 00:30:00,0.029198,0.02937,0.029162,0.029295
2025-09-06 00:45:00,0.029295,0.029371,0.029242,0.029301
2025-09-06 01:00:00,0.0293,0.029301,0.029158,0.029184
2025-09-06 01:15:00,0.029184,0.029385,0.029184,0.029242
2025-09-06 01:30:00,0.029242,0.029268,0.029195,0.029267
2025-09-06 01:45:00,0.029266,0.029344,0.02925,0.029258
2025-09-06 02:00:00,0.029259,0.029546,0.029243,0.029386
2025-09-06 02:15:00,0.029387,0.0294,0.029204,0.029277
2025-09-06 02:30:00,0.029276,0.029323,0.029215,0.029232
2025-09-06 02:45:00,0.029233,0.029416,0.029228,0.029405
2025-09-06 03:00:00,0.029404,0.029413,0.02933,0.029361
2025-09-06 03:15:00,0.029361,0.029433,0.029334,0.029368
2025-09-06 03:30:00,0.029367,0.029383,0.029282,0.029308
2025-09-06 03:45:00,0.029306,0.029321,0.029282,0.029301
2025-09-06 04:00:00,0.029302,0.029305,0.029015,0.029028
2025-09-06 04:15:00,0.029033,0.029047,0.02891,0.028981
2025-09-06 04:30:00,0.028981,0.028984,0.028849,0.028862
2025-09-06 04:45:00,0.028865,0.02896,0.028865,0.028907
2025-09-06 05:00:00,0.028906,0.028906,0.028861,0.028893
2025-09-06 05:15:00,0.028892,0.02891,0.028724,0.028783
2025-09-06 05:30:00,0.028783,0.028862,0.028717,0.028791
2025-09-06 05:45:00,0.028791,0.028824,0.028764,0.028789
2025-09-06 06:00:00,0.028786,0.028836,0.028745,0.028829
2025-09-06 06:15:00,0.028828,0.028853,0.028798,0.028836
2025-09-06 06:30:00,0.028837,0.028902,0.028813,0.028862
2025-09-06 06:45:00,0.028861,0.028912,0.028846,0.028872
2025-09-06 07:00:00,0.028873,0.028899,0.028846,0.028898
2025-09-06 07:15:00,0.028898,0.028898,0.028834,0.028882
2025-09-06 07:30:00,0.028885,0.028893,0.028845,0.028874
2025-09-06 07:45:00,0.028876,0.02891,0.028845,0.02891
2025-09-06 08:00:00,0.028909,0.028931,0.028805,0.028805
2025-09-06 08:15:00,0.028806,0.028833,0.028723,0.028752
2025-09-06 08:30:00,0.028753,0.028848,0.028753,0.028826
2025-09-06 08:45:00,0.028825,0.028838,0.028775,0.028801
2025-09-06 09:00:00,0.0288,0.0288,0.028663,0.028673
2025-09-06 09:15:00,0.028673,0.028698,0.028648,0.028648
2025-09-06 09:30:00,0.028647,0.028756,0.028605,0.028743
2025-09-06 09:45:00,0.028743,0.028766,0.028684,0.028698
2025-09-06 10:00:00,0.028698,0.02871,0.02864,0.028671
2025-09-06 10:15:00,0.028673,0.028698,0.028651,0.028685
2025-09-06 10:30:00,0.028685,0.028835,0.028667,0.028832
2025-09-06 10:45:00,0.02883,0.02884,0.028769,0.028828
2025-09-06 11:00:00,0.028828,0.028829,0.02875,0.028783
2025-09-06 11:15:00,0.028781,0.028796,0.028706,0.028741
2025-09-06 11:30:00,0.028741,0.028742,0.028662,0.028691
2025-09-06 11:45:00,0.028691,0.028798,0.028691,0.028798
2025-09-06 12:00:00,0.028797,0.028904,0.028765,0.028856
2025-09-06 12:15:00,0.028854,0.028881,0.028781,0.028816
2025-09-06 12:30:00,0.028815,0.028836,0.028744,0.028825
2025-09-06 12:45:00,0.028825,0.028924,0.028804,0.028831
2025-09-06 13:00:00,0.028832,0.028891,0.028772,0.028801
2025-09-06 13:15:00,0.028801,0.028861,0.028793,0.028808
2025-09-06 13:30:00,0.028808,0.02881,0.028751,0.028761
2025-09-06 13:45:00,0.028761,0.028808,0.028732,0.028808
2025-09-06 14:00:00,0.028809,0.029022,0.028782,0.028953
2025-09-06 14:15:00,0.02895,0.029184,0.028947,0.02917
2025-09-06 14:30:00,0.029171,0.029202,0.029079,0.029134
2025-09-06 14:45:00,0.029132,0.029145,0.029069,0.029129
2025-09-06 15:00:00,0.029131,0.029133,0.028842,0.028856
2025-09-06 15:15:00,0.028855,0.028901,0.028808,0.02889
2025-09-06 15:30:00,0.028891,0.028933,0.028823,0.028833
2025-09-06 15:45:00,0.028833,0.028833,0.028684,0.028722
2025-09-06 16:00:00,0.028721,0.028839,0.028658,0.028765
2025-09-06 16:15:00,0.028763,0.028777,0.028602,0.028725
2025-09-06 16:30:00,0.028723,0.028833,0.028689,0.028761
2025-09-06 16:45:00,0.028761,0.029052,0.028748,0.028961
2025-09-06 17:00:00,0.02896,0.028976,0.028874,0.028903
2025-09-06 17:15:00,0.028901,0.028932,0.028825,0.028832
2025-09-06 17:30:00,0.02883,0.02883,0.028705,0.02872
2025-09-06 17:45:00,0.028721,0.02878,0.028694,0.028739
2025-09-06 18:00:00,0.028738,0.028805,0.028676,0.02879
2025-09-06 18:15:00,0.02879,0.028852,0.028784,0.028836
2025-09-06 18:30:00,0.028835,0.028837,0.028674,0.028685
2025-09-06 18:45:00,0.028682,0.028772,0.028572,0.028643
2025-09-06 19:00:00,0.028642,0.028657,0.028562,0.028568
2025-09-06 19:15:00,0.028569,0.028608,0.028535,0.028546
2025-09-06 19:30:00,0.028545,0.028554,0.028457,0.028462
2025-09-06 19:45:00,0.028463,0.028479,0.028412,0.028431
2025-09-06 20:00:00,0.028432,0.028529,0.02841,0.028524
2025-09-06 20:15:00,0.028524,0.028564,0.028515,0.028563
2025-09-06 20:30:00,0.028563,0.028629,0.028539,0.02859
2025-09-06 20:45:00,0.02859,0.02859,0.028537,0.028572
2025-09-06 21:00:00,0.028572,0.02858,0.028508,0.028548
2025-09-06 21:15:00,0.028547,0.028562,0.028516,0.028541
2025-09-06 21:30:00,0.02854,0.028563,0.028527,0.028562
2025-09-06 21:45:00,0.028561,0.028567,0.028518,0.028556
2025-09-06 22:00:00,0.028554,0.028574,0.028501,0.028544
2025-09-06 22:15:00,0.028544,0.02862,0.028515,0.028525
2025-09-06 22:30:00,0.028525,0.028554,0.028496,0.028529
2025-09-06 22:45:00,0.02853,0.028546,0.028505,0.028538
2025-09-06 23:00:00,0.028539,0.02862,0.028509,0.028617
2025-09-06 23:15:00,0.028618,0.028731,0.028595,0.028719
2025-09-06 23:30:00,0.028719,0.028739,0.028662,0.028673
2025-09-06 23:45:00,0.028675,0.028675,0.028584,0.028589
2025-09-07 00:00:00,0.02859,0.028658,0.028562,0.028657
2025-09-07 00:15:00,0.028656,0.028662,0.028586,0.02863
2025-09-07 00:30:00,0.02863,0.028661,0.028593,0.028661
2025-09-07 00:45:00,0.028661,0.028705,0.028646,0.028676
2025-09-07 01:00:00,0.028676,0.028798,0.028639,0.028775
2025-09-07 01:15:00,0.028775,0.028843,0.028728,0.028829
2025-09-07 01:30:00,0.028829,0.028879,0.02878,0.028879
2025-09-07 01:45:00,0.028878,0.028939,0.028842,0.028844
2025-09-07 02:00:00,0.028844,0.028849,0.028734,0.028773
2025-09-07 02:15:00,0.028774,0.028833,0.028753,0.028833
2025-09-07 02:30:00,0.028833,0.028927,0.028833,0.028921
2025-09-07 02:45:00,0.028921,0.028995,0.028884,0.028978
2025-09-07 03:00:00,0.028978,0.029,0.028916,0.02893
2025-09-07 03:15:00,0.028929,0.029076,0.028929,0.029037
2025-09-07 03:30:00,0.029037,0.029046,0.028948,0.028959
2025-09-07 03:45:00,0.028957,0.029031,0.028916,0.028995
2025-09-07 04:00:00,0.029002,0.029029,0.028913,0.028913
2025-09-07 04:15:00,0.028914,0.02896,0.028914,0.028936
2025-09-07 04:30:00,0.028936,0.028979,0.028907,0.028943
2025-09-07 04:45:00,0.028943,0.028997,0.028936,0.028994
2025-09-07 05:00:00,0.028996,0.028999,0.028911,0.028938
2025-09-07 05:15:00,0.028937,0.028939,0.028868,0.028934
2025-09-07 05:30:00,0.028935,0.028957,0.028876,0.028934
2025-09-07 05:45:00,0.028933,0.02901,0.02891,0.02901
2025-09-07 06:00:00,0.02901,0.029014,0.028896,0.028896
2025-09-07 06:15:00,0.028895,0.028895,0.028822,0.028828
2025-09-07 06:30:00,0.028828,0.028849,0.028803,0.028829
2025-09-07 06:45:00,0.028829,0.028847,0.028757,0.028759
2025-09-07 07:00:00,0.028759,0.028768,0.028666,0.028728
2025-09-07 07:15:00,0.028728,0.028806,0.028706,0.028798
2025-09-07 07:30:00,0.028798,0.028951,0.028797,0.028921
2025-09-07 07:45:00,0.028922,0.028994,0.028814,0.028851
2025-09-07 08:00:00,0.028851,0.028918,0.02885,0.028901
2025-09-07 08:15:00,0.0289,0.029097,0.028887,0.029074
2025-09-07 08:30:00,0.029075,0.029134,0.028965,0.028976
2025-09-07 08:45:00,0.028978,0.028985,0.028912,0.028912
2025-09-07 09:00:00,0.028911,0.028911,0.028826,0.028842
2025-09-07 09:15:00,0.028842,0.028952,0.028837,0.028882
2025-09-07 09:30:00,0.028883,0.028892,0.028732,0.028732
2025-09-07 09:45:00,0.028732,0.028732,0.028628,0.02872
2025-09-07 10:00:00,0.028719,0.028805,0.028718,0.028801
2025-09-07 10:15:00,0.028799,0.028824,0.028757,0.028808
2025-09-07 10:30:00,0.028808,0.028845,0.028787,0.028807
2025-09-07 10:45:00,0.02881,0.028838,0.028769,0.028831
2025-09-07 11:00:00,0.028832,0.02886,0.028798,0.028827
2025-09-07 11:15:00,0.028826,0.02883,0.028776,0.028821
2025-09-07 11:30:00,0.028821,0.028854,0.028787,0.028831
2025-09-07 11:45:00,0.028831,0.028888,0.028798,0.028887
2025-09-07 12:00:00,0.028888,0.028888,0.028816,0.028816
2025-09-07 12:15:00,0.028815,0.028818,0.028766,0.028804
2025-09-07 12:30:00,0.028806,0.028841,0.028766,0.02877
2025-09-07 12:45:00,0.02877,0.028773,0.028737,0.028773
2025-09-07 13:00:00,0.028773,0.028815,0.028764,0.028772
2025-09-07 13:15:00,0.028773,0.028774,0.028695,0.028748
2025-09-07 13:30:00,0.028747,0.028887,0.028716,0.028803
2025-09-07 13:45:00,0.028806,0.028882,0.028788,0.028866
2025-09-07 14:00:00,0.028865,0.029048,0.028802,0.028948
2025-09-07 14:15:00,0.028949,0.029052,0.028895,0.028969
2025-09-07 14:30:00,0.028969,0.028995,0.02885,0.028989
2025-09-07 14:45:00,0.02899,0.029008,0.028919,0.028924
2025-09-07 15:00:00,0.028923,0.028932,0.028809,0.028898
2025-09-07 15:15:00,0.028899,0.029008,0.028899,0.029
2025-09-07 15:30:00,0.028999,0.029036,0.028945,0.029027
2025-09-07 15:45:00,0.029026,0.029068,0.028952,0.029022
2025-09-07 16:00:00,0.029023,0.02942,0.029007,0.029088
2025-09-07 16:15:00,0.029091,0.029099,0.028924,0.029039
2025-09-07 16:30:00,0.029037,0.029043,0.028873,0.028974
2025-09-07 16:45:00,0.028975,0.029006,0.028926,0.028944
2025-09-07 17:00:00,0.028945,0.028997,0.028799,0.028799
2025-09-07 17:15:00,0.0288,0.028855,0.028691,0.028691
2025-09-07 17:30:00,0.028695,0.028834,0.028668,0.028783
2025-09-07 17:45:00,0.028783,0.028802,0.02869,0.028697
2025-09-07 18:00:00,0.028697,0.028794,0.028681,0.028755
2025-09-07 18:15:00,0.028754,0.028781,0.028725,0.028742
2025-09-07 18:30:00,0.028743,0.02876,0.028621,0.028673
2025-09-07 18:45:00,0.028674,0.02877,0.02866,0.028748
2025-09-07 19:00:00,0.028747,0.028875,0.02874,0.028783
2025-09-07 19:15:00,0.028783,0.028845,0.02875,0.028808
2025-09-07 19:30:00,0.028809,0.029155,0.028808,0.029103
2025-09-07 19:45:00,0.029104,0.029132,0.028981,0.028998
2025-09-07 20:00:00,0.028999,0.029091,0.02887,0.02887
2025-09-07 20:15:00,0.028869,0.029004,0.028868,0.029004
2025-09-07 20:30:00,0.029006,0.029138,0.029006,0.029136
2025-09-07 20:45:00,0.029135,0.029283,0.029082,0.029265
2025-09-07 21:00:00,0.029266,0.02932,0.029189,0.029247
2025-09-07 21:15:00,0.029245,0.029249,0.029143,0.029181
2025-09-07 21:30:00,0.029177,0.029213,0.029154,0.029171
2025-09-07 21:45:00,0.029181,0.029181,0.029089,0.029101
2025-09-07 22:00:00,0.029101,0.029169,0.029082,0.029156
