coin,signal_time,entry_time,exit_time,sl_dist_pct,pnl_pct,result,equity_before,position_size,pnl_dollar,equity_after,month
MELANIA,2025-09-20 05:15:00,2025-09-20 09:30:00,2025-09-22 06:00:00,2.0761245674740487,10.0,WIN,4303.403820835409,10364.030868511942,1026.0390559826824,5329.4428768180915,2025-09
MOODENG,2025-09-24 12:30:00,2025-09-24 19:45:00,2025-09-25 17:00:00,3.454624577377567,8.0,WIN,5329.4428768180915,7713.490652092382,609.3657615152982,5938.808638333389,2025-09
DOGE,2025-09-24 14:45:00,2025-09-24 19:30:00,2025-09-25 12:15:00,2.931746810944364,6.0,WIN,5938.808638333389,10128.447340956433,597.5783931164295,6536.387031449819,2025-09
MELANIA,2025-09-26 18:15:00,2025-09-27 08:00:00,2025-09-27 22:15:00,1.2863658882416313,-1.2863658882416313,LOSS,6536.387031449819,25406.40688313255,-352.2257584556235,6184.161272994195,2025-09
FARTCOIN,2025-09-27 03:15:00,2025-09-27 09:15:00,2025-09-27 22:15:00,3.2870584230872115,-3.2870584230872115,LOSS,6184.161272994195,9406.83200146169,-318.6148956511715,5865.546377343024,2025-09
DOGE,2025-09-27 22:15:00,2025-09-28 00:00:00,2025-09-28 20:15:00,1.1243845778088828,-1.1243845778088828,LOSS,5865.546377343024,26083.363704495867,-319.3606825716471,5546.185694771377,2025-09
MELANIA,2025-09-28 20:30:00,2025-09-29 10:30:00,2025-09-29 14:15:00,1.3658933383043212,-1.3658933383043212,LOSS,5546.185694771377,20302.4113934718,-297.61169613204066,5248.573998639336,2025-09
MOODENG,2025-09-28 23:45:00,2025-09-29 01:45:00,2025-09-30 15:15:00,2.1513395995278897,8.0,WIN,5248.573998639336,12198.38560074647,963.672462458971,6212.246461098308,2025-09
DOGE,2025-09-28 23:45:00,2025-09-29 02:15:00,2025-09-29 20:30:00,0.5323853122829532,-0.5323853122829532,LOSS,6212.246461098308,58343.51847968161,-368.955841534597,5843.290619563711,2025-09
DOGE,2025-09-29 20:45:00,2025-09-30 00:45:00,2025-10-01 08:30:00,2.2594726775739,-2.2594726775739,LOSS,5843.290619563711,12930.65120362049,-305.095182181806,5538.195437381904,2025-09
MELANIA,2025-09-30 21:30:00,2025-10-01 03:45:00,2025-10-01 08:30:00,1.1981975831228187,-1.1981975831228187,LOSS,5538.195437381904,23110.52665849946,-300.02029852759466,5238.17513885431,2025-09
FARTCOIN,2025-10-01 09:45:00,2025-10-01 22:30:00,2025-10-02 02:45:00,5.605204588255449,-5.605204588255449,LOSS,5238.17513885431,4672.5994175393935,-266.5813563602549,4971.593782494055,2025-10
MELANIA,2025-10-01 12:00:00,2025-10-01 16:00:00,2025-10-01 22:15:00,5.64649346748762,-5.64649346748762,LOSS,4971.593782494055,4402.372739046258,-252.982061863749,4718.611720630306,2025-10
MOODENG,2025-10-02 02:30:00,2025-10-02 14:45:00,2025-10-03 16:45:00,7.2566160838648255,-7.2566160838648255,LOSS,4718.611720630306,3251.248010158755,-239.18183404167405,4479.429886588632,2025-10
FARTCOIN,2025-10-02 06:45:00,2025-10-02 13:00:00,2025-10-03 16:00:00,1.7854905400325967,-1.7854905400325967,LOSS,4479.429886588632,12543.975412232801,-236.51546974166442,4242.9144168469675,2025-10
DOGE,2025-10-03 16:30:00,2025-10-03 17:00:00,2025-10-06 15:00:00,2.7564303703740656,-2.7564303703740656,LOSS,4242.9144168469675,7696.393245498846,-219.84211408784725,4023.0723027591202,2025-10
MOODENG,2025-10-03 16:30:00,2025-10-03 18:15:00,2025-10-04 06:00:00,4.520702030030875,-4.520702030030875,LOSS,4023.0723027591202,4449.610122536261,-205.60322526049228,3817.469077498628,2025-10
FARTCOIN,2025-10-03 16:30:00,2025-10-03 17:45:00,2025-10-05 05:30:00,3.0294008187569914,-3.0294008187569914,LOSS,3817.469077498628,6300.699884053298,-197.17415375898472,3620.2949237396433,2025-10
MELANIA,2025-10-03 16:30:00,2025-10-03 17:00:00,2025-10-06 19:00:00,1.5494783628618976,-1.5494783628618976,LOSS,3620.2949237396433,11682.302284792582,-192.69704847177474,3427.5978752678684,2025-10
MOODENG,2025-10-04 07:45:00,2025-10-04 13:00:00,2025-10-08 03:15:00,6.013157263234405,8.0,WIN,3427.5978752678684,2850.0816835648543,225.15645300162348,3652.754328269492,2025-10
MOODENG,2025-10-05 01:45:00,2025-10-05 19:00:00,2025-10-08 03:15:00,6.922926267880153,8.0,WIN,3652.754328269492,2638.1577579534082,208.41446287831923,3861.168791147811,2025-10
DOGE,2025-10-05 07:45:00,2025-10-05 09:45:00,2025-10-06 14:30:00,1.3521928070945943,-1.3521928070945943,LOSS,3861.168791147811,14277.434293723833,-207.3358738511144,3653.832917296697,2025-10
FARTCOIN,2025-10-05 09:30:00,2025-10-05 09:45:00,2025-10-06 00:45:00,0.18380930268554757,10.0,WIN,3653.832917296697,99391.94763029771,9839.802815399475,13493.635732696172,2025-10
MOODENG,2025-10-06 15:30:00,2025-10-07 00:00:00,2025-10-08 00:30:00,2.469069019320146,8.0,WIN,13493.635732696172,27325.35143228119,2158.702763150214,15652.338495846387,2025-10
