signal_time,entry_time,exit_time,rsi,entry_price,sl_price,tp_price,sl_dist_pct,position_size,pnl_pct,pnl_dollar,exit_reason,equity_before,equity_after,month
2025-06-02 22:15:00,2025-06-03 21:15:00,2025-06-05 10:15:00,72.96481705673085,0.010723114285714286,0.011375,0.009650802857142858,6.07925735860317,82.2468881486677,10.0,8.22468881486677,TP,100.0,108.22468881486677,2025-06
2025-06-16 07:00:00,2025-06-16 10:45:00,2025-06-16 14:30:00,73.26393981233977,0.0101034,0.010326,0.00909306,2.2032187184512133,245.60586724441276,-2.2032187184512133,-5.411234440743339,SL,108.22468881486677,102.81345437412342,2025-06
2025-06-20 07:15:00,2025-06-20 14:45:00,2025-06-21 21:15:00,73.86422398007426,0.00931182857142857,0.009695,0.008380645714285713,4.114889203900431,124.92858164524621,10.0,12.492858164524622,TP,102.81345437412342,115.30631253864804,2025-06
2025-06-21 08:45:00,2025-06-21 13:15:00,2025-06-21 21:30:00,74.23474789368198,0.009258742857142857,0.009473,0.008332868571428571,2.314106203866005,249.13790116031487,10.0,24.91379011603149,TP,115.30631253864803,140.22010265467952,2025-06
2025-06-23 00:15:00,2025-06-23 16:30:00,2025-06-23 17:30:00,72.86629571610186,0.008386285714285714,0.008776,0.007547657142857143,4.6470427909512235,150.87025121408152,-4.6470427909512235,-7.011005132733977,SL,140.22010265467952,133.20909752194555,2025-06
2025-10-24 05:45:00,2025-10-24 11:15:00,2025-10-24 12:30:00,72.50915534018382,0.020716428571428573,0.021069,0.018644785714285718,1.7018929076302411,391.35569848348825,-1.7018929076302411,-6.660454876097278,SL,133.20909752194555,126.54864264584828,2025-10
2025-10-25 18:15:00,2025-10-26 00:00:00,2025-10-26 11:30:00,76.34514830923356,0.021311114285714285,0.02179,0.019180002857142858,2.2471171984035228,281.57997886304173,-2.2471171984035228,-6.327432132292414,SL,126.54864264584828,120.22121051355586,2025-10
2025-10-31 01:00:00,2025-10-31 13:30:00,2025-11-03 03:00:00,72.27541880229455,0.018561942857142855,0.019123,0.01670574857142857,3.022620784770087,198.8691587103944,10.0,19.88691587103944,TP,120.22121051355586,140.1081263845953,2025-10
2025-11-05 15:30:00,2025-11-06 08:45:00,2025-11-07 17:15:00,74.97752103642276,0.014999314285714285,0.015488,0.013499382857142857,3.258053701502548,215.01813539779943,-3.258053701502548,-7.005406319229765,SL,140.1081263845953,133.10272006536553,2025-11
2025-11-20 02:00:00,2025-11-20 16:00:00,2025-11-21 07:30:00,72.45608660938962,0.012206457142857141,0.012831,0.010985811428571428,5.116495718893528,130.0721503331481,10.0,13.00721503331481,TP,133.10272006536553,146.10993509868035,2025-11
