timestamp,open,high,low,close,volume
2024-12-30 16:00:00,21371.5,21469.75,21340.75,21458.5,0.0
2024-12-30 17:00:00,21459.25,21567.0,21447.5,21552.75,47860.0
2024-12-30 18:00:00,21552.75,21571.0,21487.75,21542.5,40827.0
2024-12-30 19:00:00,21542.5,21548.75,21475.75,21529.5,33204.0
2024-12-30 20:00:00,21528.75,21544.0,21408.5,21412.25,57368.0
2024-12-30 21:00:00,21411.75,21419.75,21351.0,21388.25,19046.0
2024-12-30 23:00:00,21390.25,21392.75,21343.5,21391.25,0.0
2024-12-31 00:00:00,21392.0,21402.75,21364.75,21369.5,2882.0
2024-12-31 01:00:00,21370.25,21422.5,21368.75,21417.0,3236.0
2024-12-31 02:00:00,21416.75,21455.75,21415.0,21422.0,3588.0
2024-12-31 03:00:00,21421.0,21428.5,21385.25,21408.25,3509.0
2024-12-31 04:00:00,21408.0,21413.25,21376.5,21409.0,2755.0
2024-12-31 05:00:00,21411.0,21418.0,21387.0,21407.5,2736.0
2024-12-31 06:00:00,21407.0,21409.5,21370.0,21379.75,2380.0
2024-12-31 07:00:00,21380.25,21409.5,21373.0,21394.0,4014.0
2024-12-31 08:00:00,21395.0,21405.25,21359.5,21384.75,5317.0
2024-12-31 09:00:00,21385.75,21511.0,21379.0,21489.0,9375.0
2024-12-31 10:00:00,21488.25,21510.0,21476.75,21496.5,4138.0
2024-12-31 11:00:00,21497.5,21519.25,21477.0,21501.25,4765.0
2024-12-31 12:00:00,21501.5,21524.75,21460.25,21465.0,7101.0
2024-12-31 13:00:00,21466.0,21499.5,21436.0,21460.75,11556.0
2024-12-31 14:00:00,21461.5,21488.5,21368.0,21435.0,56258.0
2024-12-31 15:00:00,21434.0,21468.5,21333.5,21379.25,67630.0
2024-12-31 16:00:00,21379.25,21384.0,21287.0,21330.0,49779.0
2024-12-31 17:00:00,21329.75,21344.0,21208.0,21313.75,48655.0
2024-12-31 18:00:00,21313.25,21337.5,21204.5,21220.0,45397.0
2024-12-31 19:00:00,21220.5,21275.0,21182.0,21268.75,41496.0
2024-12-31 20:00:00,21268.25,21316.0,21189.0,21220.75,75503.0
2024-12-31 21:00:00,21220.5,21250.75,21197.25,21234.25,13902.0
2025-01-02 05:00:00,21324.25,21376.5,21323.0,21369.75,5889.0
2025-01-02 06:00:00,21371.0,21396.75,21356.0,21389.25,4779.0
2025-01-02 07:00:00,21389.25,21398.5,21346.0,21357.75,6197.0
2025-01-02 08:00:00,21357.25,21424.5,21318.0,21375.5,16974.0
2025-01-02 09:00:00,21374.5,21405.5,21350.25,21402.5,10498.0
2025-01-02 10:00:00,21402.75,21411.0,21359.5,21397.75,6720.0
2025-01-02 11:00:00,21398.0,21470.0,21370.5,21467.75,9232.0
2025-01-02 12:00:00,21467.0,21490.5,21413.75,21444.25,13729.0
2025-01-02 13:00:00,21443.75,21466.5,21404.25,21417.5,14880.0
2025-01-02 14:00:00,21417.75,21420.0,21166.5,21390.75,97853.0
2025-01-02 15:00:00,21392.5,21444.0,21209.75,21277.0,97685.0
2025-01-02 16:00:00,21278.25,21357.5,21186.5,21316.25,62781.0
2025-01-02 17:00:00,21316.25,21342.25,20983.75,21075.75,87232.0
2025-01-02 18:00:00,21076.5,21090.25,20987.75,21047.5,61506.0
2025-01-02 19:00:00,21048.0,21145.5,21028.0,21064.0,52521.0
2025-01-02 20:00:00,21063.25,21195.75,21062.0,21169.25,56839.0
2025-01-02 21:00:00,21169.0,21203.5,21168.75,21182.5,11005.0
2025-01-02 23:00:00,21186.75,21188.75,21144.0,21163.5,0.0
2025-01-03 00:00:00,21162.75,21240.75,21153.25,21239.0,6082.0
2025-01-03 01:00:00,21239.25,21249.0,21206.0,21224.0,4060.0
2025-01-03 02:00:00,21224.5,21250.0,21221.25,21242.5,4515.0
2025-01-03 03:00:00,21243.0,21260.0,21242.5,21248.0,3217.0
2025-01-03 04:00:00,21249.0,21255.25,21225.25,21226.0,1948.0
2025-01-03 05:00:00,21219.25,21231.75,21207.5,21225.75,2686.0
2025-01-03 06:00:00,21225.5,21256.75,21219.0,21237.25,2625.0
2025-01-03 07:00:00,21237.25,21254.0,21210.5,21246.0,4597.0
2025-01-03 08:00:00,21245.75,21275.5,21213.25,21236.75,9404.0
2025-01-03 09:00:00,21237.25,21288.0,21228.25,21271.25,7168.0
2025-01-03 10:00:00,21270.25,21272.75,21227.0,21237.0,4504.0
