baseline_pct,step_pct,floor_mult,ceiling_mult,min_position_pct,max_position_pct,max_total_exposure,return,max_dd,return_dd,final_equity
40,30,0.7,3.0,27.999999999999996,120.00000000000001,268.0,408.24980847046646,-16.5714303596162,24.635761645859617,508.24980847046646
40,30,0.7,5.0,27.999999999999996,200.0,268.0,408.24980847046646,-16.5714303596162,24.635761645859617,508.24980847046646
40,30,0.7,3.5,27.999999999999996,140.0,268.0,408.24980847046646,-16.5714303596162,24.635761645859617,508.24980847046646
40,30,0.7,4.0,27.999999999999996,160.0,268.0,408.24980847046646,-16.5714303596162,24.635761645859617,508.24980847046646
40,20,0.7,2.0,27.999999999999996,80.0,219.99999999999997,359.18054182706646,-14.612849262366087,24.579774647515155,459.18054182706646
40,20,0.7,3.0,27.999999999999996,120.00000000000001,219.99999999999997,358.9853577359884,-14.612849262366087,24.566417629484402,458.9853577359884
40,20,0.7,5.0,27.999999999999996,200.0,219.99999999999997,358.9853577359884,-14.612849262366087,24.566417629484402,458.9853577359884
40,20,0.7,2.5,27.999999999999996,100.0,219.99999999999997,358.9853577359884,-14.612849262366087,24.566417629484402,458.9853577359884
40,20,0.7,4.0,27.999999999999996,160.0,219.99999999999997,358.9853577359884,-14.612849262366087,24.566417629484402,458.9853577359884
40,20,0.7,3.5,27.999999999999996,140.0,219.99999999999997,358.9853577359884,-14.612849262366087,24.566417629484402,458.9853577359884
40,15,0.7,2.5,27.999999999999996,100.0,204.0,334.76983744131064,-13.855542450017047,24.1614385469909,434.76983744131064
40,15,0.7,3.0,27.999999999999996,120.00000000000001,204.0,334.76983744131064,-13.855542450017047,24.1614385469909,434.76983744131064
40,15,0.7,2.0,27.999999999999996,80.0,204.0,334.76983744131064,-13.855542450017047,24.1614385469909,434.76983744131064
40,15,0.7,4.0,27.999999999999996,160.0,204.0,334.76983744131064,-13.855542450017047,24.1614385469909,434.76983744131064
40,15,0.7,3.5,27.999999999999996,140.0,204.0,334.76983744131064,-13.855542450017047,24.1614385469909,434.76983744131064
40,15,0.7,5.0,27.999999999999996,200.0,204.0,334.76983744131064,-13.855542450017047,24.1614385469909,434.76983744131064
40,30,0.7,2.0,27.999999999999996,80.0,260.00000000000006,398.86356831778807,-16.5714303596162,24.069350663283714,498.86356831778807
50,15,0.5,5.0,25.0,250.0,200.0,336.9929389985678,-14.681825491126862,22.95306800930399,436.9929389985678
50,15,0.5,3.5,25.0,175.0,200.0,336.9929389985678,-14.681825491126862,22.95306800930399,436.9929389985678
50,15,0.5,3.0,25.0,150.0,200.0,336.9929389985678,-14.681825491126862,22.95306800930399,436.9929389985678
50,15,0.5,2.0,25.0,100.0,200.0,336.9929389985678,-14.681825491126862,22.95306800930399,436.9929389985678
50,15,0.5,4.0,25.0,200.0,200.0,336.9929389985678,-14.681825491126862,22.95306800930399,436.9929389985678
50,15,0.5,2.5,25.0,125.0,200.0,336.9929389985678,-14.681825491126862,22.95306800930399,436.9929389985678
50,20,0.5,2.5,25.0,125.0,229.99999999999997,360.3961107193051,-15.99670713522689,22.529393560357473,460.3961107193051
50,20,0.5,2.0,25.0,100.0,229.99999999999997,360.3961107193051,-15.99670713522689,22.529393560357473,460.3961107193051
50,20,0.5,3.0,25.0,150.0,229.99999999999997,360.3961107193051,-15.99670713522689,22.529393560357473,460.3961107193051
50,20,0.5,4.0,25.0,200.0,229.99999999999997,360.3961107193051,-15.99670713522689,22.529393560357473,460.3961107193051
50,20,0.5,3.5,25.0,175.0,229.99999999999997,360.3961107193051,-15.99670713522689,22.529393560357473,460.3961107193051
50,20,0.5,5.0,25.0,250.0,229.99999999999997,360.3961107193051,-15.99670713522689,22.529393560357473,460.3961107193051
40,15,0.6,2.0,24.0,80.0,180.00000000000003,281.51028106670043,-12.583959776429632,22.370564279296477,381.51028106670043
40,15,0.6,2.5,24.0,100.0,180.00000000000003,281.51028106670043,-12.583959776429632,22.370564279296477,381.51028106670043
40,15,0.6,3.5,24.0,140.0,180.00000000000003,281.51028106670043,-12.583959776429632,22.370564279296477,381.51028106670043
40,15,0.6,3.0,24.0,120.00000000000001,180.00000000000003,281.51028106670043,-12.583959776429632,22.370564279296477,381.51028106670043
40,15,0.6,4.0,24.0,160.0,180.00000000000003,281.51028106670043,-12.583959776429632,22.370564279296477,381.51028106670043
40,15,0.6,5.0,24.0,200.0,180.00000000000003,281.51028106670043,-12.583959776429632,22.370564279296477,381.51028106670043
50,30,0.5,2.5,25.0,125.0,290.0,413.3660698408262,-18.581073187593283,22.246619754817697,513.3660698408262
50,30,0.5,2.0,25.0,100.0,280.0,413.0791156661253,-18.581073187593283,22.231176396309618,513.0791156661253
50,30,0.5,3.5,25.0,175.0,295.0,412.71148436208887,-18.581073187593283,22.21139113954189,512.7114843620889
50,30,0.5,4.0,25.0,200.0,295.0,412.71148436208887,-18.581073187593283,22.21139113954189,512.7114843620889
50,30,0.5,3.0,25.0,150.0,295.0,412.71148436208887,-18.581073187593283,22.21139113954189,512.7114843620889
50,30,0.5,5.0,25.0,250.0,295.0,412.71148436208887,-18.581073187593283,22.21139113954189,512.7114843620889
50,25,0.5,2.0,25.0,100.0,250.0,383.7988076457184,-17.2964176887458,22.189496955513707,483.7988076457184
50,25,0.5,5.0,25.0,250.0,262.5,382.7299273029494,-17.2964176887458,22.127699168133464,482.7299273029494
50,25,0.5,3.5,25.0,175.0,262.5,382.7299273029494,-17.2964176887458,22.127699168133464,482.7299273029494
50,25,0.5,4.0,25.0,200.0,262.5,382.7299273029494,-17.2964176887458,22.127699168133464,482.7299273029494
50,25,0.5,2.5,25.0,125.0,262.5,382.7299273029494,-17.2964176887458,22.127699168133464,482.7299273029494
50,25,0.5,3.0,25.0,150.0,262.5,382.7299273029494,-17.2964176887458,22.127699168133464,482.7299273029494
40,20,0.6,3.5,24.0,140.0,200.0,298.2659175406643,-13.659661292149408,21.835528067748363,398.2659175406643
40,20,0.6,3.0,24.0,120.00000000000001,200.0,298.2659175406643,-13.659661292149408,21.835528067748363,398.2659175406643
40,20,0.6,5.0,24.0,200.0,200.0,298.2659175406643,-13.659661292149408,21.835528067748363,398.2659175406643
40,20,0.6,4.0,24.0,160.0,200.0,298.2659175406643,-13.659661292149408,21.835528067748363,398.2659175406643
40,20,0.6,2.5,24.0,100.0,200.0,298.2659175406643,-13.659661292149408,21.835528067748363,398.2659175406643
40,20,0.6,2.0,24.0,80.0,200.0,298.2659175406643,-13.659661292149408,21.835528067748363,398.2659175406643
40,25,0.6,4.0,24.0,160.0,226.00000000000003,320.2797349312968,-14.725460372769032,21.750065996141767,420.2797349312968
40,25,0.6,3.5,24.0,140.0,226.00000000000003,320.2797349312968,-14.725460372769032,21.750065996141767,420.2797349312968
40,25,0.6,3.0,24.0,120.00000000000001,226.00000000000003,320.2797349312968,-14.725460372769032,21.750065996141767,420.2797349312968
40,25,0.6,2.5,24.0,100.0,226.00000000000003,320.2797349312968,-14.725460372769032,21.750065996141767,420.2797349312968
40,25,0.6,5.0,24.0,200.0,226.00000000000003,320.2797349312968,-14.725460372769032,21.750065996141767,420.2797349312968
40,30,0.6,2.5,24.0,100.0,244.00000000000003,343.13569333415967,-15.781417448951002,21.743021147759325,443.13569333415967
40,25,0.6,2.0,24.0,80.0,220.00000000000003,320.0911070048519,-14.725460372769032,21.73725635069301,420.0911070048519
40,30,0.6,3.0,24.0,120.00000000000001,252.0,342.55466290271323,-15.781417448951002,21.706203768501354,442.55466290271323
40,30,0.6,4.0,24.0,160.0,252.0,342.55466290271323,-15.781417448951002,21.706203768501354,442.55466290271323
40,30,0.6,3.5,24.0,140.0,252.0,342.55466290271323,-15.781417448951002,21.706203768501354,442.55466290271323
40,30,0.6,5.0,24.0,200.0,252.0,342.55466290271323,-15.781417448951002,21.706203768501354,442.55466290271323
40,30,0.6,2.0,24.0,80.0,240.00000000000003,337.6655679352041,-15.781417448951002,21.3964030181363,437.6655679352041
30,25,0.7,3.0,21.0,89.99999999999999,181.50000000000003,237.95475394302704,-11.722557691943729,20.298876763605975,337.954753943027
30,25,0.7,2.5,21.0,75.0,181.50000000000003,237.95475394302704,-11.722557691943729,20.298876763605975,337.954753943027
30,25,0.7,5.0,21.0,150.0,181.50000000000003,237.95475394302704,-11.722557691943729,20.298876763605975,337.954753943027
30,25,0.7,3.5,21.0,105.0,181.50000000000003,237.95475394302704,-11.722557691943729,20.298876763605975,337.954753943027
30,25,0.7,4.0,21.0,120.0,181.50000000000003,237.95475394302704,-11.722557691943729,20.298876763605975,337.954753943027
30,25,0.7,2.0,21.0,60.0,180.0,236.8648112459681,-11.722557691943729,20.20589853089418,336.8648112459681
30,30,0.7,2.5,21.0,75.0,195.0,252.65092316549826,-12.539118265171318,20.149018282032,352.6509231654983
30,30,0.7,3.0,21.0,89.99999999999999,201.00000000000003,252.47356481019904,-12.539118265171318,20.13487387797196,352.47356481019904
30,30,0.7,4.0,21.0,120.0,201.00000000000003,252.47356481019904,-12.539118265171318,20.13487387797196,352.47356481019904
30,30,0.7,5.0,21.0,150.0,201.00000000000003,252.47356481019904,-12.539118265171318,20.13487387797196,352.47356481019904
30,30,0.7,3.5,21.0,105.0,201.00000000000003,252.47356481019904,-12.539118265171318,20.13487387797196,352.47356481019904
30,20,0.7,3.0,21.0,89.99999999999999,165.0,223.62695050783427,-11.125325004738452,20.100711701688535,323.6269505078343
30,20,0.7,4.0,21.0,120.0,165.0,223.62695050783427,-11.125325004738452,20.100711701688535,323.6269505078343
30,20,0.7,5.0,21.0,150.0,165.0,223.62695050783427,-11.125325004738452,20.100711701688535,323.6269505078343
30,20,0.7,3.5,21.0,105.0,165.0,223.62695050783427,-11.125325004738452,20.100711701688535,323.6269505078343
30,20,0.7,2.5,21.0,75.0,165.0,223.62695050783427,-11.125325004738452,20.100711701688535,323.6269505078343
30,20,0.7,2.0,21.0,60.0,165.0,223.61588504246157,-11.125325004738452,20.099717082172432,323.61588504246157
30,15,0.7,5.0,21.0,150.0,152.99999999999997,209.5116761469439,-10.540371963384304,19.877066660906895,309.5116761469439
30,15,0.7,4.0,21.0,120.0,152.99999999999997,209.5116761469439,-10.540371963384304,19.877066660906895,309.5116761469439
30,15,0.7,3.0,21.0,89.99999999999999,152.99999999999997,209.5116761469439,-10.540371963384304,19.877066660906895,309.5116761469439
30,15,0.7,3.5,21.0,105.0,152.99999999999997,209.5116761469439,-10.540371963384304,19.877066660906895,309.5116761469439
30,15,0.7,2.5,21.0,75.0,152.99999999999997,209.5116761469439,-10.540371963384304,19.877066660906895,309.5116761469439
30,15,0.7,2.0,21.0,60.0,152.99999999999997,209.5116761469439,-10.540371963384304,19.877066660906895,309.5116761469439
40,15,0.5,3.5,20.0,140.0,160.0,233.5218960018508,-11.77200826264767,19.837048258181294,333.5218960018508
40,15,0.5,4.0,20.0,160.0,160.0,233.5218960018508,-11.77200826264767,19.837048258181294,333.5218960018508
40,15,0.5,5.0,20.0,200.0,160.0,233.5218960018508,-11.77200826264767,19.837048258181294,333.5218960018508
40,15,0.5,2.5,20.0,100.0,160.0,233.5218960018508,-11.77200826264767,19.837048258181294,333.5218960018508
40,15,0.5,2.0,20.0,80.0,160.0,233.5218960018508,-11.77200826264767,19.837048258181294,333.5218960018508
40,15,0.5,3.0,20.0,120.00000000000001,160.0,233.5218960018508,-11.77200826264767,19.837048258181294,333.5218960018508
30,30,0.7,2.0,21.0,60.0,195.0,245.88993990395434,-12.539118265171318,19.609826999314517,345.8899399039543
40,20,0.5,2.5,20.0,100.0,184.0,249.15495748209202,-12.856301312477637,19.379987402774667,349.154957482092
40,20,0.5,2.0,20.0,80.0,184.0,249.15495748209202,-12.856301312477637,19.379987402774667,349.154957482092
40,20,0.5,5.0,20.0,200.0,184.0,249.15495748209202,-12.856301312477637,19.379987402774667,349.154957482092
40,20,0.5,4.0,20.0,160.0,184.0,249.15495748209202,-12.856301312477637,19.379987402774667,349.154957482092
40,20,0.5,3.5,20.0,140.0,184.0,249.15495748209202,-12.856301312477637,19.379987402774667,349.154957482092
40,20,0.5,3.0,20.0,120.00000000000001,184.0,249.15495748209202,-12.856301312477637,19.379987402774667,349.154957482092
40,25,0.5,2.0,20.0,80.0,200.0,264.5516092519396,-13.930619461302879,18.990656516519124,364.5516092519396
40,25,0.5,3.0,20.0,120.00000000000001,210.0,264.29446240327337,-13.930619461302879,18.972197405681978,364.29446240327337
40,25,0.5,3.5,20.0,140.0,210.0,264.29446240327337,-13.930619461302879,18.972197405681978,364.29446240327337
40,25,0.5,2.5,20.0,100.0,210.0,264.29446240327337,-13.930619461302879,18.972197405681978,364.29446240327337
40,25,0.5,5.0,20.0,200.0,210.0,264.29446240327337,-13.930619461302879,18.972197405681978,364.29446240327337
40,25,0.5,4.0,20.0,160.0,210.0,264.29446240327337,-13.930619461302879,18.972197405681978,364.29446240327337
40,30,0.5,2.5,20.0,100.0,232.00000000000003,284.4857637817187,-14.995023616019957,18.97201171979402,384.4857637817187
30,15,0.6,3.5,18.0,105.0,135.0,179.3512378204993,-9.457258253628751,18.964400993457296,279.3512378204993
30,15,0.6,2.0,18.0,60.0,135.0,179.3512378204993,-9.457258253628751,18.964400993457296,279.3512378204993
30,15,0.6,2.5,18.0,75.0,135.0,179.3512378204993,-9.457258253628751,18.964400993457296,279.3512378204993
30,15,0.6,4.0,18.0,120.0,135.0,179.3512378204993,-9.457258253628751,18.964400993457296,279.3512378204993
30,15,0.6,5.0,18.0,150.0,135.0,179.3512378204993,-9.457258253628751,18.964400993457296,279.3512378204993
30,15,0.6,3.0,18.0,89.99999999999999,135.0,179.3512378204993,-9.457258253628751,18.964400993457296,279.3512378204993
40,30,0.5,3.0,20.0,120.00000000000001,236.0,284.27836925107596,-14.995023616019957,18.958180829229686,384.27836925107596
40,30,0.5,4.0,20.0,160.0,236.0,284.27836925107596,-14.995023616019957,18.958180829229686,384.27836925107596
40,30,0.5,5.0,20.0,200.0,236.0,284.27836925107596,-14.995023616019957,18.958180829229686,384.27836925107596
40,30,0.5,3.5,20.0,140.0,236.0,284.27836925107596,-14.995023616019957,18.958180829229686,384.27836925107596
40,30,0.5,2.0,20.0,80.0,224.00000000000003,283.0434895722512,-14.995023616019957,18.875828196086417,383.0434895722512
30,20,0.6,3.0,18.0,89.99999999999999,150.0,189.5073892418793,-10.290058657705842,18.416550920238368,289.5073892418793
30,20,0.6,3.5,18.0,105.0,150.0,189.5073892418793,-10.290058657705842,18.416550920238368,289.5073892418793
30,20,0.6,2.0,18.0,60.0,150.0,189.5073892418793,-10.290058657705842,18.416550920238368,289.5073892418793
30,20,0.6,2.5,18.0,75.0,150.0,189.5073892418793,-10.290058657705842,18.416550920238368,289.5073892418793
30,20,0.6,5.0,18.0,150.0,150.0,189.5073892418793,-10.290058657705842,18.416550920238368,289.5073892418793
30,20,0.6,4.0,18.0,120.0,150.0,189.5073892418793,-10.290058657705842,18.416550920238368,289.5073892418793
25,25,0.7,4.0,17.5,100.0,151.25000000000003,180.13915065533524,-9.833669212813843,18.31860994679417,280.13915065533524
25,25,0.7,5.0,17.5,125.0,151.25000000000003,180.13915065533524,-9.833669212813843,18.31860994679417,280.13915065533524
25,25,0.7,2.5,17.5,62.5,151.25000000000003,180.13915065533524,-9.833669212813843,18.31860994679417,280.13915065533524
25,25,0.7,3.5,17.5,87.5,151.25000000000003,180.13915065533524,-9.833669212813843,18.31860994679417,280.13915065533524
25,25,0.7,3.0,17.5,75.0,151.25000000000003,180.13915065533524,-9.833669212813843,18.31860994679417,280.13915065533524
30,25,0.6,3.0,18.0,89.99999999999999,169.5,202.64088503500227,-11.117128791111478,18.22780763294031,302.64088503500227
30,25,0.6,4.0,18.0,120.0,169.5,202.64088503500227,-11.117128791111478,18.22780763294031,302.64088503500227
30,25,0.6,3.5,18.0,105.0,169.5,202.64088503500227,-11.117128791111478,18.22780763294031,302.64088503500227
30,25,0.6,2.5,18.0,75.0,169.5,202.64088503500227,-11.117128791111478,18.22780763294031,302.64088503500227
30,25,0.6,5.0,18.0,150.0,169.5,202.64088503500227,-11.117128791111478,18.22780763294031,302.64088503500227
25,25,0.7,2.0,17.5,50.0,150.0,179.11480966955696,-9.833669212813843,18.214443235100887,279.11480966955696
30,25,0.6,2.0,18.0,60.0,165.0,202.08111850503744,-11.117128791111478,18.17745591529066,302.0811185050374
25,30,0.7,5.0,17.5,125.0,167.5,190.71724200425348,-10.493477213584008,18.174837389208445,290.7172420042535
25,30,0.7,4.0,17.5,100.0,167.5,190.71724200425348,-10.493477213584008,18.174837389208445,290.7172420042535
25,30,0.7,3.5,17.5,87.5,167.5,190.71724200425348,-10.493477213584008,18.174837389208445,290.7172420042535
25,30,0.7,3.0,17.5,75.0,167.5,190.71724200425348,-10.493477213584008,18.174837389208445,290.7172420042535
25,30,0.7,2.5,17.5,62.5,162.5,190.68511467783702,-10.493477213584008,18.171775741885778,290.685114677837
25,20,0.7,2.5,17.5,62.5,137.49999999999997,169.70399711131364,-9.341022894382398,18.167603166177017,269.70399711131364
25,20,0.7,4.0,17.5,100.0,137.49999999999997,169.70399711131364,-9.341022894382398,18.167603166177017,269.70399711131364
25,20,0.7,3.5,17.5,87.5,137.49999999999997,169.70399711131364,-9.341022894382398,18.167603166177017,269.70399711131364
25,20,0.7,5.0,17.5,125.0,137.49999999999997,169.70399711131364,-9.341022894382398,18.167603166177017,269.70399711131364
25,20,0.7,3.0,17.5,75.0,137.49999999999997,169.70399711131364,-9.341022894382398,18.167603166177017,269.70399711131364
25,20,0.7,2.0,17.5,50.0,137.49999999999997,169.65548836732358,-9.341022894382398,18.16241007923798,269.6554883673236
30,30,0.6,2.5,18.0,75.0,183.0,216.0308919667255,-11.938494832614452,18.095320640970296,316.0308919667255
30,30,0.6,3.0,18.0,89.99999999999999,189.0,215.96781491498328,-11.938494832614452,18.09003713977298,315.9678149149833
30,30,0.6,4.0,18.0,120.0,189.0,215.96781491498328,-11.938494832614452,18.09003713977298,315.9678149149833
30,30,0.6,3.5,18.0,105.0,189.0,215.96781491498328,-11.938494832614452,18.09003713977298,315.9678149149833
30,30,0.6,5.0,18.0,150.0,189.0,215.96781491498328,-11.938494832614452,18.09003713977298,315.9678149149833
25,15,0.7,5.0,17.5,125.0,127.49999999999999,159.42189798705647,-8.84636612525138,18.021173409497145,259.42189798705647
25,15,0.7,4.0,17.5,100.0,127.49999999999999,159.42189798705647,-8.84636612525138,18.021173409497145,259.42189798705647
25,15,0.7,2.5,17.5,62.5,127.49999999999999,159.42189798705647,-8.84636612525138,18.021173409497145,259.42189798705647
25,15,0.7,2.0,17.5,50.0,127.49999999999999,159.42189798705647,-8.84636612525138,18.021173409497145,259.42189798705647
25,15,0.7,3.5,17.5,87.5,127.49999999999999,159.42189798705647,-8.84636612525138,18.021173409497145,259.42189798705647
25,15,0.7,3.0,17.5,75.0,127.49999999999999,159.42189798705647,-8.84636612525138,18.021173409497145,259.42189798705647
30,30,0.6,2.0,18.0,60.0,179.99999999999997,212.128372653796,-11.938494832614452,17.768435269937733,312.128372653796
25,30,0.7,2.0,17.5,50.0,162.5,185.58090251497822,-10.493477213584008,17.685358126545523,285.5809025149782
25,15,0.6,2.5,15.0,62.5,112.5,137.71425051118243,-7.887369578011537,17.460098598029838,237.71425051118243
25,15,0.6,5.0,15.0,125.0,112.5,137.71425051118243,-7.887369578011537,17.460098598029838,237.71425051118243
25,15,0.6,4.0,15.0,100.0,112.5,137.71425051118243,-7.887369578011537,17.460098598029838,237.71425051118243
25,15,0.6,2.0,15.0,50.0,112.5,137.71425051118243,-7.887369578011537,17.460098598029838,237.71425051118243
25,15,0.6,3.0,15.0,75.0,112.5,137.71425051118243,-7.887369578011537,17.460098598029838,237.71425051118243
25,15,0.6,3.5,15.0,87.5,112.5,137.71425051118243,-7.887369578011537,17.460098598029838,237.71425051118243
30,15,0.5,4.0,15.0,120.0,120.00000000000001,151.5340741826173,-8.844538709779197,17.133066986870627,251.5340741826173
30,15,0.5,5.0,15.0,150.0,120.00000000000001,151.5340741826173,-8.844538709779197,17.133066986870627,251.5340741826173
30,15,0.5,3.5,15.0,105.0,120.00000000000001,151.5340741826173,-8.844538709779197,17.133066986870627,251.5340741826173
30,15,0.5,3.0,15.0,89.99999999999999,120.00000000000001,151.5340741826173,-8.844538709779197,17.133066986870627,251.5340741826173
30,15,0.5,2.5,15.0,75.0,120.00000000000001,151.5340741826173,-8.844538709779197,17.133066986870627,251.5340741826173
30,15,0.5,2.0,15.0,60.0,120.00000000000001,151.5340741826173,-8.844538709779197,17.133066986870627,251.5340741826173
25,20,0.6,2.0,15.0,50.0,125.0,145.26235318667534,-8.592251766850644,16.906203068572207,245.26235318667534
25,20,0.6,3.0,15.0,75.0,125.0,145.26235318667534,-8.592251766850644,16.906203068572207,245.26235318667534
25,20,0.6,4.0,15.0,100.0,125.0,145.26235318667534,-8.592251766850644,16.906203068572207,245.26235318667534
25,20,0.6,3.5,15.0,87.5,125.0,145.26235318667534,-8.592251766850644,16.906203068572207,245.26235318667534
25,20,0.6,2.5,15.0,62.5,125.0,145.26235318667534,-8.592251766850644,16.906203068572207,245.26235318667534
