strategy,step,floor,ceiling,return,max_dd,return_dd,final_equity,floor_pct,ceiling_pct,max_exposure,max_positions
"Up/Down (15%, 50%-500%) [12%-125% per strategy]",15,,,117.43723645970883,-7.375512911851538,15.922585705327924,217.43723645970883,12.5,125.0,100.0,6.0
"Up/Down (15%, 50%-450%) [12%-112% per strategy]",15,,,117.43723645970883,-7.375512911851538,15.922585705327924,217.43723645970883,12.5,112.5,100.0,6.0
"Up/Down (15%, 50%-250%) [12%-62% per strategy]",15,,,117.43723645970883,-7.375512911851538,15.922585705327924,217.43723645970883,12.5,62.5,100.0,6.0
"Up/Down (15%, 50%-300%) [12%-75% per strategy]",15,,,117.43723645970883,-7.375512911851538,15.922585705327924,217.43723645970883,12.5,75.0,100.0,6.0
"Up/Down (15%, 50%-400%) [12%-100% per strategy]",15,,,117.43723645970883,-7.375512911851538,15.922585705327924,217.43723645970883,12.5,100.0,100.0,6.0
"Up/Down (15%, 50%-350%) [12%-88% per strategy]",15,,,117.43723645970883,-7.375512911851538,15.922585705327924,217.43723645970883,12.5,87.5,100.0,6.0
"Up/Down (10%, 50%-350%) [12%-88% per strategy]",10,,,110.15018985701457,-6.932391010301211,15.889206147393661,210.15018985701457,12.5,87.5,90.00000000000001,6.0
"Up/Down (10%, 50%-300%) [12%-75% per strategy]",10,,,110.15018985701457,-6.932391010301211,15.889206147393661,210.15018985701457,12.5,75.0,90.00000000000001,6.0
"Up/Down (10%, 50%-250%) [12%-62% per strategy]",10,,,110.15018985701457,-6.932391010301211,15.889206147393661,210.15018985701457,12.5,62.5,90.00000000000001,6.0
"Up/Down (10%, 50%-200%) [12%-50% per strategy]",10,,,110.15018985701457,-6.932391010301211,15.889206147393661,210.15018985701457,12.5,50.0,90.00000000000001,6.0
"Up/Down (10%, 50%-500%) [12%-125% per strategy]",10,,,110.15018985701457,-6.932391010301211,15.889206147393661,210.15018985701457,12.5,125.0,90.00000000000001,6.0
"Up/Down (10%, 50%-450%) [12%-112% per strategy]",10,,,110.15018985701457,-6.932391010301211,15.889206147393661,210.15018985701457,12.5,112.5,90.00000000000001,6.0
"Up/Down (10%, 50%-400%) [12%-100% per strategy]",10,,,110.15018985701457,-6.932391010301211,15.889206147393661,210.15018985701457,12.5,100.0,90.00000000000001,6.0
"Up/Down (20%, 50%-400%) [12%-100% per strategy]",20,,,124.65389756079259,-8.083761269485363,15.420284370759063,224.6538975607926,12.5,100.0,114.99999999999999,6.0
"Up/Down (20%, 50%-200%) [12%-50% per strategy]",20,,,124.65389756079259,-8.083761269485363,15.420284370759063,224.6538975607926,12.5,50.0,114.99999999999999,6.0
"Up/Down (20%, 50%-300%) [12%-75% per strategy]",20,,,124.65389756079259,-8.083761269485363,15.420284370759063,224.6538975607926,12.5,75.0,114.99999999999999,6.0
"Up/Down (20%, 50%-250%) [12%-62% per strategy]",20,,,124.65389756079259,-8.083761269485363,15.420284370759063,224.6538975607926,12.5,62.5,114.99999999999999,6.0
"Up/Down (20%, 50%-350%) [12%-88% per strategy]",20,,,124.65389756079259,-8.083761269485363,15.420284370759063,224.6538975607926,12.5,87.5,114.99999999999999,6.0
"Up/Down (20%, 50%-500%) [12%-125% per strategy]",20,,,124.65389756079259,-8.083761269485363,15.420284370759063,224.6538975607926,12.5,125.0,114.99999999999999,6.0
"Up/Down (20%, 50%-450%) [12%-112% per strategy]",20,,,124.65389756079259,-8.083761269485363,15.420284370759063,224.6538975607926,12.5,112.5,114.99999999999999,6.0
"Up/Down (25%, 50%-500%) [12%-125% per strategy]",25,,,131.7373791769314,-8.787956800341338,14.990672140288003,231.7373791769314,12.5,125.0,131.25,6.0
"Up/Down (25%, 50%-400%) [12%-100% per strategy]",25,,,131.7373791769314,-8.787956800341338,14.990672140288003,231.7373791769314,12.5,100.0,131.25,6.0
"Up/Down (25%, 50%-350%) [12%-88% per strategy]",25,,,131.7373791769314,-8.787956800341338,14.990672140288003,231.7373791769314,12.5,87.5,131.25,6.0
"Up/Down (25%, 50%-250%) [12%-62% per strategy]",25,,,131.7373791769314,-8.787956800341338,14.990672140288003,231.7373791769314,12.5,62.5,131.25,6.0
"Up/Down (25%, 50%-300%) [12%-75% per strategy]",25,,,131.7373791769314,-8.787956800341338,14.990672140288003,231.7373791769314,12.5,75.0,131.25,6.0
"Up/Down (25%, 50%-450%) [12%-112% per strategy]",25,,,131.7373791769314,-8.787956800341338,14.990672140288003,231.7373791769314,12.5,112.5,131.25,6.0
"Up/Down (25%, 50%-200%) [12%-50% per strategy]",25,,,131.59878404612022,-8.787956800341338,14.974901110234033,231.59878404612022,12.5,50.0,125.0,6.0
"Up/Down (30%, 50%-500%) [12%-125% per strategy]",30,,,140.845008895696,-9.488114925870889,14.844361603553006,240.845008895696,12.5,125.0,147.5,6.0
"Up/Down (30%, 50%-350%) [12%-88% per strategy]",30,,,140.845008895696,-9.488114925870889,14.844361603553006,240.845008895696,12.5,87.5,147.5,6.0
"Up/Down (30%, 50%-450%) [12%-112% per strategy]",30,,,140.845008895696,-9.488114925870889,14.844361603553006,240.845008895696,12.5,112.5,147.5,6.0
"Up/Down (30%, 50%-400%) [12%-100% per strategy]",30,,,140.845008895696,-9.488114925870889,14.844361603553006,240.845008895696,12.5,100.0,147.5,6.0
"Up/Down (30%, 50%-300%) [12%-75% per strategy]",30,,,140.845008895696,-9.488114925870889,14.844361603553006,240.845008895696,12.5,75.0,147.5,6.0
"Up/Down (30%, 50%-250%) [12%-62% per strategy]",30,,,140.812757863959,-9.488114925870889,14.840962505630083,240.812757863959,12.5,62.5,145.0,6.0
"Up/Down (30%, 50%-200%) [12%-50% per strategy]",30,,,139.4616772777627,-9.488114925870889,14.698565349108257,239.4616772777627,12.5,50.0,140.0,6.0
"Up/Down (15%, 40%-200%) [10%-50% per strategy]",15,,,98.5345891872827,-6.865494742116226,14.352146915622036,198.5345891872827,10.0,50.0,88.75,6.0
"Up/Down (15%, 40%-400%) [10%-100% per strategy]",15,,,98.5345891872827,-6.865494742116226,14.352146915622036,198.5345891872827,10.0,100.0,88.75,6.0
"Up/Down (15%, 40%-300%) [10%-75% per strategy]",15,,,98.5345891872827,-6.865494742116226,14.352146915622036,198.5345891872827,10.0,75.0,88.75,6.0
"Up/Down (15%, 40%-250%) [10%-62% per strategy]",15,,,98.5345891872827,-6.865494742116226,14.352146915622036,198.5345891872827,10.0,62.5,88.75,6.0
"Up/Down (15%, 40%-500%) [10%-125% per strategy]",15,,,98.5345891872827,-6.865494742116226,14.352146915622036,198.5345891872827,10.0,125.0,88.75,6.0
"Up/Down (15%, 40%-350%) [10%-88% per strategy]",15,,,98.5345891872827,-6.865494742116226,14.352146915622036,198.5345891872827,10.0,87.5,88.75,6.0
"Up/Down (15%, 40%-450%) [10%-112% per strategy]",15,,,98.5345891872827,-6.865494742116226,14.352146915622036,198.5345891872827,10.0,112.5,88.75,6.0
"Up/Down (20%, 40%-200%) [10%-50% per strategy]",20,,,105.54025960286293,-7.577095283973237,13.928854745445447,205.54025960286293,10.0,50.0,105.0,6.0
"Up/Down (20%, 40%-250%) [10%-62% per strategy]",20,,,105.54025960286293,-7.577095283973237,13.928854745445447,205.54025960286293,10.0,62.5,105.0,6.0
"Up/Down (20%, 40%-300%) [10%-75% per strategy]",20,,,105.54025960286293,-7.577095283973237,13.928854745445447,205.54025960286293,10.0,75.0,105.0,6.0
"Up/Down (20%, 40%-450%) [10%-112% per strategy]",20,,,105.54025960286293,-7.577095283973237,13.928854745445447,205.54025960286293,10.0,112.5,105.0,6.0
"Up/Down (20%, 40%-400%) [10%-100% per strategy]",20,,,105.54025960286293,-7.577095283973237,13.928854745445447,205.54025960286293,10.0,100.0,105.0,6.0
"Up/Down (20%, 40%-500%) [10%-125% per strategy]",20,,,105.54025960286293,-7.577095283973237,13.928854745445447,205.54025960286293,10.0,125.0,105.0,6.0
"Up/Down (20%, 40%-350%) [10%-88% per strategy]",20,,,105.54025960286293,-7.577095283973237,13.928854745445447,205.54025960286293,10.0,87.5,105.0,6.0
"Up/Down (10%, 40%-500%) [10%-125% per strategy]",10,,,91.80437554387325,-6.73962945291766,13.621576109667295,191.80437554387325,10.0,125.0,87.50000000000001,6.0
"Up/Down (10%, 40%-200%) [10%-50% per strategy]",10,,,91.80437554387325,-6.73962945291766,13.621576109667295,191.80437554387325,10.0,50.0,87.50000000000001,6.0
"Up/Down (10%, 40%-250%) [10%-62% per strategy]",10,,,91.80437554387325,-6.73962945291766,13.621576109667295,191.80437554387325,10.0,62.5,87.50000000000001,6.0
"Up/Down (10%, 40%-300%) [10%-75% per strategy]",10,,,91.80437554387325,-6.73962945291766,13.621576109667295,191.80437554387325,10.0,75.0,87.50000000000001,6.0
"Up/Down (10%, 40%-350%) [10%-88% per strategy]",10,,,91.80437554387325,-6.73962945291766,13.621576109667295,191.80437554387325,10.0,87.5,87.50000000000001,6.0
"Up/Down (10%, 40%-450%) [10%-112% per strategy]",10,,,91.80437554387325,-6.73962945291766,13.621576109667295,191.80437554387325,10.0,112.5,87.50000000000001,6.0
"Up/Down (10%, 40%-400%) [10%-100% per strategy]",10,,,91.80437554387325,-6.73962945291766,13.621576109667295,191.80437554387325,10.0,100.0,87.50000000000001,6.0
"Up/Down (25%, 40%-350%) [10%-88% per strategy]",25,,,112.18322020694936,-8.284625361508056,13.541133764258541,212.18322020694936,10.0,87.5,121.24999999999999,6.0
"Up/Down (25%, 40%-450%) [10%-112% per strategy]",25,,,112.18322020694936,-8.284625361508056,13.541133764258541,212.18322020694936,10.0,112.5,121.24999999999999,6.0
"Up/Down (25%, 40%-500%) [10%-125% per strategy]",25,,,112.18322020694936,-8.284625361508056,13.541133764258541,212.18322020694936,10.0,125.0,121.24999999999999,6.0
"Up/Down (25%, 40%-400%) [10%-100% per strategy]",25,,,112.18322020694936,-8.284625361508056,13.541133764258541,212.18322020694936,10.0,100.0,121.24999999999999,6.0
"Up/Down (25%, 40%-300%) [10%-75% per strategy]",25,,,112.18322020694936,-8.284625361508056,13.541133764258541,212.18322020694936,10.0,75.0,121.24999999999999,6.0
"Up/Down (25%, 40%-250%) [10%-62% per strategy]",25,,,112.18322020694936,-8.284625361508056,13.541133764258541,212.18322020694936,10.0,62.5,121.24999999999999,6.0
"Up/Down (25%, 40%-200%) [10%-50% per strategy]",25,,,112.09121193248566,-8.284625361508056,13.530027857781324,212.09121193248566,10.0,50.0,117.5,6.0
"Up/Down (30%, 40%-250%) [10%-62% per strategy]",30,,,118.82661599526728,-8.988100468911922,13.220436999593547,218.82661599526728,10.0,62.5,137.5,6.0
"Up/Down (30%, 40%-500%) [10%-125% per strategy]",30,,,118.82661599526728,-8.988100468911922,13.220436999593547,218.82661599526728,10.0,125.0,137.5,6.0
"Up/Down (30%, 40%-450%) [10%-112% per strategy]",30,,,118.82661599526728,-8.988100468911922,13.220436999593547,218.82661599526728,10.0,112.5,137.5,6.0
"Up/Down (30%, 40%-350%) [10%-88% per strategy]",30,,,118.82661599526728,-8.988100468911922,13.220436999593547,218.82661599526728,10.0,87.5,137.5,6.0
"Up/Down (30%, 40%-300%) [10%-75% per strategy]",30,,,118.82661599526728,-8.988100468911922,13.220436999593547,218.82661599526728,10.0,75.0,137.5,6.0
"Up/Down (30%, 40%-400%) [10%-100% per strategy]",30,,,118.82661599526728,-8.988100468911922,13.220436999593547,218.82661599526728,10.0,100.0,137.5,6.0
"Up/Down (30%, 40%-200%) [10%-50% per strategy]",30,,,117.8836849451992,-8.988100468911922,13.115528175606823,217.8836849451992,10.0,50.0,130.0,6.0
