rsi_trigger,limit_offset,tp_pct,activation_pct,trail_pct,trades,win_rate,total_return,max_dd,return_dd,final_equity,tp_count,trail_sl_count,initial_sl_count
32,0.15,2.0,0.4,1.0,32,21.875,-48.28824728012457,-63.51322341814385,-0.7602865148603062,51.71175271987543,5,9,18
28,0.25,1.5,0.5,0.8,21,19.047619047619047,-30.56784575473264,-40.114953237038655,-0.7620062666933126,69.43215424526736,3,7,11
25,0.2,2.5,0.4,1.2,19,21.052631578947366,-32.60947056610273,-42.76377149002785,-0.7625489855053356,67.39052943389727,3,8,8
28,0.25,2.5,0.5,1.0,21,23.809523809523807,-33.4434400116878,-43.670240102775935,-0.7658176353732009,66.5565599883122,3,7,11
28,0.25,2.5,0.4,1.0,21,23.809523809523807,-33.4434400116878,-43.670240102775935,-0.7658176353732009,66.5565599883122,3,8,10
28,0.25,2.5,0.6,1.0,21,23.809523809523807,-33.4434400116878,-43.670240102775935,-0.7658176353732009,66.5565599883122,3,6,12
32,0.25,2.0,0.5,1.0,31,19.35483870967742,-50.369903469001144,-65.6443724740717,-0.7673148751463245,49.630096530998856,5,7,19
32,0.25,2.0,0.4,1.0,31,19.35483870967742,-50.369903469001144,-65.6443724740717,-0.7673148751463245,49.630096530998856,5,9,17
32,0.25,2.0,0.6,1.0,31,19.35483870967742,-50.369903469001144,-65.6443724740717,-0.7673148751463245,49.630096530998856,5,4,22
28,0.25,2.5,0.6,0.8,21,19.047619047619047,-31.217838359199973,-40.59008151261433,-0.769100164272848,68.78216164080003,1,8,12
30,0.2,1.5,0.4,1.0,27,22.22222222222222,-43.77529251284584,-56.86879529961099,-0.7697594486082824,56.22470748715416,4,9,14
30,0.2,1.5,0.5,1.0,27,22.22222222222222,-43.77529251284584,-56.86879529961099,-0.7697594486082824,56.22470748715416,4,7,16
30,0.2,1.5,0.6,1.0,27,22.22222222222222,-43.77529251284584,-56.86879529961099,-0.7697594486082824,56.22470748715416,4,6,17
28,0.15,1.5,0.4,0.8,22,22.727272727272727,-29.582373851502798,-38.38312114531493,-0.7707130886909035,70.4176261484972,2,10,10
