trade_num,coin,signal_time,entry_time,exit_time,rsi_at_signal,swing_low,swing_high_sl,limit_price,entry_price,sl_price,tp_price,sl_dist_pct,position_size,pnl_pct,pnl_dollar,exit_reason,equity_before,equity_after,month
20,DOGE,2025-06-11 07:00:00,2025-06-11 18:00:00,2025-06-12 15:45:00,74.44917635943725,0.19683,0.20647,0.19776085714285715,0.19776085714285715,0.20647,0.18589520571428572,4.40387596563236,111.6709277683396,6.0,6.5885847383320355,TP,98.35698297177161,104.94556771010365,2025-06
21,FARTCOIN,2025-06-15 14:45:00,2025-06-15 22:00:00,2025-06-16 02:00:00,71.87087590161417,1.203,1.259,1.21775,1.21775,1.259,1.12033,3.387394785464979,116.05118689149145,-3.387394785464979,-4.04716304012409,SL,78.62223706465197,74.57507402452788,2025-06
22,MELANIA,2025-06-16 07:45:00,2025-06-16 14:00:00,2025-06-18 10:00:00,73.3515289308857,0.271,0.277,0.2726571428571429,0.2726571428571429,0.277,0.2453914285714286,1.5927905270879197,329.46389224225373,10.0,32.616925331983126,TP,104.95339331619537,137.5703186481785,2025-06
23,FARTCOIN,2025-06-16 19:15:00,2025-06-16 22:30:00,2025-06-17 00:00:00,70.21034457287654,1.2432,1.324,1.2711785714285715,1.2711785714285715,1.324,1.1694842857142858,4.155311437642233,89.7346385988851,8.0,7.089036449311923,TP,74.57507402452788,81.6641104738398,2025-06
24,MOODENG,2025-06-16 22:15:00,2025-06-16 22:30:00,2025-06-17 00:00:00,72.49748096917848,0.16353,0.17009,0.16552142857142857,0.16552142857142857,0.17009,0.1522797142857143,2.7601087472489496,235.30956370232306,8.0,18.589455532483523,TP,129.89599701722315,148.48545254970668,2025-06
25,FARTCOIN,2025-06-18 17:30:00,2025-06-18 20:30:00,2025-06-19 14:45:00,71.13027521208176,1.1004,1.1573,1.1203,1.1203,1.1573,1.0306760000000001,3.3026867803266913,123.63284184303096,8.0,9.766994505599445,TP,81.6641104738398,91.43110497943924,2025-06
26,FARTCOIN,2025-06-22 22:45:00,2025-06-23 17:00:00,2025-06-23 17:15:00,70.38832139466108,0.8818,0.9607,0.8999642857142858,0.8999642857142858,0.9607,0.8279671428571429,6.748680503194564,67.73998631003445,-6.748680503194564,-4.639295235281995,SL,91.43110497943924,86.79180974415725,2025-06
27,FARTCOIN,2025-06-23 20:15:00,2025-06-23 22:00:00,2025-06-23 22:15:00,77.60793799773039,0.9806,1.0393,1.0002857142857142,1.0002857142857142,1.0393,0.9202628571428572,3.9003141959440115,111.2625872992658,-3.9003141959440115,-4.450853074507129,SL,86.79180974415725,82.34095666965013,2025-06
28,DOGE,2025-06-23 23:30:00,2025-06-24 02:15:00,2025-06-24 05:15:00,73.50449260373712,0.16192,0.16472,0.16245185714285715,0.16245185714285715,0.16472,0.15270474571428572,1.396193861390144,375.82734966909555,-1.396193861390144,-5.623105735174279,SL,104.94556771010365,99.32246197492937,2025-06
29,MOODENG,2025-06-23 23:45:00,2025-06-24 03:15:00,2025-06-24 06:30:00,76.37405345126297,0.14803,0.1559,0.149402,0.149402,0.1559,0.13744984000000002,4.349339366273546,170.69885797038523,-4.349339366273546,-7.594971485455719,SL,148.48545254970668,140.89048106425096,2025-06
30,DOGE,2025-06-24 06:30:00,2025-06-24 07:30:00,2025-06-25 13:45:00,72.19605689013109,0.16347,0.16757,0.16410642857142857,0.16410642857142857,0.16757,0.15426004285714284,2.11056413738471,235.29837405937369,-2.11056413738471,-5.201421472805842,SL,99.32246197492937,94.12104050212352,2025-06
31,MELANIA,2025-06-24 06:30:00,2025-06-24 09:15:00,2025-06-26 16:00:00,74.01904487781688,0.218,0.224,0.21954285714285715,0.21954285714285715,0.224,0.19758857142857145,2.0301926080166566,338.8110027219886,10.0,33.54228926947687,TP,137.5703186481785,171.11260791765537,2025-06
32,FARTCOIN,2025-06-24 06:30:00,2025-06-24 09:15:00,2025-06-25 02:00:00,70.76128308444596,1.0304,1.0914,1.0492357142857143,1.0492357142857143,1.0914,0.9652968571428572,4.018571341044156,102.45053488120391,-4.018571341044156,-4.21949836836371,SL,82.34095666965013,78.12145830128641,2025-06
33,MOODENG,2025-06-24 06:30:00,2025-06-24 14:45:00,2025-06-25 16:45:00,74.09846183139975,0.14923,0.15755,0.15047514285714286,0.15047514285714286,0.15755,0.13843713142857145,4.701678302823621,149.8299883465425,8.0,11.836569079376858,TP,140.89048106425096,152.72705014362782,2025-06
34,MELANIA,2025-06-26 03:15:00,2025-06-26 05:45:00,2025-06-26 06:15:00,73.29482593808305,0.209,0.215,0.21054285714285714,0.21054285714285714,0.215,0.18948857142857142,2.11697652327317,404.14384863628317,-2.11697652327317,-8.959774244519052,SL,171.11260791765537,162.1528336731363,2025-06
35,DOGE,2025-06-26 20:30:00,2025-06-26 21:30:00,2025-06-28 17:30:00,73.6645878972875,0.15989,0.16361,0.16049214285714286,0.16049214285714286,0.16361,0.1508626142857143,1.9426852226855795,242.24470182567725,-1.9426852226855795,-4.948296726931853,SL,94.12104050212352,89.17274377519166,2025-06
36,FARTCOIN,2025-06-27 09:30:00,2025-06-27 14:15:00,2025-06-27 16:30:00,70.23771716865986,0.9794,1.0227,0.9933214285714286,0.9933214285714286,1.0227,0.9138557142857143,2.9576097508359336,132.06857037039168,-2.9576097508359336,-4.038141485434713,SL,78.12145830128641,74.0833168158517,2025-06
37,MOODENG,2025-06-28 11:00:00,2025-06-28 14:15:00,2025-06-28 17:45:00,71.39403726861819,0.14028,0.14689,0.1415445714285714,0.1415445714285714,0.14689,0.13022100571428571,3.7764984679232887,202.20721846024347,-3.7764984679232887,-7.838559725641635,SL,152.72705014362782,144.8884904179862,2025-06
38,MOODENG,2025-06-29 09:15:00,2025-06-29 12:15:00,2025-06-29 22:00:00,73.8833800394268,0.14788,0.1529,0.14920685714285717,0.14920685714285717,0.1529,0.1372703085714286,2.4751830632065808,292.68237281464803,-2.4751830632065808,-7.537106893713958,SL,144.8884904179862,137.35138352427222,2025-06
39,FARTCOIN,2025-06-29 14:00:00,2025-06-29 17:15:00,2025-06-29 22:15:00,72.8736503838665,1.1313,1.1703,1.1433,1.1433,1.1703,1.051836,2.3615848858567228,156.850844658451,-2.3615848858567228,-3.861016685451036,SL,74.0833168158517,70.22230013040067,2025-06
40,MOODENG,2025-06-30 00:15:00,2025-06-30 00:30:00,2025-06-30 12:45:00,78.08603443982048,0.15881,0.16756,0.16167171428571428,0.16167171428571428,0.16756,0.14873797714285714,3.64212487032805,188.55941025424102,8.0,14.89619341008504,TP,137.35138352427222,152.24757693435726,2025-06
41,DOGE,2025-06-30 00:45:00,2025-06-30 01:00:00,2025-07-01 13:30:00,73.44078583777303,0.16871,0.16978,0.16941842857142858,0.16941842857142858,0.16978,0.15925332285714286,0.21341918445369318,2089.1454534290006,6.0,123.25958175231104,TP,89.17274377519168,212.4323255275027,2025-06
42,MELANIA,2025-07-02 21:00:00,2025-07-02 23:00:00,2025-07-03 05:45:00,74.71755775078213,0.21,0.215,0.21125714285714284,0.21125714285714284,0.215,0.19013142857142856,1.7717067892886202,457.6175771676201,-1.7717067892886202,-8.565259260824435,SL,162.1528336731363,153.58757441231188,2025-07
43,DOGE,2025-07-03 06:45:00,2025-07-03 12:30:00,2025-07-04 15:30:00,73.50492123789013,0.17236,0.17536,0.17299428571428574,0.17299428571428574,0.17536,0.16261462857142858,1.3675100746514945,776.7121042294345,6.0,45.82601414953664,TP,212.43232552750274,258.2583396770394,2025-07
44,FARTCOIN,2025-07-03 10:00:00,2025-07-03 14:00:00,2025-07-04 13:15:00,70.3700942126388,1.2336,1.2612,1.2521428571428572,1.2521428571428572,1.2612,1.1519714285714286,0.723331431831148,485.4088806332498,8.0,38.34730157002673,TP,70.22230013040067,108.5696017004274,2025-07
45,MOODENG,2025-07-05 03:45:00,2025-07-05 12:30:00,2025-07-06 20:15:00,72.29309894256717,0.1814,0.19217,0.182808,0.182808,0.19217,0.16818336,5.12122007789594,148.6438530453747,-5.12122007789594,-7.761022699763239,SL,152.24757693435726,144.48655423459402,2025-07
46,MOODENG,2025-07-05 21:45:00,2025-07-06 06:45:00,2025-07-06 13:30:00,71.49821595799706,0.17785,0.18531,0.1789494285714286,0.1789494285714286,0.18531,0.16463347428571432,3.554396054431967,203.25049884977523,-3.554396054431967,-7.427578210579477,SL,144.48655423459402,137.05897602401456,2025-07
47,MOODENG,2025-07-06 21:30:00,2025-07-07 01:00:00,2025-07-07 20:00:00,70.17497314051002,0.18841,0.19865,0.190986,0.190986,0.19865,0.17570712,4.012859581330571,170.77469725288643,8.0,13.491201082978028,TP,137.05897602401456,150.55017710699258,2025-07
48,DOGE,2025-07-06 14:15:00,2025-07-07 17:00:00,2025-07-09 19:45:00,73.0146776358197,0.16628,0.17716,0.16694985714285715,0.16694985714285715,0.17716,0.15693286571428572,6.115694276040114,211.1439257917423,-6.115694276040114,-13.124060909643712,SL,258.2583396770394,245.13427876739567,2025-07
49,DOGE,2025-07-09 12:15:00,2025-07-09 14:15:00,2025-07-09 19:15:00,76.66048687093367,0.1724,0.1747,0.17290014285714286,0.17290014285714286,0.1747,0.16252613428571427,1.0409807147147623,1177.4198854133654,-1.0409807147147623,-13.43413382378315,SL,245.13427876739567,231.70014494361251,2025-07
50,MOODENG,2025-07-09 12:15:00,2025-07-09 15:00:00,2025-07-09 16:00:00,72.380174154626,0.17845,0.18332,0.17985342857142858,0.17985342857142858,0.18332,0.1654651542857143,1.9274425047697576,390.5438858342925,-1.9274425047697576,-7.9180527411839225,SL,150.55017710699258,142.63212436580866,2025-07
51,FARTCOIN,2025-07-10 09:00:00,2025-07-10 10:30:00,2025-07-10 17:00:00,70.1630736896305,1.1612,1.1916,1.172507142857143,1.172507142857143,1.1916,1.0787065714285715,1.628378748834904,333.36716589463094,-1.628378748834904,-5.761847250916001,SL,108.5696017004274,102.80775444951139,2025-07
52,MELANIA,2025-07-10 21:30:00,2025-07-10 21:45:00,2025-07-11 01:45:00,76.23723468985747,0.205,0.214,0.20757142857142855,0.20757142857142855,0.214,0.18681428571428568,3.097040605643507,247.95860624565378,-3.097040605643507,-7.927337326861249,SL,153.58757441231188,145.66023708545063,2025-07
53,DOGE,2025-07-11 00:00:00,2025-07-11 00:15:00,2025-07-11 01:30:00,72.2928641252094,0.19274,0.19558,0.19392842857142856,0.19392842857142856,0.19558,0.18229272285714285,0.8516396697161566,1360.3179442124626,-0.8516396697161566,-12.94532519139309,SL,231.70014494361251,218.75481975221942,2025-07
54,FARTCOIN,2025-07-10 23:45:00,2025-07-11 02:30:00,2025-07-11 03:45:00,73.76802547050963,1.2985,1.331,1.3231857142857142,1.3231857142857142,1.331,1.2173308571428572,0.5905660581065224,870.4170603635301,-0.5905660581065224,-6.0108047828391,SL,102.80775444951139,96.79694966667229,2025-07
55,MELANIA,2025-07-11 05:15:00,2025-07-11 07:15:00,2025-07-12 04:45:00,76.5853068143921,0.214,0.224,0.21669714285714287,0.21669714285714287,0.224,0.19502742857142857,3.3700754179631858,216.10827506864092,10.0,21.394719231795452,TP,145.66023708545063,167.05495631724608,2025-07
56,FARTCOIN,2025-07-11 06:00:00,2025-07-11 07:30:00,2025-07-11 22:15:00,71.18542468556068,1.3373,1.3854,1.3574142857142857,1.3574142857142857,1.3854,1.248821142857143,2.06169292457298,234.75113221994735,8.0,18.54533944537584,TP,96.79694966667229,115.34228911204814,2025-07
57,DOGE,2025-07-11 14:30:00,2025-07-11 22:15:00,2025-07-16 21:15:00,72.5345927943589,0.19857,0.21375,0.2000117142857143,0.2000117142857143,0.21375,0.18801101142857143,6.868740545196632,159.2393964459733,-6.868740545196632,-11.096980384056948,SL,218.75481975221942,207.65783936816246,2025-07
58,FARTCOIN,2025-07-12 19:00:00,2025-07-13 07:30:00,2025-07-13 19:15:00,70.68952107379303,1.2306,1.3068,1.2492571428571428,1.2492571428571428,1.3068,1.1493165714285716,4.606165950050314,125.20422664188666,-4.606165950050314,-5.8923186822442934,SL,115.34228911204814,109.44997042980384,2025-07
59,MELANIA,2025-07-13 00:45:00,2025-07-13 09:15:00,2025-07-15 15:45:00,77.27687705804715,0.192,0.211,0.19394285714285714,0.19394285714285714,0.211,0.17454857142857144,8.794932233352974,94.9722816986153,-8.794932233352974,-8.44772009756092,SL,167.05495631724608,158.60723621968515,2025-07
60,DOGE,2025-07-13 14:15:00,2025-07-13 16:45:00,2025-07-14 03:30:00,72.77596636584036,0.19889,0.20408,0.19985342857142857,0.19985342857142857,0.20408,0.18786222285714285,2.1148355866513664,490.9550432167831,-2.1148355866513664,-10.873847011624907,SL,207.65783936816246,196.78399235653754,2025-07
61,FARTCOIN,2025-07-13 20:15:00,2025-07-14 00:30:00,2025-07-14 01:30:00,72.01460651232011,1.285,1.3295,1.3000642857142857,1.3000642857142857,1.3295,1.1960591428571428,2.2641737496497383,241.69958345011167,-2.2641737496497383,-5.714198104940304,SL,109.44997042980384,103.73577232486353,2025-07
62,DOGE,2025-07-14 05:15:00,2025-07-14 05:45:00,2025-07-15 01:15:00,80.27594187017192,0.20394,0.21079,0.2052677142857143,0.2052677142857143,0.21079,0.19295165142857143,2.6902846039388217,365.73080793836436,6.0,21.578117668363493,TP,196.78399235653754,218.36211002490103,2025-07
63,FARTCOIN,2025-07-14 05:15:00,2025-07-14 08:00:00,2025-07-15 00:30:00,76.05429991022115,1.3648,1.4283,1.3872785714285714,1.3872785714285714,1.4283,1.2762962857142857,2.9569712540997517,175.4088278353011,8.0,13.857297398988788,TP,103.73577232486353,117.59306972385232,2025-07
64,MELANIA,2025-07-15 14:15:00,2025-07-15 15:30:00,2025-07-15 15:45:00,75.35515910559619,0.1956,0.2008,0.19808,0.19808,0.2008,0.178272,1.3731825525040386,577.5169365881478,-1.3731825525040386,-8.507878747572406,SL,158.60723621968515,150.09935747211273,2025-07
65,FARTCOIN,2025-07-16 18:30:00,2025-07-16 20:15:00,2025-07-16 21:15:00,73.2003383826904,1.3088,1.3664,1.3303642857142857,1.3303642857142857,1.3664,1.2239351428571428,2.7087102888038266,217.06468611632462,-2.7087102888038266,-6.0967181723089405,SL,117.59306972385232,111.49635155154338,2025-07
66,DOGE,2025-07-16 21:15:00,2025-07-17 03:15:00,2025-07-17 22:45:00,82.79275486556672,0.20856,0.22096,0.2101967142857143,0.2101967142857143,0.22096,0.19758491142857143,5.1205775270375895,213.2201972061833,-5.1205775270375895,-11.131325698451235,SL,218.36211002490103,207.2307843264498,2025-07
67,FARTCOIN,2025-07-17 00:30:00,2025-07-17 05:30:00,2025-07-17 09:00:00,79.3190207480874,1.365,1.4887,1.3910142857142858,1.3910142857142858,1.4887,1.279733142857143,7.0226248061537735,79.38367393189051,-7.0226248061537735,-5.654201251509061,SL,111.49635155154338,105.84215030003432,2025-07
68,MELANIA,2025-07-17 02:30:00,2025-07-17 06:15:00,2025-07-17 09:15:00,75.90794511444142,0.2409,0.2522,0.24462,0.24462,0.2522,0.22015800000000002,3.0986836726350977,242.19858063870933,-3.0986836726350977,-7.747166454244346,SL,150.09935747211273,142.3521910178684,2025-07
69,FARTCOIN,2025-07-17 09:30:00,2025-07-18 01:00:00,2025-07-18 20:15:00,71.23159695877115,1.4218,1.5791,1.4605714285714284,1.4605714285714284,1.5791,1.3437257142857142,8.115219092331778,65.21213358247257,8.0,5.151758553015333,TP,105.84215030003432,110.99390885304965,2025-07
70,DOGE,2025-07-18 06:45:00,2025-07-18 07:30:00,2025-07-18 13:30:00,75.1421869860194,0.24113,0.24928,0.24322914285714287,0.24322914285714287,0.24928,0.22863539428571428,2.4877188118904896,416.50765218310414,-2.4877188118904896,-10.778046868505594,SL,207.2307843264498,196.4527374579442,2025-07
71,MOODENG,2025-07-18 05:45:00,2025-07-18 08:30:00,2025-07-18 19:00:00,70.17838982195218,0.19995,0.20792,0.202206,0.202206,0.20792,0.18602952,2.825831083152823,252.37199282037733,8.0,19.937387432809807,TP,142.63212436580866,162.56951179861846,2025-07
72,DOGE,2025-07-18 14:00:00,2025-07-18 14:15:00,2025-07-18 20:15:00,72.59784058501452,0.24357,0.25444,0.2458152857142857,0.2458152857142857,0.25444,0.23106636857142857,3.5086159351940824,279.9575973639265,6.0,16.517498244471664,TP,196.4527374579442,212.97023570241586,2025-07
73,DOGE,2025-07-19 04:00:00,2025-07-19 14:15:00,2025-07-20 16:00:00,78.09850911347735,0.2415,0.25793,0.24311271428571427,0.24311271428571427,0.25793,0.2285259514285714,6.094821390900993,174.7140909004822,-6.094821390900993,-10.823225876021276,SL,212.97023570241586,202.1470098263946,2025-07
74,FARTCOIN,2025-07-19 13:45:00,2025-07-19 15:00:00,2025-07-19 15:15:00,70.05259634596824,1.3904,1.4362,1.4097357142857143,1.4097357142857143,1.4362,1.2969568571428571,1.8772515618428909,295.628756180358,-1.8772515618428909,-5.84532419883284,SL,110.99390885304965,105.1485846542168,2025-07
75,MOODENG,2025-07-20 16:45:00,2025-07-20 21:00:00,2025-07-21 06:15:00,72.06181886102297,0.19196,0.20127,0.193796,0.193796,0.20127,0.17829232,3.8566327478379367,210.76612997407702,-3.8566327478379367,-8.339241719905,SL,162.56951179861846,154.23027007871346,2025-07
76,MELANIA,2025-07-21 07:15:00,2025-07-21 16:15:00,2025-07-23 12:45:00,75.44723012821812,0.258,0.274,0.2608742857142857,0.2608742857142857,0.274,0.23478685714285716,5.031432764549979,141.46287715582807,10.0,14.00482483842698,TP,142.3521910178684,156.35701585629536,2025-07
77,MOODENG,2025-07-21 11:30:00,2025-07-21 16:15:00,2025-07-21 21:30:00,77.69065628749773,0.2021,0.21617,0.20527085714285714,0.20527085714285714,0.21617,0.18884918857142857,5.309639667728215,145.23609861524042,-5.309639667728215,-7.856749602550914,SL,154.23027007871346,146.37352047616255,2025-07
78,FARTCOIN,2025-07-21 15:00:00,2025-07-21 20:15:00,2025-07-22 00:15:00,70.20674243293276,1.5179,1.6293,1.5487428571428572,1.5487428571428572,1.6293,1.4248434285714286,5.201453713611034,101.0761514411506,-5.201453713611034,-5.358505384151991,SL,105.1485846542168,99.79007927006481,2025-07
79,MOODENG,2025-07-21 23:45:00,2025-07-22 01:45:00,2025-07-22 08:15:00,70.61907238681088,0.22174,0.24442,0.227352,0.227352,0.24442,0.20916384000000002,7.507301453253105,97.48744031900782,8.0,7.701507785201618,TP,146.37352047616255,154.07502826136417,2025-07
80,DOGE,2025-07-20 19:30:00,2025-07-22 04:15:00,2025-07-23 13:15:00,72.67983287029281,0.26132,0.28779,0.26373800000000003,0.26373800000000003,0.28779,0.24791372,9.119656628927178,110.83038432894094,6.0,6.538992675407515,TP,202.1470098263946,208.6860025018021,2025-07
81,MOODENG,2025-07-24 14:45:00,2025-07-24 16:00:00,2025-07-25 00:30:00,70.99928631139755,0.20834,0.21896,0.21124342857142858,0.21124342857142858,0.21896,0.1943439542857143,3.652928510371233,210.89247684963058,8.0,16.660505671120816,TP,154.0750282613642,170.735533932485,2025-07
82,MELANIA,2025-07-25 10:45:00,2025-07-25 14:30:00,2025-07-25 21:00:00,72.07134876333106,0.2311,0.2404,0.23338,0.23338,0.2404,0.210042,3.007969834604507,259.904560972523,-3.007969834604507,-8.077755353787293,SL,156.35701585629536,148.27926050250807,2025-07
83,MOODENG,2025-07-26 00:15:00,2025-07-26 01:30:00,2025-07-26 03:15:00,71.06027002363464,0.20684,0.21056,0.20803714285714286,0.20803714285714286,0.21056,0.19139417142857143,1.2126955351379511,703.9505341011371,-1.2126955351379511,-9.240727230725387,SL,170.735533932485,161.49480670175961,2025-07
84,FARTCOIN,2025-07-25 22:45:00,2025-07-26 18:30:00,2025-07-28 03:00:00,70.7627654300873,1.3283,1.3964,1.339942857142857,1.339942857142857,1.3964,1.2327474285714286,4.2133992920806955,118.41991744958221,-4.2133992920806955,-5.107923880952823,SL,99.79007927006481,94.68215538911198,2025-07
85,DOGE,2025-07-27 05:15:00,2025-07-27 06:45:00,2025-07-27 22:00:00,73.03042527376846,0.2385,0.24326,0.23921785714285712,0.23921785714285712,0.24326,0.22486478571428567,1.6897329093325082,617.511801271122,-1.6897329093325082,-11.051811926361228,SL,208.6860025018021,197.63419057544087,2025-07
86,MOODENG,2025-07-27 05:00:00,2025-07-27 10:45:00,2025-07-27 16:30:00,75.93154876379398,0.20764,0.21796,0.20954799999999998,0.20954799999999998,0.21796,0.19278415999999998,4.0143547063202725,201.1466580762025,-4.0143547063202725,-8.275886993164184,SL,161.49480670175961,153.21891970859542,2025-07
87,MOODENG,2025-07-27 18:00:00,2025-07-27 22:00:00,2025-07-28 14:15:00,70.03215712753803,0.21435,0.21926,0.21633857142857144,0.21633857142857144,0.21926,0.19903148571428572,1.3503965345325135,567.3108445943897,8.0,44.81755672295679,TP,153.21891970859542,198.03647643155222,2025-07
88,MELANIA,2025-07-25 21:00:00,2025-07-28 15:45:00,2025-07-31 20:00:00,72.03327015134052,0.2316,0.2502,0.23378857142857143,0.23378857142857143,0.2502,0.21040971428571428,7.019773666071899,105.61541408320197,10.0,10.455925994236996,TP,148.27926050250807,158.73518649674506,2025-07
89,MELANIA,2025-07-31 08:30:00,2025-07-31 10:15:00,2025-08-01 00:45:00,73.40411263351169,0.2273,0.2313,0.22840285714285713,0.22840285714285713,0.2313,0.20556257142857143,1.2684354711599888,625.712502156618,10.0,61.94553771350519,TP,158.73518649674506,220.68072421025025,2025-07
90,MELANIA,2025-08-03 08:00:00,2025-08-03 10:00:00,2025-08-04 00:30:00,72.05092619688057,0.2076,0.2103,0.20893714285714288,0.20893714285714288,0.2103,0.18804342857142858,0.6522809320643098,1691.6079664620095,-0.6522809320643098,-12.725644176974523,SL,220.68072421025025,207.95508003327572,2025-08
