entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,pnl_dollar,exit_reason,bars_held
2025-11-07 17:47:00,2025-11-07 17:53:00,short,7.686,7.624714285714285,0.6973681275789075,1.394736255157815,tp,6
2025-11-07 18:46:00,2025-11-07 19:04:00,short,7.734,7.752428571428571,-0.33827995123572846,-0.6766407335358837,sl,18
2025-11-08 15:50:00,2025-11-08 15:56:00,long,7.438,7.425,-0.27477816617370127,-0.5495738121750725,sl,6
2025-11-08 16:13:00,2025-11-08 16:19:00,long,7.442,7.426642857142857,-0.3063577379352707,-0.6126890366740874,sl,6
2025-11-08 16:21:00,2025-11-08 16:24:00,short,7.407,7.423357142857143,-0.3208335744180259,-0.6415873133182294,sl,3
2025-11-08 20:23:00,2025-11-08 20:32:00,long,7.538,7.567571428571428,0.2922980707273536,0.5844742092336681,tp,9
2025-11-09 14:16:00,2025-11-09 14:18:00,long,7.504,7.4944999999999995,-0.22659914712153603,-0.45312119454228256,sl,2
2025-11-09 15:03:00,2025-11-09 15:32:00,long,7.612,7.66,0.5305832895428276,1.0609167462366988,tp,29
2025-11-09 17:02:00,2025-11-09 17:05:00,long,7.865,7.835642857142857,-0.4732631005358307,-0.9463848507488943,sl,3
2025-11-09 17:07:00,2025-11-09 17:09:00,short,7.812,7.842214285714286,-0.48676761026991766,-0.9732782351062148,sl,2
2025-11-09 17:27:00,2025-11-09 17:30:00,long,7.875,7.8502857142857145,-0.4138321995464821,-0.827348815688131,sl,3
2025-11-09 17:51:00,2025-11-09 17:59:00,long,7.836,7.821214285714286,-0.28868956464668144,-0.577099665567226,sl,8
2025-11-09 19:59:00,2025-11-09 20:02:00,long,7.792,7.7785714285714285,-0.2723379290114392,-0.5443699019025983,sl,3
2025-11-09 20:05:00,2025-11-09 20:07:00,short,7.779,7.750928571428571,0.26086166051457443,0.5213914281890817,tp,2
2025-11-09 20:23:00,2025-11-09 20:28:00,long,7.813,7.801714285714286,-0.2444478981916565,-0.48860050559379276,sl,5
2025-11-10 14:07:00,2025-11-10 14:08:00,short,8.635,8.679714285714285,-0.6178261229216565,-1.2348208454783216,sl,1
2025-11-10 16:55:00,2025-11-10 17:02:00,long,8.983,8.94807142857143,-0.48882969418424776,-0.9768613133246298,sl,7
2025-11-10 17:28:00,2025-11-10 17:32:00,long,8.979,8.952357142857142,-0.396724102270375,-0.7927071383923844,sl,4
2025-11-10 20:20:00,2025-11-10 20:33:00,short,9.377,9.263428571428573,1.1111701884550234,2.2200441797365054,tp,13
2025-11-11 14:56:00,2025-11-11 14:57:00,long,8.364,8.40557142857143,0.39702807952449026,0.7933961326542971,tp,1
2025-11-11 15:13:00,2025-11-11 15:30:00,short,8.358,8.300142857142857,0.5922366936724488,1.1835591486336063,tp,17
2025-11-12 14:33:00,2025-11-12 14:35:00,short,7.829,7.838857142857142,-0.2259055161213736,-0.4515067460429704,sl,2
2025-11-12 17:38:00,2025-11-12 17:46:00,long,7.465,7.448142857142857,-0.3258157114151762,-0.6511501159206713,sl,8
2025-11-12 18:00:00,2025-11-12 18:01:00,long,7.46,7.447,-0.27426273458444905,-0.5480736385573023,sl,1
2025-11-12 19:43:00,2025-11-12 19:44:00,long,7.446,7.429928571428571,-0.3158397605617552,-0.6311119511024218,sl,1
2025-11-13 14:36:00,2025-11-13 14:39:00,short,7.493,7.508214285714286,-0.30304665306666756,-0.6054983633208757,sl,3
2025-11-13 16:52:00,2025-11-13 17:03:00,short,7.395,7.354928571428571,0.44187192118226254,0.8828051889699786,tp,11
2025-11-13 18:21:00,2025-11-13 18:35:00,short,7.191,7.136142857142857,0.6628583348232953,1.3243991311629435,tp,14
2025-11-13 19:02:00,2025-11-13 19:03:00,short,7.152,7.169714285714286,-0.3476829658037723,-0.6947530560108348,sl,1
2025-11-13 19:12:00,2025-11-13 19:22:00,short,7.132,7.149571428571428,-0.3463744892236168,-0.6920764376428445,sl,10
2025-11-13 19:25:00,2025-11-13 19:26:00,long,7.199,7.1790714285714285,-0.37682416208600217,-0.7528494439581895,sl,1
2025-11-13 20:22:00,2025-11-13 20:23:00,long,7.158,7.145857142857143,-0.2696403624316431,-0.5386577040987217,sl,1
2025-11-13 20:30:00,2025-11-13 20:34:00,long,7.162,7.145642857142857,-0.3283879203734038,-0.6559685820313151,sl,4
2025-11-14 14:31:00,2025-11-14 14:34:00,short,7.17,7.185142857142857,-0.3111974496911733,-0.6215766393468881,sl,3
2025-11-14 14:35:00,2025-11-14 14:44:00,long,7.239,7.304571428571428,0.8058078266532449,1.6093645045793499,tp,9
2025-11-14 15:45:00,2025-11-14 15:58:00,long,7.323,7.308000000000001,-0.3048340843916384,-0.608902509146355,sl,13
2025-11-14 17:18:00,2025-11-14 17:20:00,short,7.314,7.321285714285715,-0.19961326614321245,-0.3986928749873431,sl,2
2025-11-14 17:26:00,2025-11-14 17:30:00,short,7.311,7.289785714285714,0.19016941204056398,0.37980765406495665,tp,4
2025-11-14 18:26:00,2025-11-14 18:28:00,short,7.288,7.298357142857143,-0.24211227850086378,-0.4835570234794165,sl,2
2025-11-14 19:06:00,2025-11-14 19:07:00,long,7.29,7.282214285714286,-0.2067999216147364,-0.4130014097420114,sl,1
2025-11-14 20:01:00,2025-11-14 20:05:00,short,7.359,7.368428571428572,-0.2281229980781599,-0.45555790363446125,sl,4
2025-11-15 14:30:00,2025-11-15 14:32:00,short,7.211,7.217642857142858,-0.1921211640945416,-0.38363765108800274,sl,2
2025-11-15 16:00:00,2025-11-15 16:04:00,short,7.2,7.204428571428572,-0.16150793650794296,-0.3224887049264792,sl,4
2025-11-15 17:12:00,2025-11-15 17:15:00,short,7.218,7.224857142857143,-0.19500059375371456,-0.38934433371048344,sl,3
2025-11-15 17:48:00,2025-11-15 18:01:00,long,7.216,7.2092857142857145,-0.1930471967057327,-0.3854213783265188,sl,13
2025-11-15 18:18:00,2025-11-15 18:21:00,short,7.209,7.192928571428571,0.1229356161940393,0.2454282601048861,tp,3
2025-11-15 19:25:00,2025-11-15 19:28:00,short,7.192,7.197071428571429,-0.17051485777849082,-0.340416863147532,sl,3
2025-11-15 19:46:00,2025-11-15 19:48:00,short,7.187,7.190928571428572,-0.1546621876801347,-0.30875179420012033,sl,2
2025-11-16 15:13:00,2025-11-16 15:14:00,short,7.096,7.110142857142857,-0.29930745691737304,-0.5974764030750545,sl,1
2025-11-16 16:21:00,2025-11-16 16:28:00,short,7.04,7.053571428571429,-0.2927759740259771,-0.5843916077443858,sl,7
2025-11-16 18:00:00,2025-11-16 18:03:00,long,7.004,7.045571428571428,0.49353838622827484,0.9850433769572551,tp,3
2025-11-17 14:32:00,2025-11-17 14:37:00,long,7.059,7.103785714285714,0.534448424503672,1.066778859790476,tp,5
2025-11-17 16:22:00,2025-11-17 16:23:00,long,7.123,7.104857142857143,-0.3547080884859924,-0.7080720074629037,sl,1
2025-11-17 16:31:00,2025-11-17 17:11:00,long,7.129,7.107571428571428,-0.4005831312746719,-0.7995755278453825,sl,40
2025-11-17 18:06:00,2025-11-17 18:11:00,long,7.054,7.04,-0.2984689537850898,-0.5956930283835338,sl,5
2025-11-17 18:58:00,2025-11-17 19:01:00,short,6.935,6.951785714285714,-0.34204346482645465,-0.6826059024765366,sl,3
2025-11-18 15:10:00,2025-11-18 15:11:00,long,6.934,6.917142857142857,-0.34310849231530005,-0.684670809747343,sl,1
