entry_time,exit_time,entry_price,exit_price,direction,pnl_pct,bars_held,exit_reason
2025-11-07 18:54:00,2025-11-07 19:03:00,7.716,7.748,long,0.003147226542249874,9,tp
2025-11-07 21:16:00,2025-11-07 21:18:00,7.868,7.8529285714285715,long,-0.0029155348972329494,2,sl
2025-11-07 23:32:00,2025-11-07 23:37:00,7.672,7.659928571428571,long,-0.00257343959481605,5,sl
2025-11-08 00:46:00,2025-11-08 00:52:00,7.67,7.654428571428571,long,-0.0030301732166138945,6,sl
2025-11-08 03:20:00,2025-11-08 03:33:00,7.793,7.827142857142857,long,0.003381221242507026,13,tp
2025-11-08 06:07:00,2025-11-08 06:16:00,7.698,7.729,long,0.0030270200051961153,9,tp
2025-11-08 06:31:00,2025-11-08 06:36:00,7.687,7.712714285714286,long,0.002345165306918928,5,tp
2025-11-08 07:28:00,2025-11-08 07:32:00,7.75,7.727214285714286,long,-0.003940092165898576,4,sl
2025-11-08 09:51:00,2025-11-08 09:53:00,7.765,7.740142857142857,long,-0.004201177444577323,2,sl
2025-11-08 09:56:00,2025-11-08 10:18:00,7.772,7.746142857142857,long,-0.004326961252849105,22,sl
2025-11-08 10:22:00,2025-11-08 10:41:00,7.748,7.775,long,0.0024847702632937703,19,tp
2025-11-08 11:06:00,2025-11-08 11:13:00,7.703,7.731714285714286,long,0.0027276756736707665,7,tp
2025-11-08 13:37:00,2025-11-08 13:41:00,7.615,7.646714285714286,long,0.003164712503517535,4,tp
2025-11-08 14:06:00,2025-11-08 14:11:00,7.548,7.5300714285714285,long,-0.003375274434097975,5,sl
2025-11-08 14:17:00,2025-11-08 14:18:00,7.493,7.474214285714286,long,-0.003507101866503991,1,sl
2025-11-08 14:24:00,2025-11-08 14:33:00,7.478,7.521285714285715,long,0.0047884079012724045,9,tp
2025-11-08 14:51:00,2025-11-08 14:53:00,7.486,7.469428571428571,long,-0.0032136559673295356,2,sl
2025-11-08 14:53:00,2025-11-08 15:12:00,7.469,7.452642857142857,long,-0.0031900043991355174,19,sl
2025-11-08 15:16:00,2025-11-08 15:17:00,7.452,7.439857142857143,long,-0.002629476267157409,1,sl
2025-11-08 16:28:00,2025-11-08 17:00:00,7.404,7.433142857142857,long,0.002936096318592296,32,tp
2025-11-09 00:23:00,2025-11-09 00:24:00,7.455,7.445428571428572,long,-0.0022838938392258003,1,sl
