entry_time,exit_time,entry_price,exit_price,direction,pnl_pct,bars_held,exit_reason
2025-11-09 00:24:00,2025-11-09 00:30:00,7.441,7.459714285714286,long,0.0015150229423849118,6,tp
2025-11-09 02:37:00,2025-11-09 02:39:00,7.489,7.477785714285714,long,-0.0024974343322587585,2,sl
2025-11-09 22:16:00,2025-11-09 22:33:00,7.753,7.742357142857143,long,-0.002372740505979228,17,sl
2025-11-10 00:07:00,2025-11-10 00:10:00,7.671,7.695142857142858,long,0.0021472894202656063,3,tp
2025-11-10 02:49:00,2025-11-10 03:04:00,7.811,7.840428571428571,long,0.002767580518316651,15,tp
2025-11-10 03:27:00,2025-11-10 03:35:00,7.847,7.882000000000001,long,0.0034603033006244607,8,tp
2025-11-10 05:15:00,2025-11-10 05:25:00,8.158,8.117928571428571,long,-0.005911918187230732,10,sl
2025-11-10 06:01:00,2025-11-10 06:02:00,8.109,8.089214285714286,long,-0.003439969698571199,1,sl
2025-11-10 06:59:00,2025-11-10 07:14:00,8.046,8.079142857142855,long,0.0031191719044066655,15,tp
2025-11-10 08:42:00,2025-11-10 09:00:00,8.066,8.046285714285716,long,-0.003444121710176628,18,sl
2025-11-10 09:59:00,2025-11-10 10:05:00,8.294,8.268642857142858,long,-0.004057287540046134,6,sl
2025-11-10 10:35:00,2025-11-10 10:44:00,8.155,8.192571428571428,long,0.0036071647543137724,9,tp
2025-11-10 12:57:00,2025-11-10 12:58:00,8.429,8.492571428571429,long,0.006541989390369986,1,tp
2025-11-10 13:00:00,2025-11-10 13:17:00,8.426,8.502571428571429,long,0.008087518225899419,17,tp
2025-11-10 14:50:00,2025-11-10 14:52:00,8.519,8.486785714285714,long,-0.004781463283752289,2,sl
2025-11-10 14:52:00,2025-11-10 14:59:00,8.466,8.535857142857143,long,0.007251493368431813,7,tp
2025-11-10 16:26:00,2025-11-10 16:39:00,9.004,8.960285714285714,long,-0.005854985085993514,13,sl
2025-11-10 20:24:00,2025-11-10 20:30:00,9.346,9.306857142857144,long,-0.005188193574026991,6,sl
2025-11-10 20:54:00,2025-11-10 21:03:00,9.241,9.289428571428571,long,0.004240620217354343,9,tp
2025-11-10 21:32:00,2025-11-10 21:34:00,9.174,9.154142857142856,long,-0.0031645021645021823,2,sl
2025-11-10 21:45:00,2025-11-10 21:46:00,9.073,9.047,long,-0.0038656453212829052,1,sl
2025-11-10 21:52:00,2025-11-10 22:00:00,8.919,8.991857142857143,long,0.007168756907404649,8,tp
2025-11-10 22:30:00,2025-11-10 22:31:00,8.938,8.982857142857144,long,0.004018700252533382,1,tp
2025-11-10 22:48:00,2025-11-10 22:54:00,8.848,8.922285714285715,long,0.007395763368638644,6,tp
2025-11-10 23:15:00,2025-11-10 23:23:00,8.828,8.802714285714286,long,-0.0038642630590975838,8,sl
2025-11-11 00:17:00,2025-11-11 00:23:00,8.846,8.817571428571428,long,-0.004213720487064426,6,sl
2025-11-11 00:30:00,2025-11-11 00:36:00,8.75,8.724285714285715,long,-0.00393877551020399,6,sl
2025-11-11 00:41:00,2025-11-11 00:42:00,8.708,8.688500000000001,long,-0.0032393201653650623,1,sl
2025-11-11 00:42:00,2025-11-11 00:53:00,8.681,8.660357142857142,long,-0.0033779353925649973,11,sl
2025-11-11 00:53:00,2025-11-11 00:57:00,8.644,8.694285714285714,long,0.004817412573543941,4,tp
2025-11-11 01:34:00,2025-11-11 01:36:00,8.71,8.684142857142858,long,-0.003968673117926893,2,sl
2025-11-11 01:40:00,2025-11-11 01:56:00,8.658,8.631571428571428,long,-0.004052503052503032,16,sl
2025-11-11 06:09:00,2025-11-11 06:11:00,8.418,8.450142857142856,long,0.0028183484370226403,2,tp
2025-11-11 06:55:00,2025-11-11 06:59:00,8.34,8.38042857142857,long,0.003847550531003668,4,tp
2025-11-11 09:51:00,2025-11-11 09:54:00,8.362,8.399571428571429,long,0.0034931151125841674,3,tp
2025-11-11 11:33:00,2025-11-11 11:49:00,8.369,8.350214285714285,long,-0.0032446784903470433,16,sl
2025-11-11 15:22:00,2025-11-11 15:30:00,8.348,8.332642857142858,long,-0.002839619412690806,8,sl
2025-11-11 15:59:00,2025-11-11 16:05:00,8.192,8.236,long,0.004371093750000059,6,tp
2025-11-11 16:32:00,2025-11-11 16:57:00,8.183,8.166857142857143,long,-0.002972730922993593,25,sl
2025-11-11 17:36:00,2025-11-11 17:39:00,8.116,8.102785714285714,long,-0.0026281771456734384,3,sl
2025-11-11 17:39:00,2025-11-11 17:45:00,8.073,8.0585,long,-0.00279611049176266,6,sl
2025-11-11 20:13:00,2025-11-11 20:29:00,8.049,8.036214285714285,long,-0.0025884848162149557,16,sl
2025-11-11 20:38:00,2025-11-11 20:41:00,8.013,8.000357142857142,long,-0.002577793228860305,3,sl
2025-11-11 20:41:00,2025-11-11 20:49:00,7.996,8.023857142857144,long,0.00248388479954276,8,tp
2025-11-11 21:43:00,2025-11-11 21:50:00,7.972,7.9592857142857145,long,-0.0025948677514156925,7,sl
2025-11-11 23:56:00,2025-11-12 00:02:00,7.889,7.914714285714286,long,0.00225951143545263,6,tp
2025-11-12 00:16:00,2025-11-12 00:51:00,7.859,7.844785714285714,long,-0.0028086634068311437,35,sl
2025-11-12 12:36:00,2025-11-12 12:40:00,7.806,7.796571428571428,long,-0.002207862084111169,4,sl
2025-11-12 14:52:00,2025-11-12 15:10:00,7.666,7.745000000000001,long,0.009305243934255233,18,tp
2025-11-12 15:42:00,2025-11-12 15:47:00,7.62,7.594714285714286,long,-0.004318335208098997,5,sl
2025-11-12 15:47:00,2025-11-12 15:49:00,7.591,7.564357142857143,long,-0.00450979543444302,2,sl
2025-11-12 15:52:00,2025-11-12 16:08:00,7.541,7.513428571428571,long,-0.004656203231856388,16,sl
2025-11-12 16:14:00,2025-11-12 16:26:00,7.485,7.453285714285714,long,-0.005237045519610691,12,sl
2025-11-12 17:53:00,2025-11-12 18:16:00,7.442,7.474142857142858,long,0.003319115445156876,23,tp
2025-11-13 02:04:00,2025-11-13 02:13:00,7.534,7.5602857142857145,long,0.002488945352497304,9,tp
2025-11-13 09:19:00,2025-11-13 10:09:00,7.616,7.649285714285714,long,0.0033704981992797225,50,tp
2025-11-13 15:07:00,2025-11-13 15:18:00,7.545,7.523214285714285,long,-0.003887437281075483,11,sl
2025-11-13 16:28:00,2025-11-13 16:39:00,7.407,7.393285714285715,long,-0.0028515304056008295,11,sl
2025-11-13 16:48:00,2025-11-13 16:57:00,7.396,7.382214285714285,long,-0.002863941899096067,9,sl
2025-11-13 17:08:00,2025-11-13 17:09:00,7.344,7.328571428571429,long,-0.0031008403361344125,1,sl
2025-11-13 17:09:00,2025-11-13 17:19:00,7.312,7.295428571428571,long,-0.0032663332291341498,10,sl
2025-11-13 17:45:00,2025-11-13 17:50:00,7.239,7.2225,long,-0.0032793203481143443,5,sl
2025-11-13 17:55:00,2025-11-13 17:59:00,7.163,7.190714285714286,long,0.002869089168544685,4,tp
2025-11-13 18:01:00,2025-11-13 18:06:00,7.185,7.2217142857142855,long,0.004109851873943761,5,tp
2025-11-13 21:24:00,2025-11-13 21:31:00,7.103,7.127,long,0.0023788540053498552,7,tp
2025-11-14 00:57:00,2025-11-14 00:58:00,7.187,7.176285714285714,long,-0.002490786936731059,1,sl
2025-11-14 04:42:00,2025-11-14 04:45:00,7.04,7.115285714285714,long,0.009693993506493491,3,tp
2025-11-14 09:37:00,2025-11-14 09:48:00,7.112,7.099785714285714,long,-0.002717419251165098,11,sl
2025-11-14 09:52:00,2025-11-14 10:06:00,7.083,7.103714285714285,long,0.0019245073717753802,14,tp
2025-11-14 12:39:00,2025-11-14 12:41:00,7.065,7.046357142857143,long,-0.0036387625113739504,2,sl
2025-11-14 12:45:00,2025-11-14 12:48:00,7.055,7.098285714285714,long,0.005135466234686627,3,tp
2025-11-14 16:10:00,2025-11-14 16:12:00,7.285,7.271285714285715,long,-0.0028825375036767805,2,sl
2025-11-14 17:39:00,2025-11-14 17:46:00,7.292,7.2827142857142855,long,-0.002273411174672839,7,sl
2025-11-14 20:49:00,2025-11-14 21:03:00,7.279,7.31,long,0.0032588267619178043,14,tp
2025-11-14 23:00:00,2025-11-14 23:02:00,7.244,7.232928571428571,long,-0.002528358444426891,2,sl
2025-11-14 23:09:00,2025-11-14 23:19:00,7.17,7.214857142857142,long,0.005256226339908296,10,tp
2025-11-15 01:09:00,2025-11-15 01:13:00,7.193,7.215571428571429,long,0.002137971440487854,4,tp
2025-11-15 12:13:00,2025-11-15 12:18:00,7.143,7.134071428571429,long,-0.0022499750004999547,5,sl
2025-11-16 01:05:00,2025-11-16 01:10:00,7.106,7.125857142857142,long,0.0017944192030878315,5,tp
2025-11-16 11:33:00,2025-11-16 11:52:00,7.061,7.0442857142857145,long,-0.0033671272786128677,19,sl
2025-11-16 12:42:00,2025-11-16 12:50:00,7.031,7.053,long,0.0021290001422273135,8,tp
2025-11-16 13:34:00,2025-11-16 13:36:00,7.034,7.026714285714285,long,-0.002035785369023964,2,sl
2025-11-16 15:58:00,2025-11-16 16:04:00,7.025,7.055285714285715,long,0.003311133706151494,6,tp
2025-11-16 18:25:00,2025-11-16 18:31:00,7.03,7.014785714285715,long,-0.003164194269457383,6,sl
2025-11-16 21:11:00,2025-11-16 21:12:00,6.977,6.966857142857143,long,-0.0024537562194148245,1,sl
2025-11-16 23:06:00,2025-11-16 23:09:00,6.989,7.019714285714286,long,0.003394660997894648,3,tp
2025-11-17 15:54:00,2025-11-17 16:02:00,7.119,7.103071428571429,long,-0.003237473160355506,8,sl
2025-11-17 17:20:00,2025-11-17 17:21:00,7.099,7.087071428571429,long,-0.002680317147284306,1,sl
2025-11-17 17:49:00,2025-11-17 17:55:00,7.035,7.019214285714286,long,-0.003243882627677938,6,sl
2025-11-17 18:22:00,2025-11-17 18:26:00,6.997,6.980857142857142,long,-0.0033071112109271774,4,sl
2025-11-17 18:29:00,2025-11-17 18:45:00,6.886,6.939285714285714,long,0.006738268121654652,16,tp
2025-11-17 19:51:00,2025-11-17 19:58:00,6.925,6.909571428571429,long,-0.0032279525528622565,7,sl
2025-11-17 21:40:00,2025-11-17 21:47:00,6.819,6.800357142857143,long,-0.0037339576393689636,7,sl
2025-11-18 03:08:00,2025-11-18 03:16:00,6.883,6.916571428571428,long,0.003877441315041168,8,tp
2025-11-18 13:29:00,2025-11-18 13:37:00,6.903,6.895785714285714,long,-0.0020450942654332022,8,sl
2025-11-19 05:50:00,2025-11-19 06:29:00,6.948,6.977714285714286,long,0.003276667489102671,39,tp
2025-11-19 15:28:00,2025-11-19 15:31:00,6.943,6.926571428571428,long,-0.003366206456657275,3,sl
2025-11-19 15:43:00,2025-11-19 15:45:00,6.851,6.832142857142857,long,-0.003752465750568192,2,sl
2025-11-19 15:45:00,2025-11-19 15:56:00,6.831,6.8120714285714286,long,-0.0037709810318506585,11,sl
2025-11-19 16:23:00,2025-11-19 16:41:00,6.758,6.788857142857143,long,0.00356601699572997,18,tp
2025-11-19 16:58:00,2025-11-19 17:04:00,6.718,6.7055,long,-0.002860672819291482,6,sl
2025-11-19 17:43:00,2025-11-19 17:45:00,6.649,6.627714285714285,long,-0.004201340695700826,2,sl
2025-11-19 17:45:00,2025-11-19 18:11:00,6.619,6.665285714285714,long,0.005992856063712686,26,tp
2025-11-20 14:13:00,2025-11-20 14:18:00,6.781,6.808,long,0.0029817136115617366,5,tp
2025-11-20 15:10:00,2025-11-20 15:23:00,6.802,6.833428571428571,long,0.0036204897719157806,13,tp
2025-11-20 16:11:00,2025-11-20 16:14:00,6.702,6.681571428571429,long,-0.00404813062198911,3,sl
2025-11-20 16:20:00,2025-11-20 16:22:00,6.664,6.640357142857143,long,-0.0045478477105127335,2,sl
2025-11-21 03:03:00,2025-11-21 03:05:00,6.618,6.648571428571429,long,0.003619436169753437,2,tp
2025-11-21 07:26:00,2025-11-21 07:32:00,6.566,6.555499999999999,long,-0.002599147121535242,6,sl
2025-11-21 07:38:00,2025-11-21 08:38:00,6.324,6.365,long,0.005483238456673051,60,time
2025-11-21 14:22:00,2025-11-21 14:26:00,6.242,6.233642857142857,long,-0.0023388565935826937,4,sl
2025-11-21 14:50:00,2025-11-21 14:54:00,6.254,6.289142857142857,long,0.004619260815935016,4,tp
2025-11-21 15:08:00,2025-11-21 15:12:00,6.264,6.250928571428572,long,-0.003086754241926593,4,sl
2025-11-21 15:24:00,2025-11-21 15:29:00,6.222,6.2090000000000005,long,-0.0030893603342976375,5,sl
2025-11-21 16:12:00,2025-11-21 16:21:00,6.144,6.178714285714286,long,0.004650111607142926,9,tp
2025-11-21 18:10:00,2025-11-21 18:13:00,6.278,6.265642857142857,long,-0.002968324762208145,3,sl
2025-11-21 20:13:00,2025-11-21 20:15:00,6.295,6.285,long,-0.002588562351072246,2,sl
2025-11-21 22:28:00,2025-11-21 22:29:00,6.295,6.287,long,-0.0022708498808578247,1,sl
2025-11-21 22:29:00,2025-11-21 22:30:00,6.286,6.277571428571428,long,-0.0023408481432662187,1,sl
2025-11-22 13:09:00,2025-11-22 13:12:00,6.271,6.285,long,0.0012324988040185352,3,tp
2025-11-23 17:05:00,2025-11-23 17:16:00,6.285,6.274785714285715,long,-0.002625184680077249,11,sl
2025-11-24 10:05:00,2025-11-24 10:07:00,6.214,6.2075000000000005,long,-0.0020460251046025024,2,sl
2025-11-24 10:07:00,2025-11-24 11:07:00,6.203,6.204,long,-0.0008387876833790995,60,time
2025-11-25 14:52:00,2025-11-25 15:03:00,6.164,6.146357142857142,long,-0.003862241587095639,11,sl
2025-11-26 15:02:00,2025-11-26 15:45:00,6.147,6.1343571428571435,long,-0.003056752422784567,43,sl
2025-11-28 11:18:00,2025-11-28 11:19:00,6.094,6.086071428571429,long,-0.0023010455248722887,1,sl
2025-11-28 11:19:00,2025-11-28 11:55:00,6.086,6.103000000000001,long,0.0017932960893855317,36,tp
2025-11-28 16:33:00,2025-11-28 16:42:00,6.068,6.056785714285714,long,-0.0028481024578585765,9,sl
2025-11-28 17:19:00,2025-11-28 17:27:00,6.028,6.018142857142856,long,-0.0026352260877808946,8,sl
2025-11-28 18:10:00,2025-11-28 18:38:00,6.006,6.025571428571428,long,0.0022586461157888993,28,tp
2025-11-29 06:28:00,2025-11-29 06:29:00,6.051,6.046142857142858,long,-0.0018027008522793668,1,sl
2025-12-01 00:11:00,2025-12-01 00:22:00,5.891,5.864571428571429,long,-0.005486262337221396,11,sl
2025-12-01 00:28:00,2025-12-01 00:33:00,5.839,5.822071428571428,long,-0.003899224426883382,5,sl
2025-12-01 08:11:00,2025-12-01 08:16:00,5.758,5.779,long,0.0026470996873914393,5,tp
2025-12-01 15:37:00,2025-12-01 15:52:00,5.64,5.6695714285714285,long,0.004243161094224965,15,tp
2025-12-02 16:26:00,2025-12-02 16:45:00,6.013,6.001214285714285,long,-0.002960038963198858,19,sl
2025-12-03 14:07:00,2025-12-03 14:38:00,5.997,6.0244285714285715,long,0.003573715429143168,31,tp
2025-12-05 04:36:00,2025-12-05 04:43:00,5.936,5.930928571428572,long,-0.0018543511744319695,7,sl
2025-12-05 09:31:00,2025-12-05 09:34:00,5.904,5.894071428571428,long,-0.002681668602400323,3,sl
2025-12-05 16:45:00,2025-12-05 16:57:00,5.783,5.811571428571429,long,0.003940589412316871,12,tp
2025-12-07 14:28:00,2025-12-07 15:12:00,5.578,5.6124285714285715,long,0.005172207140296029,44,tp
