vol_thresh,min_bars,sl_type,sl_value,tp_type,tp_value,session,max_hold,trades,return,max_dd,return_dd,win_rate,top5_pct,without_top5
1.2,4,atr,2.0,atr_multiple,2.0,all,90,327,-16.41270108917223,-18.331348467090308,0.8953351750765873,58.71559633027523,0.0,-21.37710801361868
1.3,3,atr,1.0,rr_multiple,2.0,all,90,523,-25.767601541373296,-28.825726917007255,0.8939098609919301,44.93307839388145,0.0,-30.68181577070819
1.2,5,atr,1.5,atr_multiple,2.0,all,90,183,-12.33627088205319,-13.803337034520327,0.8937165593509601,48.08743169398907,0.0,-17.30067780649965
1.3,3,atr,1.0,atr_multiple,2.0,all,90,523,-25.53984569563984,-28.60667026760672,0.8927933749968917,45.124282982791584,0.0,-30.45405992497473
1.3,3,atr,1.5,atr_multiple,2.0,all,90,523,-21.227147088841335,-23.854868180408218,0.8898454993884642,53.91969407265774,0.0,-26.191554013287778
1.2,3,atr,2.0,atr_multiple,2.0,all,90,610,-27.16693431315558,-30.679847459285753,0.8854976984226519,60.0,0.0,-32.226777804331846
1.2,4,atr,1.0,rr_multiple,2.5,all,90,327,-15.181776439169647,-17.21228021475519,0.8820316802741279,38.226299694189606,0.0,-20.343710603546217
1.2,5,atr,1.0,atr_multiple,3.0,all,90,183,-13.413916330262786,-15.251628497854592,0.8795071511314145,29.508196721311474,0.0,-19.456360229655882
1.3,4,atr,2.0,atr_multiple,2.0,all,90,275,-16.38897015700709,-18.725682549348473,0.8752134996316765,56.00000000000001,0.0,-21.353377081453544
1.2,5,atr,2.0,atr_multiple,2.0,all,90,183,-14.019148869460164,-16.026713838152503,0.8747363315420772,54.09836065573771,0.0,-18.98355579390661
1.5,5,atr,1.0,atr_multiple,4.0,asia_eu,90,22,1.2228860925085807,-1.3998110776387984,0.8736079547043913,50.0,231.73398402916519,-1.6109565698001354
1.3,3,atr,1.0,rr_multiple,2.5,all,90,523,-24.982938921863006,-28.842510315167196,0.8661846229357302,39.0057361376673,0.0,-30.158818027914172
1.3,4,atr,1.5,atr_multiple,2.0,all,90,275,-13.824515745307654,-15.989765412260873,0.864585276198429,50.90909090909091,0.0,-18.78892266975412
1.3,5,atr,1.5,atr_multiple,5.0,asia_eu,90,39,2.408881473094805,-2.7980601608543907,0.860911250871479,35.8974358974359,249.86366031455174,-3.6100379482189657
1.5,3,atr,1.0,atr_multiple,3.0,asia_eu,90,109,-7.367403147367363,-8.567046159141798,0.8599700539147546,35.77981651376147,0.0,-10.171837493928448
1.3,4,atr,1.0,rr_multiple,2.0,all,90,275,-15.343284077428002,-17.87642039114133,0.8582973403909977,42.54545454545455,0.0,-20.245053043759235
1.5,4,atr,2.0,atr_multiple,3.0,overnight,90,70,2.877024279914657,-3.3522160345940786,0.8582454860380253,50.0,200.62374189721504,-2.894969485741533
1.3,4,atr,1.0,atr_multiple,2.0,all,90,275,-15.115528231694366,-17.65384984516824,0.8562171064251689,42.90909090909091,0.0,-20.017297198025553
1.3,3,atr,1.0,atr_multiple,4.0,asia_eu,90,156,-8.374345204849554,-9.896130687819142,0.8462241929724403,30.76923076923077,0.0,-11.910758408984812
1.3,5,atr,1.0,rr_multiple,2.0,all,90,143,-10.78591873685595,-12.76863306014818,0.844719923115308,38.46153846153847,0.0,-15.687687703187171
1.3,5,atr,1.5,atr_multiple,2.0,asia_eu,90,39,1.3788512635516195,-1.6364342816636162,0.8425949511091059,61.53846153846154,263.9280333989018,-2.2603237598360777
1.2,3,atr,1.0,atr_multiple,4.0,asia_eu,90,187,-8.473810525667377,-10.191800102773882,0.8314341372689478,32.0855614973262,0.0,-12.01671009476443
1.3,5,atr,1.0,atr_multiple,2.0,all,90,143,-10.558162891122427,-12.740069470542108,0.8287366811880628,39.16083916083916,0.0,-15.459931857453604
1.5,3,atr,1.0,atr_multiple,2.0,asia_eu,90,109,-5.288746635193657,-6.3980616779351,0.826617013310903,46.788990825688074,0.0,-8.50760718965057
1.5,3,atr,1.0,rr_multiple,2.0,asia_eu,90,109,-5.28874663519368,-6.398061677935198,0.8266170133108939,46.788990825688074,0.0,-8.507607189650635
1.2,3,atr,1.0,atr_multiple,3.0,all,90,610,-26.217132133944187,-31.735246428380258,0.8261203262785658,35.40983606557377,0.0,-32.27436903582385
1.2,4,atr,1.0,atr_multiple,3.0,all,90,327,-13.581525112848158,-16.49475676458224,0.8233843824851415,33.63914373088685,0.0,-19.623969012241233
1.2,5,atr,1.0,atr_multiple,2.0,overnight,90,69,-4.827189609766141,-5.9352114320461915,0.8133138414753904,36.231884057971016,0.0,-8.356727392246704
1.2,5,atr,1.0,rr_multiple,2.0,overnight,90,69,-4.8271896097661635,-5.935211432046245,0.8133138414753869,36.231884057971016,0.0,-8.356727392246746
1.5,5,atr,1.0,rr_multiple,2.0,all,90,86,-6.837419834712717,-8.421479290213219,0.811902469754765,38.372093023255815,0.0,-11.609548305503152
1.5,5,atr,1.0,atr_multiple,2.0,all,90,86,-6.837419834712562,-8.421479290213064,0.8119024697547614,38.372093023255815,0.0,-11.609548305502996
1.5,5,atr,2.0,atr_multiple,6.0,all,90,86,4.749876219177709,-5.915563852352147,0.8029456426692213,37.2093023255814,219.21773387844848,-5.662694790534991
1.2,3,atr,1.0,atr_multiple,2.0,overnight,90,245,-11.013031338394635,-13.806841471495451,0.79765030699681,45.30612244897959,0.0,-14.605124977115782
1.2,3,atr,1.0,rr_multiple,2.0,overnight,90,245,-11.013031338394702,-13.806841471495543,0.7976503069968096,45.30612244897959,0.0,-14.60512497711587
1.3,3,atr,2.0,atr_multiple,2.0,all,90,523,-19.72681657589398,-24.80139189442226,0.7953915110841205,60.038240917782026,0.0,-24.78666006707025
1.2,5,atr,1.0,rr_multiple,2.0,asia_eu,90,52,-2.304815610382601,-2.9184016306515135,0.7897527146968001,46.15384615384615,0.0,-5.1427735155135395
1.3,3,atr,1.0,atr_multiple,3.0,all,90,523,-22.284978241995507,-28.515325541129393,0.7815088139131543,34.79923518164436,0.0,-28.34221514387513
1.2,3,atr,1.5,atr_multiple,2.0,asia_eu,90,187,-6.294723247013264,-8.058525508071657,0.7811259318728077,56.68449197860963,0.0,-10.215627325768509
1.2,3,atr,1.0,atr_multiple,4.0,all,90,610,-24.194211794659033,-31.137357473259016,0.7770155773635317,28.852459016393446,0.0,-31.454011860192878
1.2,3,atr,1.5,atr_multiple,2.0,overnight,90,245,-12.710774536278466,-16.384114099638612,0.7757987071488247,51.42857142857142,0.0,-16.396328760385785
1.3,3,atr,1.0,atr_multiple,5.0,all,90,523,-21.08377211409052,-27.223618447892424,0.7744661920841301,24.665391969407267,0.0,-29.968976438285566
1.3,4,atr,1.0,rr_multiple,2.5,all,90,275,-11.95555964880243,-15.440153895771184,0.774316093577077,38.54545454545455,0.0,-17.11749381317901
1.5,4,atr,1.5,atr_multiple,2.0,all,90,180,-8.9927179674274,-11.687697649322542,0.7694174025753179,48.333333333333336,0.0,-13.95059175780112
1.5,4,atr,1.0,rr_multiple,2.0,all,90,180,-10.349266957514144,-13.505459595690619,0.7663024633990564,40.55555555555556,0.0,-15.244502789772644
1.5,4,atr,1.0,atr_multiple,2.0,all,90,180,-10.349266957514033,-13.505459595690535,0.7663024633990528,40.55555555555556,0.0,-15.244502789772488
1.3,3,atr,1.0,atr_multiple,5.0,asia_eu,90,156,-8.382196814433362,-11.013893344815386,0.7610566538107205,26.282051282051285,0.0,-12.545397974277385
1.5,3,atr,1.0,rr_multiple,2.5,all,90,377,-17.341120004287042,-22.80788212764283,0.7603125931306813,39.257294429708224,0.0,-22.508832692747315
1.3,5,atr,2.0,atr_multiple,2.0,all,90,143,-10.13140516863279,-13.325831371853205,0.7602831587702906,53.14685314685315,0.0,-15.095812093079246
1.2,5,atr,1.0,atr_multiple,4.0,all,90,183,-10.42792984140665,-13.71937610787344,0.7600877590506572,25.136612021857925,0.0,-17.593656170711405
1.2,3,atr,1.0,atr_multiple,5.0,asia_eu,90,187,-8.932235594718172,-11.85787172414666,0.753274769917531,26.737967914438503,0.0,-13.15690024970018
1.3,3,atr,1.5,rr_multiple,2.0,asia_eu,90,156,-5.72890939158529,-7.618040554090492,0.7520187574361445,44.871794871794876,0.0,-9.851555002953916
1.3,3,atr,1.5,atr_multiple,3.0,asia_eu,90,156,-5.728909391585224,-7.618040554090462,0.7520187574361388,44.871794871794876,0.0,-9.851555002953827
1.3,4,atr,1.0,atr_multiple,3.0,all,90,275,-12.789809453870394,-17.02031934411879,0.7514435654986574,32.72727272727273,0.0,-18.83225335326349
1.3,3,atr,1.5,atr_multiple,2.0,overnight,90,208,-10.149735481310824,-13.52966031666765,0.750184058117632,51.442307692307686,0.0,-13.835289705418145
1.5,3,atr,1.0,atr_multiple,2.0,all,90,377,-15.364667149177007,-20.557161573322997,0.7474118980081237,46.15384615384615,0.0,-20.272348244439183
1.5,3,atr,1.0,rr_multiple,2.0,all,90,377,-15.364667149176963,-20.557161573323015,0.7474118980081209,46.15384615384615,0.0,-20.272348244439137
1.3,3,atr,1.0,atr_multiple,4.0,all,90,523,-19.586911806688363,-26.24270985291829,0.7463753521060336,28.489483747609945,0.0,-26.846711872222187
1.3,5,atr,2.0,atr_multiple,6.0,asia_eu,90,39,2.4948177704623777,-3.351907239359363,0.7442979749461093,35.8974358974359,283.3427500752735,-4.574067509732345
1.2,4,atr,1.0,atr_multiple,2.0,overnight,90,123,-5.6186991823351455,-7.563357627391931,0.7428842399288527,42.27642276422765,0.0,-9.210792821056279
1.2,4,atr,1.0,rr_multiple,2.0,overnight,90,123,-5.6186991823351455,-7.563357627391983,0.7428842399288477,42.27642276422765,0.0,-9.2107928210563
1.5,3,atr,1.5,atr_multiple,2.0,all,90,377,-12.987189390036443,-17.50535676189686,0.7418980125160938,53.84615384615385,0.0,-17.94506318041016
1.2,3,atr,1.0,atr_multiple,5.0,all,90,610,-22.030144873752736,-29.757465717857794,0.7403232883683436,25.40983606557377,0.0,-30.9231927260972
1.5,3,atr,1.0,atr_multiple,4.0,asia_eu,90,109,-5.499555233039803,-7.468252962760751,0.7363911292858526,32.11009174311927,0.0,-8.975758800544432
1.2,5,atr,1.5,atr_multiple,4.0,asia_eu,90,52,1.7234796744517924,-2.340760913773128,0.7362903508473554,44.230769230769226,288.3093799184696,-3.245473887981027
1.5,5,atr,1.5,atr_multiple,2.0,all,90,86,-3.9526783809968298,-5.371232331580125,0.7358978604885668,48.837209302325576,0.0,-8.827068137958253
1.2,5,atr,1.0,rr_multiple,2.5,asia_eu,90,52,-2.3697864029460467,-3.231067676783985,0.7334375630611343,42.30769230769231,0.0,-4.9021397364111
1.2,4,atr,1.0,rr_multiple,2.0,asia_eu,90,93,-3.720904921289063,-5.077596182190081,0.732808358084938,48.38709677419355,0.0,-6.997152337271188
1.3,5,atr,1.5,atr_multiple,2.0,all,90,143,-7.702572497642836,-10.522974559178337,0.7319767290442137,48.95104895104895,0.0,-12.666979422089291
1.3,3,atr,1.0,atr_multiple,2.0,overnight,90,208,-9.117290553495035,-12.485993675638378,0.7302014393362962,44.71153846153847,0.0,-12.709384192216183
1.3,3,atr,1.0,rr_multiple,2.0,overnight,90,208,-9.11729055349488,-12.485993675638325,0.730201439336287,44.71153846153847,0.0,-12.70938419221605
1.5,3,atr,1.0,atr_multiple,5.0,all,90,377,-15.641145631422049,-21.44044808783761,0.7295157996392204,24.6684350132626,0.0,-24.526349955617107
1.2,3,atr,1.5,atr_multiple,4.0,all,90,610,-19.246475014843796,-26.783678976590874,0.7185896691662618,35.73770491803279,0.0,-26.633562393327622
1.2,5,atr,2.0,rr_multiple,2.5,overnight,90,69,4.028551649446534,-5.621949186651267,0.7165756067329656,39.130434782608695,209.97438046485698,-4.430374718185601
1.2,5,atr,2.0,atr_multiple,5.0,overnight,90,69,4.028551649446445,-5.621949186651395,0.7165756067329335,39.130434782608695,209.974380464861,-4.430374718185668
1.2,3,atr,1.5,rr_multiple,2.0,all,90,610,-17.845760171058426,-24.911711294347622,0.7163602676748894,43.77049180327869,0.0,-23.9782861156054
1.2,3,atr,1.5,atr_multiple,3.0,all,90,610,-17.845760171058274,-24.91171129434764,0.7163602676748827,43.77049180327869,0.0,-23.978286115605243
1.2,5,atr,1.0,atr_multiple,2.0,asia_eu,90,52,-2.077059764649099,-2.901030381462359,0.7159731169730422,48.07692307692308,0.0,-4.915017669780015
1.3,4,atr,1.0,rr_multiple,2.5,asia_eu,90,74,-3.349339781195365,-4.682506885530115,0.7152877428852259,41.891891891891895,0.0,-6.113788042653627
1.2,3,atr,2.0,rr_multiple,2.0,all,90,610,-21.15404425864522,-29.769919421733338,0.7105845319554962,40.65573770491803,0.0,-28.846910304009356
1.2,3,atr,2.0,atr_multiple,4.0,all,90,610,-21.154044258645023,-29.769919421733114,0.7105845319554949,40.65573770491803,0.0,-28.846910304009143
1.2,4,atr,1.0,atr_multiple,4.0,all,90,327,-12.380204881569838,-17.466303488699086,0.7088050937383508,27.217125382262996,0.0,-19.545931210874578
1.3,5,atr,1.0,rr_multiple,2.5,all,90,143,-8.781207245116608,-12.405335458677367,0.7078572985282934,36.36363636363637,0.0,-13.943141409493176
1.3,4,atr,1.5,atr_multiple,2.0,overnight,90,101,-5.38896709840852,-7.646705252650303,0.7047436667629807,47.524752475247524,0.0,-9.074521322515828
1.2,3,atr,1.5,rr_multiple,2.5,all,90,610,-18.049592974740726,-25.621262296678193,0.7044771161443073,37.868852459016395,0.0,-24.9425144350122
1.2,5,atr,1.0,atr_multiple,3.0,asia_eu,90,52,-2.6087719206469533,-3.7141782593105797,0.702381990984781,38.46153846153847,0.0,-5.08342773062866
1.2,4,atr,1.5,atr_multiple,2.0,overnight,90,123,-6.369607573964668,-9.070055816797945,0.7022677371144743,48.78048780487805,0.0,-10.055161798071978
1.2,4,atr,1.0,rr_multiple,2.5,asia_eu,90,93,-3.671491636651362,-5.268249642262582,0.6969091986830275,43.01075268817204,0.0,-6.799912226011553
1.2,4,atr,1.0,atr_multiple,2.0,asia_eu,90,93,-3.4931490755554946,-5.066220162901416,0.6894980800745488,49.46236559139785,0.0,-6.769396491537664
1.3,4,atr,1.0,atr_multiple,2.0,overnight,90,101,-4.109635849091724,-5.978931598417823,0.687352879263452,42.57425742574257,0.0,-7.639173631572283
1.3,4,atr,1.0,rr_multiple,2.0,overnight,90,101,-4.109635849091657,-5.978931598417833,0.6873528792634397,42.57425742574257,0.0,-7.6391736315722385
1.5,5,atr,2.0,atr_multiple,2.0,all,90,86,-3.9729356143700394,-5.780305332671624,0.6873227945095024,55.81395348837209,0.0,-8.847325371331465
1.2,4,atr,2.0,rr_multiple,2.0,all,90,327,-11.182279542840995,-16.32451895619814,0.6849990234226948,39.75535168195719,0.0,-18.54246499859793
1.2,4,atr,2.0,atr_multiple,4.0,all,90,327,-11.182279542840861,-16.324518956198027,0.6849990234226914,39.75535168195719,0.0,-18.542464998597843
1.2,4,atr,1.5,rr_multiple,2.0,all,90,327,-7.930891074155391,-11.579834346873055,0.6848881284987465,42.50764525993883,0.0,-14.063417018702374
1.2,4,atr,1.5,atr_multiple,3.0,all,90,327,-7.9308910741554355,-11.579834346873195,0.684888128498742,42.50764525993883,0.0,-14.063417018702417
1.3,5,atr,1.0,atr_multiple,3.0,all,90,143,-8.261981066641647,-12.069139809432002,0.6845542596320684,31.46853146853147,0.0,-14.304424966034736
1.3,5,atr,1.0,atr_multiple,2.0,overnight,90,56,-2.7006142714448518,-3.9579866803201176,0.6823202020544519,39.285714285714285,0.0,-6.230152053925415
1.3,5,atr,1.0,rr_multiple,2.0,overnight,90,56,-2.7006142714448074,-3.957986680320116,0.682320202054441,39.285714285714285,0.0,-6.230152053925392
1.2,3,atr,2.0,atr_multiple,2.0,overnight,90,245,-10.257026386576404,-15.052651312738222,0.68140995054449,59.183673469387756,0.0,-13.94258061068372
1.5,3,atr,1.0,atr_multiple,5.0,asia_eu,90,109,-6.4000897793342,-9.470197536290279,0.6758137572958464,26.605504587155966,0.0,-10.4341486550546
1.5,4,atr,2.0,atr_multiple,2.0,all,90,180,-8.425733459734852,-12.486575540389643,0.6747833649410595,56.111111111111114,0.0,-13.383607250108575
1.3,3,atr,1.5,rr_multiple,2.0,all,90,523,-14.75551540970198,-21.890824449897465,0.6740502370513091,43.40344168260038,0.0,-20.888041354248955
1.3,3,atr,1.5,atr_multiple,3.0,all,90,523,-14.755515409701891,-21.890824449897533,0.674050237051303,43.40344168260038,0.0,-20.88804135424887
1.3,4,atr,1.0,atr_multiple,3.0,asia_eu,90,74,-3.4948375805718133,-5.283820843567295,0.6614224221524371,37.83783783783784,0.0,-6.2872504231303115
1.5,5,atr,1.0,rr_multiple,2.5,all,90,86,-5.528654308242582,-8.387435094457887,0.6591591167001359,37.2093023255814,0.0,-10.529950633752996
1.3,3,atr,1.0,atr_multiple,6.0,all,90,523,-16.924915768264142,-25.685171875426395,0.6589372206793214,22.562141491395792,0.0,-27.70016497651023
1.5,3,atr,1.0,atr_multiple,6.0,all,90,377,-13.363529707030718,-20.601008223112487,0.6486832859004461,22.546419098143236,0.0,-24.138778915276802
1.3,3,atr,1.5,atr_multiple,2.0,asia_eu,90,156,-4.219662329152095,-6.522985727068997,0.6468912405620325,57.05128205128205,0.0,-8.109645834695481
1.3,3,atr,1.5,atr_multiple,4.0,all,90,523,-13.41103873476161,-20.81014036454688,0.6444472982800865,35.94646271510516,0.0,-20.798126113245445
1.5,3,atr,1.0,atr_multiple,4.0,all,90,377,-13.293756663984887,-20.778843208438715,0.6397736645217101,28.647214854111407,0.0,-20.553556729518718
1.3,4,atr,2.0,atr_multiple,3.0,all,90,275,-9.408801796548785,-14.709999558462469,0.639619447924186,46.909090909090914,0.0,-15.541327741095763
1.3,4,atr,1.0,rr_multiple,2.0,asia_eu,90,74,-2.8931750393462137,-4.525196178963487,0.6393479807120552,47.2972972972973,0.0,-6.028704852611415
1.2,5,atr,1.5,rr_multiple,2.0,all,90,183,-7.223360763080613,-11.331234472441276,0.6374734174505494,39.89071038251366,0.0,-13.355886707627608
1.2,5,atr,1.5,atr_multiple,3.0,all,90,183,-7.223360763080658,-11.331234472441347,0.6374734174505493,39.89071038251366,0.0,-13.35588670762765
1.5,3,atr,1.0,atr_multiple,3.0,all,90,377,-13.357605024749741,-20.977525474226567,0.6367578979303912,35.278514588859416,0.0,-19.405042225520262
