vol_thresh,min_bars,sl_type,sl_value,tp_type,tp_value,session,max_hold,trades,return,max_dd,return_dd,win_rate,top5_pct,without_top5
1.5,4,atr,2.0,rr_multiple,2.0,asia_eu,90,44,1.5950814685631445,-2.5117542357169844,0.6350467915535637,43.18181818181818,336.2526058748693,-3.768421535307561
1.5,4,atr,2.0,atr_multiple,4.0,asia_eu,90,44,1.5950814685631223,-2.511754235716985,0.6350467915535547,43.18181818181818,336.25260587487674,-3.7684215353076276
1.2,5,atr,2.0,atr_multiple,3.0,all,90,183,-8.189236682743308,-12.906406881555043,0.6345094151995787,45.90163934426229,0.0,-14.321762627290298
1.2,3,atr,1.0,rr_multiple,2.5,overnight,90,245,-8.456124582610697,-13.344325714360009,0.633686914094951,40.0,0.0,-13.072681735167762
1.2,5,atr,1.0,atr_multiple,4.0,asia_eu,90,52,-2.188985533252992,-3.4742938829635555,0.6300519204742111,32.69230769230769,0.0,-5.232855711848867
1.3,4,atr,1.5,rr_multiple,2.0,all,90,275,-7.4338265619919435,-11.892897683579218,0.6250643669671849,41.81818181818181,0.0,-13.56635250653892
1.3,4,atr,1.5,atr_multiple,3.0,all,90,275,-7.43382656199201,-11.892897683579385,0.6250643669671817,41.81818181818181,0.0,-13.56635250653899
1.5,4,atr,1.0,rr_multiple,2.5,all,90,180,-7.843940756346054,-12.55313263357085,0.6248592271995118,37.77777777777778,0.0,-12.997708503131712
1.3,3,atr,2.0,atr_multiple,2.0,overnight,90,208,-8.727983542669945,-13.974532941449844,0.624563524179179,58.17307692307693,0.0,-12.41353776677726
1.5,3,atr,2.0,atr_multiple,5.0,all,90,377,-12.859985000015628,-20.595773470731345,0.6243992253212026,36.07427055702917,0.0,-22.125251664536826
1.5,3,atr,2.0,rr_multiple,2.5,all,90,377,-12.859985000015339,-20.595773470731128,0.6243992253211952,36.07427055702917,0.0,-22.125251664536535
1.2,4,atr,1.5,atr_multiple,4.0,all,90,327,-8.35253409451451,-13.378292030059843,0.6243348609633503,34.5565749235474,0.0,-15.712719550271487
1.2,5,atr,1.0,atr_multiple,5.0,asia_eu,90,52,-2.7347814992955426,-4.381743052784541,0.6241309602939005,26.923076923076923,0.0,-6.348214565937033
1.3,3,atr,1.5,rr_multiple,2.5,all,90,523,-12.51991380619904,-20.067313845623307,0.6238958488671688,37.858508604206506,0.0,-19.412835266470495
1.3,4,atr,1.0,atr_multiple,4.0,all,90,275,-9.574202917541358,-15.371407544974373,0.6228579191286624,27.636363636363637,0.0,-16.739929246846103
1.2,5,atr,1.0,rr_multiple,2.5,overnight,90,69,-3.426001985021937,-5.500801776188278,0.6228186588821146,33.33333333333333,0.0,-7.964364317278254
1.2,5,atr,1.5,atr_multiple,2.0,overnight,90,69,-4.02328874380235,-6.535062762635907,0.6156465346905962,46.3768115942029,0.0,-7.7088429679096615
1.3,3,atr,1.0,atr_multiple,6.0,asia_eu,90,156,-6.226173441760563,-10.113750118098576,0.6156147194717431,25.0,0.0,-11.069529966129934
1.5,5,atr,1.0,atr_multiple,6.0,overnight,90,32,1.7470687525996467,-2.8414091812203774,0.6148599660149213,21.875,478.6516193620621,-6.615304123087138
1.2,3,atr,1.5,rr_multiple,2.0,asia_eu,90,187,-4.594773993649269,-7.476444551936005,0.6145667184088812,47.05882352941176,0.0,-9.017789791633405
1.2,3,atr,1.5,atr_multiple,3.0,asia_eu,90,187,-4.594773993649135,-7.476444551935944,0.6145667184088683,47.05882352941176,0.0,-9.01778979163327
1.5,3,atr,2.0,atr_multiple,4.0,asia_eu,90,109,-3.588383347627005,-5.8523832157480715,0.6131490736920797,41.284403669724774,0.0,-8.982857525836232
1.5,3,atr,2.0,rr_multiple,2.0,asia_eu,90,109,-3.5883833476269826,-5.852383215748056,0.6131490736920775,41.284403669724774,0.0,-8.982857525836165
1.2,4,atr,1.0,atr_multiple,3.0,asia_eu,90,93,-3.2095241460569226,-5.251307954574802,0.6111856653276008,39.784946236559136,0.0,-6.483861009570749
1.5,3,atr,2.0,atr_multiple,5.0,asia_eu,90,109,-5.7959888680636436,-9.503485658918386,0.6098803192936368,33.94495412844037,0.0,-12.046459357738716
1.5,3,atr,2.0,rr_multiple,2.5,asia_eu,90,109,-5.795988868063599,-9.503485658918333,0.6098803192936355,33.94495412844037,0.0,-12.046459357738605
1.3,3,atr,2.0,atr_multiple,4.0,all,90,523,-14.664626254019359,-24.134775496728945,0.6076139492578623,40.72657743785851,0.0,-22.357492299383495
1.3,3,atr,2.0,rr_multiple,2.0,all,90,523,-14.664626254019359,-24.134775496729084,0.6076139492578587,40.72657743785851,0.0,-22.357492299383495
1.2,5,atr,1.0,atr_multiple,5.0,all,90,183,-8.278361604627142,-13.626841319620114,0.6075040730611461,22.950819672131146,0.0,-16.61750990854018
1.2,3,atr,2.0,atr_multiple,2.0,asia_eu,90,187,-4.479890993771216,-7.387562071333077,0.6064099293534362,63.63636363636363,0.0,-8.400795072526456
1.5,5,atr,1.0,atr_multiple,5.0,all,90,86,-6.247480683309887,-10.321158733386957,0.6053080709921157,22.093023255813954,0.0,-13.59997883664113
1.2,3,atr,1.0,atr_multiple,6.0,all,90,610,-16.998540992469085,-28.089718066373038,0.6051517125342207,23.278688524590162,0.0,-27.78326198219277
1.5,3,atr,2.0,atr_multiple,3.0,asia_eu,90,109,-3.81130532905483,-6.303019750656394,0.6046792616599246,49.54128440366973,0.0,-8.091470640565603
1.3,3,atr,1.5,rr_multiple,2.5,asia_eu,90,156,-3.873557948526952,-6.4073427901089826,0.604549822823053,40.38461538461539,0.0,-8.75899499444034
1.2,5,atr,1.5,rr_multiple,2.5,asia_eu,90,52,1.4392035129264604,-2.385120018920842,0.6034092630599086,46.15384615384615,327.01852486049995,-3.267258584786143
1.2,3,atr,1.0,atr_multiple,6.0,asia_eu,90,187,-6.399679141716306,-10.623178406669439,0.6024260251243133,25.13368983957219,0.0,-11.315458702312913
1.5,3,atr,2.0,atr_multiple,2.0,all,90,377,-11.462398620076247,-19.097208869415688,0.600213292866758,60.742705570291776,0.0,-16.420272410449975
1.3,3,atr,1.5,atr_multiple,5.0,all,90,523,-11.001986615823983,-18.404746613668298,0.5977798470560496,32.313575525812624,0.0,-20.267253280345187
1.5,3,atr,1.5,atr_multiple,5.0,all,90,377,-9.778642537580264,-16.518875815567714,0.5919677977338312,31.56498673740053,0.0,-19.04390920210144
1.3,4,atr,1.0,atr_multiple,2.0,asia_eu,90,74,-2.6654191936126232,-4.515051443372612,0.5903408249146399,48.64864864864865,0.0,-5.800949006877847
1.5,4,atr,1.5,atr_multiple,4.0,asia_eu,90,44,1.7601851440805196,-3.00295701511778,0.5861506292694912,40.909090909090914,288.5256969223999,-3.318401310002346
1.2,4,atr,2.0,atr_multiple,3.0,all,90,327,-7.433867809595079,-12.721979949548443,0.5843326148190431,49.235474006116206,0.0,-13.566393754142062
1.3,5,atr,1.0,atr_multiple,5.0,overnight,90,56,2.0558233105237327,-3.5232077671119146,0.5835089629723871,23.214285714285715,393.6740759534204,-6.037420110415588
1.3,3,atr,2.0,atr_multiple,3.0,asia_eu,90,156,-3.9747998271850493,-6.816522438413998,0.5831125567467312,51.28205128205128,0.0,-8.314708162914634
1.2,3,atr,1.5,rr_multiple,2.5,asia_eu,90,187,-4.263524453197408,-7.3132714075566945,0.5829845790752374,41.17647058823529,0.0,-9.1489614991108
1.2,3,atr,1.5,atr_multiple,5.0,all,90,610,-12.918251363561836,-22.17952514637963,0.5824403939355972,32.295081967213115,0.0,-22.18351802808303
1.5,5,atr,1.0,atr_multiple,3.0,all,90,86,-4.736288511884952,-8.144704575829682,0.5815175329919782,31.3953488372093,0.0,-10.587668045461955
1.5,3,atr,1.5,rr_multiple,2.0,asia_eu,90,109,-4.529555800081235,-7.803863505767125,0.5804247853302218,43.11926605504588,0.0,-8.652201411449857
1.5,3,atr,1.5,atr_multiple,3.0,asia_eu,90,109,-4.529555800081213,-7.803863505767099,0.5804247853302208,43.11926605504588,0.0,-8.652201411449813
1.5,4,atr,1.0,rr_multiple,2.5,asia_eu,90,44,-1.8952114468032661,-3.2667446656457466,0.5801529169800096,43.18181818181818,0.0,-4.283458757669364
1.2,4,atr,1.0,atr_multiple,4.0,asia_eu,90,93,-3.5597969751084793,-6.150860231113519,0.5787478241013505,32.25806451612903,0.0,-7.02665072288349
1.2,3,atr,2.0,atr_multiple,3.0,all,90,610,-14.603622750246068,-25.236764849168065,0.5786646124226766,50.0,0.0,-20.87930354488779
1.3,5,atr,1.0,rr_multiple,2.5,asia_eu,90,39,-1.2018042712356378,-2.0945298309032476,0.5737823608448538,46.15384615384615,0.0,-3.3919831623594994
1.3,4,atr,2.0,atr_multiple,2.0,overnight,90,101,-4.3602194323396555,-7.630611432932982,0.5714115403021794,55.44554455445545,0.0,-8.045773656446968
1.3,5,atr,1.5,atr_multiple,2.0,overnight,90,56,-2.5449755346268317,-4.46358222090084,0.5701643676932662,46.42857142857143,0.0,-6.230529758734143
1.2,4,atr,1.5,rr_multiple,2.5,all,90,327,-7.090477460219249,-12.476539236513815,0.568304826026457,37.308868501529055,0.0,-13.956976264932656
1.3,3,atr,1.5,atr_multiple,4.0,asia_eu,90,156,-3.069098606560484,-5.439053612900412,0.5642707031387151,39.1025641025641,0.0,-8.229779944186332
1.3,4,atr,2.0,atr_multiple,4.0,all,90,275,-8.30991299492829,-14.741668024935493,0.5637023558577017,39.63636363636363,0.0,-15.67009845068526
1.3,4,atr,2.0,rr_multiple,2.0,all,90,275,-8.309912994928267,-14.741668024935489,0.5637023558577002,39.63636363636363,0.0,-15.670098450685188
1.5,4,atr,1.5,atr_multiple,2.0,overnight,90,70,-2.683944447512249,-4.787874093890167,0.5605712253246687,48.57142857142857,0.0,-6.362965537546831
1.5,5,atr,1.0,atr_multiple,6.0,all,90,86,-5.6958379442803535,-10.283634867600501,0.5538739966571152,20.930232558139537,0.0,-14.275646137101942
1.2,5,atr,2.0,atr_multiple,2.0,overnight,90,69,-3.78997207135396,-6.860119603493296,0.552464430711097,53.62318840579711,0.0,-7.47552629546127
1.2,3,atr,2.0,atr_multiple,5.0,all,90,610,-13.278430659742972,-24.176005206248266,0.5492400645376753,37.049180327868854,0.0,-23.019513216448118
1.2,3,atr,2.0,rr_multiple,2.5,all,90,610,-13.27843065974277,-24.176005206248256,0.5492400645376673,37.049180327868854,0.0,-23.019513216447933
1.5,3,atr,1.0,atr_multiple,6.0,asia_eu,90,109,-5.1676676482297506,-9.418593097294748,0.548666620889911,24.770642201834864,0.0,-9.854720273712436
1.3,3,atr,1.0,rr_multiple,2.5,overnight,90,208,-6.6337806511613335,-12.128239763667082,0.5469697813061333,39.90384615384615,0.0,-11.250337803718395
1.2,4,atr,1.0,atr_multiple,5.0,all,90,327,-8.69905971230011,-16.03872173941078,0.5423786168023944,24.464831804281346,0.0,-17.313085548309243
1.2,5,atr,1.5,atr_multiple,6.0,all,90,183,4.337811522610897,-8.036402500211027,0.539770316692947,30.05464480874317,251.35058709400337,-6.565303206502911
1.5,4,atr,1.5,rr_multiple,2.5,asia_eu,90,44,1.6808731560341155,-3.1149704798857263,0.5396112633772949,43.18181818181818,286.11575575289385,-3.128369777600411
1.5,3,atr,2.0,rr_multiple,2.0,all,90,377,-10.36878139374087,-19.261170489323412,0.5383256121162704,40.84880636604775,0.0,-17.75586877222466
1.5,3,atr,2.0,atr_multiple,4.0,all,90,377,-10.368781393740893,-19.261170489323472,0.53832561211627,40.84880636604775,0.0,-17.7558687722247
1.3,5,atr,1.0,atr_multiple,5.0,all,90,143,-6.051314832234347,-11.257112215875361,0.5375548112330683,23.776223776223777,0.0,-14.19992806346
1.3,5,atr,2.0,atr_multiple,3.0,all,90,143,-5.843298178457295,-10.876540658466036,0.5372386645664781,44.75524475524475,0.0,-11.975824123004287
1.5,4,atr,1.0,rr_multiple,2.0,asia_eu,90,44,-2.0121214871236166,-3.7478530902331553,0.5368730947237961,43.18181818181818,0.0,-4.900246603182431
1.5,4,atr,1.0,atr_multiple,2.0,asia_eu,90,44,-2.0121214871235056,-3.747853090233042,0.5368730947237826,43.18181818181818,0.0,-4.90024660318232
1.5,4,atr,1.0,atr_multiple,3.0,asia_eu,90,44,-1.6774990138539643,-3.1333187011280126,0.5353745258182818,38.63636363636363,0.0,-4.389577761511506
1.3,3,atr,2.0,atr_multiple,5.0,all,90,523,-12.798136280355005,-23.959931108532846,0.5341474573688239,36.7112810707457,0.0,-22.539218837060147
1.3,3,atr,2.0,rr_multiple,2.5,all,90,523,-12.798136280354628,-23.959931108532707,0.5341474573688112,36.7112810707457,0.0,-22.53921883705982
1.2,4,atr,1.0,rr_multiple,2.5,overnight,90,123,-3.8457496748985616,-7.213305951530789,0.5331466183106273,37.39837398373984,0.0,-8.462306827455613
1.2,5,atr,1.5,atr_multiple,5.0,asia_eu,90,52,1.799551372989197,-3.396414726717975,0.5298385261472883,36.53846153846153,334.4677741161606,-4.219368048324574
1.2,4,atr,1.0,atr_multiple,5.0,asia_eu,90,93,-4.000634849421996,-7.552986425138646,0.5296758956307218,26.881720430107524,0.0,-8.141929502413518
1.5,3,atr,1.5,atr_multiple,2.0,overnight,90,148,-4.459565786205856,-8.434134803183367,0.5287520166884984,54.054054054054056,0.0,-8.13858687624044
1.5,3,atr,1.5,rr_multiple,2.5,all,90,377,-9.01237841822562,-17.121900717345,0.5263655342362668,37.40053050397878,0.0,-15.905299878497082
1.5,4,atr,1.0,atr_multiple,3.0,all,90,180,-6.332021344247993,-12.086866985638697,0.52387615018611,32.77777777777778,0.0,-12.364665542531963
1.2,3,atr,1.5,rr_multiple,2.0,overnight,90,245,-7.791904828343739,-14.887572673903609,0.5233831598351927,41.224489795918366,0.0,-13.57369829510899
1.2,3,atr,1.5,atr_multiple,3.0,overnight,90,245,-7.791904828343739,-14.887572673903648,0.5233831598351912,41.224489795918366,0.0,-13.573698295109054
1.3,4,atr,1.0,atr_multiple,4.0,asia_eu,90,74,-2.590513206678885,-4.978288996501309,0.5203621582635061,32.432432432432435,0.0,-6.057366954453894
1.5,3,atr,1.5,rr_multiple,2.5,asia_eu,90,109,-3.6920399719424553,-7.108066781235829,0.5194154874415159,38.53211009174312,0.0,-8.570182606953294
1.3,4,atr,1.0,atr_multiple,5.0,all,90,275,-8.122727360653576,-15.848265886508312,0.512530987227346,24.727272727272727,0.0,-16.44992830153693
1.2,5,atr,1.0,atr_multiple,6.0,all,90,183,-6.9078031196799685,-13.503474642177945,0.5115574548571022,21.311475409836063,0.0,-17.02184866837984
1.2,3,atr,1.5,atr_multiple,4.0,asia_eu,90,187,-3.0974766021265245,-6.093853661256959,0.508295206007231,40.106951871657756,0.0,-8.25815793975238
1.5,3,atr,1.5,atr_multiple,4.0,all,90,377,-8.626399608325706,-17.067487195832737,0.5054288021046215,35.80901856763926,0.0,-16.013486986809525
1.5,5,atr,1.5,atr_multiple,5.0,all,90,86,2.360280635201242,-4.691551952415077,0.5030916547745437,33.72093023255814,361.7006753545496,-6.176870362584305
1.3,5,atr,1.0,atr_multiple,6.0,all,90,143,-5.98865605773318,-12.078034968599807,0.49583032946189903,21.678321678321677,0.0,-15.811159830734546
1.3,3,atr,2.0,atr_multiple,3.0,all,90,523,-11.778263781244549,-23.944612461483565,0.49189619586412753,49.330783938814534,0.0,-18.05394457588625
1.3,3,atr,1.5,rr_multiple,2.0,overnight,90,208,-6.503376770335177,-13.295100088605032,0.48915590909383927,40.86538461538461,0.0,-12.285170237100434
1.3,3,atr,1.5,atr_multiple,3.0,overnight,90,208,-6.503376770335177,-13.295100088605036,0.4891559090938391,40.86538461538461,0.0,-12.285170237100502
1.3,4,atr,1.0,atr_multiple,5.0,asia_eu,90,74,-3.0695435586297894,-6.304739270679962,0.4868628862901005,27.027027027027028,0.0,-7.21083821162131
1.3,3,atr,2.0,rr_multiple,2.0,asia_eu,90,156,-2.642691829420386,-5.461387333234162,0.4838865416739117,43.58974358974359,0.0,-8.175533933516125
1.3,3,atr,2.0,atr_multiple,4.0,asia_eu,90,156,-2.642691829420319,-5.4613873332340805,0.4838865416739067,43.58974358974359,0.0,-8.175533933516057
1.3,3,atr,2.0,atr_multiple,2.0,asia_eu,90,156,-2.8462088544904387,-5.900585615011235,0.48236040288096377,63.46153846153846,0.0,-6.736192360033822
1.3,4,atr,1.5,atr_multiple,6.0,asia_eu,90,74,2.4541287286521203,-5.186771810147782,0.4731514742658781,32.432432432432435,294.7414507323968,-4.779205889017662
1.2,5,atr,1.0,atr_multiple,3.0,overnight,90,69,-2.6748027650974344,-5.705531283908594,0.46880871070521085,27.536231884057973,0.0,-8.222571569422614
1.3,5,atr,1.0,atr_multiple,4.0,all,90,143,-4.746262152757343,-10.139459812523047,0.46809812756448116,27.972027972027973,0.0,-11.911988482062103
1.3,5,atr,2.0,atr_multiple,3.0,asia_eu,90,39,0.8731396697733065,-1.8766653148083328,0.4652612604301699,53.84615384615385,448.8385809534129,-3.0458480337785163
1.2,3,atr,1.5,rr_multiple,2.5,overnight,90,245,-6.764041521048581,-14.614841845684104,0.4628200286030508,36.3265306122449,0.0,-13.122393284244417
1.2,4,atr,2.0,atr_multiple,2.0,overnight,90,123,-3.5972166052110772,-7.8074803511595,0.4607397576962009,59.34959349593496,0.0,-7.282770829318389
1.5,3,atr,1.5,atr_multiple,4.0,asia_eu,90,109,-3.035657195549462,-6.6185449513711765,0.4586593001714915,37.61467889908257,0.0,-8.18815878480176
1.3,5,atr,2.0,atr_multiple,2.0,overnight,90,56,-2.098788373614298,-4.59533387216765,0.4567216293740775,53.57142857142857,0.0,-5.78434259772161
1.5,4,atr,1.0,atr_multiple,6.0,all,90,180,-6.961036669771405,-15.441422358243093,0.4508028151989117,21.666666666666668,0.0,-16.90349569830723
1.3,3,atr,1.5,atr_multiple,6.0,asia_eu,90,156,2.3372633809302865,-5.208963957653974,0.4487002405720137,33.33333333333333,315.1709859369911,-5.0291126606919505
1.2,4,atr,1.5,rr_multiple,2.0,overnight,90,123,-3.857456191049774,-8.633511499550556,0.44680037679345025,38.21138211382114,0.0,-9.639249657815022
1.2,4,atr,1.5,atr_multiple,3.0,overnight,90,123,-3.857456191049752,-8.633511499550606,0.44680037679344514,38.21138211382114,0.0,-9.639249657815066
1.3,5,atr,1.5,atr_multiple,3.0,all,90,143,-3.6883612695055827,-8.27948919746234,0.4454817418731658,40.55944055944056,0.0,-9.820887214052586
1.3,5,atr,1.5,rr_multiple,2.0,all,90,143,-3.6883612695054495,-8.279489197462265,0.44548174187315376,40.55944055944056,0.0,-9.820887214052455
1.3,5,atr,1.0,atr_multiple,5.0,asia_eu,90,39,-1.5737091289703993,-3.533712691644785,0.4453415617775955,28.205128205128204,0.0,-5.187142195611891
1.2,3,atr,1.5,atr_multiple,4.0,overnight,90,245,-7.183635609029302,-16.183399360452917,0.443889163767646,33.87755102040816,0.0,-13.919582629293117
1.5,5,atr,1.0,atr_multiple,4.0,all,90,86,-3.4217313751851735,-7.792437883402843,0.4391092269690257,27.906976744186046,0.0,-9.955383272664347
1.2,3,atr,1.0,atr_multiple,3.0,overnight,90,245,-5.400379184689259,-12.348357891344296,0.437335816811295,35.91836734693877,0.0,-11.041981773375301
1.5,3,atr,1.5,atr_multiple,3.0,all,90,377,-7.4222020634111985,-16.994112949735122,0.4367513670977975,43.50132625994695,0.0,-13.544928306849059
1.5,3,atr,1.5,rr_multiple,2.0,all,90,377,-7.4222020634111985,-16.994112949735186,0.43675136709779583,43.50132625994695,0.0,-13.544928306849087
1.5,3,atr,1.0,atr_multiple,2.0,overnight,90,148,-3.6671806813845533,-8.398080511974008,0.4366689121586625,47.97297297297297,0.0,-7.226602726356557
1.5,3,atr,1.0,rr_multiple,2.0,overnight,90,148,-3.6671806813843535,-8.398080511973955,0.43666891215864145,47.97297297297297,0.0,-7.226602726356379
1.5,5,atr,1.5,atr_multiple,6.0,overnight,90,32,1.34111721534539,-3.07397923703508,0.4362805054724205,28.125,623.5378071359071,-7.021255660341393
1.5,4,atr,2.0,atr_multiple,3.0,asia_eu,90,44,1.1452812026406938,-2.6364783914835965,0.4343980995028077,52.27272727272727,367.8488742194539,-3.067622807920119
1.5,4,atr,1.0,atr_multiple,5.0,all,90,180,-6.114535110055098,-14.127524606779772,0.43281008387844144,23.88888888888889,0.0,-14.310694647164771
1.5,4,atr,1.5,atr_multiple,5.0,asia_eu,90,44,1.8682146106954751,-4.334983468673345,0.4309623379641661,34.090909090909086,329.5103517890097,-4.28774592518086
1.5,3,atr,2.0,atr_multiple,3.0,overnight,90,148,2.9230101076293957,-6.785161820213426,0.430794457830256,52.02702702702703,197.46745830917988,-2.8489836580267998
1.2,4,atr,1.5,atr_multiple,4.0,overnight,90,123,-4.802705668987787,-11.171548108471793,0.42990511452443375,30.081300813008134,0.0,-11.538652689251611
1.2,5,atr,2.0,rr_multiple,2.0,all,90,183,-4.278716783012041,-10.009015165371459,0.4274862923392571,40.43715846994536,0.0,-11.638902238768978
1.2,5,atr,2.0,atr_multiple,4.0,all,90,183,-4.278716783011886,-10.009015165371384,0.4274862923392448,40.43715846994536,0.0,-11.638902238768871
1.2,4,atr,1.0,atr_multiple,3.0,overnight,90,123,-3.0966780831055027,-7.317898571938033,0.42316493630840185,31.70731707317073,0.0,-8.73828067179153
1.2,5,atr,1.0,atr_multiple,6.0,asia_eu,90,52,-1.7367017208200626,-4.118570076526341,0.4216758944368432,26.923076923076923,0.0,-5.899468391227853
1.2,4,atr,1.0,atr_multiple,6.0,asia_eu,90,93,-3.2957731467075417,-7.834272750891646,0.42068654634630104,24.731182795698924,0.0,-8.11150870491555
1.3,4,atr,2.0,atr_multiple,5.0,all,90,275,-6.079021504115143,-14.64555985055811,0.4150760753528644,36.0,0.0,-15.098841266462955
1.3,4,atr,2.0,rr_multiple,2.5,all,90,275,-6.079021504114944,-14.645559850557996,0.41507607535285396,36.0,0.0,-15.098841266462713
1.3,4,atr,1.5,atr_multiple,4.0,all,90,275,-4.721423289852694,-11.388278239898405,0.4145862254498986,35.27272727272727,0.0,-12.081608745609657
1.3,3,atr,1.0,atr_multiple,3.0,overnight,90,208,-5.188207575269464,-12.525943630068422,0.414196944237815,34.61538461538461,0.0,-10.829810163955507
1.3,4,atr,1.0,atr_multiple,6.0,all,90,275,-7.011449386351182,-16.988378677032298,0.41272033780542106,22.90909090909091,0.0,-17.11115809941543
1.3,3,atr,2.0,atr_multiple,5.0,asia_eu,90,156,-3.481714068680443,-8.446229202587626,0.41222112083031903,37.17948717948718,0.0,-9.943858433636745
1.3,3,atr,2.0,rr_multiple,2.5,asia_eu,90,156,-3.481714068680443,-8.44622920258765,0.4122211208303178,37.17948717948718,0.0,-9.943858433636724
1.2,3,atr,2.0,atr_multiple,6.0,asia_eu,90,187,2.584999620506443,-6.271760392713379,0.4121649199975389,36.898395721925134,294.1317621032085,-5.018305313650412
1.2,4,atr,1.5,rr_multiple,2.5,overnight,90,123,-4.098306338224249,-9.956677485422789,0.4116138485176838,33.33333333333333,0.0,-10.456658101420096
1.2,3,atr,2.0,rr_multiple,2.0,asia_eu,90,187,-2.761617281735329,-6.711596416997133,0.4114695089146789,44.919786096256686,0.0,-8.08345797121261
1.2,3,atr,2.0,atr_multiple,4.0,asia_eu,90,187,-2.761617281735085,-6.711596416996926,0.4114695089146552,44.919786096256686,0.0,-8.083457971212368
1.3,4,atr,1.5,rr_multiple,2.0,overnight,90,101,-3.1688595888018476,-7.7092881712598125,0.41104438158315837,37.62376237623762,0.0,-8.950653055567097
1.3,4,atr,1.5,atr_multiple,3.0,overnight,90,101,-3.168859588801781,-7.709288171259809,0.41104438158314993,37.62376237623762,0.0,-8.950653055567095
1.2,5,atr,1.5,rr_multiple,2.5,all,90,183,-3.9653401315370567,-9.791869133923289,0.4049625334349492,36.6120218579235,0.0,-10.831838936250485
1.3,4,atr,1.0,atr_multiple,6.0,overnight,90,101,2.8403578589491634,-7.04356741548629,0.4032555793679536,22.772277227722775,350.0424778240513,-7.102101169586655
1.2,4,atr,2.0,rr_multiple,2.0,asia_eu,90,93,-2.148450603303314,-5.337446206538048,0.4025240761530472,43.01075268817204,0.0,-7.227037057386157
1.2,4,atr,2.0,atr_multiple,4.0,asia_eu,90,93,-2.148450603303225,-5.337446206537953,0.4025240761530377,43.01075268817204,0.0,-7.22703705738609
1.5,3,atr,1.5,atr_multiple,2.0,asia_eu,90,109,-2.6529709662223047,-6.6094223207263605,0.4013922605464178,55.04587155963303,0.0,-6.522141458497511
1.2,3,atr,2.0,atr_multiple,3.0,asia_eu,90,187,-2.9480943330498652,-7.355930496870972,0.4007778940140762,53.475935828877006,0.0,-7.430853155252809
1.5,3,atr,1.5,atr_multiple,5.0,asia_eu,90,109,-3.3545744371846924,-8.450701368997695,0.39695810923946606,32.11009174311927,0.0,-9.605044926859765
1.2,3,atr,1.5,atr_multiple,6.0,asia_eu,90,187,2.117292775123734,-5.362999138825816,0.3947964040858111,33.155080213903744,347.9148527860889,-5.249083266498506
1.2,4,atr,1.0,atr_multiple,6.0,all,90,327,-6.325953782011689,-16.29146032433756,0.3882987562853064,22.629969418960243,0.0,-16.775848352132968
1.5,5,atr,1.5,rr_multiple,2.5,overnight,90,32,1.201733601797763,-3.1110677501628388,0.38627689857762243,37.5,456.0973512619638,-4.27934152522683
1.2,3,atr,1.5,atr_multiple,5.0,asia_eu,90,187,-2.843079863927811,-7.388470314002558,0.38479952454294003,34.22459893048128,0.0,-9.105775249419871
1.5,5,atr,1.5,atr_multiple,2.0,overnight,90,32,-1.1187977164207028,-2.92155029778733,0.38294658738822235,46.875,0.0,-4.558318331416242
1.5,4,atr,2.0,atr_multiple,6.0,asia_eu,90,44,1.9761483297060642,-5.181181451906995,0.3814088250043278,34.090909090909086,366.03196778987154,-5.257186287963718
1.5,3,atr,2.0,atr_multiple,6.0,overnight,90,148,3.4072944180143367,-8.934141829845794,0.3813790381782139,36.486486486486484,301.05350365175303,-6.85048480714843
1.5,3,atr,2.0,atr_multiple,6.0,all,90,377,-7.544307043248091,-19.811610419156956,0.38080231155530286,33.95225464190981,0.0,-18.769694624677754
1.5,3,atr,2.0,atr_multiple,6.0,asia_eu,90,109,-3.3157780346495356,-8.76373144845827,0.3783523096469202,32.11009174311927,0.0,-10.665074318468918
1.2,5,atr,2.0,atr_multiple,6.0,all,90,183,3.5985896419572008,-9.520396442492132,0.3779873730778386,35.51912568306011,303.753758733006,-7.332261656864404
1.3,3,atr,1.5,rr_multiple,2.5,overnight,90,208,-4.9807348115877375,-13.215129624291446,0.3768964023199877,36.05769230769231,0.0,-11.339086574783593
1.5,5,atr,2.0,rr_multiple,2.5,all,90,86,2.2602002436254667,-6.0336753622077355,0.3745975890221668,38.372093023255815,379.96277301732647,-6.3277192777982245
1.5,5,atr,2.0,atr_multiple,5.0,all,90,86,2.2602002436254445,-6.03367536220776,0.37459758902216156,38.372093023255815,379.9627730173312,-6.327719277798269
1.5,3,atr,2.0,atr_multiple,2.0,asia_eu,90,109,-2.044448794997581,-5.4840299475479934,0.3728004432054005,61.46788990825688,0.0,-5.9136192872727875
1.5,4,atr,1.0,atr_multiple,5.0,asia_eu,90,44,-1.7236110089915075,-4.643131734235351,0.37121733942691126,27.27272727272727,0.0,-5.73101550381478
1.3,5,atr,1.5,atr_multiple,6.0,all,90,143,3.135699390862073,-8.60021675731321,0.3646070185609712,29.37062937062937,347.7091828664198,-7.767415338251741
1.5,4,atr,1.0,atr_multiple,2.0,overnight,90,70,-1.5315603315067816,-4.2821318583415025,0.35766304779320013,44.285714285714285,0.0,-5.054564979914615
1.5,4,atr,1.0,rr_multiple,2.0,overnight,90,70,-1.5315603315067372,-4.282131858341472,0.35766304779319225,44.285714285714285,0.0,-5.054564979914592
