entry_time,exit_time,side,entry,exit,pnl,reason,duration_mins
2025-11-10 08:14:00,2025-11-10 08:26:00,long,3600.19,3608.632857142857,1092.1097664188108,take_profit,12.0
2025-11-10 08:33:00,2025-11-10 08:38:00,long,3596.02,3592.0696428571428,-559.5723781717824,stop_loss,5.0
2025-11-10 09:02:00,2025-11-10 09:06:00,long,3588.17,3594.037857142857,796.403248830134,take_profit,4.0
2025-11-10 09:24:00,2025-11-10 09:30:00,short,3602.75,3606.367142857143,-520.9261726377503,stop_loss,6.0
2025-11-10 09:48:00,2025-11-10 10:11:00,short,3629.35,3621.7303571428574,1045.560922568274,take_profit,23.0
2025-11-10 10:28:00,2025-11-10 10:35:00,long,3612.87,3609.695357142857,-474.3584102985116,stop_loss,7.0
2025-11-10 10:36:00,2025-11-10 10:45:00,long,3604.99,3611.736428571428,974.7529515135601,take_profit,9.0
2025-11-10 11:10:00,2025-11-10 11:19:00,short,3613.05,3607.0803571428573,925.0167248098578,take_profit,9.0
2025-11-11 07:38:00,2025-11-11 08:11:00,long,3548.59,3557.7078571428574,1533.578284303511,take_profit,33.0
2025-11-11 08:34:00,2025-11-11 08:44:00,long,3549.19,3556.7703571428574,1405.77949292993,take_profit,10.0
2025-11-11 09:03:00,2025-11-11 09:04:00,short,3566.74,3569.2289285714282,-498.54041895471926,stop_loss,1.0
2025-11-11 09:05:00,2025-11-11 09:07:00,short,3574.26,3577.734642857143,-675.1320400189669,stop_loss,2.0
2025-11-11 09:08:00,2025-11-11 09:16:00,short,3578.73,3571.235357142857,1397.8545155854672,take_profit,8.0
2025-11-11 09:39:00,2025-11-11 09:41:00,short,3584.01,3580.2010714285716,768.7943847426548,take_profit,2.0
2025-11-11 09:44:00,2025-11-11 09:47:00,long,3565.79,3561.3210714285715,-945.1583358762006,stop_loss,3.0
2025-11-11 10:34:00,2025-11-11 10:45:00,long,3551.41,3558.883214285714,1507.3954065824323,take_profit,11.0
2025-11-11 11:01:00,2025-11-11 11:04:00,short,3565.09,3567.907857142857,-613.8569059061914,stop_loss,3.0
2025-11-11 11:50:00,2025-11-11 12:02:00,long,3568.39,3574.6632142857143,1322.1600673788696,take_profit,12.0
2025-11-12 07:00:00,2025-11-12 07:07:00,long,3439.05,3444.0803571428573,1177.4436395134974,take_profit,7.0
2025-11-12 07:39:00,2025-11-12 07:45:00,short,3451.85,3447.2999999999997,1123.1395077946,take_profit,6.0
2025-11-12 07:52:00,2025-11-12 07:56:00,long,3436.54,3433.467142857143,-802.0663034600453,stop_loss,4.0
2025-11-12 07:57:00,2025-11-12 08:06:00,long,3426.63,3433.928214285714,1842.1320150331944,take_profit,9.0
2025-11-12 08:16:00,2025-11-12 08:21:00,short,3445.43,3448.6625,-880.5902423857366,stop_loss,5.0
2025-11-12 08:37:00,2025-11-12 09:10:00,short,3477.56,3481.675357142857,-1069.0543415404422,stop_loss,33.0
2025-11-12 09:11:00,2025-11-12 09:32:00,short,3488.1,3479.0285714285715,2238.1713321823913,take_profit,21.0
2025-11-12 09:33:00,2025-11-12 09:37:00,long,3472.98,3482.4621428571427,2594.1228588072704,take_profit,4.0
2025-11-12 10:02:00,2025-11-12 10:06:00,short,3490.84,3494.1539285714284,-1000.4916804642461,stop_loss,4.0
2025-11-12 10:23:00,2025-11-12 10:25:00,short,3507.66,3512.463214285714,-1388.3599681796165,stop_loss,2.0
2025-11-13 07:05:00,2025-11-13 07:10:00,long,3535.44,3545.4596428571426,2716.0142239187785,take_profit,5.0
2025-11-13 07:28:00,2025-11-13 07:34:00,short,3554.48,3545.7925,2607.825545043753,take_profit,6.0
2025-11-13 08:04:00,2025-11-13 08:52:00,short,3545.4,3535.907142857143,3136.176249180207,take_profit,48.0
2025-11-13 08:53:00,2025-11-13 08:54:00,long,3531.46,3528.1364285714285,-1220.4122212832401,stop_loss,1.0
2025-11-13 09:07:00,2025-11-13 09:10:00,long,3510.17,3502.6732142857145,-2665.249946198655,stop_loss,3.0
2025-11-13 09:11:00,2025-11-13 09:21:00,long,3494.78,3509.205,4710.903972770048,take_profit,10.0
2025-11-13 09:38:00,2025-11-13 09:47:00,long,3498.46,3492.664642857143,-2202.8048639720773,stop_loss,9.0
2025-11-13 09:54:00,2025-11-13 10:00:00,long,3478.18,3491.1674999999996,4636.298232256254,take_profit,6.0
2025-11-13 10:18:00,2025-11-13 10:19:00,short,3504.29,3508.8864285714285,-1871.8640671331439,stop_loss,1.0
2025-11-13 10:20:00,2025-11-13 10:38:00,short,3510.77,3502.128928571429,3328.2329143535712,take_profit,18.0
2025-11-14 07:47:00,2025-11-14 07:58:00,short,3230.85,3213.5767857142855,7941.197618523907,take_profit,11.0
2025-11-14 09:02:00,2025-11-14 09:10:00,short,3212.6,3201.4517857142855,6256.68895523312,take_profit,8.0
2025-11-14 09:16:00,2025-11-14 09:19:00,long,3195.16,3187.09,-5185.929783165888,stop_loss,3.0
2025-11-14 09:34:00,2025-11-14 10:20:00,long,3160.03,3177.522857142857,10217.896786277926,take_profit,46.0
2025-11-14 10:21:00,2025-11-14 10:36:00,short,3183.74,3190.093571428571,-4499.244741850698,stop_loss,15.0
2025-11-14 10:37:00,2025-11-14 10:54:00,short,3195.46,3183.751071428572,7601.7463730818445,take_profit,17.0
2025-11-14 10:55:00,2025-11-14 10:57:00,long,3180.33,3175.5471428571427,-3577.216560747361,stop_loss,2.0
2025-11-14 10:58:00,2025-11-14 11:08:00,long,3175.45,3170.0424999999996,-3806.9508594130875,stop_loss,10.0
2025-11-14 11:10:00,2025-11-14 11:28:00,long,3164.17,3157.4992857142856,-4391.978992376134,stop_loss,18.0
2025-11-14 11:32:00,2025-11-14 11:38:00,long,3143.5,3133.6075,-6003.163682744882,stop_loss,6.0
2025-11-15 07:40:00,2025-11-15 07:46:00,long,3174.54,3171.3267857142855,-1687.7889171077632,stop_loss,6.0
2025-11-15 08:22:00,2025-11-15 08:23:00,long,3159.95,3156.1485714285714,-1924.760040527681,stop_loss,1.0
2025-11-15 08:24:00,2025-11-15 08:36:00,long,3153.59,3160.7489285714287,3457.2829236697003,take_profit,12.0
2025-11-15 09:10:00,2025-11-15 09:12:00,short,3152.9,3157.8328571428574,-2599.124021408458,stop_loss,2.0
2025-11-15 09:13:00,2025-11-15 09:23:00,short,3159.0,3163.240714285714,-2090.5540998782417,stop_loss,10.0
2025-11-15 09:50:00,2025-11-15 10:20:00,long,3147.81,3154.195714285714,2989.5322949890424,take_profit,30.0
2025-11-15 10:21:00,2025-11-15 10:42:00,short,3159.23,3161.9160714285713,-1354.635564998036,stop_loss,21.0
2025-11-15 10:43:00,2025-11-15 10:44:00,short,3164.57,3167.405,-1378.7880533029931,stop_loss,1.0
2025-11-15 11:06:00,2025-11-15 11:10:00,long,3163.23,3167.2496428571426,1885.6780740966383,take_profit,4.0
2025-11-15 11:16:00,2025-11-15 11:45:00,long,3159.89,3157.5714285714284,-1144.1729254612076,stop_loss,29.0
2025-11-16 07:00:00,2025-11-16 07:09:00,long,3199.63,3205.4389285714287,2747.907278766676,take_profit,9.0
2025-11-16 07:57:00,2025-11-16 08:00:00,short,3218.68,3221.4624999999996,-1403.4891577060446,stop_loss,3.0
2025-11-16 08:43:00,2025-11-16 08:56:00,short,3215.48,3217.807142857143,-1134.345850603876,stop_loss,13.0
2025-11-16 09:31:00,2025-11-16 09:43:00,short,3218.5,3221.4967857142856,-1417.1387132646973,stop_loss,12.0
2025-11-16 09:50:00,2025-11-16 09:51:00,short,3224.74,3227.7871428571425,-1384.599926668684,stop_loss,1.0
2025-11-16 09:52:00,2025-11-16 10:21:00,short,3242.95,3233.9410714285714,3916.749175348731,take_profit,29.0
2025-11-16 11:06:00,2025-11-16 11:09:00,long,3228.4,3225.7610714285715,-1280.5430879394332,stop_loss,3.0
2025-11-16 11:10:00,2025-11-16 11:14:00,long,3215.26,3210.983928571429,-2015.3271027761216,stop_loss,4.0
2025-11-16 11:15:00,2025-11-16 11:21:00,long,3201.7,3194.179642857143,-3370.0322067320044,stop_loss,6.0
2025-11-16 11:40:00,2025-11-16 12:04:00,long,3161.95,3175.616071428571,5618.4289482654385,take_profit,24.0
2025-11-17 07:49:00,2025-11-17 08:00:00,short,3206.82,3198.477142857143,3966.6199137141025,take_profit,11.0
2025-11-17 09:01:00,2025-11-17 09:09:00,long,3181.09,3187.716785714286,3506.723760577676,take_profit,8.0
2025-11-17 09:17:00,2025-11-17 09:35:00,short,3210.06,3201.0350000000003,5127.058898209289,take_profit,18.0
2025-11-17 09:36:00,2025-11-17 10:08:00,long,3195.81,3201.0796428571425,3345.17216376252,take_profit,32.0
2025-11-17 10:11:00,2025-11-17 10:29:00,short,3203.66,3196.8046428571424,4627.44807046302,take_profit,18.0
2025-11-17 10:30:00,2025-11-17 10:34:00,long,3193.28,3199.9585714285718,4909.891809630466,take_profit,4.0
2025-11-17 11:09:00,2025-11-17 11:24:00,short,3201.67,3203.9789285714287,-1834.6425028687815,stop_loss,15.0
2025-11-17 11:29:00,2025-11-17 11:30:00,short,3207.93,3210.6760714285715,-2114.9120997507603,stop_loss,1.0
2025-11-17 11:31:00,2025-11-17 11:33:00,short,3213.58,3216.6046428571426,-2245.738101704902,stop_loss,2.0
2025-11-17 11:34:00,2025-11-17 11:39:00,short,3220.61,3213.579642857143,5012.417131620929,take_profit,5.0
2025-11-18 07:27:00,2025-11-18 07:35:00,short,3012.51,3019.659642857143,-5925.432008714871,stop_loss,8.0
2025-11-18 08:04:00,2025-11-18 08:33:00,short,3038.44,3044.2825,-4345.033184406643,stop_loss,29.0
2025-11-18 08:34:00,2025-11-18 08:36:00,short,3047.34,3053.869285714286,-4469.2201253306785,stop_loss,2.0
2025-11-18 08:37:00,2025-11-18 09:08:00,short,3058.32,3046.341428571429,7469.56934725693,take_profit,31.0
2025-11-18 09:25:00,2025-11-18 09:43:00,long,3029.24,3040.4310714285707,8149.3019557588905,take_profit,18.0
2025-11-18 09:44:00,2025-11-18 09:48:00,short,3045.31,3049.9696428571424,-3874.0027391543636,stop_loss,4.0
2025-11-18 09:49:00,2025-11-18 09:57:00,short,3053.11,3057.238214285714,-3213.880517670314,stop_loss,8.0
2025-11-18 10:21:00,2025-11-18 10:31:00,long,3052.99,3062.593571428571,7072.44013149701,take_profit,10.0
2025-11-18 10:51:00,2025-11-18 10:56:00,long,3057.58,3065.2139285714284,6319.796463000467,take_profit,5.0
2025-11-18 11:59:00,2025-11-18 12:02:00,long,3057.7,3053.9542857142856,-3410.4644231265597,stop_loss,3.0
2025-11-19 07:06:00,2025-11-19 07:13:00,short,3051.54,3054.8957142857143,-2911.5213966596457,stop_loss,7.0
2025-11-19 07:33:00,2025-11-19 07:38:00,short,3062.33,3067.222142857143,-4043.5697998174196,stop_loss,5.0
2025-11-19 08:26:00,2025-11-19 08:28:00,short,3092.07,3097.579285714286,-4221.682790497851,stop_loss,2.0
2025-11-19 08:29:00,2025-11-19 08:40:00,short,3098.55,3088.425,7190.60906424751,take_profit,11.0
2025-11-19 09:01:00,2025-11-19 09:02:00,long,3073.43,3067.845714285714,-4520.883024709263,stop_loss,1.0
2025-11-19 09:03:00,2025-11-19 09:05:00,long,3068.28,3061.8085714285717,-4866.476132077078,stop_loss,2.0
2025-11-19 09:06:00,2025-11-19 09:20:00,long,3056.54,3069.213214285714,8759.680010216813,take_profit,14.0
2025-11-19 09:55:00,2025-11-19 10:05:00,short,3085.47,3090.2935714285713,-3850.5412677730214,stop_loss,10.0
2025-11-19 10:06:00,2025-11-19 10:07:00,short,3101.58,3107.060357142857,-4079.964507418547,stop_loss,1.0
2025-11-19 10:08:00,2025-11-19 10:13:00,short,3110.95,3100.8267857142855,6982.677845361327,take_profit,5.0
2025-11-20 07:40:00,2025-11-20 07:49:00,short,3034.82,3039.5439285714288,-3774.9206570636675,stop_loss,9.0
2025-11-20 08:11:00,2025-11-20 08:14:00,long,3033.27,3028.7635714285716,-3378.6242514741157,stop_loss,3.0
2025-11-20 08:15:00,2025-11-20 08:17:00,long,3023.82,3032.239642857143,5955.920155679059,take_profit,2.0
2025-11-20 08:56:00,2025-11-20 09:03:00,long,3030.6,3027.992142857143,-2045.6340163047769,stop_loss,7.0
2025-11-20 09:04:00,2025-11-20 09:10:00,long,3025.86,3030.685,3660.2382413235287,take_profit,6.0
2025-11-20 09:21:00,2025-11-20 09:27:00,long,3019.91,3016.145,-3044.2835770253814,stop_loss,6.0
2025-11-20 09:40:00,2025-11-20 09:46:00,long,3009.97,3006.553214285714,-2633.620364588916,stop_loss,6.0
2025-11-20 09:47:00,2025-11-20 10:09:00,long,3004.47,3000.0674999999997,-3245.246414852209,stop_loss,22.0
2025-11-20 10:26:00,2025-11-20 10:30:00,short,3014.61,3019.0232142857144,-3052.1678694800476,stop_loss,4.0
2025-11-20 11:27:00,2025-11-20 11:35:00,long,3002.71,3009.7564285714284,4606.1058740535,take_profit,8.0
2025-11-21 07:14:00,2025-11-21 07:16:00,long,2779.88,2772.4153571428574,-5765.354168590462,stop_loss,2.0
2025-11-21 07:17:00,2025-11-21 07:21:00,long,2769.35,2761.724642857143,-5276.884338775309,stop_loss,4.0
2025-11-21 07:32:00,2025-11-21 07:33:00,long,2733.33,2721.7735714285714,-7210.225182473831,stop_loss,1.0
2025-11-21 07:34:00,2025-11-21 07:35:00,long,2660.0,2689.910714285714,15933.141153122711,take_profit,1.0
2025-11-21 08:11:00,2025-11-21 08:23:00,short,2740.72,2752.181071428571,-8590.53993745964,stop_loss,12.0
2025-11-21 08:36:00,2025-11-21 08:56:00,long,2726.78,2742.462142857143,9838.274339273,take_profit,20.0
2025-11-21 09:20:00,2025-11-21 09:25:00,long,2727.8,2720.983571428572,-5258.107407745932,stop_loss,5.0
2025-11-21 09:26:00,2025-11-21 09:30:00,long,2714.44,2707.384642857143,-4922.52679403639,stop_loss,4.0
2025-11-21 09:32:00,2025-11-21 09:39:00,long,2698.76,2688.674642857143,-6341.61655927319,stop_loss,7.0
2025-11-21 10:02:00,2025-11-21 10:09:00,long,2674.9,2688.1625,7156.07114331526,take_profit,7.0
2025-11-22 07:36:00,2025-11-22 07:40:00,long,2755.02,2760.9682142857146,3734.163546224308,take_profit,4.0
2025-11-22 08:02:00,2025-11-22 08:05:00,long,2751.44,2747.7585714285715,-2513.9828775050623,stop_loss,3.0
2025-11-22 08:06:00,2025-11-22 08:17:00,long,2747.17,2743.714642857143,-2236.7879771923754,stop_loss,11.0
2025-11-22 08:18:00,2025-11-22 08:25:00,long,2736.33,2732.207142857143,-2544.6520099851123,stop_loss,7.0
2025-11-22 09:12:00,2025-11-22 09:16:00,short,2739.43,2733.3139285714283,3543.35567104161,take_profit,4.0
2025-11-22 09:20:00,2025-11-22 09:21:00,long,2726.97,2722.9617857142857,-2541.102553368075,stop_loss,1.0
2025-11-22 09:35:00,2025-11-22 09:56:00,short,2735.42,2727.9182142857144,4462.488373385929,take_profit,21.0
2025-11-22 10:17:00,2025-11-22 10:25:00,long,2718.35,2714.528214285714,-2538.647567239694,stop_loss,8.0
2025-11-22 10:49:00,2025-11-22 11:06:00,long,2707.79,2714.5328571428568,4243.5903254115465,take_profit,17.0
2025-11-22 11:08:00,2025-11-22 11:12:00,short,2722.88,2727.3414285714284,-3070.3460724579636,stop_loss,4.0
2025-11-23 07:03:00,2025-11-23 07:16:00,long,2799.99,2796.4542857142856,-2211.1762273150816,stop_loss,13.0
2025-11-23 07:27:00,2025-11-23 07:39:00,long,2778.25,2787.9446428571428,5801.674836644568,take_profit,12.0
2025-11-23 08:01:00,2025-11-23 08:08:00,short,2798.01,2800.8107142857143,-1896.5178023765657,stop_loss,7.0
2025-11-23 08:21:00,2025-11-23 08:47:00,short,2808.05,2810.801428571429,-1782.151124088241,stop_loss,26.0
2025-11-23 08:49:00,2025-11-23 09:26:00,short,2814.3,2807.707142857143,4093.835204172189,take_profit,37.0
2025-11-23 09:41:00,2025-11-23 10:02:00,short,2818.68,2812.7942857142857,3990.9907773634045,take_profit,21.0
2025-11-23 10:03:00,2025-11-23 10:10:00,long,2811.58,2809.491785714286,-1538.1214801247513,stop_loss,7.0
2025-11-23 11:01:00,2025-11-23 11:06:00,long,2805.71,2809.9421428571427,3030.9981195600217,take_profit,5.0
2025-11-23 11:08:00,2025-11-23 11:15:00,long,2804.11,2810.51,4862.914346608125,take_profit,7.0
2025-11-23 11:26:00,2025-11-23 11:45:00,short,2815.78,2818.320357142857,-2097.7307368852653,stop_loss,19.0
2025-11-24 07:39:00,2025-11-24 07:43:00,short,2837.23,2841.2907142857143,-3207.7404046912116,stop_loss,4.0
2025-11-24 07:44:00,2025-11-24 07:55:00,short,2843.17,2834.7057142857143,6290.3645385617965,take_profit,11.0
2025-11-24 08:00:00,2025-11-24 08:55:00,long,2825.02,2833.0825,6748.365295991987,take_profit,55.0
2025-11-24 08:56:00,2025-11-24 08:57:00,short,2836.58,2840.1714285714284,-3335.5660969460596,stop_loss,1.0
2025-11-24 08:58:00,2025-11-24 09:01:00,short,2839.15,2832.2071428571435,6116.121740040595,take_profit,3.0
2025-11-24 09:09:00,2025-11-24 09:19:00,long,2813.21,2806.6475,-6405.05625822669,stop_loss,10.0
2025-11-24 10:03:00,2025-11-24 10:13:00,short,2803.93,2797.805,5438.180807602179,take_profit,10.0
2025-11-24 10:54:00,2025-11-24 11:03:00,long,2798.01,2802.670714285714,4509.186741702807,take_profit,9.0
2025-11-24 11:36:00,2025-11-24 12:00:00,short,2805.04,2799.2560714285714,5953.772662321399,take_profit,24.0
2025-11-24 12:29:00,2025-11-24 12:30:00,short,2807.57,2810.78,-3573.570381504569,stop_loss,1.0
2025-11-25 07:49:00,2025-11-25 07:57:00,long,2908.97,2904.7871428571425,-4288.75630023188,stop_loss,8.0
2025-11-25 08:49:00,2025-11-25 08:53:00,long,2891.14,2887.197142857143,-3833.6562911099745,stop_loss,4.0
2025-11-25 08:54:00,2025-11-25 08:57:00,long,2880.14,2874.7089285714287,-5011.656800743944,stop_loss,3.0
2025-11-25 09:30:00,2025-11-25 09:36:00,short,2873.7,2877.306428571428,-3083.799309772439,stop_loss,6.0
2025-11-25 09:43:00,2025-11-25 09:57:00,short,2886.87,2891.270357142857,-3557.4882733164045,stop_loss,14.0
2025-11-25 10:19:00,2025-11-25 10:22:00,long,2880.62,2885.9360714285713,4044.5181599283696,take_profit,3.0
2025-11-25 11:04:00,2025-11-25 11:08:00,long,2890.29,2895.0685714285714,3890.8946379507042,take_profit,4.0
2025-11-25 11:36:00,2025-11-25 11:54:00,short,2897.01,2892.8939285714287,3564.8150778752215,take_profit,18.0
2025-11-25 11:55:00,2025-11-25 12:01:00,long,2889.25,2894.348214285714,4678.891927522332,take_profit,6.0
2025-11-25 12:12:00,2025-11-25 12:13:00,short,2905.6,2910.0035714285714,-4302.2846371625155,stop_loss,1.0
2025-11-26 07:22:00,2025-11-26 07:39:00,short,2948.0,2941.551785714286,5832.870792781167,take_profit,17.0
2025-11-26 07:41:00,2025-11-26 07:57:00,long,2937.5,2942.1035714285713,4544.789234413212,take_profit,16.0
2025-11-26 07:58:00,2025-11-26 08:05:00,short,2944.46,2939.6796428571433,5003.302502319837,take_profit,7.0
2025-11-26 08:36:00,2025-11-26 08:53:00,long,2919.36,2916.6160714285716,-3084.6969949669383,stop_loss,17.0
2025-11-26 08:55:00,2025-11-26 09:06:00,long,2913.84,2910.919285714286,-3165.978916974165,stop_loss,11.0
2025-11-26 09:33:00,2025-11-26 09:54:00,long,2905.9,2903.4475,-2558.8305997658913,stop_loss,21.0
2025-11-26 10:01:00,2025-11-26 10:02:00,short,2912.22,2915.148214285714,-2945.6243698295375,stop_loss,1.0
2025-11-26 10:03:00,2025-11-26 10:15:00,short,2916.57,2910.653928571429,5703.369805781245,take_profit,12.0
2025-11-26 11:28:00,2025-11-26 11:33:00,long,2911.11,2909.0785714285716,-2121.2621956698476,stop_loss,5.0
2025-11-26 12:01:00,2025-11-26 12:03:00,short,2917.11,2913.3010714285715,3858.394878727886,take_profit,2.0
2025-11-27 07:12:00,2025-11-27 07:18:00,short,3031.21,3032.884642857143,-1717.801625027979,stop_loss,6.0
2025-11-27 07:19:00,2025-11-27 07:27:00,short,3033.54,3035.1010714285712,-1564.7138193415162,stop_loss,8.0
2025-11-27 08:10:00,2025-11-27 08:12:00,long,3026.69,3024.4989285714287,-2155.8452764782246,stop_loss,2.0
2025-11-27 08:13:00,2025-11-27 08:32:00,long,3023.44,3021.409642857143,-1941.9528823144367,stop_loss,19.0
2025-11-27 09:16:00,2025-11-27 09:19:00,short,3031.85,3033.7742857142853,-1786.093057243875,stop_loss,3.0
2025-11-27 09:20:00,2025-11-27 09:27:00,short,3036.67,3032.221785714286,4017.559031530399,take_profit,7.0
2025-11-27 09:37:00,2025-11-27 09:43:00,short,3043.65,3036.8285714285716,6507.046939048253,take_profit,6.0
2025-11-27 10:32:00,2025-11-27 10:35:00,long,3026.11,3023.760357142857,-2456.442965460909,stop_loss,3.0
2025-11-27 11:08:00,2025-11-27 11:15:00,long,3030.04,3033.2292857142857,3226.5044677757846,take_profit,7.0
2025-11-27 11:30:00,2025-11-27 11:32:00,long,3024.46,3027.236785714286,2932.8648442611475,take_profit,2.0
2025-11-28 07:08:00,2025-11-28 07:23:00,short,3015.56,3016.8907142857142,-1461.4288850348314,stop_loss,15.0
2025-11-28 07:25:00,2025-11-28 07:27:00,short,3019.64,3021.698214285714,-2217.49133997324,stop_loss,2.0
2025-11-28 08:07:00,2025-11-28 08:11:00,short,3008.54,3010.875714285714,-2456.8874744024033,stop_loss,4.0
2025-11-28 08:12:00,2025-11-28 08:35:00,short,3018.09,3021.1682142857144,-3127.4283760221474,stop_loss,23.0
2025-11-28 08:36:00,2025-11-28 08:50:00,short,3024.34,3026.917857142857,-2507.0300383934173,stop_loss,14.0
2025-11-28 08:51:00,2025-11-28 10:17:00,short,3060.41,3048.386785714286,11161.094394207099,take_profit,86.0
2025-11-28 10:53:00,2025-11-28 10:55:00,short,3058.15,3060.9871428571428,-3049.83303382264,stop_loss,2.0
2025-11-28 11:14:00,2025-11-28 11:15:00,long,3034.38,3029.9207142857144,-4651.8529852220345,stop_loss,1.0
2025-11-28 11:16:00,2025-11-28 11:45:00,long,3024.27,3034.7414285714285,10315.862897717368,take_profit,29.0
2025-11-28 12:03:00,2025-11-28 12:07:00,short,3039.06,3042.2174999999997,-3524.1693658616978,stop_loss,4.0
2025-11-29 07:15:00,2025-11-29 07:22:00,short,3014.37,3010.2949999999996,4394.901729303902,take_profit,7.0
2025-11-29 07:37:00,2025-11-29 07:46:00,long,2998.64,3003.8560714285713,5960.854845375258,take_profit,9.0
2025-11-29 07:56:00,2025-11-29 08:02:00,short,3006.97,3003.2557142857145,4527.396096253851,take_profit,6.0
2025-11-29 08:31:00,2025-11-29 08:34:00,long,3004.05,3008.266071428571,5398.18636136246,take_profit,3.0
2025-11-29 09:20:00,2025-11-29 09:28:00,long,3003.68,3002.0385714285712,-2219.9146141225638,stop_loss,8.0
2025-11-29 09:31:00,2025-11-29 09:37:00,long,2999.03,3002.381785714286,4440.837556877337,take_profit,6.0
2025-11-29 09:51:00,2025-11-29 09:55:00,short,3005.86,3003.8653571428576,2754.6060258483744,take_profit,4.0
2025-11-29 10:08:00,2025-11-29 10:11:00,long,2998.42,3001.218214285714,3976.755684567416,take_profit,3.0
2025-11-29 10:19:00,2025-11-29 10:24:00,long,2994.69,2999.950714285714,7765.14994903578,take_profit,5.0
2025-11-29 10:48:00,2025-11-29 10:58:00,long,2999.71,2998.3235714285715,-2186.590518223042,stop_loss,10.0
2025-11-30 07:05:00,2025-11-30 07:12:00,short,3000.31,3001.7082142857143,-2163.9771545575377,stop_loss,7.0
2025-11-30 07:28:00,2025-11-30 07:47:00,short,3005.23,3006.5682142857145,-2029.1817721704604,stop_loss,19.0
2025-11-30 07:49:00,2025-11-30 08:00:00,short,3008.21,3004.9475,4854.115277447766,take_profit,11.0
