entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl_pct,pnl_dollars,hold_minutes,exit_reason,capital_after,entry_rsi,bb_distance
2025-11-08 19:18:00,2025-11-08 19:22:00,0.0147103515,0.014612470181392858,0.014619780071428572,0.014891494357142855,-0.7653907529479586,-76.53907529479585,4.0,Stop Loss,9923.460924705205,25.47169811320721,-0.08572333844254527
2025-11-09 18:07:00,2025-11-09 18:49:00,0.015040516499999998,0.01517121281317857,0.014971373642857142,0.015178802214285712,0.7689616023397351,76.30760413417063,42.0,Take Profit,9999.768528839375,17.948717948717913,-0.16115616648353426
2025-11-10 14:47:00,2025-11-10 15:47:00,0.0158669295,0.016040975500000002,0.01562007235714286,0.016360643785714286,0.9969104009695084,99.68873253687534,60.0,Time Exit,10099.45726137625,29.864253393665336,-0.0613205691880042
2025-11-11 14:49:00,2025-11-11 14:58:00,0.0153086505,0.015649964460464287,0.015134079071428571,0.015657793357142857,2.1295496292392913,215.07295466481858,9.0,Take Profit,10314.530216041068,18.503937007874455,-0.019972672856108504
2025-11-11 19:58:00,2025-11-11 20:31:00,0.014922457499999998,0.01480305227125,0.014810457499999999,0.015146457499999998,-0.900171344096623,-92.84844528298919,33.0,Stop Loss,10221.68177075808,29.464285714285708,-0.12106909025733159
2025-11-11 20:58:00,2025-11-11 21:58:00,0.014646319499999998,0.0146336795,0.014511176642857141,0.01491660521428571,-0.18630154490346654,-19.04315105403832,60.0,Time Exit,10202.638619704041,27.433628318584155,-0.20833090709251045
2025-11-12 14:47:00,2025-11-12 14:49:00,0.015224608499999999,0.015032517052892857,0.01504003707142857,0.015593751357142856,-1.3617168258030499,-138.93104676038996,2.0,Stop Loss,10063.707572943651,25.438596491227884,-0.1821320032404608
2025-11-12 14:49:00,2025-11-12 15:49:00,0.015041516999999999,0.014816588,0.014793516999999999,0.015537516999999999,-1.5953877325006416,-160.55515605348108,60.0,Time Exit,9903.15241689017,14.229249011857604,-0.2370288810126138
2025-11-12 19:07:00,2025-11-12 19:34:00,0.0141400665,0.014034759895321429,0.014041780785714286,0.014336637928571427,-0.8447391048590269,-83.65580107926313,27.0,Stop Loss,9819.496615810907,24.590163934426002,-0.03386273157974715
2025-11-14 20:22:00,2025-11-14 20:37:00,0.013228611,0.013111480551642858,0.013118039571428571,0.013449753857142858,-0.9854327061030177,-96.76453122687968,15.0,Stop Loss,9722.732084584028,29.218106995884995,-0.0661109111900931
