entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl_pct,pnl_dollars,hold_minutes,exit_reason,capital_after,entry_rsi,bb_distance
2025-11-14 20:40:00,2025-11-14 20:44:00,0.013025509499999999,0.012900199030964286,0.012906652357142856,0.013263223785714283,-1.062038905546947,-103.25919742037809,4.0,Stop Loss,9619.472887163649,13.909774436090316,-0.1058166386605522
2025-11-15 16:06:00,2025-11-15 17:06:00,0.0132156045,0.013258367500000002,0.01315017592857143,0.01334646164285714,0.2235795986479495,21.507178873168805,60.0,Time Exit,9640.980066036818,25.599999999999568,-0.02480719149932722
2025-11-15 19:47:00,2025-11-15 20:16:00,0.013227610499999999,0.013169879409035714,0.013176467642857142,0.013329896214285713,-0.5364438381692981,-51.71844350338485,29.0,Stop Loss,9589.261622533433,29.496402877697705,-0.05710622486389985
2025-11-16 15:47:00,2025-11-16 15:53:00,0.0127093515,0.01263246068139286,0.012638780071428574,0.012850494357142856,-0.7049940361405492,-67.60372254877518,6.0,Stop Loss,9521.657899984659,19.81981981981869,-0.07377126753344243
2025-11-16 15:54:00,2025-11-16 16:24:00,0.0125572755,0.012423346433678572,0.012429561214285715,0.01281270407142857,-1.1665455760799914,-111.07447900174205,30.0,Stop Loss,9410.583420982917,8.171206225680422,-0.1496305242966064
2025-11-16 17:55:00,2025-11-16 18:02:00,0.012142067999999999,0.012391297823142855,0.012014353714285714,0.012397496571428569,1.9526142922511647,183.752396862331,7.0,Take Profit,9594.335817845249,25.106382978723687,-0.09408766554183687
2025-11-18 17:29:00,2025-11-18 18:29:00,0.0123711825,0.0125107415,0.012268039642857144,0.012577468214285712,1.02809749593461,98.63912629482441,60.0,Time Exit,9692.974944140073,27.80082987551809,-0.006587719365582699
2025-11-19 17:37:00,2025-11-19 18:37:00,0.011319656999999999,0.011266364000000001,0.011189371285714286,0.011580228428571425,-0.5708004845022873,-55.327547943836855,60.0,Time Exit,9637.647396196237,21.818181818181984,-0.11490720323429143
2025-11-21 20:05:00,2025-11-21 20:28:00,0.0104962455,0.01040332694867857,0.010408531214285713,0.010671674071428572,-0.9852551259536435,-94.95541499236127,23.0,Stop Loss,9542.691981203876,20.786516853932213,-0.12344370086239811
2025-11-21 20:29:00,2025-11-21 21:24:00,0.0103681815,0.010557185980678573,0.010271038642857144,0.010562467214285715,1.7229279712992374,164.41370935909094,55.0,Take Profit,9707.105690562967,14.94845360824796,-0.016321068648938668
2025-11-22 14:46:00,2025-11-22 15:46:00,0.0100920435,0.010006994,0.009996329214285714,0.010283472071428571,-0.9427381431718951,-91.51258794294668,60.0,Time Exit,9615.59310262002,22.439024390243645,-0.014097242500462112
2025-11-23 14:31:00,2025-11-23 14:52:00,0.010335165,0.010266600560357145,0.01027173642857143,0.01046202214285714,-0.7634092406154646,-73.40632628538448,21.0,Stop Loss,9542.186776334634,26.771653543306826,-0.013647337852132154
2025-11-23 16:57:00,2025-11-23 17:01:00,0.010447221,0.010364607532357142,0.010369792428571428,0.010602078142857142,-0.8907697907688306,-84.99891718232703,4.0,Stop Loss,9457.187859152307,18.749999999999332,-0.16832371576096108
2025-11-23 17:47:00,2025-11-23 18:20:00,0.010306150499999998,0.010440356281892856,0.010236436214285712,0.01044557907142857,1.2021911711153188,113.69347747851887,33.0,Take Profit,9570.881336630826,28.66242038216491,-0.07435431417022745
2025-11-23 19:57:00,2025-11-23 20:57:00,0.010530262499999998,0.010496749,0.010475405357142855,0.010639976785714284,-0.41825892279512267,-40.03106518059153,60.0,Time Exit,9530.850271450234,29.605263157894797,-0.08652846494766596
2025-11-25 14:43:00,2025-11-25 15:43:00,0.011081538,0.011139427500000002,0.010858966571428572,0.011526680857142856,0.42239589847546954,40.25792063644394,60.0,Time Exit,9571.108192086678,20.04662004662002,-0.46840366897663516
2025-11-26 14:31:00,2025-11-26 14:54:00,0.0109164555,0.010835606415107142,0.010841026928571428,0.011067312642857144,-0.8406166304883222,-80.45632718471082,23.0,Stop Loss,9490.651864901967,25.30864197530842,-0.2521703660102531
2025-11-26 20:06:00,2025-11-26 21:06:00,0.011354674499999998,0.011401296500000001,0.01126410307142857,0.011535817357142854,0.31059741518794104,29.477719376871633,60.0,Time Exit,9520.129584278839,17.475728155339084,-0.13152808121273718
2025-11-28 16:21:00,2025-11-28 16:27:00,0.011708851499999999,0.011562781502821428,0.011568565785714285,0.011989422928571428,-1.3475177192107224,-128.28543303997944,6.0,Stop Loss,9391.84415123886,25.72254335260125,-0.29597520343542943
2025-11-28 17:33:00,2025-11-28 18:24:00,0.0111845895,0.011053916919535714,0.011059446642857141,0.011434875214285715,-1.2683270133810987,-119.11929642481522,51.0,Stop Loss,9272.724854814045,14.062499999999645,-0.11932001546690926
2025-11-28 20:00:00,2025-11-28 20:11:00,0.011197596,0.011118890916285717,0.011124453142857144,0.011343881714285714,-0.8028748287961407,-74.44837380282546,11.0,Stop Loss,9198.27648101122,29.797979797979423,-0.12106654303598077
2025-11-29 14:02:00,2025-11-29 15:02:00,0.010851422999999999,0.010842576000000001,0.01081085157142857,0.010932565857142858,-0.1815284778779457,-16.697491286984736,60.0,Time Exit,9181.578989724236,22.222222222222754,-0.0806833274799908
2025-11-29 17:33:00,2025-11-29 18:12:00,0.010849422,0.010793736717571428,0.010799136285714285,0.010949993428571428,-0.6132557515835523,-56.306561240670874,39.0,Stop Loss,9125.272428483564,16.52173913043464,-0.1819262016246021
2025-11-30 14:08:00,2025-11-30 14:45:00,0.011056525499999999,0.010969609380107144,0.010975096928571428,0.01121938264285714,-0.8861069907798336,-80.85967691649755,37.0,Stop Loss,9044.412751567066,23.17880794702006,-0.05025758731942991
2025-11-30 17:04:00,2025-11-30 18:04:00,0.0110545245,0.011059467500000001,0.01099195307142857,0.011179667357142856,-0.055285277082683854,-5.000228650205443,60.0,Time Exit,9039.41252291686,23.717948717948246,-0.026165889519250456
2025-11-30 18:09:00,2025-11-30 19:09:00,0.0110425185,0.0111274335,0.010987661357142858,0.011152232785714283,0.6689821846347922,60.4720593739602,60.0,Time Exit,9099.88458229082,27.516778523489336,-0.0968978678907708
2025-12-01 17:15:00,2025-12-01 18:15:00,0.0093616785,0.009505245,0.009277964214285714,0.009529107071428573,1.4335551204840091,130.45186138756495,60.0,Time Exit,9230.336443678385,24.05063291139237,-0.037467284465597
2025-12-03 14:02:00,2025-12-03 14:41:00,0.0115027485,0.011752297982892857,0.011375034214285713,0.011758177071428571,2.069476998413522,191.01968957810487,39.0,Take Profit,9421.35613325649,24.47761194029863,-0.4531847966191891
2025-12-05 16:07:00,2025-12-05 16:39:00,0.010886440499999999,0.010762199565464285,0.010767583357142856,0.011124154785714286,-1.241244785526674,-116.94209172994366,32.0,Stop Loss,9304.414041526546,20.94861660079077,-0.04388490140364445
2025-12-06 19:07:00,2025-12-06 19:31:00,0.010881438,0.010812314852428572,0.010817723714285715,0.01100886657142857,-0.7352390885416836,-68.40968899306421,24.0,Stop Loss,9236.004352533482,28.07017543859628,-0.22144151435357423
2025-12-06 19:32:00,2025-12-06 20:32:00,0.0107983965,0.010824585,0.010738396499999999,0.010918396500000002,0.14252211890904984,13.163349105762789,60.0,Time Exit,9249.167701639244,9.923664122137993,-0.010882930875831729
2025-12-07 14:04:00,2025-12-07 14:23:00,0.011283639,0.0111640541805,0.011169638999999999,0.011511639,-1.1598072084723743,-107.27251372731057,19.0,Stop Loss,9141.895187911934,15.352697095435815,-0.1779865191496421
