direction,total_trades,win_rate,total_return,avg_win,avg_loss,profit_factor,max_drawdown,rr_ratio,version,coin
LONG,15,6.666666666666667,-7.50654888922449,2.809263800874959,0.7521532089675248,0.2667830139792183,7.50654888922449,3.734962195709056,Conservative,WIF
SHORT,15,20.0,1.2358315490211425,4.5119791027544744,0.9935651375063438,1.1353002768592175,9.164427641100245,4.54120110743687,Conservative,WIF
LONG,2,50.0,4.019129954934243,6.32497273718649,2.168674698795183,2.9165152065915456,2.1686746987951864,2.9165152065915456,Baseline,WIF
SHORT,1,0.0,-1.6697588126159673,0.0,1.669758812615961,0.0,1.6697588126159673,0.0,Baseline,WIF
LONG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggressive,WIF
SHORT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggressive,WIF
