Regime,Percentage_%,Avg_Return_%,Volatility_%,Long_WinRate_%,Avg_Duration_Minutes
CHOPPY,16.034351056688504,0.0004907401709707156,0.052283215419290055,2.8728165150858955,6927.0
UNKNOWN,46.79289831253906,-0.0029082307063171184,0.23685289085528977,29.794706900816227,20215.0
MEAN_REVERTING,31.603435105668847,0.004053383730477303,0.19065271702414405,26.23599208965063,13653.0
TRENDING,5.553112196476934,-0.00500030489493885,0.3623266907151266,38.51604835348061,2399.0
EXPLOSIVE,0.016203328626652164,0.09616725665129008,2.138498773544417,57.14285714285714,7.0
