entry_time,exit_time,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pnl_pct,session
2025-11-11 01:21:00,2025-11-11 01:58:00,SHORT,0.508,0.4908571428571428,0.5122857142857143,0.4908571428571428,TP,3.2745781777277916,overnight
2025-11-14 04:41:00,2025-11-14 05:41:00,LONG,0.414,0.43285714285714283,0.40928571428571425,0.43285714285714283,TP,4.454865424430641,overnight
2025-11-16 23:03:00,2025-11-16 23:36:00,LONG,0.401,0.41385714285714265,0.39778571428571435,0.41385714285714265,TP,3.1062700391876863,overnight
2025-11-17 03:26:00,2025-11-17 03:28:00,LONG,0.417,0.4151785714285714,0.4151785714285714,0.42428571428571427,SL,-0.5367934224049364,overnight
2025-11-17 04:05:00,2025-11-17 05:36:00,LONG,0.414,0.414,0.41228571428571426,0.4208571428571428,TIME,-0.1,overnight
2025-11-18 22:06:00,2025-11-18 23:37:00,LONG,0.412,0.416,0.41007142857142853,0.4197142857142857,TIME,0.8708737864077679,overnight
2025-11-19 05:57:00,2025-11-19 06:04:00,LONG,0.411,0.40810714285714284,0.40810714285714284,0.4225714285714285,SL,-0.8038581856100101,overnight
2025-11-19 21:25:00,2025-11-19 22:56:00,SHORT,0.395,0.392,0.39885714285714285,0.37957142857142856,TIME,0.6594936708860767,overnight
2025-11-23 01:41:00,2025-11-23 01:49:00,LONG,0.336,0.3340714285714286,0.3340714285714286,0.34371428571428575,SL,-0.6739795918367399,overnight
2025-11-23 03:08:00,2025-11-23 03:16:00,LONG,0.334,0.3322857142857143,0.3322857142857143,0.34085714285714286,SL,-0.6132591958939292,overnight
2025-11-23 04:50:00,2025-11-23 05:11:00,LONG,0.342,0.33985714285714286,0.33985714285714286,0.3505714285714286,SL,-0.7265664160401076,overnight
2025-11-24 02:02:00,2025-11-24 02:04:00,SHORT,0.343,0.3449285714285715,0.3449285714285715,0.33528571428571435,SL,-0.6622657226155819,overnight
2025-11-24 05:04:00,2025-11-24 05:09:00,LONG,0.344,0.3499999999999998,0.3425,0.3499999999999998,TP,1.644186046511581,overnight
2025-11-24 05:10:00,2025-11-24 05:15:00,SHORT,0.35,0.35203571428571423,0.35203571428571423,0.34185714285714297,SL,-0.6816326530612148,overnight
2025-11-26 03:28:00,2025-11-26 03:31:00,LONG,0.365,0.36339285714285713,0.36339285714285713,0.37142857142857144,SL,-0.5403131115459897,overnight
2025-11-29 22:04:00,2025-11-29 22:14:00,LONG,0.377,0.3757142857142857,0.3757142857142857,0.3821428571428572,SL,-0.44103827207275303,overnight
2025-11-30 03:22:00,2025-11-30 04:45:00,LONG,0.375,0.3737142857142857,0.3737142857142857,0.38014285714285717,SL,-0.44285714285714106,overnight
2025-12-01 00:10:00,2025-12-01 00:21:00,LONG,0.352,0.34728571428571425,0.34728571428571425,0.37085714285714283,SL,-1.439285714285718,overnight
2025-12-02 22:05:00,2025-12-02 22:10:00,SHORT,0.402,0.4041428571428572,0.4041428571428572,0.39342857142857146,SL,-0.6330490405117334,overnight
2025-12-03 03:44:00,2025-12-03 04:09:00,LONG,0.401,0.39939285714285716,0.39939285714285716,0.4074285714285715,SL,-0.5007837548984695,overnight
2025-12-05 05:42:00,2025-12-05 06:35:00,LONG,0.383,0.38985714285714285,0.3812857142857143,0.38985714285714285,TP,1.690376725102569,overnight
2025-12-06 21:10:00,2025-12-06 22:41:00,LONG,0.378,0.377,0.37510714285714286,0.38957142857142857,TIME,-0.36455026455026485,overnight
