entry_idx,exit_idx,entry_price,exit_price,pnl_gross,pnl_net,exit_reason,entry_rsi,entry_bb_dist,entry_atr,entry_bb_width,entry_volume_ratio,entry_hour,entry_trend_15m,entry_distance_from_sma50,hold_bars
1443,1445,6.11e-06,6.0982142857142855e-06,-0.0019289221416881608,-0.002928922141688161,SL,14.285714285714107,-0.3258407891151175,7.857142857142842e-09,0.829373551809548,1.442200457052744,13,0,-0.6504065040650618,2
1470,1473,6.06e-06,6.089999999999999e-06,0.004950495049504955,0.003950495049504955,TP,33.33333333333333,-0.33305824298948744,1.500000000000004e-08,1.315226651245803,1.4538895913914933,13,0,-1.2482482156243047,3
1493,1509,6.05e-06,6.024285714285714e-06,-0.004250295159386019,-0.0052502951593860194,SL,35.29411764705864,-0.17892392484486327,1.71428571428571e-08,0.875751934252418,2.3179966831064673,13,0,-0.8976543048093285,16
1516,1520,5.99e-06,6.027142857142857e-06,0.006200810875268248,0.005200810875268248,TP,26.66666666666667,-0.10881368285114647,1.8571428571428393e-08,1.3573485800801037,0.6597249995325081,14,0,-1.2431166946944854,4
1570,1577,6.03e-06,6.011785714285714e-06,-0.003020611229566539,-0.004020611229566539,SL,36.363636363636566,-0.03936361001861136,1.2142857142857269e-08,0.8953028996842572,1.1364956644213093,15,0,-0.36351619299405086,7
1592,1606,5.97e-06,6.0042857142857134e-06,0.005743000717874924,0.004743000717874924,TP,37.499999999999794,-0.17075784964468427,1.714285714285704e-08,1.2062933309913253,3.4141845527594588,15,0,-1.1981993909704813,14
1625,1626,5.97e-06,5.949642857142857e-06,-0.0034099066762383057,-0.004409906676238306,SL,37.499999999999794,-0.11069466851631794,1.3571428571428502e-08,0.7462645426632277,0.7616718770425503,16,0,-0.4535449876609142,1
1817,1822,6.01e-06,5.996071428571429e-06,-0.0023175659614926847,-0.0033175659614926847,SL,30.0,-0.18060190343114918,9.285714285714197e-09,0.6993110655762684,1.3902187783760196,19,0,-0.5131600728356267,5
1867,1871,6.01e-06,6.021428571428572e-06,0.001901592583788858,0.0009015925837888581,TP,33.33333333333333,-0.012865984675770586,5.71428571428566e-09,0.4556944085820821,0.24382282377096406,20,0,-0.13293452974409695,4
1933,1936,6.02e-06,6.028571428571428e-06,0.0014238253440910231,0.0004238253440910231,TP,33.33333333333333,-0.04749338700630088,4.2857142857142444e-09,0.40230454259087434,2.4929259347482366,21,0,-0.3014143287734771,3
2043,2046,6.08e-06,6.071428571428572e-06,-0.0014097744360901387,-0.0024097744360901388,SL,37.5,-0.03857225520512647,5.71428571428566e-09,0.48069220733467216,1.0328973855339052,23,0,-0.18059431948776156,3
2047,2049,6.06e-06,6.071428571428571e-06,0.001885902876001877,0.000885902876001877,TP,24.99999999999973,-0.062017806502423826,5.71428571428572e-09,0.910757241313283,0.0,23,0,-0.5350753372944282,2
2099,2102,6.08e-06,6.070357142857143e-06,-0.0015859962406015171,-0.002585996240601517,SL,37.5,-0.02913706191276466,6.428571428571367e-09,0.5158819290689215,2.4611161769287913,0,0,-0.21008403361344724,3
2108,2115,6.05e-06,6.031785714285714e-06,-0.0030106257378985646,-0.004010625737898565,SL,30.769230769230816,-0.05613687012356618,1.214285714285739e-08,1.0550262664032017,2.1905871247563056,0,0,-0.6600768447670176,7
2150,2153,6.01e-06,6.001428571428572e-06,-0.0014261944378416436,-0.0024261944378416436,SL,20.0,-0.04588868027710916,5.71428571428566e-09,0.5883699250798121,2.7973785544433487,0,0,-0.4373467629713122,3
2154,2156,5.99e-06,6.004285714285714e-06,0.0023849272597185056,0.0013849272597185056,TP,25.000000000000014,-0.13961382892105798,7.142857142857074e-09,0.9003548121551164,0.2416500318993854,0,0,-0.6798209252196862,2
2190,2195,6e-06,6.014285714285714e-06,0.0023809523809523725,0.0013809523809523725,TP,37.5,-0.130395746004337,7.142857142857074e-09,0.6194653642834869,4.513184199517086,1,0,-0.40501958701280283,5
2233,2237,6.01e-06,6.0228571428571424e-06,0.00213929165676241,0.0011392916567624098,TP,40.0,-0.039982237831250544,6.428571428571367e-09,0.40156382690269027,1.140184356383381,2,0,-0.19595469793083084,4
2248,2249,5.99e-06,5.978214285714286e-06,-0.001967564989267867,-0.002967564989267867,SL,33.33333333333333,-0.11462326744927848,7.857142857142781e-09,0.7020999432058258,6.230217144550283,2,0,-0.5445971973168753,1
2250,2252,5.95e-06,5.935e-06,-0.0025210084033613356,-0.0035210084033613356,SL,24.999999999999815,-0.29090049924058636,9.999999999999965e-09,1.4685493687937419,2.5187284396765524,2,0,-1.1660742168034246,2
2270,2271,5.9e-06,5.8796428571428575e-06,-0.003450363196125905,-0.004450363196125905,SL,36.36363636363636,-0.028474996926182033,1.3571428571428441e-08,0.803965797251888,1.5362231351380888,2,0,-1.3344927924010637,1
2272,2301,5.89e-06,5.8675e-06,-0.0038200339558573937,-0.004820033955857394,SL,33.33333333333333,-0.0638066519915244,1.499999999999998e-08,0.9369041181295125,0.34421303245131074,2,0,-1.4159943761925344,29
2302,2342,5.84e-06,5.871428571428572e-06,0.005381604696673259,0.004381604696673259,TP,38.8888888888892,-0.12686690611842094,1.5714285714285926e-08,1.3278369536675125,3.3841323215382833,3,0,-1.033723097780036,40
2377,2401,5.91e-06,5.892857142857143e-06,-0.0029006526468455807,-0.0039006526468455807,SL,39.99999999999999,-0.0505402823020805,1.142857142857132e-08,0.556929216608591,1.5640885598214194,4,0,0.19666350196663546,24
2402,2403,5.88e-06,5.898571428571428e-06,0.003158406219630594,0.002158406219630594,TP,39.99999999999966,-0.08439882932293216,9.285714285714258e-09,0.7797277210007796,1.784912799666531,5,0,-0.6353927267811466,1
2464,2465,5.91e-06,5.92e-06,0.0016920473773265332,0.0006920473773265332,TP,20.0,-0.03205422962034429,4.999999999999952e-09,0.6778485366760243,0.8709027295485473,6,0,-0.320458762017192,1
2614,2620,5.96e-06,5.974285714285714e-06,0.0023969319271333056,0.0013969319271333056,TP,33.333333333333016,-0.063057717564229,7.142857142857135e-09,0.9259580631730279,0.42636514057467145,8,0,-0.7063841130214548,6
2670,2677,5.96e-06,5.9799999999999995e-06,0.003355704697986628,0.002355704697986628,TP,38.46153846153821,-0.0792252001098354,9.999999999999965e-09,1.142671586415061,0.3375707433226884,9,0,-0.4409995990912784,7
