entry_idx,exit_idx,entry_price,exit_price,pnl_gross,pnl_net,exit_reason,entry_rsi,entry_bb_dist,entry_atr,entry_bb_width,entry_volume_ratio,entry_hour,entry_trend_15m,entry_distance_from_sma50,hold_bars
9571,9572,5.29e-06,5.275e-06,-0.002835538752362976,-0.003835538752362976,SL,33.33333333333333,-0.08104372973032362,9.999999999999904e-09,0.6855269406697972,0.001836304963121675,4,0,-0.5713856101044827,1
9573,9576,5.26e-06,5.243928571428571e-06,-0.003055404671374218,-0.004055404671374218,SL,27.272727272727067,-0.20521056218133454,1.0714285714285671e-08,1.326186517048418,0.0,4,0,-1.094355232973573,3
9577,9581,5.2e-06,5.181785714285715e-06,-0.0035027472527471293,-0.004502747252747129,SL,7.692307692307651,-0.28232069051926484,1.2142857142857087e-08,2.7901204562289097,0.0,4,0,-2.0752514029603293,4
9684,9688,5.28e-06,5.297142857142858e-06,0.0032467532467532756,0.0022467532467532756,TP,33.33333333333333,-0.03047811654994604,8.571428571428489e-09,0.7127729395038733,1.9267169759966694,6,0,-0.4975124378109348,4
9692,9694,5.27e-06,5.287142857142858e-06,0.0032529140688533076,0.0022529140688533076,TP,33.33333333333333,-0.02182402499283184,8.571428571428489e-09,0.8632271561872129,4.074988561428684,6,0,-0.6447720674182649,2
9696,9703,5.26e-06,5.279999999999999e-06,0.0038022813688212143,0.0028022813688212142,TP,36.36363636363608,-0.13051029798163855,9.999999999999965e-09,0.7990237251406676,0.9704601909197268,6,0,-0.7884114828926059,7
9805,9809,5.34e-06,5.364285714285714e-06,0.004547886570358317,0.003547886570358317,TP,38.46153846153821,-0.18341725467116854,1.2142857142857087e-08,0.9186908855013076,0.14996583448365627,8,0,-0.5734713636702282,4
9851,9856,5.32e-06,5.299642857142857e-06,-0.003826530612244916,-0.004826530612244916,SL,35.714285714285666,-0.014924741628109714,1.3571428571428623e-08,1.184713133145498,1.2027459844942285,9,0,-0.5979073243647209,5
9875,9877,5.26e-06,5.287142857142857e-06,0.0051602390005431875,0.0041602390005431875,TP,37.499999999999794,-0.18877339969770393,1.3571428571428502e-08,1.17154270916269,1.7557111830277827,9,0,-1.2577435704899638,2
9887,9892,5.24e-06,5.221785714285714e-06,-0.0034760087241003657,-0.004476008724100366,SL,27.27272727272741,-0.02671819375436865,1.2142857142857208e-08,1.4433030583835051,5.270969444669135,9,0,-1.2885238489940483,5
9955,9956,5.28e-06,5.29e-06,0.0018939393939394478,0.0008939393939394477,TP,33.33333333333333,-0.018437997778678925,4.999999999999952e-09,0.6051083324685406,0.6997950653071391,10,0,-0.2757526536471089,1
9966,9967,5.27e-06,5.257142857142857e-06,-0.0024396855516400917,-0.0034396855516400917,SL,33.33333333333333,-0.018936079606423267,8.57142857142855e-09,0.6618844511626307,1.712828497061591,11,0,-0.5022089642412091,1
9968,9976,5.25e-06,5.236071428571429e-06,-0.0026530612244897167,-0.0036530612244897167,SL,29.999999999999744,-0.0977780324824086,9.285714285714317e-09,1.1112358443260009,0.0,11,0,-0.8536032633328299,8
10029,10030,5.19e-06,5.170714285714286e-06,-0.0037159372419487413,-0.004715937241948741,SL,40.0,-0.014676263405673634,1.2857142857142733e-08,0.7002568678833098,0.43940161981971193,12,0,-0.49846625766870045,1
10031,10038,5.17e-06,5.149642857142857e-06,-0.0039375518098921924,-0.0049375518098921925,SL,27.272727272727067,-0.09492737623375204,1.3571428571428502e-08,1.156103417027796,0.0,12,0,-0.8210558624923394,7
10092,10093,5.18e-06,5.1725e-06,-0.0014478764478764727,-0.0024478764478764728,SL,16.666666666666657,-0.05930969553476069,4.999999999999952e-09,0.8042250020154504,6.173570837109879,13,0,0.14693372515661146,1
10099,10112,5.16e-06,5.142857142857142e-06,-0.0033222591362126463,-0.004322259136212646,SL,30.000000000000085,-0.0026535754416331866,1.1428571428571561e-08,1.246531415453855,0.9446004417799286,13,0,-0.22816040836846868,13
10169,10171,5.12e-06,5.106071428571429e-06,-0.0027204241071427937,-0.0037204241071427937,SL,33.33333333333333,-0.18482248019038322,9.285714285714197e-09,0.7968763900166231,0.19783859822582744,14,0,-0.6866586491833746,2
10201,10202,5.15e-06,5.1424999999999995e-06,-0.0014563106796117165,-0.0024563106796117165,SL,0.0,-0.6776470633915599,5.0000000000000125e-09,1.2405585768556417,19.820739976799658,15,0,-0.6941766293867976,1
10203,10206,5.14e-06,5.1514285714285715e-06,0.0022234574763757564,0.0012234574763757564,TP,0.0,-0.23480724070357714,5.71428571428572e-09,2.1847764264408243,0.0,15,0,-0.8793582227707344,3
10276,10277,5.17e-06,5.188571428571428e-06,0.0035921525283226785,0.0025921525283226785,TP,33.333333333333016,-0.18339123856401773,9.285714285714258e-09,0.8076628438283615,1.1835263180740403,16,0,-0.5807468943502202,1
10278,10282,5.16e-06,5.185714285714285e-06,0.004983388704318914,0.003983388704318914,TP,35.714285714285666,-0.20810499905689553,1.2857142857142915e-08,1.0672074128527438,1.9204634806361205,16,0,-0.7959395547352665,4
10343,10349,5.16e-06,5.143928571428571e-06,-0.0031146179401992935,-0.0041146179401992935,SL,11.111111111111,-0.2524779062558472,1.0714285714285671e-08,1.208153110297461,0.8604150438658503,17,0,-0.9938984611842535,6
10365,10366,5.1e-06,5.080714285714286e-06,-0.0037815126050420034,-0.004781512605042003,SL,33.33333333333333,-0.13104757168660197,1.2857142857142733e-08,1.141269621630851,1.332635145179446,17,0,-1.4797357338793689,1
10367,10380,5.06e-06,5.0375e-06,-0.0044466403162055634,-0.0054466403162055635,SL,16.666666666666558,-0.31285990080204207,1.4999999999999916e-08,1.936185957793536,2.8154478062838844,17,0,-2.1352313167259753,13
10418,10425,5.08e-06,5.0574999999999994e-06,-0.004429133858267709,-0.005429133858267709,SL,36.36363636363608,-0.18342682634938376,1.4999999999999916e-08,1.1590073822723213,0.9183869209254732,18,0,-0.31397174254317806,7
10507,10508,5.14e-06,5.154285714285714e-06,0.0027793218454696955,0.0017793218454696955,TP,28.57142857142857,-0.013237612028914618,7.142857142857074e-09,0.9224318582368561,2.842967844409016,20,0,-0.314184864822947,1
10513,10516,5.13e-06,5.115e-06,-0.0029239766081871066,-0.003923976608187107,SL,36.36363636363636,-0.04074552962566905,9.999999999999904e-09,0.8501708304761735,1.9657807802244573,20,0,-0.4424778761061787,3
10520,10523,5.1e-06,5.081785714285715e-06,-0.0035714285714284477,-0.004571428571428448,SL,30.769230769230774,-0.01306271068084346,1.2142857142857027e-08,1.491874478317126,2.7271745889104273,20,0,-0.9439459270481265,3
10525,10535,5.07e-06,5.048571428571428e-06,-0.004226542688081203,-0.005226542688081203,SL,23.076923076922924,-0.09732155062731643,1.428571428571427e-08,1.8376021344288525,1.9006356875743704,20,0,-1.4424011508106394,10
10538,10560,4.99e-06,5.0285714285714285e-06,0.00772974520469516,0.00672974520469516,TP,17.647058823529235,-0.47327482382334823,1.9285714285714404e-08,2.2587767404287535,0.23355946682547163,20,0,-2.539062500000009,22
10600,10620,5.02e-06,5.005e-06,-0.0029880478087649376,-0.003988047808764938,SL,37.5,-0.05914699472610978,9.999999999999904e-09,0.7548220406656146,1.6681843208011504,21,0,-0.37705894026592884,20
10631,10634,4.98e-06,4.959642857142857e-06,-0.004087779690189253,-0.005087779690189253,SL,33.3333333333331,-0.2031392779841957,1.3571428571428502e-08,1.288723618667265,4.733374087950389,22,0,-0.9782868050584648,3
10635,10646,4.95e-06,4.978571428571428e-06,0.005772005772005651,0.0047720057720056505,TP,23.076923076922924,-0.03900246428615584,1.428571428571421e-08,2.377277251676626,0.45334111711989045,22,0,-1.4415418923224026,11
10667,10671,5e-06,4.988214285714286e-06,-0.0023571428571429465,-0.0033571428571429465,SL,40.0,-0.05035757011126937,7.857142857142781e-09,0.8749468768305538,2.2019179711731636,22,0,-0.10788348583529751,4
10672,10673,4.95e-06,4.967142857142857e-06,0.0034632034632036124,0.0024632034632036124,TP,16.666666666666558,-0.2871167333732526,8.57142857142855e-09,1.8657672469010553,0.5439188755097998,22,0,-1.0277122405726407,1
10682,10685,4.86e-06,4.832142857142857e-06,-0.005731922398589107,-0.006731922398589107,SL,14.999999999999872,-0.7337081255861351,1.8571428571428516e-08,3.0998682528831103,0.17431726487069107,23,0,-2.5427127616908516,3
10686,10692,4.8e-06,4.839999999999999e-06,0.008333333333333304,0.007333333333333304,TP,14.285714285714178,-0.17909908804090402,1.999999999999993e-08,5.082603138921284,0.002178285261949825,23,0,-3.540854467264196,6
10733,10742,4.89e-06,4.917142857142857e-06,0.0055506865322816346,0.0045506865322816345,TP,37.499999999999936,-0.15895213165617547,1.3571428571428623e-08,1.024369942139671,0.3166453965657843,23,0,0.06548252435130134,9
11161,11191,5.11e-06,5.095e-06,-0.0029354207436398383,-0.003935420743639838,SL,40.0,-0.006201316157394053,9.999999999999904e-09,0.5924531496227871,3.1786665682004465,7,0,-0.1407019463769189,30
11192,11193,5.09e-06,5.1e-06,0.0019646365422396617,0.0009646365422396616,TP,40.0,-0.015191113857403335,4.999999999999952e-09,0.5378256371794189,0.0,7,0,-0.45372760697801856,1
11194,11199,5.08e-06,5.069285714285714e-06,-0.0021091113610798295,-0.0031091113610798296,SL,37.4999999999996,-0.1122735190807004,7.142857142857135e-09,0.6776443080102309,0.447918730050509,7,0,-0.6182017372251318,5
11220,11233,5.04e-06,5.0239285714285714e-06,-0.0031887755102041337,-0.004188775510204134,SL,36.36363636363636,-0.03447742078652629,1.0714285714285612e-08,0.7808649090068452,5.711141470913442,8,0,-0.8459571119417553,13
11239,11242,5.01e-06,5.000357142857143e-06,-0.0019247219846021402,-0.00292472198460214,SL,28.57142857142857,-0.10445408246015726,6.428571428571367e-09,0.6265704040842612,0.9982098696622992,8,0,-0.8784425451092106,3
11243,11250,4.99e-06,5.004285714285714e-06,0.0028628685943314913,0.0018628685943314913,TP,22.222222222222015,-0.18327300312819111,7.142857142857135e-09,1.0481697527186673,0.8864273481146505,8,0,-1.1333016325883671,7
11265,11271,4.96e-06,4.943928571428571e-06,-0.0032402073732719083,-0.004240207373271908,SL,36.363636363636566,-0.002760571496345722,1.0714285714285733e-08,1.2964675763157751,0.003358766366864943,8,0,-1.076984443558034,6
11328,11330,4.99e-06,5.007142857142857e-06,0.003435442313197923,0.002435442313197923,TP,24.99999999999973,-0.16962953531052505,8.57142857142855e-09,0.8574144810848977,0.6921492394693618,9,0,-0.3076677188636419,2
11408,11409,5.02e-06,5.027142857142858e-06,0.001422879908935748,0.000422879908935748,TP,33.33333333333333,-0.03499056159174996,3.571428571428537e-09,0.4665882179231689,1.9894541876497058,11,0,-0.19087004930811036,1
11416,11424,5.01e-06,5.024285714285714e-06,0.002851439977188397,0.001851439977188397,TP,20.0,-0.035100964956160566,7.142857142857074e-09,0.7054706896512358,3.938026093521149,11,0,-0.3540315843907717,8
11442,11444,5e-06,4.989285714285715e-06,-0.002142857142857113,-0.003142857142857113,SL,33.33333333333333,-0.052863281538466485,7.142857142857074e-09,0.6120142654754458,0.26826331342983145,11,0,-0.4777070063694289,2
11445,11460,4.98e-06,4.994285714285714e-06,0.002868617326448497,0.001868617326448497,TP,24.99999999999973,-0.057255421498739474,7.142857142857135e-09,1.1829245501778967,2.0291154812748142,11,0,-0.8165704043019677,15
11555,11557,5.04e-06,5.058571428571428e-06,0.003684807256235656,0.002684807256235656,TP,40.0,-0.0022113832092638262,9.285714285714197e-09,0.707336647747313,0.2873052178496225,13,0,-0.19801980198019611,2
11598,11599,5.03e-06,5.038571428571428e-06,0.0017040613462084853,0.0007040613462084852,TP,33.33333333333333,-0.03054797593190172,4.2857142857142444e-09,0.41503241881152886,0.6733743221486547,14,0,-0.28546507017681766,1
11656,11661,5.03e-06,5.0428571428571425e-06,0.002556092019312617,0.0015560920193126168,TP,40.0,-0.031306072691104504,6.428571428571367e-09,0.45309583239953305,1.1928896699607727,15,0,-0.28546507017681766,5
11698,11702,5.02e-06,5.031428571428572e-06,0.0022766078542970636,0.0012766078542970636,TP,37.5,-0.07685455947772321,5.71428571428566e-09,0.521696792087711,3.5970680994976987,16,0,-0.38891975553614927,4
11704,11705,5.01e-06,4.998214285714286e-06,-0.0023524379811805662,-0.0033524379811805663,SL,33.33333333333333,-0.09639321954500246,7.857142857142781e-09,0.741672398577834,2.836498350853412,16,0,-0.5439313931790197,1
11715,11720,4.97e-06,5e-06,0.006036217303823088,0.005036217303823088,TP,31.25000000000003,-0.1840493014910843,1.5000000000000098e-08,1.4291478852633135,1.4385707749041832,16,0,-1.1731954662954651,5
11851,11853,5.07e-06,5.081428571428571e-06,0.0022541561003099897,0.0012541561003099897,TP,14.285714285714107,-0.145243576335165,5.71428571428572e-09,1.0628049605073975,1.820650030668722,18,0,-0.7011633828195497,2
11908,11909,5.05e-06,5.0614285714285715e-06,0.002263083451202297,0.0012630834512022968,TP,37.5,-0.00962429767656349,5.71428571428566e-09,0.6714919067052008,0.3361649164776863,19,0,-0.5513981882630872,1
11925,11934,5.04e-06,5.051428571428572e-06,0.0022675736961450532,0.0012675736961450532,TP,37.5,-0.08094538804402558,5.71428571428566e-09,0.550298437359449,4.979137704504902,19,0,-0.5642583750937149,9
11957,11961,5.03e-06,5.0428571428571425e-06,0.002556092019312617,0.0015560920193126168,TP,28.57142857142857,-0.07942236577042974,6.428571428571367e-09,0.6929379233866778,2.0279460725034437,20,0,-0.4472944622570475,4
11978,11989,5.02e-06,5.0092857142857145e-06,-0.002134319863403511,-0.003134319863403511,SL,20.0,-0.031798721664266956,7.142857142857074e-09,0.5918076604516721,0.24354411942925883,20,0,-0.4876501605677472,11
11990,11991,4.99e-06,4.975e-06,-0.0030060120240480437,-0.004006012024048044,SL,24.99999999999973,-0.15395603464119584,9.999999999999965e-09,0.9283309343275715,2.3779144280000555,20,0,-0.9134233518665621,1
11995,12002,4.98e-06,5.005714285714285e-06,0.005163511187607606,0.004163511187607606,TP,36.3636363636363,-0.09088582350467035,1.2857142857142915e-08,1.076315221047592,0.25577905950143,20,0,-0.9940357852882777,7
12038,12039,4.99e-06,4.9771428571428564e-06,-0.0025765817348983866,-0.0035765817348983866,SL,39.99999999999966,-0.010688826562758965,8.57142857142861e-09,0.7771086042781982,0.5554907794441039,21,0,-0.4151033767063118,1
12040,12071,4.95e-06,4.9714285714285715e-06,0.0043290043290042934,0.0033290043290042934,TP,24.999999999999815,-0.3269311570673999,1.0714285714285733e-08,1.4696712618691108,3.6043958555003277,21,0,-1.1739338763775957,31
12169,12171,4.97e-06,4.975714285714286e-06,0.0011497556769186623,0.0001497556769186623,TP,33.33333333333333,-0.053182206090057034,2.85714285714283e-09,0.6156951852794196,0.2984283442152517,23,0,-0.30890199382194095,2
12186,12193,4.96e-06,4.950357142857143e-06,-0.0019441244239630784,-0.0029441244239630784,SL,25.000000000000014,-0.057637333290266914,6.428571428571367e-09,0.488021691485195,6.431726814237029,0,0,-0.46156933574153025,7
12209,12210,4.93e-06,4.937142857142858e-06,0.0014488554042306756,0.0004488554042306756,TP,25.000000000000014,-0.14125466794140087,3.571428571428537e-09,0.6471348348676382,3.3592788859832274,0,0,-0.7529089664613078,1
12240,12244,4.94e-06,4.932500000000001e-06,-0.0015182186234816708,-0.002518218623481671,SL,16.666666666666657,-0.09166467733938184,4.999999999999952e-09,0.7442115792494741,7.440287853747968,1,0,-0.30272452068618977,4
12270,12273,4.88e-06,4.865e-06,-0.0030737704918032405,-0.0040737704918032405,SL,22.222222222222015,-0.2884429773480531,1.0000000000000086e-08,1.415429660041037,4.4085588684761605,1,0,-1.2865118537098579,3
12274,12275,4.85e-06,4.831785714285714e-06,-0.003755522827687874,-0.004755522827687874,SL,9.999999999999915,-0.20261534625955835,1.2142857142857208e-08,2.1637779193076154,1.7394354511084729,1,0,-1.7502633498095892,1
12276,12292,4.82e-06,4.855714285714286e-06,0.007409602845287688,0.006409602845287688,TP,18.7499999999998,-0.016458038514567286,1.7857142857142988e-08,3.232922120987701,3.4172013466232087,1,0,-2.227270883200134,16
12425,12426,4.97e-06,4.977142857142857e-06,0.001437194596148439,0.0004371945961484389,TP,25.000000000000014,-0.04093171323725539,3.571428571428537e-09,0.48013085211803874,0.5696329972358274,4,0,-0.3049025114338332,1
12440,12468,4.96e-06,4.974285714285714e-06,0.002880184331797153,0.0018801843317971531,TP,37.5,-0.032183259822034224,7.142857142857074e-09,0.5989428879484957,1.0164359036974113,4,0,-0.39360591212145113,28
12502,12513,5e-06,5.0142857142857144e-06,0.0028571428571428914,0.0018571428571428914,TP,33.33333333333333,-0.011664410799510186,7.142857142857074e-09,0.813252795174195,0.2434680184759188,5,0,0.15223139171541888,11
12524,12532,4.98e-06,4.997142857142857e-06,0.0034423407917383297,0.0024423407917383297,TP,39.99999999999966,-0.14423956379981834,8.57142857142861e-09,0.7513581238859088,16.09116363770729,5,0,-0.598802395209592,8
12596,12597,5e-06,5.008571428571429e-06,0.0017142857142855572,0.0007142857142855572,TP,33.33333333333333,-0.057176498261308314,4.2857142857142444e-09,0.4841291954468494,5.696637179354703,6,0,-0.3189792663476944,1
12624,12630,4.98e-06,5.001428571428571e-06,0.004302925989672968,0.0033029259896729677,TP,29.999999999999744,-0.022875130412474486,1.0714285714285853e-08,1.0131052774026963,0.35246775779465067,7,0,-0.6146723078151148,6
12675,12676,4.99e-06,4.998571428571428e-06,0.0017177211565988504,0.0007177211565988504,TP,24.999999999999474,-0.14226392558852996,4.285714285714305e-09,0.8127918864694961,0.3153462216302051,8,0,-0.4111284077755383,1
12677,12679,4.99e-06,4.998571428571429e-06,0.0017177211565990724,0.0007177211565990724,TP,20.000000000000682,-0.005834715130872004,4.2857142857144264e-09,0.9853970379291092,0.3298889985986175,8,0,-0.4151033767063118,2
12684,12686,4.98e-06,4.997142857142857e-06,0.0034423407917383297,0.0024423407917383297,TP,30.000000000000426,-0.06681381571148198,8.571428571428853e-09,0.9653698402961662,0.5642348860570646,8,0,-0.6027703484890853,2
12813,12821,5.01e-06,5.021428571428572e-06,0.0022811519817507175,0.0012811519817507175,TP,37.5,-0.05275782167033288,5.71428571428566e-09,0.61079705334011,0.25126813493565764,10,0,-0.4490720502324758,8
12848,12852,4.98e-06,4.969285714285714e-06,-0.002151462994836484,-0.003151462994836484,SL,33.333333333333016,-0.19092660280318063,7.142857142857195e-09,0.7974315550932335,5.041638142719971,11,0,-0.7533181872533923,4
12864,12876,4.93e-06,4.918214285714286e-06,-0.0023906114169806036,-0.0033906114169806037,SL,12.5,-0.013268382461585109,7.857142857142781e-09,1.6631448889979628,0.5237376439654129,11,0,-1.3723842675949196,12
12878,12885,4.89e-06,4.9199999999999995e-06,0.006134969325153339,0.005134969325153339,TP,33.3333333333331,-0.24099161384561943,1.500000000000004e-08,1.2644249683538415,0.9979462414962513,11,0,-1.6531917461083758,7
12932,12934,4.88e-06,4.861785714285714e-06,-0.0037324355971897205,-0.0047324355971897205,SL,35.71428571428585,-0.0640124908287871,1.2142857142857328e-08,1.0541531692165496,1.3266369077358244,12,0,-0.6271890527001664,2
12935,12939,4.86e-06,4.8814285714285715e-06,0.0044091710758378255,0.0034091710758378255,TP,33.33333333333357,-0.05276727858888623,1.0714285714285733e-08,1.629134373674865,0.21224074942685064,12,0,-0.9820300721241965,4
12982,12984,4.86e-06,4.884285714285714e-06,0.004997060552615951,0.003997060552615951,TP,35.71428571428572,-0.17532759668541673,1.2142857142857027e-08,1.0406257881331216,4.987047646542137,13,0,-0.6825520088282083,2
12998,13000,4.84e-06,4.86e-06,0.004132231404958553,0.003132231404958553,TP,22.222222222222214,-0.05936417741226866,9.999999999999904e-09,1.2567997181901431,0.3083377224229147,13,0,-0.9860480340411393,2
13005,13007,4.81e-06,4.832857142857143e-06,0.004752004752004879,0.003752004752004879,TP,23.076923076922924,-0.2596578054794868,1.142857142857138e-08,1.521882706590697,1.5314941624865825,13,0,-1.4263464218378585,2
13125,13128,4.84e-06,4.8292857142857145e-06,-0.0022136953955135263,-0.0032136953955135264,SL,37.5,-0.1438775251886306,7.142857142857074e-09,0.6591114203384781,0.8636026996492818,15,0,-0.5629288737313544,3
13129,13130,4.82e-06,4.839999999999999e-06,0.004149377593360981,0.003149377593360981,TP,22.222222222222015,-0.1345794398428746,1.0000000000000025e-08,1.2561058032393346,1.2211697652474585,15,0,-0.9046052631579103,1
13131,13138,4.81e-06,4.792857142857142e-06,-0.0035640035640036594,-0.004564003564003659,SL,27.27272727272741,-0.10303070078669944,1.1428571428571561e-08,1.5880956857750004,3.1604723201996965,15,0,-1.0695187165775508,7
13190,13196,4.75e-06,4.735e-06,-0.0031578947368420263,-0.004157894736842026,SL,28.57142857142857,-0.0596267391753369,9.999999999999904e-09,0.7823971535696577,1.7364139807413477,16,0,-0.7023998662095489,6
13216,13218,4.72e-06,4.738571428571428e-06,0.0039346246973364085,0.0029346246973364085,TP,24.99999999999973,-0.2615617371532097,9.285714285714258e-09,0.8677428848409247,0.1792814254334453,17,0,-0.886145059006346,2
13299,13305,4.77e-06,4.758214285714286e-06,-0.002470799640611032,-0.003470799640611032,SL,33.33333333333333,-0.0029206741010990565,7.857142857142781e-09,0.9331530423072755,2.23697016161949,18,0,-0.30097817908202146,6
13371,13378,4.79e-06,4.807142857142857e-06,0.00357888458097233,0.00257888458097233,TP,33.33333333333333,-0.03359487228064047,8.57142857142855e-09,0.7853763571055765,1.9411358808967323,19,0,-0.33291718684976096,7
13422,13423,4.83e-06,4.821428571428572e-06,-0.0017746228926353025,-0.0027746228926353025,SL,20.0,-0.020660749087274843,5.71428571428572e-09,0.7219502774026229,0.5639599703924989,20,0,-0.0951474785918157,1
13424,13425,4.82e-06,4.831428571428571e-06,0.002371072910491989,0.0013710729104919892,TP,19.99999999999966,-0.02402778484551957,5.7142857142857806e-09,0.9841726492617063,0.0,20,0,-0.3267298068572059,1
13427,13437,4.81e-06,4.798214285714285e-06,-0.0024502524502525436,-0.0034502524502525436,SL,25.000000000000256,-0.12069571239601246,7.857142857143024e-09,1.0200401124098404,6.014659219772667,20,0,-0.5746413659101413,10
13441,13445,4.78e-06,4.771428571428572e-06,-0.001793185893604221,-0.002793185893604221,SL,20.0,-0.00552945013520087,5.71428571428566e-09,1.2364107138447222,1.1425274333373563,21,0,-1.035196687370608,4
13462,13464,4.77e-06,4.761428571428572e-06,-0.0017969451931715286,-0.0027969451931715286,SL,25.000000000000014,-0.05488203791822394,5.71428571428566e-09,0.32970146470818745,7.451261848975331,21,0,-0.7077435470441301,2
13465,13470,4.76e-06,4.774285714285714e-06,0.0030012004801920344,0.0020012004801920344,TP,25.000000000000014,-0.0555271770683281,7.142857142857074e-09,0.6427558778099157,10.11969147225884,21,0,-0.808535467200141,5
13502,13504,4.76e-06,4.775714285714286e-06,0.0033013205282113045,0.0023013205282113045,TP,37.5,-0.16953545332535536,7.857142857142781e-09,0.5611798752335203,1.9164644369654218,22,0,-0.31413612565444726,2
13507,13511,4.76e-06,4.78e-06,0.004201680672268893,0.0032016806722688926,TP,36.36363636363636,-0.0023414615270368824,9.999999999999904e-09,0.74878793727958,3.232381450779985,22,0,-0.2932551319648136,4
13539,13545,4.78e-06,4.797142857142857e-06,0.0035863717872086642,0.002586371787208664,TP,36.36363636363636,-0.12532642615328612,8.571428571428489e-09,0.7287136296425113,0.2090112488008017,22,0,-0.23792628459323853,6
13614,13615,4.86e-06,4.88e-06,0.00411522633744843,0.00311522633744843,TP,40.0,-0.054175657648116,9.999999999999904e-09,0.9971612790751235,0.773846150387795,23,0,-0.13151405556468096,1
13634,13636,4.84e-06,4.827142857142858e-06,-0.002656434474616165,-0.003656434474616165,SL,28.57142857142857,-0.05575819926797944,8.571428571428489e-09,0.8553427602006272,0.9740325155706214,0,0,-0.7668019846639399,2
13637,13643,4.82e-06,4.837142857142857e-06,0.003556609365737984,0.002556609365737984,TP,24.99999999999973,-0.08004065837990366,8.57142857142855e-09,1.3850313888268937,0.0,0,0,-1.1038614633345691,6
13684,13704,4.88e-06,4.866071428571429e-06,-0.002854215456674414,-0.003854215456674414,SL,37.5,-0.08359711657318385,9.285714285714258e-09,0.5682747031707253,0.4425866840528707,1,0,-0.09826400262038079,20
13740,13741,4.86e-06,4.8671428571428575e-06,0.0014697236919458678,0.0004697236919458678,TP,20.0,-0.005050073773439798,3.571428571428537e-09,0.6666483756549775,0.354396795925181,2,0,-0.41391746239906974,1
13782,13788,4.88e-06,4.888571428571428e-06,0.0017564402810303914,0.0007564402810303914,TP,0.0,-0.09645489466165033,4.285714285714305e-09,0.8881466065958666,0.8172647252775634,2,0,-0.29013934861672586,6
13837,13840,4.93e-06,4.941428571428572e-06,0.0023181686467690366,0.0013181686467690365,TP,33.33333333333333,-0.0319408814866495,5.71428571428566e-09,0.46226224614967243,0.30432175043273046,3,0,0.0,3
13866,13871,4.93e-06,4.921428571428572e-06,-0.001738626485076722,-0.002738626485076722,SL,40.0,-0.041680958219431276,5.71428571428566e-09,0.36204298371249677,2.6366641424283124,4,0,-0.23070384911157943,5
13917,13918,4.92e-06,4.9285714285714286e-06,0.0017421602787455193,0.0007421602787455192,TP,25.000000000000014,-0.06913699739044168,4.2857142857142444e-09,0.49016741479263665,1.9565806832496089,4,0,-0.2513989133079248,1
13934,13935,4.92e-06,4.93e-06,0.00203252032520318,0.0010325203252031798,TP,40.0,-0.0011326718718597275,4.999999999999952e-09,0.3629244030305351,7.174123447967063,5,0,-0.27161795110876347,1
13944,13946,4.92e-06,4.9285714285714286e-06,0.0017421602787455193,0.0007421602787455192,TP,33.33333333333333,-0.023836776605470202,4.2857142857142444e-09,0.2973298558967253,0.2730462298977285,5,0,-0.243309002433074,2
13956,13963,4.91e-06,4.925714285714285e-06,0.0032004655222577227,0.0022004655222577227,TP,39.99999999999966,-0.06458132077275461,7.857142857142842e-09,0.5815122471805467,0.8065951654953176,5,0,-0.4097196868281427,7
13989,13995,4.9e-06,4.914285714285714e-06,0.002915451895043608,0.0019154518950436081,TP,28.57142857142823,-0.11183547831043897,7.142857142857135e-09,0.6912717597114912,0.7947784376026531,6,0,-0.5035737491877877,6
14247,14252,4.98e-06,4.9999999999999996e-06,0.004016064257028162,0.0030160642570281624,TP,29.999999999999744,-0.14682163622912495,9.999999999999965e-09,1.0442817013182926,0.28272325958997446,10,0,-0.5034763845600615,5
14323,14329,4.99e-06,5.008571428571428e-06,0.0037217291726308055,0.0027217291726308055,TP,33.3333333333331,-0.15045759437486367,9.285714285714258e-09,0.8758184246586238,0.9297604194928236,11,0,-0.3315623377142168,6
14375,14376,4.96e-06,4.968571428571428e-06,0.001728110599078292,0.0007281105990782919,TP,25.000000000000014,-0.14904955949071902,4.2857142857142444e-09,0.4858361834896127,0.42245411608908134,12,0,-0.5334295913046943,1
14409,14410,4.95e-06,4.96e-06,0.002020202020202033,0.0010202020202020332,TP,16.666666666666657,-0.2138796587005405,4.999999999999952e-09,0.7587213506958466,0.18260775155660125,13,0,-0.5904325822388258,1
14411,14412,4.95e-06,4.9425000000000005e-06,-0.0015151515151514694,-0.0025151515151514694,SL,20.0,-0.019462640583981564,4.999999999999952e-09,1.0462693088758064,4.7117620437176155,13,0,-0.5664698083644522,1
14431,14435,4.92e-06,4.903928571428572e-06,-0.003266550522648126,-0.004266550522648126,SL,40.0,-0.08308330649260066,1.0714285714285612e-08,0.8859240720309098,0.18658143895477455,13,0,-0.8983603915723228,4
14436,14442,4.9e-06,4.882857142857142e-06,-0.003498542274052552,-0.004498542274052552,SL,33.3333333333331,-0.10782492177951453,1.142857142857138e-08,1.2443628783960425,1.3276430548596392,13,0,-1.185770750988146,6
14513,14537,4.94e-06,4.928214285714286e-06,-0.0023857721226142603,-0.0033857721226142603,SL,18.181818181818528,-0.363184913701752,7.857142857142963e-09,1.7193868237289363,2.4776314261780334,14,0,0.3575491630099063,24
