entry_date,exit_date,entry_price,exit_price,pnl_pct,exit_type,win,entry_rsi,entry_atr_pct,entry_volume_ratio,entry_bb_width,entry_above_ema50,entry_above_ema100,entry_momentum_7d,entry_momentum_14d
2025-01-15 05:30:00,2025-01-15 09:30:00,1.01123,0.9606685,4.990000000000003,TP,True,40.554927454305606,2.6142138075130603,0.25456922034694557,9.348996220485763,False,True,-1.9612975781901354,-3.337953448358255
2025-01-28 06:00:00,2025-01-28 08:00:00,0.98872,0.939284,4.990000000000003,TP,True,46.14490507555213,4.821818686209006,0.9099160976423453,8.247720865367635,False,False,-45.721249917653,-7.069074093220418
2025-01-29 13:30:00,2025-01-29 18:30:00,0.94032,0.9685296000000001,-3.0100000000000056,SL,False,41.527115674530435,4.347987919006292,1.5418694585509207,19.86644888543238,False,False,-42.691719333743706,-21.501318996894515
2025-01-29 19:00:00,2025-01-29 19:30:00,0.85803,0.8837709,-3.010000000000008,SL,False,27.53194888178912,4.928399106924338,3.600333866109833,21.125558946604038,False,False,-55.464029897228286,-29.456886345698507
2025-01-30 00:00:00,2025-01-30 00:30:00,0.97825,1.0075975,-3.009999999999997,SL,False,52.30067582822824,8.125807747070205,0.6228427180803621,30.14961258121297,True,False,-33.818405688268285,-23.60465751926967
2025-01-30 20:30:00,2025-01-30 21:00:00,1.17264,1.2078191999999999,-3.0099999999999976,SL,False,45.39091973461688,4.231660429214665,0.8182967889454831,11.25458655156834,True,True,-22.11580611309627,-14.505686789151362
2025-01-31 17:00:00,2025-01-31 18:00:00,1.04299,0.9908405,4.990000000000006,TP,True,59.080552204798295,4.324586045887305,0.9271790326748648,18.254146404979604,False,False,-25.73623650707755,-31.473755445030648
2025-02-02 06:30:00,2025-02-02 08:00:00,0.66,0.627,4.990000000000004,TP,True,55.81519507186858,6.165476190476191,0.3418252915879383,20.230524270232127,False,False,-48.469706433479075,-62.10794642293273
2025-02-02 15:00:00,2025-02-02 15:30:00,0.59616,0.6140448000000001,-3.0100000000000056,SL,False,41.8182757907794,4.982602944559466,1.1436328756682435,22.03970550224542,False,False,-55.28788821972055,-70.9477931609187
2025-02-03 01:30:00,2025-02-03 02:00:00,0.59113,0.6088639,-3.0099999999999945,SL,False,53.06496894135332,10.576595431026773,2.469215679240832,27.107340402183105,False,False,-43.90651243559207,-70.47789325435868
2025-02-03 05:00:00,2025-02-03 05:30:00,0.63791,0.6570473,-3.010000000000004,SL,False,53.49484613648333,11.687721286253993,1.2866163955646763,24.18936372254934,False,False,-36.58189843718933,-68.88456398099642
2025-02-03 08:30:00,2025-02-03 09:00:00,0.6392,0.658376,-3.0099999999999953,SL,False,56.481756155443485,8.93091811192562,0.4191379674729652,20.02036333412392,False,False,-31.10955434606887,-72.90664406061248
2025-02-03 12:30:00,2025-02-03 13:00:00,0.62072,0.6393416000000001,-3.0100000000000025,SL,False,39.92259904267238,6.189586286892636,1.0486599089282738,15.533399042840939,False,False,-37.304176556739556,-67.42670326037332
2025-02-04 00:00:00,2025-02-04 04:00:00,0.79751,0.8214353000000001,-3.0100000000000047,SL,False,52.07573679456729,5.728992202516044,0.5486109170531,19.491953736161115,True,True,-25.61304343770694,-53.96608251945233
2025-02-04 18:00:00,2025-02-04 18:30:00,0.72724,0.7490572,-3.0099999999999976,SL,False,53.709090909090925,3.9496688065248664,0.3573203771146424,9.629304453769631,False,False,-21.386258485752585,-62.01787234487045
2025-02-04 19:30:00,2025-02-04 21:00:00,0.69226,0.657647,4.990000000000001,TP,True,39.2882296888594,5.2032473348164,1.9044236490026096,11.119303901904637,False,False,-21.525817604715748,-63.21776785951489
2025-02-05 13:30:00,2025-02-05 14:30:00,0.68257,0.7030471,-3.010000000000004,SL,False,50.59438896814075,2.6023495235444227,0.7984008771803054,5.461092024085242,False,False,-27.410881402075894,-58.40042418074
2025-02-06 08:00:00,2025-02-06 11:00:00,0.50813,0.48272349999999997,4.99,TP,True,47.83251960349165,3.6021434334858062,0.5570159373755255,8.288028674823119,False,False,-51.391400009566176,-67.28664503502266
2025-02-06 22:00:00,2025-02-06 23:30:00,0.44164,0.41955799999999993,4.99000000000001,TP,True,51.156219364511834,5.3746102190536575,0.3403868272132052,15.124221965035037,False,False,-62.99374905733104,-68.32555170657888
2025-02-07 06:00:00,2025-02-07 07:00:00,0.44845,0.4619035,-3.0100000000000016,SL,False,60.08716788198813,3.96158195689916,0.36207623846819587,11.501733233904208,False,False,-56.18209176893614,-68.1950354609929
2025-02-07 16:00:00,2025-02-07 17:00:00,0.51118,0.48562099999999997,4.99,TP,True,53.03663808376443,5.4516720417185995,1.9448698032905292,26.626169367413087,True,False,-52.603128390093744,-63.94885502105181
2025-02-08 04:30:00,2025-02-08 06:00:00,0.4353,0.448359,-3.0099999999999967,SL,False,54.32685586467219,2.689934692002234,0.26510723593235347,9.578847445164723,False,False,-51.93985028816217,-63.15201381482045
2025-02-09 06:00:00,2025-02-09 08:00:00,0.53,0.5459,-3.0100000000000047,SL,False,42.93206793206793,4.723719676549868,1.2455851411673442,14.2053508299762,True,True,-21.4884602850117,-58.62607338017174
2025-02-09 11:30:00,2025-02-09 13:30:00,0.53501,0.5082595,4.990000000000002,TP,True,36.38129272840275,3.140395239608335,0.47266211069187986,13.149878270362542,True,True,-6.987134909596671,-58.06474369023358
2025-02-10 22:00:00,2025-02-10 22:30:00,0.60968,0.5791959999999999,4.99000000000001,TP,True,40.95969891798654,4.315964346636174,1.4296166470909628,10.31647251745097,True,True,-30.021578439924703,-41.05556253806812
2025-02-11 09:30:00,2025-02-11 11:00:00,0.65421,0.6214995,4.989999999999997,TP,True,57.162311134167695,3.578798419904489,0.412261177662467,18.822680229248284,True,True,-6.116269391386709,-32.094331592987416
2025-02-12 13:30:00,2025-02-12 15:00:00,0.51609,0.49028550000000004,4.990000000000001,TP,True,42.11666861895282,4.355967812923001,8.731006211018329,9.02912937591048,False,False,-24.390172436526647,-45.11549259826442
2025-02-15 19:30:00,2025-02-16 00:00:00,0.43285,0.44583550000000005,-3.0100000000000087,SL,False,43.071331213084974,2.3515239525404703,1.5361952451517407,5.00608053520854,False,False,-19.014743301900904,-41.34267477945062
2025-02-16 02:30:00,2025-02-16 03:30:00,0.43012,0.4430236,-3.0100000000000033,SL,False,47.948910593538685,2.2414010707975147,0.5884306975352255,5.233159389508487,False,False,-20.115892502275123,-29.76027173558038
2025-02-16 07:30:00,2025-02-16 16:30:00,0.43862,0.45177860000000003,-3.0100000000000042,SL,False,46.6634429400387,2.6155083801793935,1.526746981183566,8.242723264943223,False,False,-18.734946455700896,-31.46134133383336
2025-02-16 17:30:00,2025-02-16 20:30:00,0.43212,0.410514,4.990000000000003,TP,True,47.292954264524106,2.605261765911587,1.465982139582872,5.960126441172985,False,False,-11.08459021790571,-25.17532163945213
2025-02-17 05:00:00,2025-02-17 05:30:00,0.4141,0.42652300000000004,-3.010000000000004,SL,False,42.344632768361606,2.7969434574119414,3.149068424753597,9.318722858429673,False,False,-19.43579766536965,-35.084886582746776
2025-02-17 15:30:00,2025-02-17 17:00:00,0.42083,0.3997885,4.9899999999999975,TP,True,48.37988826815642,3.121043108686576,1.5972338924577885,13.947919457462167,False,False,-35.00895725228565,-47.75218821776647
