direction,total_trades,win_rate,total_return,avg_win,avg_loss,profit_factor,max_drawdown,rr_ratio,version,coin
LONG,21,14.285714285714285,-2.790639216337894,4.474582153012784,0.8803355908622867,0.8471356831527433,6.05994538952195,5.08281409891646,Conservative,GRIFFAIN
SHORT,16,18.75,-5.430566166676442,8.121975867195227,2.170507226065352,0.863531851306753,21.078732355699255,3.741971355662596,Conservative,GRIFFAIN
LONG,9,22.22222222222222,-1.1690289222442232,5.996684914716761,1.8074571072967078,0.947927638307532,5.3361987146837135,3.317746734076362,Baseline,GRIFFAIN
SHORT,10,10.0,-18.731283533300285,4.594571598740752,2.7565150690820244,0.1852004950532154,22.301210068077623,1.6668044554789385,Baseline,GRIFFAIN
LONG,3,33.33333333333333,3.175723633920782,10.113117172008943,3.182741352805184,1.5887431699555963,5.081644704812622,3.1774863399111926,Aggressive,GRIFFAIN
SHORT,8,0.0,-24.59464404019964,0.0,3.4489474920331946,0.0,24.59464404019964,0.0,Aggressive,GRIFFAIN
