avg_daily_range_pct,avg_candle_range_pct,avg_body_pct,explosive_moves_pct,avg_volume,volume_consistency_cv,trending_pct,mean_reverting_pct,choppy_pct,avg_win_return,avg_loss_return,win_rate,max_single_move_up,max_single_move_down,price_range_total
165.8602920571829,0.11901460704996687,0.07411701808191734,0.006944122957270496,911.0293634553956,2.6912524313022153,45.085875653904914,39.82685986759872,15.078005647886672,0.08135172687200629,-0.08239003683324726,45.19003749826397,2.4450278962914345,-4.437823427944166,71.44142522944033
