direction,total_trades,win_rate,total_return,avg_win,avg_loss,profit_factor,max_drawdown,rr_ratio,version,coin
LONG,34,29.411764705882355,8.045570161765895,1.6100730538187775,0.34172132311461384,1.96318967253759,1.3503660570987766,4.711655214090215,Conservative,PNUT
SHORT,33,36.36363636363637,23.1033729828344,2.5668119921834895,0.4508716029204357,3.2531428023378326,2.129758895744117,5.692999904091208,Conservative,PNUT
LONG,4,0.0,-4.187123022951525,0.0,1.0634969154882108,0.0,4.187123022951525,0.0,Baseline,PNUT
SHORT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline,PNUT
LONG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggressive,PNUT
SHORT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggressive,PNUT
