trade_num,entry_time,exit_time,signal_price,stop,target,result,min_price_during_trade,dip_below_signal_pct,limit_price,filled,actual_entry,exit_price,entry_improvement_pct,gross_pnl_pct,entry_fee_type,entry_fee_pct,exit_fee_type,exit_fee_pct,total_fees_pct,profit_after_fees_pct,profit_after_fees_dollar,running_balance
1,2025-11-07 06:30:00,2025-11-07 06:53:00,3355.49,3349.6739285714284,3367.122142857142,STOP,3349.04,0.19222229838264512,3354.3155785,YES,3354.3155785,3349.6739285714284,0.034999999999999996,-0.138378450683736,MAKER,0.06999999999999999,TAKER,0.1,0.17,-0.30837845068373604,-30.837845068373603,9969.162154931626
2,2025-11-07 07:25:00,2025-11-07 09:06:00,3340.99,3331.2292857142857,3360.511428571428,STOP,3328.67,0.3687529744177537,3339.8206535,YES,3339.8206535,3331.2292857142857,0.034999999999999996,-0.2572403933340214,MAKER,0.06999999999999999,TAKER,0.1,0.17,-0.4272403933340214,-42.59228760283629,9926.56986732879
3,2025-11-07 14:36:00,2025-11-07 14:43:00,3207.33,3190.1014285714286,3241.7871428571425,TP,3194.05,0.41405156313817865,3206.2074345,YES,3206.2074345,3241.7871428571425,0.034999999999999996,1.1097132385849817,MAKER,0.06999999999999999,TAKER,0.1,0.17,0.9397132385849817,93.28129118067629,10019.851158509466
4,2025-11-07 22:13:00,2025-11-07 22:33:00,3456.16,3448.3707142857143,3471.738571428571,STOP,3447.11,0.2618513031804004,3454.950344,YES,3454.950344,3448.3707142857143,0.034999999999999996,-0.19044064484782078,MAKER,0.06999999999999999,TAKER,0.1,0.17,-0.3604406448478208,-36.11561612852336,9983.735542380942
5,2025-11-08 13:06:00,2025-11-08 13:41:00,3394.56,3388.249285714286,3407.181428571428,TP,3390.43,0.12166525263952055,3393.371904,YES,3393.371904,3407.181428571428,0.034999999999999996,0.40695582335522357,MAKER,0.06999999999999999,TAKER,0.1,0.17,0.23695582335522355,23.657042756056857,10007.392585136999
6,2025-11-08 15:12:00,2025-11-08 15:21:00,3393.49,3387.520357142857,3405.429285714285,STOP,3385.26,0.24252318409659565,3392.3022785,YES,3392.3022785,3387.520357142857,0.034999999999999996,-0.1409638930896615,MAKER,0.06999999999999999,TAKER,0.1,0.17,-0.31096389308966155,-31.119377579508132,9976.273207557491
7,2025-11-08 19:18:00,2025-11-08 19:21:00,3392.45,3386.6964285714284,3403.957142857142,STOP,3378.42,0.4135654173237556,3391.2626425,YES,3391.2626425,3386.6964285714284,0.034999999999999996,-0.1346464255332714,MAKER,0.06999999999999999,TAKER,0.1,0.17,-0.3046464255332714,-30.39235972825734,9945.880847829234
8,2025-11-09 01:32:00,2025-11-09 01:39:00,3380.1,3374.9625,3390.3749999999995,TP,3380.04,0.0017750954113767473,3378.916965,NO,,,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,9945.880847829234
9,2025-11-09 03:24:00,2025-11-09 03:57:00,3362.48,3354.772857142857,3377.894285714285,TP,3358.8,0.10944303014441235,3361.303132,YES,3361.303132,3377.894285714285,0.034999999999999996,0.4935929031908913,MAKER,0.06999999999999999,TAKER,0.1,0.17,0.3235929031908913,32.18416458339745,9978.065012412631
10,2025-11-09 17:20:00,2025-11-09 18:44:00,3510.62,3503.539642857143,3524.7807142857137,TP,3504.89,0.16321903253556402,3509.391283,YES,3509.391283,3524.7807142857137,0.034999999999999996,0.4385213857532035,MAKER,0.06999999999999999,TAKER,0.1,0.17,0.2685213857532035,26.793238442685954,10004.858250855317
11,2025-11-10 14:03:00,2025-11-10 14:16:00,3604.29,3597.306071428572,3618.2578571428567,STOP,3595.04,0.25663861675947275,3603.0284985000003,YES,3603.0284985000003,3597.306071428572,0.034999999999999996,-0.15882269801114726,MAKER,0.06999999999999999,TAKER,0.1,0.17,-0.3288226980111473,-32.89824483265333,9971.960006022664
