trade_num,entry_time,exit_time,type,signal_price,stop,target,filled,result,size,gross_pnl_pct,net_pnl_pct,pnl_dollar,winner,running_balance
24,2025-11-15 20:16:00,2025-11-15 20:37:00,LONG,3189.62,3183.4335714285717,3201.9928571428563,YES,STOP,1.0,-0.15901068824117415,-0.22901068824117415,-23.53704712488393,LOSS,10254.169773308213
25,2025-11-16 01:00:00,2025-11-16 01:14:00,LONG,3138.46,3129.2435714285716,3156.892857142857,YES,TP,1.0,0.6225396053360903,0.5525396053360904,56.65834919592987,WIN,10310.828122504143
26,2025-11-16 01:33:00,2025-11-16 02:10:00,LONG,3140.68,3129.142857142857,3163.7542857142853,YES,TP,1.0,0.7699602445928492,0.6999602445928492,72.17169774582828,WIN,10382.999820249972
27,2025-11-16 06:57:00,2025-11-16 07:46:00,LONG,3202.35,3196.3092857142856,3214.431428571428,YES,TP,1.0,0.4124119311488512,0.3424119311488512,35.55263019569968,WIN,10418.552450445672
28,2025-11-16 11:06:00,2025-11-16 11:10:00,LONG,3228.4,3223.122142857143,3238.9557142857143,YES,STOP,1.0,-0.12852711628531313,-0.1985271162853131,-20.683651738542615,LOSS,10397.86879870713
29,2025-11-16 15:54:00,2025-11-16 15:58:00,LONG,3128.05,3110.0757142857146,3163.9985714285717,YES,STOP,1.0,-0.5398052491686353,-0.6098052491686352,-63.406749736183784,LOSS,10334.462048970947
30,2025-11-16 17:55:00,2025-11-16 17:59:00,LONG,3035.09,3016.7385714285715,3071.792857142857,YES,TP,1.0,1.244719631682446,1.174719631682446,121.40095451803367,WIN,10455.863003488981
31,2025-11-16 19:10:00,2025-11-16 21:04:00,SHORT,3109.33,3123.4642857142853,3081.0614285714287,YES,TP,1.0,0.9438228052538834,0.8738228052538835,91.36571541059037,WIN,10547.22871889957
32,2025-11-17 00:16:00,2025-11-17 00:30:00,LONG,3082.65,3062.048571428572,3123.852857142857,YES,TP,1.0,1.372085330764558,1.302085330764558,137.33391795097793,WIN,10684.56263685055
33,2025-11-17 01:27:00,2025-11-17 01:52:00,SHORT,3144.6,3156.238571428571,3121.322857142857,YES,TP,1.5,0.7749546406179814,0.7049546406179814,112.98198020731937,WIN,10797.544617057869
34,2025-11-17 14:36:00,2025-11-17 14:55:00,SHORT,3189.33,3210.64,3146.7100000000005,YES,TP,1.5,1.370851030244368,1.3008510302443679,210.68995558813887,WIN,11008.234572646008
35,2025-11-17 16:02:00,2025-11-17 16:16:00,LONG,3093.05,3068.7714285714287,3141.607142857143,YES,STOP,1.0,-0.7502020779635546,-0.8202020779635546,-90.28976871194499,LOSS,10917.944803934062
36,2025-11-17 21:20:00,2025-11-17 22:13:00,LONG,2987.37,2969.592857142857,3022.924285714285,YES,TP,1.0,1.2255823567942061,1.155582356794206,126.1658438787918,WIN,11044.110647812855
37,2025-11-17 23:07:00,2025-11-17 23:17:00,LONG,3016.39,3006.7792857142854,3035.6114285714284,YES,STOP,1.0,-0.2837157355743531,-0.3537157355743531,-39.064757215556696,LOSS,11005.0458905973
38,2025-11-18 03:30:00,2025-11-18 03:38:00,LONG,2959.02,2937.962142857143,3001.1357142857137,YES,TP,1.0,1.4588099963351833,1.3888099963351832,152.8391774298896,WIN,11157.885068027188
39,2025-11-18 08:04:00,2025-11-18 08:33:00,SHORT,3038.44,3046.23,3022.86,YES,STOP,1.0,-0.22130410778601703,-0.291304107786017,-32.503377545205815,LOSS,11125.381690481981
40,2025-11-18 09:05:00,2025-11-18 09:25:00,LONG,3049.45,3037.0364285714286,3074.2771428571423,YES,STOP,1.0,-0.3722060211300475,-0.44220602113004753,-49.19710770901119,LOSS,11076.18458277297
41,2025-11-18 13:21:00,2025-11-18 13:37:00,LONG,3038.0,3027.77,3058.46,YES,STOP,1.0,-0.30184033799585674,-0.37184033799585675,-41.18572218962799,LOSS,11034.998860583342
42,2025-11-18 14:25:00,2025-11-18 14:32:00,SHORT,3061.71,3070.862857142857,3043.404285714286,YES,STOP,0.5,-0.2638535717602176,-0.3338535717602176,-18.420368919878403,LOSS,11016.578491663464
43,2025-11-18 21:32:00,2025-11-18 22:34:00,LONG,3107.12,3096.727142857143,3127.905714285714,YES,TP,1.0,0.704216914323225,0.634216914323225,69.86900417382411,WIN,11086.447495837288
44,2025-11-19 04:59:00,2025-11-19 05:08:00,LONG,3048.9,3037.1357142857146,3072.428571428571,YES,STOP,1.0,-0.35097628767417394,-0.42097628767417394,-46.671315102922236,LOSS,11039.776180734367
45,2025-11-19 05:26:00,2025-11-19 05:35:00,LONG,3025.64,3010.2414285714285,3056.437142857142,YES,STOP,1.0,-0.47410194355201,-0.54410194355201,-60.06763676316755,LOSS,10979.7085439712
46,2025-11-19 06:32:00,2025-11-19 07:05:00,SHORT,3042.3,3049.694285714286,3027.511428571429,YES,STOP,0.5,-0.2079764050595039,-0.2779764050595039,-15.260499548271168,LOSS,10964.448044422928
47,2025-11-19 07:33:00,2025-11-19 07:39:00,SHORT,3062.33,3069.205714285714,3048.5785714285716,YES,STOP,0.5,-0.18945927224914838,-0.2594592722491484,-14.224138551097857,LOSS,10950.223905871831
48,2025-11-19 08:26:00,2025-11-19 08:28:00,SHORT,3092.07,3099.4157142857143,3077.378571428572,YES,STOP,0.5,-0.20249536172524613,-0.27249536172524613,-14.919426121014912,LOSS,10935.304479750817
49,2025-11-19 21:20:00,2025-11-19 21:23:00,SHORT,2978.93,2994.9342857142856,2946.9214285714284,YES,STOP,0.5,-0.502073746794072,-0.572073746794072,-31.279003030325253,LOSS,10904.025476720491
50,2025-11-20 01:53:00,2025-11-20 02:06:00,SHORT,3049.52,3056.0942857142854,3036.371428571429,YES,STOP,0.5,-0.1805210969218492,-0.2505210969218492,-13.658442116459037,LOSS,10890.367034604033
51,2025-11-20 06:43:00,2025-11-20 07:08:00,LONG,3012.06,3004.532142857143,3027.1157142857137,YES,TP,1.0,0.5350350171384914,0.46503501713849144,50.64402020581548,WIN,10941.011054809847
52,2025-11-20 09:46:00,2025-11-20 11:43:00,LONG,3002.89,2993.62,3021.4299999999994,YES,TP,1.0,0.6526336547380492,0.5826336547380493,63.74601257393261,WIN,11004.75706738378
53,2025-11-20 12:13:00,2025-11-20 13:13:00,LONG,3015.45,3006.6664285714287,3033.017142857142,YES,TP,1.0,0.6177874125529651,0.5477874125529651,60.282673997161176,WIN,11065.03974138094
54,2025-11-20 18:50:00,2025-11-20 19:02:00,LONG,2812.83,2798.0485714285714,2842.392857142857,YES,STOP,1.0,-0.4906719812598042,-0.5606719812598042,-62.038577545185234,LOSS,11003.001163835756
55,2025-11-20 21:19:00,2025-11-20 21:21:00,SHORT,2862.68,2871.722857142857,2844.5942857142854,YES,STOP,1.0,-0.28078953308873494,-0.35078953308873495,-38.59737640836752,LOSS,10964.403787427387
56,2025-11-20 22:35:00,2025-11-20 23:07:00,LONG,2886.48,2871.3685714285716,2916.7028571428564,YES,STOP,1.0,-0.4886954943607916,-0.5586954943607916,-61.257629943880794,LOSS,10903.146157483507
57,2025-11-20 23:37:00,2025-11-21 00:41:00,LONG,2839.84,2825.0628571428574,2869.394285714285,YES,TP,1.0,1.076079121998183,1.0060791219981828,109.69427713138867,WIN,11012.840434614895
58,2025-11-21 04:32:00,2025-11-21 04:45:00,LONG,2785.5,2769.887142857143,2816.7257142857143,YES,TP,1.0,1.1564140533270026,1.0864140533270026,119.64504615213477,WIN,11132.485480767029
59,2025-11-21 05:37:00,2025-11-21 06:08:00,LONG,2810.37,2799.0192857142856,2833.071428571428,YES,STOP,1.0,-0.3690159849344321,-0.4390159849344321,-48.87339078107202,LOSS,11083.612089985956
60,2025-11-21 07:33:00,2025-11-21 07:34:00,LONG,2715.0,2689.3607142857145,2766.278571428571,YES,STOP,1.0,-0.909675134521231,-0.979675134521231,-108.58339165238134,LOSS,10975.028698333575
61,2025-11-21 10:10:00,2025-11-21 12:18:00,SHORT,2704.69,2724.1985714285715,2665.672857142857,YES,TP,0.5,1.4770565915675689,1.4070565915675688,77.21243236316747,WIN,11052.241130696742
62,2025-11-21 21:17:00,2025-11-21 21:22:00,SHORT,2752.47,2763.0328571428568,2731.3442857142854,YES,STOP,1.0,-0.34863718754275314,-0.41863718754275314,-46.26879142999222,LOSS,11005.972339266751
63,2025-11-21 22:23:00,2025-11-21 22:31:00,LONG,2749.82,2739.815,2769.8300000000004,YES,STOP,1.0,-0.32895713192689807,-0.3989571319268981,-43.909111585406364,LOSS,10962.063227681345
64,2025-11-22 02:06:00,2025-11-22 02:18:00,LONG,2764.09,2755.8485714285716,2780.5728571428567,YES,STOP,1.0,-0.2632527834397718,-0.3332527834397718,-36.53138082867577,LOSS,10925.53184685267
65,2025-11-22 10:17:00,2025-11-22 10:25:00,LONG,2718.35,2710.6892857142857,2733.6714285714284,YES,STOP,1.0,-0.2469012768780848,-0.3169012768780848,-34.62314992839791,LOSS,10890.90869692427
66,2025-11-22 14:46:00,2025-11-22 16:22:00,LONG,2733.71,2723.09,2754.9499999999994,YES,TP,1.0,0.8122503886489071,0.7422503886489071,80.83781213031803,WIN,10971.746509054588
67,2025-11-22 18:09:00,2025-11-22 18:31:00,SHORT,2753.8,2757.795714285714,2745.808571428572,YES,TP,1.0,0.32508262501138624,0.25508262501138623,27.987019004891575,WIN,10999.73352805948
68,2025-11-26 12:03:00,2025-11-26 12:04:00,LONG,2904.96,2897.492142857143,2919.895714285714,YES,STOP,1.0,-0.2221503850585257,-0.2921503850585257,-32.13576385763752,LOSS,10967.597764201842
69,2025-11-29 06:21:00,2025-11-29 06:34:00,LONG,3016.23,3009.9535714285716,3028.7828571428568,YES,STOP,1.0,-0.17314912897951473,-0.24314912897951474,-26.667618433633514,LOSS,10940.930145768209
70,2025-11-29 07:37:00,2025-11-29 08:22:00,LONG,2998.64,2992.3807142857145,3011.158571428571,YES,TP,1.0,0.4526333912922157,0.3826333912922157,41.863652055665256,WIN,10982.793797823873
71,2025-11-29 12:12:00,2025-11-29 12:18:00,LONG,2996.42,2993.6128571428576,3002.034285714285,YES,STOP,1.0,-0.058703770204830065,-0.12870377020483006,-14.135269691621566,LOSS,10968.658528132251
72,2025-11-29 15:16:00,2025-11-29 15:17:00,SHORT,3006.55,3011.1028571428574,2997.4442857142863,YES,STOP,1.0,-0.11639054311091801,-0.18639054311091802,-20.444542202567728,LOSS,10948.213985929684
73,2025-11-29 17:33:00,2025-11-29 17:54:00,LONG,2980.58,2973.341428571429,2995.057142857142,YES,STOP,1.0,-0.20793058957383057,-0.27793058957383054,-30.428435678898943,LOSS,10917.785550250785
74,2025-11-29 18:33:00,2025-11-29 18:36:00,SHORT,2982.08,2987.315714285714,2971.6085714285714,YES,STOP,0.5,-0.14052337978366072,-0.2105233797836607,-11.492245568960044,LOSS,10906.293304681825
75,2025-11-29 19:31:00,2025-11-29 19:41:00,LONG,2993.97,2989.3821428571428,3003.1457142857134,YES,STOP,1.0,-0.11827797423921423,-0.18827797423921422,-20.534148098641992,LOSS,10885.759156583183
76,2025-11-29 22:13:00,2025-11-30 00:12:00,LONG,2984.03,2978.771428571429,2994.5471428571427,NO,SKIP,0.0,0.0,0.0,0.0,SKIP,10885.759156583183
77,2025-11-30 01:05:00,2025-11-30 01:07:00,SHORT,3008.9,3011.8785714285714,3002.9428571428575,YES,STOP,0.5,-0.06396964852959591,-0.13396964852959592,-7.2918066409263975,LOSS,10878.467349942257
78,2025-11-30 02:37:00,2025-11-30 02:44:00,LONG,2999.27,2995.616428571429,3006.577142857142,YES,STOP,1.0,-0.08684575203554203,-0.15684575203554202,-17.06241392495783,LOSS,10861.4049360173
79,2025-11-30 03:19:00,2025-11-30 03:40:00,LONG,2979.11,2972.3407142857145,2992.6485714285714,YES,TP,1.0,0.4896215700788381,0.4196215700788381,45.57679792513621,WIN,10906.981733942435
80,2025-11-30 03:43:00,2025-11-30 05:04:00,SHORT,3003.59,3008.097142857143,2994.575714285715,YES,TP,1.0,0.33499980047569494,0.26499980047569494,28.903479832867944,WIN,10935.885213775304
81,2025-11-30 06:09:00,2025-11-30 06:24:00,LONG,2988.39,2985.077142857143,2995.015714285714,YES,TP,1.0,0.256805062377898,0.186805062377898,20.42878719516828,WIN,10956.314000970471
82,2025-11-30 07:47:00,2025-11-30 08:15:00,SHORT,3008.38,3010.9485714285715,3003.2428571428577,NO,SKIP,0.0,0.0,0.0,0.0,SKIP,10956.314000970471
83,2025-11-30 11:06:00,2025-11-30 11:08:00,SHORT,3013.12,3015.0899999999997,3009.1800000000003,YES,STOP,1.5,-0.030370105382382183,-0.10037010538238217,-16.49529586319813,LOSS,10939.818705107273
84,2025-11-30 23:25:00,2025-11-30 23:33:00,LONG,3011.31,3003.795,3026.3399999999992,YES,STOP,1.0,-0.21463428395880496,-0.28463428395880497,-31.138474637673497,LOSS,10908.6802304696
85,2025-12-01 00:07:00,2025-12-01 00:08:00,LONG,2955.57,2938.088571428572,2990.5328571428563,YES,STOP,1.0,-0.5566688499870991,-0.626668849987099,-68.36130094905387,LOSS,10840.318929520545
86,2025-12-01 02:03:00,2025-12-01 02:04:00,SHORT,2860.2,2867.0228571428565,2846.554285714286,YES,STOP,0.5,-0.2034735413703891,-0.2734735413703891,-14.822702036202243,LOSS,10825.496227484342
87,2025-12-01 02:38:00,2025-12-01 03:08:00,LONG,2838.59,2826.6842857142856,2862.401428571429,YES,STOP,1.0,-0.3845581220131501,-0.4545581220131501,-49.20817235025723,LOSS,10776.288055134084
88,2025-12-01 12:02:00,2025-12-01 12:05:00,LONG,2831.34,2825.8028571428576,2842.414285714285,YES,STOP,1.0,-0.16062237580417155,-0.23062237580417155,-24.852531536251377,LOSS,10751.435523597833
89,2025-12-01 14:04:00,2025-12-01 14:31:00,SHORT,2821.57,2828.4357142857143,2807.8385714285723,YES,TP,0.5,0.5214766329223415,0.45147663292234147,24.270109546378006,WIN,10775.70563314421
90,2025-12-01 15:15:00,2025-12-01 15:25:00,LONG,2790.74,2775.59,2821.0399999999995,YES,STOP,1.0,-0.50804458212445,-0.57804458212445,-62.28838259806927,LOSS,10713.417250546141
91,2025-12-01 18:12:00,2025-12-01 18:35:00,SHORT,2757.18,2765.1442857142856,2741.2514285714287,NO,SKIP,0.0,0.0,0.0,0.0,SKIP,10713.417250546141
92,2025-12-01 18:57:00,2025-12-01 19:21:00,SHORT,2754.83,2763.6985714285715,2737.092857142857,YES,TP,1.0,0.6786186508996882,0.6086186508996883,65.20385553552839,WIN,10778.62110608167
93,2025-12-02 01:06:00,2025-12-02 01:12:00,SHORT,2821.35,2829.2685714285712,2805.5128571428572,YES,TP,1.0,0.5961234445234508,0.5261234445234508,56.70885263544855,WIN,10835.329958717119
94,2025-12-02 05:06:00,2025-12-02 06:34:00,LONG,2799.12,2794.986428571429,2807.387142857142,YES,TP,1.0,0.3304635879303429,0.2604635879303429,28.22208917456595,WIN,10863.552047891684
95,2025-12-02 08:06:00,2025-12-02 08:12:00,LONG,2801.02,2796.447142857143,2810.1657142857143,YES,STOP,1.0,-0.12830176000680507,-0.19830176000680505,-21.542614910224522,LOSS,10842.00943298146
96,2025-12-02 10:51:00,2025-12-02 11:11:00,SHORT,2831.87,2837.658571428571,2820.292857142858,YES,TP,1.0,0.443660902235793,0.373660902235793,40.51235026776831,WIN,10882.521783249229
97,2025-12-02 13:16:00,2025-12-02 13:17:00,SHORT,2837.54,2843.828571428571,2824.9628571428575,YES,STOP,1.0,-0.1865552441792745,-0.2565552441792745,-27.9196803338778,LOSS,10854.60210291535
98,2025-12-05 13:04:00,2025-12-05 13:09:00,LONG,3116.13,3109.2021428571434,3129.9857142857136,YES,TP,1.0,0.47981287183809834,0.40981287183809834,44.483556604556014,WIN,10899.085659519907
99,2025-12-05 15:02:00,2025-12-05 15:04:00,SHORT,3131.78,3143.8214285714284,3107.6971428571433,YES,STOP,1.0,-0.34936924224590477,-0.41936924224590477,-45.70741294206071,LOSS,10853.378246577848
100,2025-12-05 19:00:00,2025-12-05 19:18:00,LONG,2991.26,2974.8971428571435,3023.985714285714,YES,TP,1.0,1.1294397629648596,1.0594397629648595,114.98500476922398,WIN,10968.363251347071
101,2025-12-05 19:56:00,2025-12-05 20:38:00,SHORT,3043.35,3051.258571428571,3027.532857142857,YES,TP,1.0,0.5545339383944665,0.4845339383944665,53.14544243916332,WIN,11021.508693786234
102,2025-12-05 23:00:00,2025-12-05 23:03:00,LONG,3022.92,3017.532857142857,3033.694285714286,YES,STOP,1.0,-0.14326004591408747,-0.21326004591408748,-23.504474500793666,LOSS,10998.00421928544
103,2025-12-05 23:28:00,2025-12-06 00:02:00,SHORT,3024.73,3028.9442857142853,3016.301428571429,NO,SKIP,0.0,0.0,0.0,0.0,SKIP,10998.00421928544
104,2025-12-06 02:05:00,2025-12-06 02:36:00,LONG,3019.22,3014.645,3028.37,NO,SKIP,0.0,0.0,0.0,0.0,SKIP,10998.00421928544
105,2025-12-06 03:06:00,2025-12-06 03:09:00,SHORT,3040.43,3044.081428571428,3033.127142857143,YES,STOP,1.0,-0.0850660216131836,-0.1550660216131836,-17.054167599696004,LOSS,10980.950051685744
106,2025-12-06 07:26:00,2025-12-06 07:30:00,LONG,3033.37,3028.977142857143,3042.1557142857137,YES,STOP,1.0,-0.10985616536208694,-0.17985616536208693,-19.74991568328808,LOSS,10961.200136002457
107,2025-12-06 09:11:00,2025-12-06 09:26:00,SHORT,3024.08,3029.165714285714,3013.9085714285716,YES,STOP,0.5,-0.13312733884962144,-0.20312733884962142,-11.132597071121436,LOSS,10950.067538931335
108,2025-12-06 14:15:00,2025-12-06 14:17:00,SHORT,3050.38,3054.7785714285715,3041.5828571428574,YES,STOP,0.5,-0.10915928533554631,-0.17915928533554631,-9.809031373254513,LOSS,10940.258507558081
109,2025-12-06 16:37:00,2025-12-06 16:39:00,SHORT,3061.58,3065.3971428571426,3053.945714285714,YES,STOP,0.5,-0.0896474773453432,-0.15964747734534318,-8.732923361187883,LOSS,10931.525584196894
