entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_reason,gross_pnl,fees,net_pnl,pnl_pct,duration_minutes,r_multiple,cumulative_capital
2025-11-12,14:49:00,0.1743089705,2025-11-12,14:54:00,0.1759032562142857,take_profit,91.46320523335973,14.06402424366335,77.39918098969638,0.007739918098969637,5,2.0,10077.399180989696
2025-11-12,16:11:00,0.16846101800000002,2025-11-12,16:33:00,0.17066601800000003,take_profit,131.9038995364637,14.2006915830611,117.70320795340261,0.011679919177503797,22,2.0,10195.1023889431
2025-11-17,15:19:00,0.159224252,2025-11-17,15:28:00,0.16140139485714286,take_profit,139.4020952532248,14.370724811197594,125.0313704420272,0.01226386608707604,9,1.9999999999999745,10320.133759385126
2025-11-17,17:45:00,0.15612533700000003,2025-11-18,12:41:00,0.15735962271428575,take_profit,81.5882541135959,14.505299041018693,67.0829550725772,0.006500202093947861,1136,2.000000000000045,10387.216714457703
2025-11-19,15:23:00,0.1568950675,2025-11-19,15:31:00,0.15604435321428572,stop_loss,-56.321424176062116,14.502678403317542,-70.82410257937966,-0.006818390770725076,8,-1.0,10316.392611878324
2025-11-20,16:06:00,0.155905414,2025-11-20,16:07:00,0.15498398542857142,stop_loss,-60.971704976578486,14.400269463146046,-75.37197443972454,-0.007306039744255278,1,-1.0,10241.0206374386
2025-11-21,12:24:00,0.133333317,2025-11-21,12:30:00,0.13541831699999998,take_profit,160.14397983558175,14.449529678298948,145.6944501572828,0.014226555664252885,6,1.9999999999999734,10386.715087595881
2025-11-21,16:06:00,0.136332267,2025-11-21,16:08:00,0.137862267,take_profit,116.56575830299762,14.622997153446335,101.94276114955129,0.009814725857965844,2,2.0000000000000364,10488.657848745434
2025-11-24,14:51:00,0.143409789,2025-11-24,15:00:00,0.14542836042857143,take_profit,147.63361138157006,14.787464516210706,132.84614686535934,0.012665695533318337,9,2.0,10621.503995610792
2025-11-25,14:47:00,0.146508704,2025-11-25,14:48:00,0.14593656114285714,stop_loss,-41.47888471665823,14.84107037455345,-56.31995509121168,-0.005302446349828161,1,-1.0,10565.184040519582
2025-11-25,14:48:00,0.146228802,2025-11-25,14:50:00,0.1456020162857143,stop_loss,-45.28592407805539,14.759557509872774,-60.045481587928165,-0.005683335127683702,2,-1.0,10505.138558931652
2025-11-25,14:50:00,0.14593890350000002,2025-11-25,14:58:00,0.14727176064285719,take_profit,95.943224384828,14.774354239573693,81.1688701452543,0.0077265872972463664,8,2.0000000000000417,10586.307429076907
2025-12-01,12:49:00,0.13451290400000002,2025-12-01,12:51:00,0.13554147542857145,take_profit,80.94965636621764,14.877495160164024,66.07216120605361,0.0062412849474384555,2,2.0,10652.37959028296
2025-12-03,14:05:00,0.14706850800000001,2025-12-03,14:10:00,0.14810350800000002,take_profit,74.96651068183102,14.965807983873429,60.00070269795759,0.005632610271670179,5,2.0,10712.380292980919
