entry_time,signal_price,exit_price,result,gross_pnl_pct,entry_fee_pct,exit_fee_pct,total_fee_pct,profit_after_fees_pct,profit_after_fees_dollar,running_balance
2025-11-07 06:30:00,3355.49,3349.6739285714284,STOP,-0.17333001822599312,0.05,0.05,0.1,-0.2733300182259931,-27.33300182259931,9972.666998177401
2025-11-07 07:25:00,3340.99,3331.2292857142857,STOP,-0.2921503591963499,0.05,0.05,0.1,-0.3921503591963499,-39.10784945480852,9933.559148722592
2025-11-07 14:36:00,3207.33,3241.7871428571425,TP,1.0743248389514821,0.05,0.05,0.1,0.9743248389514821,96.78513417794161,10030.344282900534
2025-11-07 22:13:00,3456.16,3448.3707142857143,STOP,-0.2253739906221239,0.05,0.05,0.1,-0.3253739906221239,-32.63613146641153,9997.708151434123
2025-11-08 13:06:00,3394.56,3407.181428571428,TP,0.37181338881705345,0.05,0.05,0.1,0.2718133888170534,27.175109330451875,10024.883260764575
2025-11-08 15:12:00,3393.49,3387.520357142857,STOP,-0.17591455572707873,0.05,0.05,0.1,-0.27591455572707874,-27.66011211109686,9997.223148653478
2025-11-08 19:18:00,3392.45,3386.6964285714284,STOP,-0.16959929928433365,0.05,0.05,0.1,-0.2695992992843337,-26.95244355666098,9970.270705096817
2025-11-09 01:32:00,3380.1,3390.3749999999995,TP,0.3039850891985336,0.05,0.05,0.1,0.20398508919853361,20.337865591127006,9990.608570687944
2025-11-09 03:24:00,3362.48,3377.894285714285,TP,0.45842014567477407,0.05,0.05,0.1,0.3584201456747741,35.808353792856195,10026.4169244808
2025-11-09 17:20:00,3510.62,3524.7807142857137,TP,0.403367903268191,0.05,0.05,0.1,0.30336790326819096,30.416930796724444,10056.833855277524
2025-11-10 14:03:00,3604.29,3597.306071428572,STOP,-0.19376711006683411,0.05,0.05,0.1,-0.2937671100668341,-29.54367018087176,10027.290185096652
2025-11-11 04:11:00,3588.93,3578.921071428571,STOP,-0.27888335998274966,0.05,0.05,0.1,-0.3788833599827497,-37.99173396851467,9989.298451128137
2025-11-11 07:38:00,3548.59,3566.825714285714,TP,0.5138861994683533,0.05,0.05,0.1,0.41388619946835337,41.34432771292534,10030.642778841062
2025-11-11 09:44:00,3565.79,3558.341785714286,STOP,-0.20887977939570557,0.05,0.05,0.1,-0.30887977939570554,-30.98262728725554,9999.660151553806
2025-11-11 10:34:00,3551.41,3566.3564285714283,TP,0.42085899886040873,0.05,0.05,0.1,0.3208589988604087,32.08480945171877,10031.744961005525
2025-11-11 11:50:00,3568.39,3580.9364285714287,TP,0.3515991405487855,0.05,0.05,0.1,0.2515991405487855,25.239784103935996,10056.984745109461
2025-11-12 02:20:00,3437.68,3428.255,STOP,-0.27416746177653906,0.05,0.05,0.1,-0.37416746177653903,-37.629964552029804,10019.35478055743
2025-11-12 06:40:00,3446.16,3441.41,STOP,-0.13783457529540127,0.05,0.05,0.1,-0.23783457529540128,-23.829489889678253,9995.525290667752
2025-11-12 14:48:00,3501.24,3480.279285714286,STOP,-0.5986654524029758,0.05,0.05,0.1,-0.6986654524029757,-69.8352819920977,9925.690008675654
2025-11-12 19:28:00,3381.88,3406.7407142857146,TP,0.7351152106436211,0.05,0.05,0.1,0.6351152106436211,63.03956700643324,9988.729575682088
2025-11-13 00:21:00,3408.19,3424.454285714285,TP,0.4772118254641041,0.05,0.05,0.1,0.37721182546410414,37.678669173103266,10026.40824485519
2025-11-13 03:10:00,3410.5,3401.3250000000003,STOP,-0.2690221375164852,0.05,0.05,0.1,-0.36902213751648516,-36.99966602129373,9989.408578833896
2025-11-13 03:15:00,3379.06,3413.499285714285,TP,1.0191972239109468,0.05,0.05,0.1,0.9191972239109468,91.82236634176314,10081.23094517566
2025-11-13 14:35:00,3412.58,3443.1371428571424,TP,0.8954264180515176,0.05,0.05,0.1,0.7954264180515176,80.1887742027119,10161.419719378371
2025-11-13 19:55:00,3180.53,3161.169285714286,STOP,-0.6087260389216275,0.05,0.05,0.1,-0.7087260389216274,-72.01662747535148,10089.40309190302
2025-11-14 04:32:00,3192.55,3180.3625,STOP,-0.38174813237067545,0.05,0.05,0.1,-0.4817481323706755,-48.605510962591985,10040.797580940427
2025-11-14 04:38:00,3134.23,3183.4121428571425,TP,1.569193800619051,0.05,0.05,0.1,1.4691938006190508,147.51877559188438,10188.316356532312
2025-11-14 12:34:00,3091.75,3134.510714285714,TP,1.3830586006538086,0.05,0.05,0.1,1.2830586006538085,130.7220692743066,10319.038425806619
2025-11-14 17:47:00,3191.43,3177.7710714285718,STOP,-0.4279877224763845,0.05,0.05,0.1,-0.5279877224763845,-54.48325596587933,10264.55516984074
2025-11-14 22:14:00,3144.7,3169.274999999999,TP,0.7814735904855588,0.05,0.05,0.1,0.6814735904855588,69.95023266328474,10334.505402504024
2025-11-15 05:12:00,3161.42,3172.7414285714285,TP,0.3581121322515971,0.05,0.05,0.1,0.2581121322515971,26.67461225205964,10361.180014756084
2025-11-15 08:22:00,3159.95,3153.6142857142854,STOP,-0.20050045999824057,0.05,0.05,0.1,-0.3005004599982406,-31.135393605587808,10330.044621150497
2025-11-15 12:43:00,3156.53,3167.812142857143,TP,0.3574223231568477,0.05,0.05,0.1,0.25742232315684765,26.591840846904592,10356.636461997401
2025-11-15 16:06:00,3176.41,3169.452857142857,STOP,-0.21902534172676155,0.05,0.05,0.1,-0.31902534172676156,-33.0402948642856,10323.596167133115
2025-11-15 16:07:00,3165.09,3182.8078571428573,TP,0.559789994687581,0.05,0.05,0.1,0.45978999468758097,47.46686226842866,10371.063029401545
2025-11-15 20:16:00,3189.62,3184.464642857143,STOP,-0.16162919541690549,0.05,0.05,0.1,-0.2616291954169055,-27.133728760003404,10343.929300641541
2025-11-16 01:00:00,3138.46,3153.820714285714,TP,0.4894347637285178,0.05,0.05,0.1,0.3894347637285178,40.28285663219831,10384.21215727374
2025-11-16 01:33:00,3140.68,3159.908571428571,TP,0.6122422987560429,0.05,0.05,0.1,0.5122422987560429,53.192327062123475,10437.404484335862
2025-11-16 06:57:00,3202.35,3212.4178571428565,TP,0.31438965581078304,0.05,0.05,0.1,0.21438965581078304,22.37671554954689,10459.781199885409
2025-11-16 11:06:00,3228.4,3224.0017857142857,STOP,-0.1362351098288441,0.05,0.05,0.1,-0.2362351098288441,-24.709675605406083,10435.071524280003
2025-11-16 11:10:00,3215.26,3208.1332142857145,STOP,-0.2216550361179403,0.05,0.05,0.1,-0.32165503611794033,-33.56493308035575,10401.506591199648
2025-11-16 15:54:00,3128.05,3113.071428571429,STOP,-0.47884693110951826,0.05,0.05,0.1,-0.5788469311095182,-60.20880169231343,10341.297789507335
2025-11-16 17:55:00,3035.09,3065.675714285714,TP,1.0077366498428035,0.05,0.05,0.1,0.9077366498428036,93.87175010474176,10435.169539612076
2025-11-16 21:04:00,3080.32,3070.448571428572,STOP,-0.32046763230535036,0.05,0.05,0.1,-0.42046763230535034,-43.87651029025602,10391.29302932182
2025-11-17 00:16:00,3082.65,3116.985714285714,TP,1.11383758408233,0.05,0.05,0.1,1.01383758408233,105.3508342033919,10496.64386352521
2025-11-17 06:10:00,3176.55,3193.8749999999995,TP,0.5454030315908568,0.05,0.05,0.1,0.4454030315908568,46.75236998343692,10543.396233508647
2025-11-17 09:01:00,3181.09,3194.29,TP,0.41495210761090756,0.05,0.05,0.1,0.31495210761090753,33.206648651204524,10576.602882159852
2025-11-17 12:36:00,3186.89,3181.2828571428568,STOP,-0.17594403500412997,0.05,0.05,0.1,-0.27594403500413,-29.185504759395005,10547.417377400458
2025-11-17 16:02:00,3093.05,3072.817857142857,STOP,-0.6541162560302327,0.05,0.05,0.1,-0.7541162560302327,-79.53978903433449,10467.877588366124
