direction,entry_time,entry,exit,pnl,bars,exit_reason,cumulative_pnl,equity,running_max,drawdown,drawdown_pct
LONG,2025-11-07 23:16:00,0.17921,0.17869285714285715,-0.0038856808054397165,10,SL,-0.38856808054397163,99.61143191945602,99.61143191945602,0.0,0.0
LONG,2025-11-10 05:29:00,0.18086,0.1803985714285714,-0.003551302507069475,5,SL,-0.7436983312509191,99.25630166874907,99.61143191945602,-0.35513025070694937,-0.3565155563611425
LONG,2025-11-11 06:11:00,0.1777,0.1770442857142857,-0.0046900072353083236,36,SL,-1.2126990547817513,98.78730094521825,99.61143191945602,-0.8241309742377751,-0.8273457758384121
LONG,2025-11-12 02:36:00,0.17103,0.17197571428571426,0.00452952280719321,17,TP,-0.7597467740624303,99.24025322593756,99.61143191945602,-0.3711786935184591,-0.37262660155170485
LONG,2025-11-14 04:43:00,0.16165,0.16335,0.00951654809774205,90,TIME,0.19190803571177473,100.19190803571178,100.19190803571178,0.0,0.0
LONG,2025-11-14 06:52:00,0.16245,0.1642557142857143,0.010115508068416657,4,TP,1.2034588425534403,101.20345884255345,101.20345884255345,0.0,0.0
LONG,2025-11-14 23:08:00,0.15526,0.15810285714285716,0.017310299773651505,37,TP,2.934488819918591,102.93448881991858,102.93448881991858,0.0,0.0
LONG,2025-11-15 21:45:00,0.16257,0.16221,-0.003214430706772408,6,SL,2.61304574924135,102.61304574924135,102.93448881991858,-0.3214430706772333,-0.3122792704004099
LONG,2025-11-16 21:12:00,0.15554,0.15673428571428571,0.006678318852293309,62,TP,3.2808776344706807,103.28087763447068,103.28087763447068,0.0,0.0
LONG,2025-11-18 00:51:00,0.15231,0.1512842857142857,-0.007734385698340839,73,SL,2.5074390646365967,102.5074390646366,103.28087763447068,-0.7734385698340844,-0.7488690913059632
LONG,2025-11-18 03:05:00,0.15173,0.15364714285714284,0.011635226106523677,33,TP,3.6709616752889644,103.67096167528896,103.67096167528896,0.0,0.0
LONG,2025-11-19 00:08:00,0.1608,0.16049857142857143,-0.0028745557924662038,9,SL,3.383506096042344,103.38350609604234,103.67096167528896,-0.28745557924662535,-0.27727685226551085
LONG,2025-12-01 00:12:00,0.14286,0.1412342857142857,-0.012379772404551903,9,SL,2.1455288555871537,102.14552885558716,103.67096167528896,-1.5254328197018054,-1.471417641981234
LONG,2025-12-07 22:10:00,0.13748,0.13775,0.0009639220250220468,90,TIME,2.2419210580893583,102.24192105808936,103.67096167528896,-1.429040617199604,-1.3784386621931284
LONG,2025-12-09 04:42:00,0.14073,0.14040714285714287,-0.003294160043040727,8,SL,1.9125050537852855,101.91250505378528,103.67096167528896,-1.758456621503683,-1.6961901318243766
SHORT,2025-11-09 23:06:00,0.18035,0.17876714285714285,0.007854295691921753,19,TP,2.697934622977461,102.69793462297746,103.67096167528896,-0.9730270523115081,-0.9385724185323527
SHORT,2025-11-11 01:21:00,0.18533,0.18283285714285713,0.012658063961619948,10,TP,3.9637410191394555,103.96374101913946,103.96374101913946,0.0,0.0
SHORT,2025-11-11 02:38:00,0.1831,0.18298,-0.00034419062192580976,90,TIME,3.9293219569468745,103.92932195694688,103.96374101913946,-0.03441906219258328,-0.033106794595095246
SHORT,2025-11-19 21:26:00,0.1529,0.15387,-0.007304022876454152,19,SL,3.198919669301459,103.19891966930146,103.96374101913946,-0.7648213498380017,-0.7356616281220584
SHORT,2025-11-22 22:18:00,0.13999,0.14043571428571427,-0.004173795839479077,24,SL,2.7815400853535515,102.78154008535356,103.96374101913946,-1.1822009337859072,-1.1371281200512657
SHORT,2025-11-22 22:56:00,0.14158,0.14024571428571428,0.008513914354398522,20,TP,3.6329315207934036,103.6329315207934,103.96374101913946,-0.33080949834605633,-0.3181969935894815
SHORT,2025-11-23 04:24:00,0.14382,0.14290285714285716,0.005417946257197604,74,TP,4.174726146513164,104.17472614651317,104.17472614651317,0.0,0.0
SHORT,2025-11-26 22:14:00,0.15563,0.15594285714285713,-0.0030062293880542814,6,SL,3.8741032077077358,103.87410320770773,104.17472614651317,-0.3006229388054322,-0.28857569386132187
SHORT,2025-11-27 01:07:00,0.15484,0.15526142857142858,-0.003714315946376167,74,SL,3.502671613070119,103.50267161307012,104.17472614651317,-0.6720545334430454,-0.645122438332937
SHORT,2025-12-02 03:47:00,0.13616,0.13652,-0.0036369762672135977,10,SL,3.138973986348759,103.13897398634876,104.17472614651317,-1.0357521601644066,-0.9942451480099949
SHORT,2025-12-02 22:46:00,0.14644,0.14670714285714284,-0.0028209260431374386,13,SL,2.856881382035015,102.85688138203501,104.17472614651317,-1.3178447644781528,-1.2650330970150214
SHORT,2025-12-03 05:11:00,0.14985,0.15029714285714288,-0.003975058930879904,29,SL,2.4593754889470247,102.45937548894702,104.17472614651317,-1.7153506575661481,-1.6466092314499092
SHORT,2025-12-03 22:02:00,0.15227,0.15143571428571426,0.004509174095561731,2,TP,2.9102928985031977,102.9102928985032,104.17472614651317,-1.264433248009965,-1.213762008101316
SHORT,2025-12-04 01:18:00,0.152,0.15254571428571428,-0.004577381955760406,81,SL,2.452554702927157,102.45255470292716,104.17472614651317,-1.7221714435860065,-1.6531566794463315
SHORT,2025-12-06 03:10:00,0.14004,0.13952285714285712,0.0027065099420474645,63,TP,2.7232056971319034,102.7232056971319,104.17472614651317,-1.4515204493812632,-1.393351826372761
SHORT,2025-12-06 21:09:00,0.13967,0.1400842857142857,-0.003957403196034991,69,SL,2.327465377528404,102.3274653775284,104.17472614651317,-1.8472607689847678,-1.7732331413924214
SHORT,2025-12-07 03:00:00,0.14013,0.14027857142857142,-0.002059117062986781,50,SL,2.121553671229726,102.12155367122972,104.17472614651317,-2.0531724752834464,-1.9708930862902663
