entry_time,exit_time,entry_price,exit_price,exit_reason,pnl_pct,bars_held,cumulative
2025-11-07 17:09:00,2025-11-07 17:11:00,0.09447067999999999,0.09374782285714285,sl,-0.8651655972595267,2,0.9913483440274047
2025-11-07 17:15:00,2025-11-07 18:01:00,0.0947601,0.09716581428571427,tp,2.4387418182486877,46,1.0155247706577168
2025-11-07 20:45:00,2025-11-07 20:55:00,0.09734492,0.0983306342857143,tp,0.9125996155878479,10,1.0247924458109385
2025-11-09 14:26:00,2025-11-09 14:30:00,0.09323316000000001,0.09423887428571429,tp,0.9787087831349665,4,1.0348221794869938
2025-11-09 16:23:00,2025-11-09 16:26:00,0.09761438,0.1001000942857143,tp,2.446463221621957,3,1.06013872351733
2025-11-10 15:15:00,2025-11-10 15:19:00,0.0969058,0.09660794285714286,sl,-0.4073677146849223,4,1.0558200606268475
2025-11-12 20:45:00,2025-11-12 20:50:00,0.093812,0.09345485714285715,sl,-0.48070061094834504,5,1.050744727144899
2025-11-13 19:25:00,2025-11-13 19:26:00,0.08476014000000001,0.08439585428571429,sl,-0.5297842291031135,1,1.0451780472923529
2025-11-14 14:24:00,2025-11-14 14:25:00,0.08239487999999999,0.08215702285714285,sl,-0.38867951850544225,1,1.0411156542906124
2025-11-16 17:59:00,2025-11-16 18:11:00,0.07768432,0.07890146285714285,tp,1.4667806027559323,12,1.0563865367600027
2025-11-17 14:32:00,2025-11-17 14:36:00,0.07817334,0.07956191142857143,tp,1.6762723564983069,4,1.0740944522534803
2025-11-17 15:28:00,2025-11-17 15:33:00,0.07877214,0.0783628542857143,sl,-0.6195818144406249,5,1.0674395583574021
2025-11-17 16:20:00,2025-11-17 16:50:00,0.07710547999999999,0.07835690857142856,tp,1.5230085999446086,30,1.0836967546303962
2025-11-17 19:35:00,2025-11-17 19:37:00,0.07598772,0.07567057714285713,sl,-0.5173606697804107,2,1.0780901338422517
2025-11-18 14:45:00,2025-11-18 14:47:00,0.07818332,0.07775332,sl,-0.6499894350866653,2,1.0710826618715654
2025-11-18 15:13:00,2025-11-18 16:13:00,0.0782432,0.07927,timeout,1.2123185145801736,60,1.0840675952878924
2025-11-20 14:18:00,2025-11-20 14:33:00,0.08329308,0.08286165142857144,sl,-0.6179644832782851,15,1.0773684425742842
2025-11-21 20:56:00,2025-11-21 20:59:00,0.06818336000000001,0.06790478857142858,sl,-0.5085621896184546,3,1.07188935403247
2025-11-24 14:31:00,2025-11-24 14:37:00,0.0708081,0.07059952857142857,sl,-0.3945587137226292,6,1.06766012118467
2025-11-25 20:28:00,2025-11-25 20:34:00,0.08002962,0.07980390571428571,sl,-0.3820384324132583,6,1.0635812491941945
2025-11-28 14:39:00,2025-11-28 14:41:00,0.08831302,0.08738373428571429,sl,-1.1522635442494389,2,1.051325990196257
2025-11-28 14:55:00,2025-11-28 15:01:00,0.0890715,0.09267149999999999,tp,3.9416968390562555,6,1.0927660735199998
2025-11-28 15:04:00,2025-11-28 15:27:00,0.09024913999999999,0.0949634257142857,tp,5.12363505545395,23,1.1487554191369782
2025-11-28 16:15:00,2025-11-28 16:17:00,0.08771422,0.08692993428571429,sl,-0.9941374776925674,2,1.1373352109883132
2025-11-30 14:24:00,2025-11-30 14:35:00,0.08077812,0.08047740571428572,sl,-0.4722719539824388,11,1.1319638957640485
2025-12-01 16:37:00,2025-12-01 16:50:00,0.06919134,0.06898562571428572,sl,-0.3973121863433795,13,1.1274664652611708
2025-12-01 20:44:00,2025-12-02 14:06:00,0.07111748000000001,0.07093676571428573,sl,-0.35410670585386883,22,1.1234740309014273
2025-12-02 18:26:00,2025-12-02 18:29:00,0.08032902,0.07999544857142857,sl,-0.5152564397915387,3,1.117685258607822
2025-12-07 14:32:00,2025-12-07 14:37:00,0.09184594,0.09089665428571429,sl,-1.1335630668984475,5,1.1050155913120754
2025-12-07 14:40:00,2025-12-07 15:12:00,0.0912172,0.09471434285714285,tp,3.733863412977872,32,1.1462753641837782
2025-12-07 16:05:00,2025-12-07 16:11:00,0.09028905999999999,0.09332905999999999,tp,3.2669638381438473,6,1.183723765817214
2025-12-07 16:35:00,2025-12-07 16:38:00,0.09337288,0.09255002285714287,sl,-0.9812592509271846,3,1.172108366859709
2025-12-07 16:51:00,2025-12-07 17:17:00,0.09420122,0.09703550571428572,tp,2.908756908122548,26,1.2062021499514233
2025-12-07 17:51:00,2025-12-07 17:53:00,0.09762436000000001,0.09665650285714286,sl,-1.0914094626148076,2,1.1930375455485902
2025-12-07 18:14:00,2025-12-07 18:15:00,0.09694572,0.09612071999999999,sl,-0.9509916683273962,1,1.1816918578904054
2025-12-07 19:50:00,2025-12-07 20:04:00,0.09482995999999999,0.09674995999999998,tp,1.9246765895503821,14,1.204435604439845
2025-12-08 19:37:00,2025-12-08 19:40:00,0.09248466,0.09223823142857143,sl,-0.3664534544740329,3,1.20002190856046
