entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,exit_reason,pnl_pct,pnl_dollars,candles_held,hour,rsi_entry
2025-11-07 20:21:00,2025-11-07 20:39:00,7.841,7.862,7.811,7.901,RSI_EXIT,0.1678229817625291,0.3356426070654229,18,20,25.730994152046634
2025-11-08 14:00:00,2025-11-08 14:11:00,7.54,7.518571428571429,7.518571428571429,7.582857142857142,SL,-0.384198560060628,-0.7683998586036256,11,14,13.274336283185022
2025-11-08 14:01:00,2025-11-08 14:12:00,7.535,7.511964285714286,7.511964285714286,7.581071428571429,SL,-0.4057161816285902,-0.8113729046610785,11,14,10.434782608694718
2025-11-08 18:15:00,2025-11-08 18:16:00,7.5,7.5,7.486928571428571,7.526142857142857,RSI_EXIT,-0.1,-0.1999671176314462,1,18,54.79452054794484
2025-11-08 19:22:00,2025-11-08 19:31:00,7.453,7.479571428571429,7.4397142857142855,7.479571428571429,TP,0.2565199056947362,0.5129400730074121,9,19,12.195121951219406
2025-11-09 14:00:00,2025-11-09 14:04:00,7.477,7.465642857142857,7.465642857142857,7.499714285714287,SL,-0.25189438086322435,-0.5037116259883121,4,14,22.07792207792319
2025-11-09 14:06:00,2025-11-09 14:12:00,7.464,7.482,7.4508214285714285,7.490357142857143,RSI_EXIT,0.14115755627009371,0.28225202124865667,6,14,12.500000000001393
2025-11-09 14:09:00,2025-11-09 14:12:00,7.469,7.482,7.455821428571428,7.495357142857143,RSI_EXIT,0.07405275137233765,0.14807658469163731,3,14,24.137931034484026
2025-11-09 16:04:00,2025-11-09 16:06:00,7.684,7.715,7.655928571428572,7.740142857142857,RSI_EXIT,0.3034357105674088,0.6067558463566752,2,16,22.727272727271895
2025-11-09 18:24:00,2025-11-09 18:25:00,7.775,7.760214285714286,7.760214285714286,7.804571428571429,SL,-0.29016995865870043,-0.5802588051120504,1,18,10.666666666668647
2025-11-09 18:25:00,2025-11-09 18:32:00,7.757,7.740285714285714,7.740285714285714,7.790428571428571,SL,-0.3154735814655854,-0.6308097498682849,7,18,7.6086956521752285
2025-11-09 18:31:00,2025-11-09 18:34:00,7.743,7.723607142857143,7.723607142857143,7.781785714285715,SL,-0.35045663364144375,-0.7007093949478215,3,18,22.580645161290207
2025-11-09 18:32:00,2025-11-09 18:41:00,7.725,7.704107142857143,7.704107142857143,7.766785714285715,SL,-0.3704576976421624,-0.7406405645444061,9,18,17.985611510791074
2025-11-09 18:34:00,2025-11-09 18:41:00,7.722,7.7010000000000005,7.7010000000000005,7.764,SL,-0.37195027195027075,-0.7435695095755104,7,18,18.79699248120285
2025-11-09 18:41:00,2025-11-09 18:45:00,7.68,7.722214285714285,7.658892857142857,7.722214285714285,TP,0.4496651785714263,0.8988542967508816,4,18,17.857142857142634
2025-11-09 20:16:00,2025-11-09 20:20:00,7.739,7.761,7.721107142857142,7.774785714285715,RSI_EXIT,0.18427445406383564,0.3683832601250101,4,20,22.09302325581345
2025-11-09 20:40:00,2025-11-09 20:46:00,7.736,7.718214285714286,7.718214285714286,7.771571428571428,SL,-0.32990840596838256,-0.6595379617550822,6,20,17.39130434782581
2025-11-11 16:24:00,2025-11-11 16:27:00,8.196,8.176392857142858,8.176392857142858,8.235214285714283,SL,-0.3392281949382848,-0.67811135307669,3,16,19.7368421052619
2025-11-11 16:26:00,2025-11-11 16:27:00,8.182,8.161428571428573,8.161428571428573,8.223142857142857,SL,-0.35142298425113144,-0.7024408673186023,1,16,20.21276595744706
2025-11-11 16:27:00,2025-11-11 16:33:00,8.155,8.202785714285712,8.131107142857143,8.202785714285712,TP,0.4859682928965364,0.9712984022619823,6,16,15.96638655462175
2025-11-11 17:01:00,2025-11-11 17:03:00,8.158,8.141607142857142,8.141607142857142,8.190785714285715,SL,-0.300942107659448,-0.6015354419981392,2,17,21.978021978022767
2025-11-11 17:02:00,2025-11-11 17:03:00,8.151,8.136,8.136,8.181000000000001,SL,-0.2840264998159805,-0.5676896600549998,1,17,20.83333333333394
2025-11-11 17:03:00,2025-11-11 17:06:00,8.133,8.165357142857143,8.116821428571427,8.165357142857143,TP,0.2978500289824676,0.5952792645741601,3,17,19.801980198020274
2025-11-11 17:34:00,2025-11-11 17:39:00,8.105,8.084535714285716,8.084535714285716,8.14592857142857,SL,-0.3524896448400335,-0.7045091786752896,5,17,24.369747899159634
2025-11-11 17:35:00,2025-11-11 17:39:00,8.104,8.0845,8.0845,8.142999999999997,SL,-0.34062191510363976,-0.6807415527912183,4,17,25.438596491227827
2025-11-11 20:08:00,2025-11-11 20:21:00,8.036,8.06,8.017892857142858,8.072214285714285,RSI_EXIT,0.19865604778497897,0.3969841730085896,13,20,19.148936170213247
2025-11-11 20:09:00,2025-11-11 20:21:00,8.048,8.06,8.02882142857143,8.086357142857143,RSI_EXIT,0.04910536779324621,0.09813357591369606,12,20,27.61904761904742
2025-11-11 20:32:00,2025-11-11 20:33:00,8.031,8.015892857142857,8.015892857142857,8.061214285714287,SL,-0.28811035807674545,-0.5757679028751195,1,20,25.3731343283567
2025-11-11 20:33:00,2025-11-11 20:47:00,8.0,7.999,7.983178571428572,8.033642857142857,RSI_EXIT,-0.11250000000000418,-0.22480573660551695,14,20,19.540229885055666
2025-11-11 20:35:00,2025-11-11 20:47:00,8.009,7.999,7.990785714285715,8.045428571428571,RSI_EXIT,-0.22485953302535494,-0.4493206718755034,12,20,22.580645161289183
2025-11-12 18:41:00,2025-11-12 18:49:00,7.449,7.429392857142857,7.429392857142857,7.488214285714285,SL,-0.36321845693573246,-0.7257534847853896,8,18,25.225225225225103
2025-11-13 14:10:00,2025-11-13 14:21:00,7.501,7.526,7.480857142857143,7.541285714285714,RSI_EXIT,0.23328889481401766,0.4661003119224513,11,14,38.05309734513341
2025-11-13 14:37:00,2025-11-13 14:39:00,7.478,7.527,7.453357142857143,7.527285714285714,RSI_EXIT,0.5552554158866058,1.1094150445235291,2,14,27.199999999999534
2025-11-13 15:46:00,2025-11-13 15:56:00,7.431,7.456,7.408392857142857,7.476214285714286,RSI_EXIT,0.2364284753061547,0.47243337363430987,10,15,25.000000000000284
2025-11-13 15:47:00,2025-11-13 15:56:00,7.426,7.456,7.403928571428572,7.470142857142857,RSI_EXIT,0.30398599515217134,0.6074561022651065,9,15,27.027027027027387
2025-11-13 16:23:00,2025-11-13 16:33:00,7.389,7.397,7.369500000000001,7.427999999999999,RSI_EXIT,0.008269048585735636,0.0165249033145824,10,16,20.661157024793184
2025-11-14 16:04:00,2025-11-14 16:17:00,7.272,7.28,7.252285714285715,7.311428571428572,RSI_EXIT,0.010011001100110111,0.020005861959377806,13,16,24.137931034482648
2025-11-14 17:35:00,2025-11-14 17:44:00,7.291,7.285,7.277928571428571,7.3171428571428585,RSI_EXIT,-0.18229323823892782,-0.3642860176828944,9,17,27.536231884058182
2025-11-14 17:36:00,2025-11-14 17:44:00,7.284,7.285,7.270499999999999,7.311000000000001,RSI_EXIT,-0.08627127951674446,-0.17239407976893528,8,17,22.97297297297321
2025-11-14 17:49:00,2025-11-14 17:50:00,7.269,7.256571428571428,7.256571428571428,7.293857142857143,SL,-0.27098048464124225,-0.5414798338506361,1,17,29.629629629629505
2025-11-14 17:51:00,2025-11-14 17:55:00,7.246,7.275142857142857,7.231428571428572,7.275142857142857,TP,0.3021923425732331,0.6038093675913192,4,17,16.923076923077232
2025-11-14 20:34:00,2025-11-14 20:36:00,7.332,7.318928571428571,7.318928571428571,7.358142857142857,SL,-0.27827916764087657,-0.5560565888197877,2,20,25.37313432835832
2025-11-14 20:36:00,2025-11-14 20:39:00,7.311,7.297928571428572,7.297928571428572,7.337142857142857,SL,-0.2787912538835751,-0.5570432627658437,3,20,23.287671232877074
2025-11-14 20:41:00,2025-11-14 20:43:00,7.274,7.257928571428572,7.257928571428572,7.3061428571428575,SL,-0.32094347774853305,-0.6412175981875955,2,20,9.411764705882362
2025-11-14 20:42:00,2025-11-14 20:43:00,7.27,7.254142857142857,7.254142857142857,7.301714285714286,SL,-0.3181175083513421,-0.6355307567048587,1,20,9.638554216867448
2025-11-14 20:43:00,2025-11-14 20:51:00,7.251,7.286357142857143,7.233321428571429,7.286357142857143,TP,0.38761747148176007,0.7743198096035715,8,20,8.333333333333329
2025-11-15 14:49:00,2025-11-15 14:57:00,7.2,7.216,7.190892857142857,7.218214285714287,RSI_EXIT,0.1222222222222224,0.24417237377657997,8,14,28.57142857142776
2025-11-15 16:01:00,2025-11-15 16:06:00,7.202,7.195250000000001,7.195250000000001,7.2155,SL,-0.193723965565112,-0.3870222853874693,5,16,28.57142857142918
2025-11-15 16:06:00,2025-11-15 16:07:00,7.19,7.182392857142857,7.182392857142857,7.205214285714286,SL,-0.20580170872243594,-0.41113119344621823,1,16,22.222222222223323
2025-11-15 16:07:00,2025-11-15 16:15:00,7.171,7.1608214285714284,7.1608214285714284,7.191357142857143,SL,-0.24194075343148533,-0.48330163278008287,8,16,14.28571428571469
2025-11-15 18:21:00,2025-11-15 18:27:00,7.191,7.182428571428571,7.182428571428571,7.208142857142858,SL,-0.21919661481614372,-0.43783792330017446,6,18,28.84615384615273
2025-11-15 18:26:00,2025-11-15 18:35:00,7.183,7.19,7.172607142857143,7.203785714285714,RSI_EXIT,-0.002547682027000402,-0.00508863584918364,9,18,21.87499999999926
2025-11-15 18:27:00,2025-11-15 18:35:00,7.181,7.19,7.170607142857143,7.201785714285714,RSI_EXIT,0.025330733881079814,0.05059454573555415,8,18,20.0
2025-11-16 15:13:00,2025-11-16 15:16:00,7.096,7.124,7.0747857142857145,7.138428571428571,RSI_EXIT,0.29458850056369196,0.5883958158175601,3,15,36.17021276595756
2025-11-16 15:36:00,2025-11-16 15:50:00,7.07,7.069,7.051142857142858,7.107714285714286,RSI_EXIT,-0.11414427157001887,-0.2279947295343621,14,15,23.529411764705756
2025-11-16 15:39:00,2025-11-16 15:50:00,7.066,7.069,7.048321428571429,7.101357142857142,RSI_EXIT,-0.05754316444947476,-0.11493558573489232,11,15,18.18181818181789
2025-11-16 15:53:00,2025-11-16 16:02:00,7.03,7.053,7.014785714285714,7.060428571428572,RSI_EXIT,0.22716927453769112,0.4537291475574467,9,15,28.57142857142918
2025-11-16 15:55:00,2025-11-16 16:02:00,7.034,7.053,7.016,7.07,RSI_EXIT,0.17011657662780963,0.33979223797728764,7,15,27.777777777777942
