entry_idx,exit_idx,direction,entry_price,exit_price,exit_type,pnl_pct,position_size,timestamp,weighted_pnl,size_mult
1070,1078,SHORT,3375.73,3392.867142857143,SL,-0.5076573913536586,78.0,2025-11-07 17:32:00,-0.39597276525585373,0.78
1079,1125,SHORT,3388.38,3406.5885714285714,SL,-0.5373828032443617,60.0,2025-11-07 18:19:00,-0.32242968194661703,0.6
1126,1138,SHORT,3414.85,3428.04,SL,-0.38625415464808277,78.0,2025-11-07 18:32:00,-0.30127824062550457,0.78
1142,1178,SHORT,3423.42,3435.8142857142857,SL,-0.3620439710665246,60.0,2025-11-07 19:12:00,-0.21722638263991476,0.6
1205,1230,SHORT,3443.61,3451.2785714285715,SL,-0.22268989312295354,130.0,2025-11-07 20:04:00,-0.2894968610598396,1.3
1260,1270,SHORT,3453.72,3463.721428571428,SL,-0.28958423298438435,60.0,2025-11-07 20:44:00,-0.1737505397906306,0.6
1271,1401,SHORT,3464.16,3446.405714285714,TP,0.512513443786827,100.0,2025-11-07 22:55:00,0.512513443786827,1.0
1408,1434,LONG,3441.43,3435.3742857142856,SL,-0.17596505771479307,130.0,2025-11-07 23:28:00,-0.228754575029231,1.3
1459,1470,LONG,3433.28,3427.551428571429,SL,-0.16685418691663031,130.0,2025-11-08 00:04:00,-0.2169104429916194,1.3
1497,1504,LONG,3423.24,3416.5285714285715,SL,-0.1960548653155582,70.0,2025-11-08 00:38:00,-0.13723840572089074,0.7
1512,1515,SHORT,3437.87,3446.6057142857144,SL,-0.2541025194586908,70.0,2025-11-08 00:49:00,-0.17787176362108353,0.7
1560,1566,LONG,3431.52,3444.5685714285714,TP,0.3802563129042363,91.0,2025-11-08 01:40:00,0.346033244742855,0.91
1581,1598,LONG,3431.91,3444.218571428571,TP,0.35865076381872524,91.0,2025-11-08 02:12:00,0.32637219507503995,0.91
1599,1610,SHORT,3450.85,3458.0328571428568,SL,-0.20814747505272171,70.0,2025-11-08 02:24:00,-0.1457032325369052,0.7
1638,1652,LONG,3444.59,3457.3357142857144,TP,0.3700212299784374,91.0,2025-11-08 03:06:00,0.336719319280378,0.91
1653,1660,SHORT,3456.53,3445.4900000000007,TP,0.3193954630800111,91.0,2025-11-08 03:14:00,0.2906498714028101,0.91
1674,1679,SHORT,3455.7,3461.3471428571424,SL,-0.16341530969536205,91.0,2025-11-08 03:33:00,-0.14870793182277947,0.91
1747,1748,SHORT,3469.21,3476.554285714286,SL,-0.21169908175884103,100.0,2025-11-08 04:42:00,-0.21169908175884103,1.0
1749,1776,SHORT,3474.19,3455.0128571428572,TP,0.5519888911413258,130.0,2025-11-08 05:10:00,0.7175855584837235,1.3
1780,1790,LONG,3447.31,3440.082857142857,SL,-0.20964586466383958,100.0,2025-11-08 05:24:00,-0.20964586466383958,1.0
1791,1825,LONG,3440.64,3433.0357142857147,SL,-0.22101369844811422,70.0,2025-11-08 05:59:00,-0.15470958891367995,0.7
1826,1831,LONG,3431.08,3425.3214285714284,SL,-0.16783553366786802,130.0,2025-11-08 06:05:00,-0.21818619376822843,1.3
1854,1856,SHORT,3439.74,3448.8299999999995,SL,-0.26426415950041837,70.0,2025-11-08 06:30:00,-0.18498491165029285,0.7
1868,1892,SHORT,3452.69,3439.735714285714,TP,0.37519399987505436,91.0,2025-11-08 07:06:00,0.3414265398862995,0.91
1894,1908,LONG,3437.26,3432.1214285714286,SL,-0.14949615183522907,130.0,2025-11-08 07:22:00,-0.1943449973857978,1.3
1911,1920,LONG,3426.13,3438.912857142857,TP,0.3730990109206818,130.0,2025-11-08 07:34:00,0.48502871419688637,1.3
1923,1929,SHORT,3439.62,3445.9414285714283,SL,-0.18378276005571667,91.0,2025-11-08 07:43:00,-0.16724231165070216,0.91
1930,1942,SHORT,3445.28,3450.3528571428574,SL,-0.14724077993246337,130.0,2025-11-08 07:56:00,-0.1914130139122024,1.3
1968,1973,LONG,3439.21,3452.241428571428,TP,0.3789076145809073,130.0,2025-11-08 08:27:00,0.49257989895517956,1.3
1976,1983,SHORT,3454.61,3461.572857142857,SL,-0.2015526251257608,100.0,2025-11-08 08:37:00,-0.2015526251257608,1.0
