entry_time,signal_price,limit_price,min_price_in_trade,filled,actual_entry,exit_price,result,gross_pnl_pct,entry_fee_pct,exit_fee_pct,total_fee_pct,profit_after_fees_pct,profit_after_fees_dollar,running_balance
2025-11-12 06:40:00,3446.16,3444.953844,3440.54,YES,3444.953844,3441.41,STOP,-0.10287057999840833,0.02,0.05,0.06999999999999999,-0.17287057999840832,-17.466036286015747,10086.067072804359
2025-11-12 14:48:00,3501.24,3500.014566,3477.74,YES,3500.014566,3480.279285714286,STOP,-0.5638628043845118,0.02,0.05,0.06999999999999999,-0.6338628043845117,-63.93182759978054,10022.135245204578
2025-11-12 19:28:00,3381.88,3380.696342,3372.64,YES,3380.696342,3406.7407142857146,TP,0.7703848453394877,0.02,0.05,0.06999999999999999,0.7003848453394877,70.19351643684037,10092.328761641418
2025-11-13 00:21:00,3408.19,3406.9971335,3404.64,YES,3406.9971335,3424.454285714285,TP,0.5123911623709351,0.02,0.05,0.06999999999999999,0.44239116237093506,44.64757051892167,10136.97633216034
2025-11-13 03:10:00,3410.5,3409.306325,3377.57,YES,3409.306325,3401.3250000000003,STOP,-0.23410407394236546,0.02,0.05,0.06999999999999999,-0.30410407394236544,-30.826958000672963,10106.149374159668
2025-11-13 03:15:00,3379.06,3377.877329,3377.57,YES,3377.877329,3413.499285714285,TP,1.0545663221236907,0.02,0.05,0.06999999999999999,0.9845663221236908,99.50174320149024,10205.651117361158
2025-11-13 14:35:00,3412.58,3411.385597,3393.59,YES,3411.385597,3443.1371428571424,TP,0.9307521813149768,0.02,0.05,0.06999999999999999,0.8607521813149769,87.84536461008248,10293.49648197124
2025-11-13 19:55:00,3180.53,3179.4168145000003,3159.57,YES,3179.4168145000003,3161.169285714286,STOP,-0.5739269133413009,0.02,0.05,0.06999999999999999,-0.6439269133413008,-66.2825941712528,10227.213887799988
2025-11-14 04:32:00,3192.55,3191.4326075000004,3180.0,YES,3191.4326075000004,3180.3625,STOP,-0.34686953670852894,0.02,0.05,0.06999999999999999,-0.41686953670852894,-42.63413915226214,10184.579748647726
2025-11-14 04:38:00,3134.23,3133.1330195,3110.17,YES,3133.1330195,3183.4121428571425,TP,1.604755465031811,0.02,0.05,0.06999999999999999,1.534755465031811,156.30839428289406,10340.88814293062
2025-11-14 12:34:00,3091.75,3090.6678875000002,3070.19,YES,3090.6678875000002,3134.510714285714,TP,1.4185550949370291,0.02,0.05,0.06999999999999999,1.348555094937029,139.45257391323003,10480.34071684385
2025-11-14 17:47:00,3191.43,3190.3129995,3170.8,YES,3190.3129995,3177.7710714285718,STOP,-0.39312531633710557,0.02,0.05,0.06999999999999999,-0.4631253163371056,-48.537111098089554,10431.803605745761
2025-11-14 22:14:00,3144.7,3143.599355,3142.23,YES,3143.599355,3169.274999999999,TP,0.8167594562952616,0.02,0.05,0.06999999999999999,0.7467594562952616,77.90047988805654,10509.704085633817
2025-11-15 05:12:00,3161.42,3160.3135030000003,3161.4,NO,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10509.704085633817
2025-11-15 08:22:00,3159.95,3158.8440175,3153.27,YES,3158.8440175,3153.6142857142854,STOP,-0.16555840544015238,0.02,0.05,0.06999999999999999,-0.23555840544015239,-24.75649136059757,10484.947594273219
2025-11-15 12:43:00,3156.53,3155.4252145000005,3154.51,YES,3155.4252145000005,3167.812142857143,TP,0.3925597190585088,0.02,0.05,0.06999999999999999,0.3225597190585088,33.82021750351957,10518.76781177674
2025-11-15 16:06:00,3176.41,3175.2982564999998,3164.91,YES,3175.2982564999998,3169.452857142857,STOP,-0.18408977314735991,0.02,0.05,0.06999999999999999,-0.2540897731473599,-26.72711327084103,10492.040698505898
2025-11-15 16:07:00,3165.09,3163.9822185000003,3163.67,YES,3163.9822185000003,3182.8078571428573,TP,0.5949982440730025,0.02,0.05,0.06999999999999999,0.5249982440730026,55.08302943458076,10547.12372794048
2025-11-15 20:16:00,3189.62,3188.503633,3182.09,YES,3188.503633,3184.464642857143,STOP,-0.1266735311528064,0.02,0.05,0.06999999999999999,-0.1966735311528064,-20.743400670796056,10526.380327269684
2025-11-16 01:00:00,3138.46,3137.361539,3137.19,YES,3137.361539,3153.820714285714,TP,0.5246183801615757,0.02,0.05,0.06999999999999999,0.4546183801615757,47.85485973348021,10574.235187003163
2025-11-16 01:33:00,3140.68,3139.580762,3131.98,YES,3139.580762,3159.908571428571,TP,0.6474689128755424,0.02,0.05,0.06999999999999999,0.5774689128755425,61.062920979290254,10635.298107982453
2025-11-16 06:57:00,3202.35,3201.2291775,3198.29,YES,3201.2291775,3212.4178571428565,TP,0.34951198500553593,0.02,0.05,0.06999999999999999,0.2795119850055359,29.72693285287796,10665.025040835331
2025-11-16 11:06:00,3228.4,3227.2700600000003,3213.94,YES,3227.2700600000003,3224.0017857142857,STOP,-0.10127055452293311,0.02,0.05,0.06999999999999999,-0.1712705545229331,-18.266047527448343,10646.758993307883
2025-11-16 11:10:00,3215.26,3214.1346590000003,3198.66,YES,3214.1346590000003,3208.1332142857145,STOP,-0.18672038825383117,0.02,0.05,0.06999999999999999,-0.25672038825383114,-27.332401024069686,10619.426592283813
2025-11-16 15:54:00,3128.05,3126.9551825000003,3100.48,YES,3126.9551825000003,3113.071428571429,STOP,-0.4440023319256966,0.02,0.05,0.06999999999999999,-0.5140023319256966,-54.58410032147633,10564.842491962338
2025-11-16 17:55:00,3035.09,3034.0277185000004,3026.24,YES,3034.0277185000004,3065.675714285714,TP,1.0431017354502012,0.02,0.05,0.06999999999999999,0.9731017354502013,102.8066656368658,10667.649157599204
2025-11-16 21:04:00,3080.32,3079.2418880000005,3067.63,YES,3079.2418880000005,3070.448571428572,STOP,-0.2855675809586959,0.02,0.05,0.06999999999999999,-0.3555675809586959,-37.93070205483619,10629.718455544367
2025-11-17 00:16:00,3082.65,3081.5710725000004,3069.07,YES,3081.5710725000004,3116.985714285714,TP,1.1492398180186278,0.02,0.05,0.06999999999999999,1.0792398180186278,114.72015411550952,10744.438609659877
2025-11-17 06:10:00,3176.55,3175.4382075000003,3171.38,YES,3175.4382075000003,3193.8749999999995,TP,0.5806062437761742,0.02,0.05,0.06999999999999999,0.5106062437761743,54.8617743996213,10799.3003840595
2025-11-17 09:01:00,3181.09,3179.9766185000003,3179.87,YES,3179.9766185000003,3194.29,TP,0.45010964598699765,0.02,0.05,0.06999999999999999,0.38010964598699765,41.049182458921045,10840.34956651842
2025-11-17 12:36:00,3186.89,3185.7745885,3176.82,YES,3185.7745885,3181.2828571428568,STOP,-0.14099338268807277,0.02,0.05,0.06999999999999999,-0.21099338268807277,-22.872420245609046,10817.477146272811
2025-11-17 16:02:00,3093.05,3091.9674325,3070.92,YES,3091.9674325,3072.817857142857,STOP,-0.6193330225881356,0.02,0.05,0.06999999999999999,-0.6893330225881356,-74.56844218018317,10742.908704092628
2025-11-17 21:20:00,2987.37,2986.3244205,2985.48,YES,2986.3244205,3016.998571428571,TP,1.0271540063766733,0.02,0.05,0.06999999999999999,0.9571540063766734,102.82618106261094,10845.73488515524
2025-11-17 23:07:00,3016.39,3015.3342635,3006.15,YES,3015.3342635,3032.407857142857,TP,0.5662255707279169,0.02,0.05,0.06999999999999999,0.4962255707279169,53.819309833498366,10899.554194988737
2025-11-18 03:30:00,2959.02,2957.984343,2953.68,YES,2957.984343,2994.116428571428,TP,1.221510372660819,0.02,0.05,0.06999999999999999,1.151510372660819,125.50949712908273,11025.06369211782
2025-11-18 09:05:00,3049.45,3048.3826925,3038.4,YES,3048.3826925,3039.105357142857,STOP,-0.3043363085602112,0.02,0.05,0.06999999999999999,-0.3743363085602112,-41.27081644148598,10983.792875676334
2025-11-18 13:21:00,3038.0,3036.9367,3026.76,YES,3036.9367,3029.475,STOP,-0.24569823928171736,0.02,0.05,0.06999999999999999,-0.31569823928171736,-34.6756407148609,10949.117234961474
2025-11-18 21:32:00,3107.12,3106.0325080000002,3097.13,YES,3106.0325080000002,3098.4592857142857,STOP,-0.24382302072527323,0.02,0.05,0.06999999999999999,-0.31382302072527324,-34.36085044950761,10914.756384511966
2025-11-18 23:09:00,3113.9,3112.810135,3103.54,YES,3112.810135,3105.9714285714285,STOP,-0.2196955847604769,0.02,0.05,0.06999999999999999,-0.2896955847604769,-31.619567333293425,10883.136817178673
2025-11-19 04:59:00,3048.9,3047.8328850000003,3036.44,YES,3047.8328850000003,3039.096428571429,STOP,-0.2866448640136407,0.02,0.05,0.06999999999999999,-0.3566448640136407,-38.81414850204534,10844.322668676627
2025-11-19 05:26:00,3025.64,3024.581026,3010.08,YES,3024.581026,3012.8078571428573,STOP,-0.38924957724516707,0.02,0.05,0.06999999999999999,-0.4592495772451671,-49.802506010999224,10794.520162665627
2025-11-20 06:43:00,3012.06,3011.005779,3007.32,YES,3011.005779,3024.6064285714283,TP,0.45169788999691657,0.02,0.05,0.06999999999999999,0.38169788999691656,41.202455696186426,10835.722618361813
2025-11-20 09:46:00,3002.89,3001.8389885,2993.89,YES,3001.8389885,2995.165,STOP,-0.22232999589811867,0.02,0.05,0.06999999999999999,-0.29232999589811864,-31.676067485788604,10804.046550876024
2025-11-20 12:13:00,3015.45,3014.3945925,3010.67,YES,3014.3945925,3030.089285714285,TP,0.5206582195089661,0.02,0.05,0.06999999999999999,0.45065821950896606,48.68932382109775,10852.735874697122
2025-11-20 18:50:00,2812.83,2811.8455095,2791.26,YES,2811.8455095,2800.512142857143,STOP,-0.40305794200167006,0.02,0.05,0.06999999999999999,-0.47305794200167006,-51.339728979719155,10801.396145717403
2025-11-20 19:02:00,2792.0,2791.0228,2791.26,NO,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10801.396145717403
2025-11-20 22:35:00,2886.48,2885.469732,2870.86,YES,2885.469732,2873.8871428571438,STOP,-0.40141086958579986,0.02,0.05,0.06999999999999999,-0.47141086958579986,-50.91895549793348,10750.47719021947
2025-11-20 23:37:00,2839.84,2838.8460560000003,2827.06,YES,2838.8460560000003,2864.468571428571,TP,0.9025679773799875,0.02,0.05,0.06999999999999999,0.8325679773799876,89.50503050130716,10839.982220720776
2025-11-21 04:32:00,2785.5,2784.525075,2783.12,YES,2784.525075,2811.5214285714283,TP,0.9695137534873247,0.02,0.05,0.06999999999999999,0.8995137534873248,97.50713095096413,10937.48935167174
2025-11-21 05:37:00,2810.37,2809.3863705,2800.1,YES,2809.3863705,2800.911071428572,STOP,-0.3016779450638329,0.02,0.05,0.06999999999999999,-0.3716779450638329,-40.652235663869064,10896.837116007871
2025-11-21 07:33:00,2715.0,2714.04975,2660.0,YES,2714.04975,2693.633928571429,STOP,-0.7522272363861876,0.02,0.05,0.06999999999999999,-0.8222272363861876,-89.59676267245587,10807.240353335415
2025-11-21 07:34:00,2660.0,2659.069,2660.0,NO,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10807.240353335415
2025-11-21 22:23:00,2749.82,2748.8575630000005,2740.06,YES,2748.8575630000005,2741.4825,STOP,-0.2682955675575835,0.02,0.05,0.06999999999999999,-0.3382955675575835,-36.56041509062823,10770.679938244788
2025-11-22 02:06:00,2764.09,2763.1225685000004,2753.65,YES,2763.1225685000004,2757.222142857144,STOP,-0.21354194381828376,0.02,0.05,0.06999999999999999,-0.28354194381828374,-30.539395259345195,10740.140542985442
2025-11-22 10:17:00,2718.35,2717.3985775,2708.67,YES,2717.3985775,2711.9660714285715,STOP,-0.19991568835023552,0.02,0.05,0.06999999999999999,-0.2699156883502355,-28.989324276381875,10711.151218709061
2025-11-22 14:46:00,2733.71,2732.7532015,2725.98,YES,2732.7532015,2751.4099999999994,TP,0.6827106995889193,0.02,0.05,0.06999999999999999,0.6127106995889193,65.62836956617934,10776.77958827524
2025-11-22 18:31:00,2745.39,2744.4291135,2743.17,YES,2744.4291135,2754.543571428571,TP,0.3685450602027739,0.02,0.05,0.06999999999999999,0.2985450602027739,32.17354310973656,10808.953131384977
2025-11-23 07:03:00,2799.99,2799.0100035,2789.34,YES,2799.0100035,2794.097142857143,STOP,-0.1755213677948236,0.02,0.05,0.06999999999999999,-0.2455213677948236,-26.538289572477808,10782.414841812499
2025-11-23 14:50:00,2817.91,2816.9237315,2810.34,YES,2816.9237315,2836.656428571428,TP,0.7005051947544357,0.02,0.05,0.06999999999999999,0.6305051947544358,67.98368569760109,10850.3985275101
2025-11-24 06:05:00,2848.35,2847.3530775,2835.96,YES,2847.3530775,2840.1267857142857,STOP,-0.25378980368879944,0.02,0.05,0.06999999999999999,-0.32378980368879945,-35.13248409167734,10815.266043418424
2025-11-24 19:42:00,2956.56,2955.525204,2952.44,YES,2955.525204,2978.327857142857,TP,0.771526262472597,0.02,0.05,0.06999999999999999,0.7015262624725971,75.8719316508612,10891.137975069285
2025-11-25 03:33:00,2916.56,2915.539204,2908.19,YES,2915.539204,2910.429642857143,STOP,-0.17525269891233722,0.02,0.05,0.06999999999999999,-0.2452526989123372,-26.71080982612389,10864.427165243162
2025-11-25 05:27:00,2919.41,2918.3882065,2918.9,NO,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10864.427165243162
2025-11-25 07:49:00,2908.97,2907.9518605,2899.65,YES,2907.9518605,2901.9985714285717,STOP,-0.20472447127802504,0.02,0.05,0.06999999999999999,-0.274724471278025,-29.847240087100396,10834.579925156062
2025-11-25 13:35:00,2920.21,2919.1879265000002,2909.44,YES,2919.1879265000002,2911.36,STOP,-0.26815425032897766,0.02,0.05,0.06999999999999999,-0.33815425032897767,-36.63759252220539,10797.942332633856
2025-11-25 14:30:00,2901.25,2900.2345625000003,2881.88,YES,2900.2345625000003,2891.725,STOP,-0.2934094576359065,0.02,0.05,0.06999999999999999,-0.3634094576359065,-39.24074366686265,10758.701588966995
2025-11-25 14:43:00,2883.76,2882.7506840000005,2860.31,YES,2882.7506840000005,2864.9671428571432,STOP,-0.6168948720248504,0.02,0.05,0.06999999999999999,-0.6868948720248503,-73.90096951107037,10684.800619455924
2025-11-26 12:03:00,2904.96,2903.943264,2895.39,YES,2903.943264,2898.736785714286,STOP,-0.17928994516726837,0.02,0.05,0.06999999999999999,-0.24928994516726838,-26.636133605473624,10658.16448585045
2025-11-26 12:04:00,2897.45,2896.4358925,2888.62,YES,2896.4358925,2912.9642857142853,TP,0.5706459189061851,0.02,0.05,0.06999999999999999,0.5006459189061852,53.35966552871867,10711.524151379168
2025-11-27 12:54:00,2996.73,2995.6811445000003,2988.78,YES,2995.6811445000003,2990.7478571428574,STOP,-0.1646799882624472,0.02,0.05,0.06999999999999999,-0.23467998826244718,-25.137803621185828,10686.386347757982
2025-11-28 01:10:00,3002.48,3001.429132,2995.59,YES,3001.429132,2996.1692857142857,STOP,-0.1752447269081315,0.02,0.05,0.06999999999999999,-0.24524472690813148,-26.207799014906907,10660.178548743075
2025-11-28 11:14:00,3034.38,3033.3179670000004,3018.0,YES,3033.3179670000004,3026.947857142857,STOP,-0.21000468551087553,0.02,0.05,0.06999999999999999,-0.28000468551087554,-29.848999420305866,10630.329549322769
2025-11-28 11:15:00,3022.89,3021.8319885,3018.0,YES,3021.8319885,3042.7971428571427,TP,0.6937895434600082,0.02,0.05,0.06999999999999999,0.6237895434600083,66.31088416401485,10696.640433486784
2025-11-28 13:07:00,3029.03,3027.9698395000005,3026.07,YES,3027.9698395000005,3037.88,TP,0.32728729232111686,0.02,0.05,0.06999999999999999,0.25728729232111686,27.52109654064392,10724.161530027428
2025-11-28 16:21:00,3041.72,3040.655398,3028.49,YES,3040.655398,3032.659285714285,STOP,-0.26297331460100054,0.02,0.05,0.06999999999999999,-0.33297331460100055,-35.7085961096977,10688.45293391773
2025-11-29 06:21:00,3016.23,3015.1743195,2993.75,YES,3015.1743195,3010.999642857143,STOP,-0.13845556510142817,0.02,0.05,0.06999999999999999,-0.20845556510142815,-22.280674963998383,10666.172258953731
2025-11-29 07:37:00,2998.64,2997.590476,2996.04,YES,2997.590476,3009.0721428571424,TP,0.3830298684583391,0.02,0.05,0.06999999999999999,0.3130298684583391,33.38830499174272,10699.560563945473
2025-11-29 12:12:00,2996.42,2995.3712530000003,2993.01,YES,2995.3712530000003,2994.0807142857147,STOP,-0.04308443278919,0.02,0.05,0.06999999999999999,-0.11308443278918999,-12.099537374673595,10687.4610265708
2025-11-29 17:33:00,2980.58,2979.536797,2966.99,YES,2979.536797,2974.547857142857,STOP,-0.1674401155967037,0.02,0.05,0.06999999999999999,-0.2374401155967037,-25.37631981584236,10662.084706754957
2025-11-29 19:31:00,2993.97,2992.9221104999997,2989.72,YES,2992.9221104999997,2990.1467857142857,STOP,-0.09272960281784186,0.02,0.05,0.06999999999999999,-0.16272960281784185,-17.3503680954042,10644.734338659553
2025-11-29 22:13:00,2984.03,2982.9855895000005,2983.92,NO,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10644.734338659553
2025-11-30 02:37:00,2999.27,2998.2202555,2995.69,YES,2998.2202555,2996.2253571428573,STOP,-0.06653608431478941,0.02,0.05,0.06999999999999999,-0.13653608431478942,-14.533903451717547,10630.200435207835
2025-11-30 03:19:00,2979.11,2978.0673115000004,2975.59,YES,2978.0673115000004,2990.3921428571425,TP,0.41385335078052016,0.02,0.05,0.06999999999999999,0.34385335078052015,36.552300391147575,10666.752735598982
2025-11-30 06:09:00,2988.39,2987.3440635,2987.11,YES,2987.3440635,2993.911428571428,TP,0.2198395943630802,0.02,0.05,0.06999999999999999,0.1498395943630802,15.983019030734276,10682.735754629717
2025-11-30 14:38:00,3029.09,3028.0298185,3024.67,YES,3028.0298185,3039.8507142857143,TP,0.390382410156379,0.02,0.05,0.06999999999999999,0.32038241015637897,34.225606281319926,10716.961360911037
2025-11-30 23:25:00,3011.31,3010.2560415000003,3002.46,YES,3010.2560415000003,3005.0475,STOP,-0.17302652758416986,0.02,0.05,0.06999999999999999,-0.24302652758416987,-26.04505905795929,10690.916301853078
2025-12-01 00:07:00,2955.57,2954.5355505,2925.0,YES,2954.5355505,2941.002142857144,STOP,-0.45805533260772374,0.02,0.05,0.06999999999999999,-0.5280553326077237,-56.45395363656363,10634.462348216515
2025-12-01 00:08:00,2925.0,2923.97625,2896.33,YES,2923.97625,2904.3250000000003,STOP,-0.6720728323289181,0.02,0.05,0.06999999999999999,-0.7420728323289181,-78.91545595036267,10555.546892266153
2025-12-01 02:38:00,2838.59,2837.5964935,2822.98,YES,2837.5964935,2828.668571428572,STOP,-0.3146297259627757,0.02,0.05,0.06999999999999999,-0.3846297259627757,-40.59977108559559,10514.947121180558
2025-12-01 12:02:00,2831.34,2830.349031,2824.8,YES,2830.349031,2826.7257142857147,STOP,-0.1280166041219764,0.02,0.05,0.06999999999999999,-0.19801660412197641,-20.821341214583256,10494.125779965974
2025-12-01 15:15:00,2790.74,2789.763241,2771.38,YES,2789.763241,2778.115,STOP,-0.41753510938888755,0.02,0.05,0.06999999999999999,-0.48753510938888756,-51.16254760076456,10442.96323236521
2025-12-02 05:06:00,2799.12,2798.140308,2797.51,YES,2798.140308,2806.009285714285,TP,0.2812216989901186,0.02,0.05,0.06999999999999999,0.2112216989901186,22.057804364315206,10465.021036729524
2025-12-02 08:06:00,2801.02,2800.039643,2794.04,YES,2800.039643,2797.2092857142857,STOP,-0.10108275762417121,0.02,0.05,0.06999999999999999,-0.1710827576241712,-17.9038465755865,10447.117190153938
2025-12-03 14:01:00,3071.11,3070.0351115000003,3050.0,YES,3070.0351115000003,3062.592142857143,STOP,-0.24243920256732612,0.02,0.05,0.06999999999999999,-0.3124392025673261,-32.64088964019101,10414.476300513747
2025-12-03 14:02:00,3050.43,3049.3623495,3032.12,YES,3049.3623495,3038.3425,STOP,-0.36138209359759665,0.02,0.05,0.06999999999999999,-0.43138209359759666,-44.92618590238173,10369.550114611366
2025-12-04 14:51:00,3157.17,3156.0649905,3140.52,YES,3156.0649905,3191.034285714285,TP,1.1080030138652182,0.02,0.05,0.06999999999999999,1.038003013865218,107.63624271393014,10477.186357325296
2025-12-04 23:00:00,3136.99,3135.8920534999997,3129.76,YES,3135.8920534999997,3147.9078571428568,TP,0.3831701932930393,0.02,0.05,0.06999999999999999,0.3131701932930393,32.81142476690757,10509.997782092203
2025-12-05 08:04:00,3164.53,3163.4224145000003,3157.24,YES,3163.4224145000003,3159.087142857143,STOP,-0.1370437164188321,0.02,0.05,0.06999999999999999,-0.20704371641883207,-21.76029000358052,10488.237492088623
2025-12-05 11:24:00,3126.6,3125.50569,3111.07,YES,3125.50569,3120.0910714285715,STOP,-0.17323976048907755,0.02,0.05,0.06999999999999999,-0.24323976048907753,-25.511563755281998,10462.72592833334
2025-12-05 13:04:00,3116.13,3115.0393545,3115.02,YES,3115.0393545,3127.676428571428,TP,0.40567943557991515,0.02,0.05,0.06999999999999999,0.33567943557991514,35.1212193425028,10497.847147675844
2025-12-05 19:00:00,2991.26,2990.213059,2984.83,YES,2990.213059,3018.5314285714285,TP,0.9470351781855528,0.02,0.05,0.06999999999999999,0.8770351781855529,92.06981243726582,10589.91696011311
2025-12-05 23:00:00,3022.92,3021.8619780000004,3016.5,YES,3021.8619780000004,3018.430714285714,STOP,-0.113547995880246,0.02,0.05,0.06999999999999999,-0.183547995880246,-19.437580345669886,10570.479379767441
2025-12-06 02:05:00,3019.22,3018.163273,3018.65,NO,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10570.479379767441
2025-12-06 07:26:00,3033.37,3032.3083205,3029.04,YES,3032.3083205,3029.7092857142857,STOP,-0.0857114287535768,0.02,0.05,0.06999999999999999,-0.1557114287535768,-16.459444468338106,10554.019935299102
