entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,exit_reason,entry_hour,entry_rsi,entry_body_pct,entry_volume_ratio,entry_atr_ratio,entry_ema50_dist,entry_consecutive_ups,entry_consecutive_downs
2025-12-02 04:53:00,2025-12-02 05:10:00,SHORT,0.17974,0.18158392857142858,-1.1154690373400666,SL,4,39.51219512195127,0.03892998164728699,0.9659054730568765,0.8965642989242247,0.3679475466257654,0,2
2025-12-02 05:10:00,2025-12-02 06:26:00,LONG,0.18187,0.1946557142857143,6.930139267451641,TP,5,61.057692307692385,0.47511187227224994,0.5928105154464751,1.0671276976272808,0.9465148206144277,1,0
2025-12-02 06:37:00,2025-12-02 07:03:00,SHORT,0.18977,0.19255785714285714,-1.5478023302829214,SL,6,46.941045606229096,0.27476882430646904,0.6056833286880233,1.2402583474343978,0.11523081022077913,1,0
2025-12-02 07:33:00,2025-12-02 07:41:00,SHORT,0.19062,0.1951982142857143,-2.445418118945031,SL,7,36.72889610389612,2.7697016067329714,2.038124118673724,1.471748152995679,2.0747360978888474,0,1
2025-12-02 07:43:00,2025-12-02 09:43:00,LONG,0.1978,0.20729,4.6977755308392215,Time,7,52.88282703037823,0.3958988935133504,0.4738164440879968,0.8994694373825585,1.6481519183136804,6,0
2025-12-02 09:57:00,2025-12-02 11:17:00,SHORT,0.20262,0.20485928571428572,-1.1930848003682049,SL,9,30.813475760065728,0.8950843727072626,1.638442219375865,1.0353454041067038,1.3246599238485854,0,5
2025-12-02 11:36:00,2025-12-02 12:37:00,SHORT,0.20206,0.20421142857142857,-1.1535299549486622,SL,11,40.66350710900472,0.41246335039506904,0.40534976110731397,0.7707365754423678,0.757811719247832,1,0
2025-12-02 13:14:00,2025-12-02 13:29:00,SHORT,0.20352,0.20583107142857143,-1.2228000770395986,SL,13,40.89490114464091,0.16733930504971303,2.55135003941991,1.4220259089560614,0.6297072318330995,1,0
2025-12-02 13:29:00,2025-12-02 14:25:00,LONG,0.20621,0.20381642857142857,-1.260744594622687,SL,13,77.777777777778,0.3601499002287393,0.7605183897306277,0.9453683720536592,1.2544618002389472,4,0
2025-12-02 14:41:00,2025-12-02 15:17:00,LONG,0.20627,0.20430607142857143,-1.0521154658595933,SL,14,63.33333333333328,0.4871632484045408,0.519825771304249,0.9767925181849678,0.33231456985524804,4,0
2025-12-02 15:45:00,2025-12-02 15:50:00,LONG,0.20421,0.2015775,-1.3891141472014201,SL,15,54.33447098976106,0.9241870119600725,0.5409714744235034,0.8321338458672721,0.5675049772716216,3,0
2025-12-02 16:00:00,2025-12-02 16:02:00,SHORT,0.19989,0.20238,-1.330358731099912,SL,16,29.288025889967628,1.1375438943567913,1.3115248996607212,0.9055309863819659,1.4178112023705962,0,1
2025-12-02 16:04:00,2025-12-02 18:04:00,LONG,0.20312,0.21292,4.72473414730209,Time,16,59.307359307359285,0.26161212300705994,1.5773514630238603,0.9145226191927808,0.21569638760196072,1,0
2025-12-02 18:12:00,2025-12-02 18:41:00,LONG,0.21677,0.23942714285714284,10.352157981797683,TP,18,59.29675013319124,0.4262219133657652,0.6898407220478019,1.0089539895351245,1.8932204117654985,5,0
2025-12-02 19:05:00,2025-12-02 19:15:00,SHORT,0.23016,0.23439000000000002,-1.9046845001919888,SL,19,48.62433862433864,0.19513464290360608,0.4751904446599998,0.6214093463239571,0.6634111718607835,0,2
2025-12-02 19:22:00,2025-12-02 20:19:00,SHORT,0.22924,0.2326760714285714,-1.5767618378094594,SL,19,57.10643722116002,0.5940765795065305,0.5893538256935247,0.8773681690718815,0.36932263454725683,0,2
2025-12-02 20:34:00,2025-12-02 22:34:00,SHORT,0.22941,0.22513,1.80112379514058,Time,20,38.96006028636026,0.7913855734302015,1.0584885674470028,0.9692323629959605,0.22785763994390404,0,1
2025-12-02 23:03:00,2025-12-03 01:03:00,SHORT,0.22602,0.22194,1.7383346850500137,Time,23,33.038585209003145,0.09299853859438818,1.2699400376266448,0.8943981831945482,0.03667795710800822,1,0
2025-12-03 01:11:00,2025-12-03 02:30:00,SHORT,0.22101,0.20571714285714293,7.333924528825964,TP,1,41.46031746031747,0.7410401509027148,0.5196620561604337,1.1270200557982804,0.6447875768258433,0,1
2025-12-03 02:36:00,2025-12-03 02:54:00,LONG,0.20932,0.2061882142857143,-1.596171275695446,SL,2,52.09334248455732,0.02867246487623268,0.7611395937552045,1.0545303678048958,0.2546022108568872,1,0
2025-12-03 03:34:00,2025-12-03 03:39:00,LONG,0.20606,0.20437142857142857,-0.9194561916778697,SL,3,69.96625421822282,0.6791420335173706,2.358422415818135,0.8996460783194389,0.42891584292979446,4,0
2025-12-03 03:48:00,2025-12-03 04:33:00,SHORT,0.20304,0.2050017857142857,-1.0569603052238197,SL,3,36.9827586206897,0.019704433497529306,0.9838424697230284,1.024995101743784,0.9569989987302524,1,0
2025-12-03 04:46:00,2025-12-03 06:29:00,SHORT,0.19843,0.200815,-1.2876602843413076,SL,4,17.683557394001994,0.859355483387459,0.7042876032484349,0.926053042121683,1.2991256936633555,0,5
2025-12-03 06:54:00,2025-12-03 07:56:00,SHORT,0.19702,0.19912000000000002,-1.154640417838504,SL,6,40.11194029850742,0.4396381828288492,0.48354770395224583,0.8243606998654105,0.14139533912090946,0,2
2025-12-03 09:04:00,2025-12-03 09:21:00,SHORT,0.20963,0.21265035714285715,-1.5203395580606016,SL,9,40.05586592178776,0.5503107358034036,1.2152799044835818,1.2727149597056369,0.2545709892995022,0,2
2025-12-03 09:25:00,2025-12-03 10:16:00,SHORT,0.20899,0.19612571428571432,6.459204009090358,TP,9,39.616252821670415,0.6087411423408015,0.5864372750511013,0.8207067830208008,0.7132806732391657,0,2
2025-12-03 10:27:00,2025-12-03 10:35:00,LONG,0.20204,0.1995660714285714,-1.3244746443419997,SL,10,66.58595641646497,0.30283473166856945,0.7282288605519452,1.0099066197213913,0.44486332308261284,1,0
2025-12-03 10:48:00,2025-12-03 11:00:00,LONG,0.20121,0.1992525,-1.0728641717608456,SL,10,55.16908212560375,0.11942080907597662,0.5573154766803383,0.9284244225931849,0.1797211581163627,2,0
2025-12-03 11:18:00,2025-12-03 11:23:00,LONG,0.20161,0.1997875,-1.0039730172114458,SL,11,58.02603036876357,0.2785376771947301,1.022809194607728,1.0831290394472923,0.559597422668341,2,0
2025-12-03 11:25:00,2025-12-03 11:31:00,SHORT,0.1986,0.20011392857142857,-0.8565333319055733,SL,11,50.11261261261258,0.5558059185819437,0.6161786675344293,0.8823529411764721,0.8958825919704788,0,1
2025-12-03 11:34:00,2025-12-03 11:47:00,LONG,0.20002,0.19850714285714285,-0.856352936134963,SL,11,44.69987228607924,0.04497526360502061,0.6388643654607566,0.9340786557734957,0.0337585999372292,0,1
2025-12-03 11:47:00,2025-12-03 11:50:00,SHORT,0.19819,0.19999642857142857,-1.0032304148288373,SL,11,39.8633257403189,0.7809762202753471,0.8593623894933582,1.0941302443297913,1.032829748492186,0,1
2025-12-03 12:17:00,2025-12-03 13:08:00,LONG,0.20004,0.19866214285714284,-0.788790813265927,SL,12,56.99404761904765,0.5478763508419239,0.7300080886992598,1.097691092996458,0.2519494099802966,1,0
2025-12-03 13:31:00,2025-12-03 13:36:00,LONG,0.20025,0.1990414285714286,-0.7035313001605091,SL,13,62.68656716417911,0.26537152012818077,0.655846050738843,0.7676341488311903,0.3164926805532756,1,0
2025-12-03 13:37:00,2025-12-03 13:51:00,SHORT,0.19841,0.19007428571428575,4.285503412199721,TP,13,41.471048513301945,0.11075869707496248,1.084752428356159,0.8813533721018033,0.6098062468202639,0,5
2025-12-03 14:18:00,2025-12-03 14:27:00,LONG,0.19175,0.18923964285714287,-1.4091823430806394,SL,14,60.756302521008415,0.0104291599311635,0.521521362827284,0.7422425672786008,0.5799181814634113,0,1
2025-12-03 14:41:00,2025-12-03 14:54:00,LONG,0.19422,0.19208142857142857,-1.2011077276137594,SL,14,69.85236985236988,1.8885741265344622,1.2079005692053608,1.2218413320274242,1.5076803507229781,2,0
2025-12-03 14:57:00,2025-12-03 16:31:00,SHORT,0.19204,0.1791471428571428,7.09679752478013,TP,14,22.87047841306874,0.11442837823780191,0.3782045658570514,0.781977688725228,0.15705034910203827,0,1
2025-12-03 17:32:00,2025-12-03 18:37:00,LONG,0.16452,0.19634857142857146,19.246323503872752,TP,17,56.575174108971716,1.5618248040002498,1.0267859672566593,0.644214574342739,0.92460960489959,2,0
2025-12-03 19:03:00,2025-12-03 21:03:00,SHORT,0.19927,0.19975,-0.3403003754693378,Time,19,31.213389121338878,1.1420160389808152,1.9483747412921322,0.8356596454337825,0.4601042685587085,1,0
2025-12-03 21:27:00,2025-12-03 21:34:00,SHORT,0.20151,0.2034932142857143,-1.0745849721208733,SL,21,23.428571428571374,0.029766334275936147,0.5338576849946902,0.7345529584507346,0.1809341391378665,0,3
