entry_time,exit_time,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,result,bars,entry_rsi,entry_atr,is_win,bin
2025-11-07 18:01:00,2025-11-07 18:03:00,201,203,0.09801,0.09756357142857143,-0.4554928797353024,SL,2,59.60396039603952,0.00044642857142857185,False,-1 to 0%
2025-11-08 00:16:00,2025-11-08 00:17:00,576,577,0.09937,0.09906571428571428,-0.30621486795382435,SL,1,58.378378378378365,0.0003042857142857143,False,-1 to 0%
2025-11-08 00:19:00,2025-11-08 00:20:00,579,580,0.09993,0.09958428571428572,-0.34595645523294555,SL,1,57.57575757575771,0.0003457142857142855,False,-1 to 0%
2025-11-09 16:03:00,2025-11-09 16:05:00,2963,2965,0.09638,0.09932428571428571,3.054872083716247,TP,2,58.601134215500885,0.0004907142857142868,True,2 to 5%
2025-11-09 16:25:00,2025-11-09 16:27:00,2985,2987,0.0993,0.10305428571428572,3.780750971083307,TP,2,59.23566878980884,0.000625714285714287,True,2 to 5%
2025-11-09 19:39:00,2025-11-09 20:07:00,3179,3207,0.10218,0.101825,-0.3474261107848973,SL,28,55.45243619489572,0.00035500000000000115,False,-1 to 0%
2025-11-11 01:18:00,2025-11-11 01:23:00,4958,4963,0.09956,0.09927571428571427,-0.285542099523627,SL,5,61.323155216284945,0.0002842857142857181,False,-1 to 0%
2025-11-12 15:28:00,2025-11-12 15:39:00,7248,7259,0.09753,0.09701714285714286,-0.5258455273835212,SL,11,57.88530465949822,0.0005128571428571432,False,-1 to 0%
2025-11-12 20:17:00,2025-11-12 20:23:00,7537,7543,0.09347,0.09307928571428571,-0.41801036237753925,SL,6,57.446808510638206,0.0003907142857142869,False,-1 to 0%
2025-11-13 14:51:00,2025-11-13 15:02:00,8651,8662,0.09197,0.09149214285714286,-0.5195793659423084,SL,11,55.33088235294113,0.00047785714285714396,False,-1 to 0%
2025-11-14 06:56:00,2025-11-14 07:04:00,9616,9624,0.08503,0.08460999999999999,-0.49394331412443104,SL,8,57.806691449814075,0.00041999999999999877,False,-1 to 0%
2025-11-16 18:11:00,2025-11-16 18:21:00,13171,13181,0.07908,0.07867928571428572,-0.5067201387383434,SL,10,57.40365111561858,0.000400714285714286,False,-1 to 0%
2025-11-17 00:35:00,2025-11-17 01:03:00,13555,13583,0.07941,0.07911857142857143,-0.3669922823681747,SL,28,59.9999999999999,0.00029142857142857047,False,-1 to 0%
2025-11-17 14:36:00,2025-11-17 14:39:00,14396,14399,0.08018,0.07970642857142857,-0.5906353561629263,SL,3,58.76288659793823,0.00047357142857142737,False,-1 to 0%
2025-11-18 02:31:00,2025-11-18 02:34:00,15111,15114,0.07772,0.07739857142857143,-0.41357253143151024,SL,3,60.05361930294908,0.00032142857142856876,False,-1 to 0%
2025-11-20 12:52:00,2025-11-20 12:56:00,18612,18616,0.08305,0.08508142857142857,2.4460307904016534,TP,4,58.29596412556061,0.0003385714285714291,True,2 to 5%
