entry_time,exit_time,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,result,bars,entry_rsi,entry_atr,is_win,bin
2025-11-21 12:37:00,2025-11-21 13:37:00,20037,20097,0.06828,0.06898,1.0251903925014736,TIME,60,55.424063116370746,0.0005228571428571424,True,1 to 2%
2025-11-21 17:03:00,2025-11-21 17:13:00,20303,20313,0.07146,0.07109428571428571,-0.5117748190796091,SL,10,55.25773195876286,0.00036571428571428665,False,-1 to 0%
2025-11-23 05:41:00,2025-11-23 05:51:00,22501,22511,0.07291,0.07264000000000001,-0.3703195720751508,SL,10,55.55555555555557,0.00026999999999999843,False,-1 to 0%
2025-11-25 16:32:00,2025-11-25 16:47:00,26032,26047,0.07986,0.0794807142857143,-0.4749382848556311,SL,15,60.291060291060326,0.00037928571428571395,False,-1 to 0%
2025-11-28 11:48:00,2025-11-28 11:49:00,30068,30069,0.08063,0.08038714285714285,-0.3011994826455933,SL,1,56.11702127659554,0.00024285714285714486,False,-1 to 0%
2025-11-28 12:37:00,2025-11-28 12:58:00,30117,30138,0.08154,0.08316857142857141,1.9972668979291266,TP,21,55.70291777188325,0.0002714285714285683,True,1 to 2%
2025-11-28 13:17:00,2025-11-28 13:20:00,30157,30160,0.08421,0.08357142857142856,-0.7583083108555193,SL,3,62.083333333333236,0.0006385714285714268,False,-1 to 0%
2025-11-28 13:22:00,2025-11-28 13:24:00,30162,30164,0.08421,0.08337857142857143,-0.9873275993689186,SL,2,57.106274007682465,0.0008314285714285713,False,-1 to 0%
2025-11-28 14:10:00,2025-11-28 14:12:00,30210,30212,0.08563,0.08515428571428571,-0.5555462871823983,SL,2,55.64053537284887,0.0004757142857142886,False,-1 to 0%
2025-11-28 14:15:00,2025-11-28 14:26:00,30215,30226,0.08512,0.0880257142857143,3.413668098818495,TP,11,57.191780821917845,0.0004842857142857169,True,2 to 5%
2025-11-28 15:00:00,2025-11-28 15:03:00,30260,30263,0.0921,0.09115214285714286,-1.0291608500077514,SL,3,63.282732447817786,0.0009478571428571421,False,-2 to -1%
2025-11-28 15:11:00,2025-11-28 15:35:00,30271,30295,0.09185,0.09059928571428572,-1.3616922000155531,SL,24,56.51408450704228,0.0012507142857142845,False,-2 to -1%
2025-11-28 16:09:00,2025-11-28 16:13:00,30329,30333,0.08802,0.08732,-0.7952738014087777,SL,4,55.32503457814665,0.0007000000000000022,False,-1 to 0%
2025-12-01 20:10:00,2025-12-01 20:13:00,34890,34893,0.0719,0.07163714285714286,-0.36558712497517104,SL,3,56.13079019073578,0.000262857142857145,False,-1 to 0%
2025-12-02 15:07:00,2025-12-02 15:18:00,36027,36038,0.07502,0.07471642857142857,-0.40465399702936655,SL,11,57.96460176991147,0.0003035714285714318,False,-1 to 0%
2025-12-02 16:04:00,2025-12-02 16:06:00,36084,36086,0.0779,0.08002571428571427,2.728773152393161,TP,2,59.01639344262286,0.00035428571428571177,True,2 to 5%
2025-12-02 16:20:00,2025-12-02 16:22:00,36100,36102,0.08226,0.08124928571428572,-1.2286825744156107,SL,2,58.801020408163296,0.0010107142857142884,False,-2 to -1%
2025-12-02 17:00:00,2025-12-02 17:03:00,36140,36143,0.08202,0.08154714285714285,-0.5765144389870153,SL,3,57.51879699248115,0.0004728571428571449,False,-1 to 0%
2025-12-02 17:09:00,2025-12-02 17:15:00,36149,36155,0.08211,0.08154214285714287,-0.6915809802181632,SL,6,55.06329113924051,0.0005678571428571408,False,-1 to 0%
2025-12-06 21:00:00,2025-12-06 21:01:00,42140,42141,0.077,0.07987142857142855,3.7291280148422765,TP,1,69.31818181818193,0.0004785714285714264,True,2 to 5%
2025-12-06 21:42:00,2025-12-06 22:02:00,42182,42202,0.0814,0.08961142857142856,10.087750087750079,TP,20,55.39160045402953,0.0013685714285714284,True,>10%
2025-12-06 22:08:00,2025-12-06 22:27:00,42208,42227,0.08746,0.08560999999999999,-2.1152526869426076,SL,19,55.397727272727266,0.0018500000000000005,False,-5 to -2%
2025-12-06 23:10:00,2025-12-06 23:27:00,42270,42287,0.08886,0.09391714285714285,5.691135333269027,TP,17,57.66793409378962,0.0008428571428571432,True,5 to 10%
2025-12-07 00:04:00,2025-12-07 00:08:00,42324,42328,0.10594,0.10257928571428572,-3.1722808058469756,SL,4,55.892360037117236,0.0033607142857142863,False,-5 to -2%
2025-12-07 00:10:00,2025-12-07 00:41:00,42330,42361,0.10322,0.12167857142857144,17.882746975945974,TP,31,55.606887862242765,0.0030764285714285724,True,>10%
2025-12-07 00:50:00,2025-12-07 01:01:00,42370,42381,0.11817,0.11453428571428571,-3.076681294503075,SL,11,55.18987341772151,0.003635714285714286,False,-5 to -2%
2025-12-07 02:46:00,2025-12-07 02:50:00,42486,42490,0.11214,0.11059428571428571,-1.3783790669826013,SL,4,57.15639810426546,0.0015457142857142872,False,-2 to -1%
2025-12-07 04:26:00,2025-12-07 04:40:00,42586,42600,0.10623,0.10538857142857143,-0.7920818708731773,SL,14,56.26702997275207,0.0008414285714285723,False,-1 to 0%
2025-12-07 05:20:00,2025-12-07 05:41:00,42640,42661,0.10851,0.11315999999999998,4.2853193254077855,TP,21,60.33950617283945,0.0007749999999999969,True,2 to 5%
2025-12-07 10:27:00,2025-12-07 10:32:00,42947,42952,0.10476,0.10403357142857143,-0.6934216985763386,SL,5,56.35430038510911,0.0007264285714285723,False,-1 to 0%
2025-12-07 11:32:00,2025-12-07 11:34:00,43012,43014,0.1048,0.10391357142857142,-0.8458287895310874,SL,2,55.088195386702836,0.0008864285714285737,False,-1 to 0%
2025-12-07 13:51:00,2025-12-07 13:52:00,43151,43152,0.09171,0.09110857142857143,-0.6557938844494299,SL,1,59.0106007067138,0.0006014285714285702,False,-1 to 0%
2025-12-07 15:08:00,2025-12-07 15:10:00,43228,43230,0.09363,0.09295,-0.7262629499092171,SL,2,58.379373848987115,0.0006799999999999991,False,-1 to 0%
2025-12-07 15:11:00,2025-12-07 15:15:00,43231,43235,0.09386,0.09310357142857142,-0.8059115399835655,SL,4,56.15763546798027,0.0007564285714285726,False,-1 to 0%
2025-12-07 15:57:00,2025-12-07 16:00:00,43277,43280,0.08916,0.08846642857142857,-0.7778952765493856,SL,3,60.294117647058876,0.0006935714285714273,False,-1 to 0%
2025-12-07 16:05:00,2025-12-07 16:54:00,43285,43334,0.09047,0.09502999999999999,5.040344865701331,TP,49,55.162659123055086,0.0007599999999999987,True,5 to 10%
2025-12-07 17:17:00,2025-12-07 17:20:00,43357,43360,0.09753,0.09664428571428572,-0.9081454790467357,SL,3,60.217654171705,0.0008857142857142854,False,-1 to 0%
2025-12-07 20:39:00,2025-12-07 20:50:00,43559,43570,0.09759,0.09704642857142856,-0.5569950082707603,SL,11,56.10687022900757,0.000543571428571428,False,-1 to 0%
2025-12-07 20:52:00,2025-12-07 20:55:00,43572,43575,0.09875,0.09817857142857143,-0.5786618444846278,SL,3,56.11015490533561,0.00057142857142857,False,-1 to 0%
2025-12-07 20:59:00,2025-12-07 21:00:00,43579,43580,0.09968,0.09908142857142858,-0.6004930061912325,SL,1,55.407407407407426,0.0005985714285714265,False,-1 to 0%
2025-12-08 00:15:00,2025-12-08 00:18:00,43775,43778,0.09067,0.089695,-1.0753281129370285,SL,3,57.293035479632046,0.0009750000000000007,False,-2 to -1%
2025-12-08 02:49:00,2025-12-08 03:49:00,43929,43989,0.09481,0.09434,-0.4957282987026812,TIME,60,58.424908424908416,0.0005357142857142862,False,-1 to 0%
2025-12-08 15:08:00,2025-12-08 15:10:00,44668,44670,0.09694,0.09640785714285714,-0.5489404344366164,SL,2,60.770577933450014,0.0005321428571428541,False,-1 to 0%
2025-12-09 04:53:00,2025-12-09 04:54:00,45493,45494,0.09284,0.09252428571428573,-0.3400627808210688,SL,1,57.142857142857125,0.00031571428571428625,False,-1 to 0%
