entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_reason,gross_pnl,fees,net_pnl,pnl_pct,duration_minutes,r_multiple,cumulative_capital
2025-11-12,14:49:00,0.1743089705,2025-11-12,15:36:00,0.17377754192857142,stop_loss,-30.487735077786578,13.978658585445547,-44.466393663232125,-0.004446639366323213,47,-1.0,9955.533606336769
2025-11-12,16:11:00,0.16846101800000002,2025-11-12,19:07:00,0.167726018,stop_loss,-43.43626369785833,13.907341664282974,-57.343605362141304,-0.005759973059167987,176,-1.0,9898.190000974626
2025-11-14,04:40:00,0.159924007,2025-11-14,05:26:00,0.16414114985714287,take_profit,261.0119771527052,14.040174385371373,246.97180276733383,0.02495120852832848,46,6.0,10145.161803741961
2025-11-14,20:40:00,0.15928423100000003,2025-11-14,20:43:00,0.15889280242857146,stop_loss,-24.930943677346274,14.185774864664603,-39.11671854201088,-0.0038557017915261827,3,-1.0,10106.04508519995
2025-11-14,23:05:00,0.155265638,2025-11-15,00:20:00,0.15943992371428573,take_profit,271.69900675046654,14.338652424005257,257.3603543264613,0.02546598121785139,75,5.99999999999988,10363.40543952641
2025-11-16,23:04:00,0.15578545600000002,2025-11-16,23:24:00,0.15874259885714287,take_profit,196.71971413795464,14.646471415233542,182.0732427227211,0.017568862261075596,20,5.999999999999831,10545.478682249131
2025-11-17,15:19:00,0.159224252,2025-11-17,15:42:00,0.15849853771428574,stop_loss,-48.06431453296155,14.730025134975712,-62.794339667937265,-0.005954622029025289,23,-1.0,10482.684342581195
2025-11-17,17:45:00,0.15612533700000003,2025-11-17,17:47:00,0.15571390842857147,stop_loss,-27.624445376247557,14.656420967850302,-42.28086634409786,-0.004033400697982561,2,-1.0,10440.403476237097
2025-11-19,15:23:00,0.1568950675,2025-11-19,15:31:00,0.15632792464285716,stop_loss,-37.739875138122144,14.590146954135253,-52.330022092257394,-0.005012260513816659,8,-1.0,10388.07345414484
2025-11-20,16:06:00,0.155905414,2025-11-20,16:07:00,0.15529112828571429,stop_loss,-40.93023428828293,14.514651671800978,-55.44488596008391,-0.005337359829503459,1,-1.0,10332.628568184755
2025-11-21,02:59:00,0.145509054,2025-11-21,07:30:00,0.1448947682857143,stop_loss,-43.620557937626806,14.435145604902324,-58.05570354252913,-0.005618677102290186,271,-1.0,10274.572864642227
2025-11-21,12:24:00,0.133333317,2025-11-21,12:37:00,0.13750331699999999,take_profit,321.33730570550404,14.609338124492972,306.72796758101106,0.02985311132850598,13,5.99999999999996,10581.300832223238
2025-11-21,16:06:00,0.136332267,2025-11-21,16:18:00,0.135822267,stop_loss,-39.5831709043169,14.786112945479514,-54.36928384979642,-0.0051382419526553496,12,-1.0,10526.93154837344
2025-11-21,18:14:00,0.13895135000000003,2025-11-21,18:22:00,0.13844206428571432,stop_loss,-38.58340241278811,14.710695786033869,-53.29409819882198,-0.005062643178966681,8,-1.0,10473.63745017462
2025-11-21,22:31:00,0.1389213605,2025-11-21,22:35:00,0.1386456462142857,stop_loss,-20.78680670857232,14.648541665548471,-35.43534837412079,-0.003383289572767291,4,-1.0,10438.202101800498
2025-11-22,04:13:00,0.13701202899999998,2025-11-22,04:23:00,0.13656917185714285,stop_loss,-33.73887966704513,14.589865726753768,-48.3287453937989,-0.004629987513411204,10,-1.0,10389.873356406699
2025-11-24,04:18:00,0.1455590365,2025-11-24,04:20:00,0.14522689364285712,stop_loss,-23.70805897680864,14.529227057685615,-38.237286034494254,-0.0036802456317637424,2,-1.0,10351.636070372206
2025-11-24,04:20:00,0.14526913800000002,2025-11-24,04:22:00,0.14493913800000002,stop_loss,-23.515248663641106,14.475829824456536,-37.99107848809764,-0.0036700554607820204,2,-1.0,10313.644991884108
2025-11-24,04:22:00,0.1450991975,2025-11-24,04:26:00,0.14470276892857142,stop_loss,-28.1781265561727,14.419378300048429,-42.59750485622113,-0.004130208562515139,4,-1.0,10271.047487027887
2025-11-24,14:51:00,0.143409789,2025-11-24,15:45:00,0.14744693185714286,take_profit,289.1412523982561,14.58186535851782,274.5593870397383,0.026731391066636672,54,6.0,10545.606874067624
2025-11-25,14:47:00,0.146508704,2025-11-25,14:48:00,0.14612727542857143,stop_loss,-27.45499519825676,14.744631127055897,-42.19962632531266,-0.004001630899885378,1,-1.0,10503.407247742312
2025-11-25,14:48:00,0.146228802,2025-11-25,14:50:00,0.14581094485714285,stop_loss,-30.014085342821463,14.683760287099261,-44.69784562992072,-0.004255556751789134,2,-1.0,10458.709402112392
2025-11-25,14:50:00,0.14593890350000002,2025-11-25,15:45:00,0.14860461778571432,take_profit,191.0383756127471,14.775920025886272,176.26245558686082,0.01685317459449254,55,6.000000000000187,10634.971857699253
2025-11-25,19:09:00,0.149287731,2025-11-25,19:19:00,0.14896201671428572,stop_loss,-23.203261507284154,14.872718317723855,-38.075979825008005,-0.0035802614557407277,10,-1.0,10596.895877874244
2025-12-01,00:07:00,0.14332981700000003,2025-12-01,00:08:00,0.14283553128571433,stop_loss,-36.54434476956201,14.81007318768525,-51.35441795724726,-0.0048461755734028255,1,-1.0,10545.541459916996
2025-12-01,00:08:00,0.14202027550000001,2025-12-01,00:28:00,0.1413917040714286,stop_loss,-46.673800886403676,14.731086383263314,-61.404887269666986,-0.0058228292499786245,20,-1.0,10484.13657264733
2025-12-01,12:49:00,0.13451290400000002,2025-12-01,12:54:00,0.13657004685714288,take_profit,160.33678570891436,14.790026951702503,145.54675875721185,0.013882569894876913,5,6.0,10629.683331404542
2025-12-03,14:05:00,0.14706850800000001,2025-12-03,14:41:00,0.14913850800000003,take_profit,149.61356986097644,14.98628616286904,134.6272836981074,0.01266522054334036,36,5.999999999999839,10764.31061510265
