direction,entry,exit,pnl,bars,exit_reason
SHORT,0.013362,0.013275857142857143,0.005488685153501095,10,TP
SHORT,0.013245,0.013284785714285714,-0.003994832972196937,2,SL
LONG,0.013272,0.013232714285714287,-0.003960044777404636,3,SL
SHORT,0.013229,0.013264071428571429,-0.0036440922578179205,1,SL
LONG,0.013273,0.013351142857142858,0.004887354565121461,4,TP
SHORT,0.013296,0.013337285714285715,-0.004095510973532889,2,SL
LONG,0.013322,0.01340657142857143,0.005348253158041439,1,TP
LONG,0.013383,0.013330714285714286,-0.0049068754603388545,4,SL
LONG,0.013447,0.013391357142857144,-0.005137938361185145,2,SL
SHORT,0.013314,0.013196142857142856,0.00793118118930869,17,TP
LONG,0.013236,0.013197857142857143,-0.0038817510685144043,4,SL
SHORT,0.013127,0.013166142857142857,-0.003972993500645615,1,SL
SHORT,0.013081,0.013120357142857144,-0.003999700574352837,4,SL
LONG,0.013131,0.013090857142857144,-0.004057105867249721,1,SL
SHORT,0.013095,0.013138357142857143,-0.004300042949488047,2,SL
LONG,0.013133,0.013227857142857144,0.006222808410655812,5,TP
LONG,0.013221,0.013171642857142857,-0.004733238246512616,2,SL
SHORT,0.013133,0.013174285714285715,-0.0041338104532638855,2,SL
LONG,0.013213,0.013175071428571428,-0.003870549566984959,2,SL
LONG,0.013512,0.013478571428571428,-0.0034739913727480634,1,SL
LONG,0.01367,0.013730142857142856,0.0033996237851393616,3,TP
LONG,0.013692,0.013755999999999999,0.003674262342974078,8,TP
LONG,0.013736,0.013704357142857143,-0.003303644229969204,6,SL
SHORT,0.013569,0.013605714285714285,-0.0036984460310793823,1,SL
SHORT,0.013545,0.013579642857142856,-0.0035510874996711453,3,SL
SHORT,0.013531,0.013462571428571428,0.004082875273244358,7,TP
SHORT,0.01345,0.013489571428571429,-0.003933483008037974,3,SL
SHORT,0.013465,0.013507214285714286,-0.00412531398564786,4,SL
SHORT,0.013386,0.013421357142857143,-0.0036343940095476803,1,SL
LONG,0.013422,0.013483,0.0035447772314111123,4,TP
LONG,0.013503,0.013481499999999999,-0.002592238761756737,1,SL
SHORT,0.013337,0.0133575,-0.002534718323039419,1,SL
SHORT,0.013333,0.013287142857142857,0.0024512418019567725,7,TP
LONG,0.013318,0.013293357142857143,-0.00285034217922031,2,SL
SHORT,0.013124,0.013150785714285714,-0.003036814747625071,1,SL
LONG,0.013154,0.0131225,-0.0033947088338148737,1,SL
SHORT,0.01305,0.012974857142857144,0.004791420769840627,1,TP
SHORT,0.012908,0.012811,0.00657161814066043,1,TP
SHORT,0.012758,0.012819,-0.005758561510258219,1,SL
LONG,0.012821,0.01275307142857143,-0.006298227238793474,1,SL
SHORT,0.012778,0.012852214285714285,-0.00677443575592862,1,SL
LONG,0.012989,0.013164714285714287,0.01252793022667531,18,TP
LONG,0.012994,0.013172285714285715,0.012720618307350606,17,TP
SHORT,0.013033,0.013127642857142857,-0.00820943265845786,9,SL
LONG,0.013071,0.013115,0.0023662305867951936,20,TIME
LONG,0.013109,0.013111,-0.0008474330612556749,20,TIME
LONG,0.013181,0.013129714285714286,-0.00489088189710296,8,SL
LONG,0.01319,0.013139357142857144,-0.004839488790209011,7,SL
LONG,0.013163,0.013129785714285714,-0.0035233066712972985,5,SL
LONG,0.013087,0.013151857142857142,0.003955844949732002,2,TP
LONG,0.013195,0.013153857142857142,-0.004118064201808046,3,SL
LONG,0.013126,0.013211285714285715,0.005497464138786713,6,TP
LONG,0.013141,0.0130975,-0.004310250361464151,2,SL
LONG,0.013241,0.01334,0.006476776678498664,1,TP
LONG,0.013389,0.013507428571428571,0.00784521408832417,3,TP
LONG,0.013458,0.013394714285714286,-0.005702460565144451,5,SL
SHORT,0.013414,0.013479785714285715,-0.005880323447278179,1,SL
LONG,0.01349,0.013420285714285714,-0.006167849200465979,1,SL
SHORT,0.013403,0.013396,-0.0004774559570021033,20,TIME
SHORT,0.0134,0.013451357142857143,-0.004817989687710743,17,SL
LONG,0.013431,0.013401857142857142,-0.003169820351638596,2,SL
SHORT,0.013425,0.013354714285714286,0.004262988992650985,3,TP
SHORT,0.013235,0.013257714285714286,-0.0027132882203353406,9,SL
SHORT,0.013177,0.01312842857142857,0.0026997138162548904,2,TP
SHORT,0.013096,0.013125642857142857,-0.0032583927862036557,1,SL
SHORT,0.013123,0.013150642857142857,-0.0031020156537704393,13,SL
SHORT,0.013185,0.013150142857142857,0.001650704500765988,2,TP
LONG,0.012992,0.012965142857142857,-0.0030672061928219687,1,SL
SHORT,0.013009,0.0130435,-0.003644995591673971,4,SL
SHORT,0.012919,0.012957214285714285,-0.003949267093345642,8,SL
LONG,0.012905,0.012979857142857142,0.004800630984668098,5,TP
SHORT,0.012913,0.012840428571428572,0.004651791773750414,3,TP
SHORT,0.012855,0.012779714285714285,0.004891032663372764,2,TP
SHORT,0.012831,0.012744428571428571,0.005792884285570233,5,TP
SHORT,0.012774,0.012818642857142858,-0.004482650826642009,7,SL
SHORT,0.012746,0.01279157142857143,-0.004562613774695467,1,SL
LONG,0.012755,0.012854285714285716,0.006784062272498282,5,TP
SHORT,0.012744,0.012794785714285715,-0.004969250866703522,3,SL
LONG,0.012787,0.012890857142857143,0.007122088281625306,3,TP
LONG,0.012812,0.012907428571428571,0.006448374291958437,2,TP
LONG,0.012885,0.012988428571428573,0.007027052497366904,2,TP
LONG,0.012969,0.013086428571428572,0.008054558672879408,10,TP
LONG,0.013005,0.012943428571428571,-0.0057344427967265235,3,SL
LONG,0.013018,0.012958,-0.005609002919035099,2,SL
SHORT,0.013034,0.013093500000000001,-0.00554423950815297,1,SL
SHORT,0.013064,0.012949714285714285,0.007825346394846,10,TP
LONG,0.012933,0.012900857142857143,-0.0034853365145640627,7,SL
LONG,0.012959,0.0129095,-0.004819739177405634,9,SL
LONG,0.012949,0.012896642857142858,-0.005043334841079771,7,SL
LONG,0.013024,0.012979142857142857,-0.004444190944191017,1,SL
SHORT,0.0129,0.012808428571428571,0.006149310164066058,2,TP
SHORT,0.012846,0.012899571428571429,-0.005152961892421647,1,SL
LONG,0.012982,0.013106285714285714,0.008573695446442264,2,TP
LONG,0.013084,0.013219285714285715,0.009339782504258154,9,TP
LONG,0.013124,0.013185,0.0036479731789088596,20,TIME
SHORT,0.013107,0.013184928571428571,-0.006910428032006143,6,SL
LONG,0.013158,0.013165,-0.00046800425596604713,20,TIME
LONG,0.013162,0.013084714285714286,-0.00687188225844959,1,SL
LONG,0.013139,0.01312,-0.0024460765659487507,20,TIME
LONG,0.013218,0.013129285714285715,-0.007711627002139897,7,SL
LONG,0.013239,0.013153357142857144,-0.00746898233573967,5,SL
SHORT,0.01319,0.013106,0.0054092781931939235,20,TIME
SHORT,0.0132,0.013055142857142857,0.010095791477906846,15,TP
SHORT,0.013161,0.013228642857142857,-0.006113363318772546,3,SL
SHORT,0.013078,0.012988428571428571,0.005896248308934316,9,TP
SHORT,0.013028,0.0130685,-0.004099054979531002,7,SL
LONG,0.013047,0.013006642857142857,-0.00409321245168559,3,SL
LONG,0.013056,0.013011214285714286,-0.004430278361344574,3,SL
LONG,0.01329,0.013382142857142858,0.005933247339568016,3,TP
SHORT,0.013218,0.013137857142857144,0.005100146794976391,6,TP
LONG,0.013283,0.013350714285714285,0.0040978156827738985,1,TP
LONG,0.013382,0.013341214285714286,-0.004047804086512729,2,SL
LONG,0.013397,0.013349142857142856,-0.004572228324038473,5,SL
LONG,0.013375,0.013398,0.0007196261682244085,20,TIME
LONG,0.013397,0.013408,-0.0001789206538777002,20,TIME
SHORT,0.013189,0.013143285714285713,0.002478147451713598,1,TP
LONG,0.013107,0.013076785714285714,-0.00330520223653663,10,SL
LONG,0.013146,0.013111857142857142,-0.0035972050161917615,2,SL
SHORT,0.013206,0.013236000000000001,-0.003266545784224916,2,SL
LONG,0.01329,0.013254214285714286,-0.0036926797807158565,4,SL
SHORT,0.013191,0.013227071428571428,-0.003727091084842259,16,SL
LONG,0.013412,0.013378857142857144,-0.003471134591623625,9,SL
LONG,0.013382,0.013358857142857143,-0.0027294019685291096,1,SL
SHORT,0.013019,0.012959571428571428,0.003585689562044637,3,TP
SHORT,0.013013,0.012922,0.006042253521126751,5,TP
SHORT,0.012987,0.013028142857142858,-0.004157998618375624,3,SL
LONG,0.013177,0.013143428571428572,-0.0035477292685306408,2,SL
LONG,0.013092,0.013148571428571428,0.003321068482388446,3,TP
SHORT,0.012769,0.012689142857142857,0.005293344141223178,1,TP
SHORT,0.012621,0.012670857142857143,-0.004934788491025576,1,SL
SHORT,0.012743,0.012787642857142859,-0.004491093522206223,4,SL
LONG,0.01288,0.012936428571428571,0.0033811002661933163,2,TP
LONG,0.01297,0.013033714285714286,0.0039124352902301105,19,TP
LONG,0.012994,0.012960357142857143,-0.0035891070604014965,1,SL
SHORT,0.013004,0.013042357142857142,-0.0039409670688360645,12,SL
LONG,0.013386,0.013367571428571428,-0.002376704872894985,1,SL
LONG,0.013381,0.013363785714285715,-0.002286472290134122,1,SL
LONG,0.013335,0.013310142857142857,-0.0028640527076971836,2,SL
SHORT,0.01312,0.013140071428571428,-0.0025274976761379122,5,SL
SHORT,0.013,0.013022571428571428,-0.002733254349590818,2,SL
SHORT,0.012983,0.013000071428571429,-0.002313179597914327,2,SL
SHORT,0.012927,0.012872571428571428,0.00322825942202687,2,TP
SHORT,0.012914,0.012857857142857143,0.0033664240875507243,1,TP
SHORT,0.013121,0.013098142857142859,0.0007450674577639269,7,TP
LONG,0.013238,0.013280142857142857,0.0021834761401161593,8,TP
SHORT,0.012703,0.012667714285714287,0.0017854839073460091,4,TP
SHORT,0.012626,0.012572,0.0032952593063951827,1,TP
SHORT,0.012551,0.012582928571428571,-0.003537451535810975,1,SL
LONG,0.012555,0.012518071428571429,-0.00394134380155886,2,SL
SHORT,0.012555,0.012477428571428572,0.0052169403036340664,1,TP
SHORT,0.01248,0.012524357142857143,-0.004541670231149596,5,SL
LONG,0.012487,0.012580571428571429,0.00649350753354916,5,TP
SHORT,0.012468,0.012411142857142857,0.0035811367665000713,5,TP
SHORT,0.012422,0.012448642857142858,-0.003140221825672306,4,SL
SHORT,0.012255,0.012301428571428573,-0.004774242248287152,4,SL
LONG,0.012265,0.012219714285714285,-0.004692271853706908,9,SL
LONG,0.012317,0.012277214285714285,-0.004230146487433139,4,SL
LONG,0.012213,0.012184357142857143,-0.0033452761109357123,8,SL
LONG,0.012219,0.01219107142857143,-0.003285667520138368,4,SL
SHORT,0.012136,0.01216792857142857,-0.003623993988881801,2,SL
LONG,0.012162,0.012233999999999998,0.00492007893438562,2,TP
LONG,0.012293,0.012380285714285713,0.006100440436485167,2,TP
LONG,0.012331,0.012420285714285714,0.006240752111403292,2,TP
LONG,0.012382,0.012474857142857143,0.006499365438309091,10,TP
LONG,0.012421,0.012371285714285713,-0.005002438266990316,5,SL
SHORT,0.012412,0.012465214285714284,-0.005269022938119149,7,SL
LONG,0.012557,0.01250157142857143,-0.005414157157646814,9,SL
LONG,0.012547,0.012500142857142859,-0.004734529597285596,7,SL
SHORT,0.01255,0.012463142857142858,0.005969120377799509,6,TP
SHORT,0.012285,0.01231257142857143,-0.0032392908525549205,7,SL
LONG,0.012321,0.012292714285714285,-0.0032957320254618496,1,SL
LONG,0.012334,0.012396857142857142,0.0040962496235724686,8,TP
LONG,0.012456,0.012422,-0.003729608220937596,9,SL
SHORT,0.012331,0.012359571428571428,-0.003311684408844439,2,SL
LONG,0.012427,0.012404714285714286,-0.002793330191173559,1,SL
LONG,0.012416,0.012391857142857144,-0.002944495581737815,6,SL
SHORT,0.012415,0.012439500000000001,-0.0029695325374814443,11,SL
SHORT,0.012415,0.012439142857142857,-0.0029408778739922195,8,SL
SHORT,0.012405,0.012428714285714284,-0.0029080240457005626,3,SL
SHORT,0.012403,0.012425428571428572,-0.0028050541516244634,2,SL
SHORT,0.012389,0.012353428571428572,0.001879478224668608,2,TP
SHORT,0.012375,0.012336857142857144,0.0020917807267420993,7,TP
SHORT,0.012362,0.012322857142857142,0.002176443310920485,13,TP
LONG,0.012351,0.012330857142857143,-0.00263086852423755,4,SL
LONG,0.012358,0.0123375,-0.002658844473215737,2,SL
LONG,0.012296,0.012272071428571427,-0.002946045171484445,1,SL
SHORT,0.012249,0.012276357142857143,-0.0032284414292280674,2,SL
LONG,0.012258,0.012229571428571428,-0.003319185138568436,19,SL
LONG,0.012208,0.012263285714285714,0.003528646320913765,1,TP
LONG,0.012298,0.012261142857142858,-0.0039970029970030066,1,SL
LONG,0.012326,0.012295500000000001,-0.003474444264156994,4,SL
LONG,0.012428,0.01248057142857143,0.0032300795438872107,6,TP
SHORT,0.012219,0.012262642857142857,-0.004559009069356911,2,SL
LONG,0.012247,0.012205071428571428,-0.004423578952279849,2,SL
LONG,0.01255,0.0125105,-0.004147410358565694,2,SL
LONG,0.012494,0.01257057142857143,0.005128656040613745,3,TP
SHORT,0.012538,0.012579285714285715,-0.0042820396343195,4,SL
LONG,0.012628,0.012578714285714285,-0.00490289153355361,6,SL
SHORT,0.012612,0.012637214285714286,-0.0029952408136965083,3,SL
LONG,0.012509,0.012493071428571428,-0.0022733688886858996,9,SL
LONG,0.012635,0.012603928571428571,-0.003459155407315339,7,SL
SHORT,0.012746,0.012765142857142857,-0.002499619499529925,5,SL
LONG,0.012846,0.012831714285714285,-0.0021120749093659344,1,SL
SHORT,0.012698,0.012720571428571428,-0.0027744036656035522,2,SL
SHORT,0.012623,0.01264907142857143,-0.0030611337929944407,1,SL
LONG,0.012389,0.012339785714285715,-0.004972417928346572,5,SL
LONG,0.012562,0.012666142857142857,0.007290308640571231,2,TP
SHORT,0.012558,0.012612,-0.005281636536631828,1,SL
LONG,0.012663,0.012779571428571428,0.008205672318678636,2,TP
LONG,0.012697,0.012816714285714285,0.008428548926067925,1,TP
LONG,0.01293,0.012855142857142858,-0.006789415534195097,3,SL
LONG,0.012943,0.012859357142857143,-0.007462401077250823,2,SL
SHORT,0.012909,0.012735857142857144,0.012594912003230374,15,TP
SHORT,0.012879,0.012698285714285714,0.01323139231392323,16,TP
SHORT,0.012855,0.012668428571428572,0.01372727477756841,15,TP
SHORT,0.012805,0.012714,0.006157464212679043,20,TIME
SHORT,0.012723,0.012593857142857143,0.009254432433045578,15,TP
SHORT,0.012715,0.012586,0.009249483553154358,13,TP
LONG,0.012709,0.012643642857142857,-0.00614258736778217,3,SL
SHORT,0.012558,0.012427285714285714,0.00951832948236031,9,TP
LONG,0.012394,0.012527285714285715,0.009754051499573424,8,TP
LONG,0.012601,0.01253642857142857,-0.006124309862029164,4,SL
SHORT,0.012237,0.012147,0.006409236848604506,4,TP
SHORT,0.012206,0.012126714285714286,0.005538103596545941,10,TP
LONG,0.012262,0.012357,0.006747512640678522,7,TP
SHORT,0.012484,0.012535214285714287,-0.005085633045192716,1,SL
SHORT,0.0125,0.012540642857142858,-0.004240891045685701,1,SL
LONG,0.012116,0.012182428571428571,0.004482714710182579,3,TP
SHORT,0.01201,0.011911285714285715,0.0072874584727568035,17,TP
LONG,0.012044,0.011993714285714285,-0.005175167243915201,1,SL
SHORT,0.011992,0.011981,-8.1879642767845e-05,20,TIME
SHORT,0.011919,0.011854285714285715,0.00445914678235726,3,TP
LONG,0.012009,0.011962,-0.0049137313681405495,1,SL
LONG,0.011838,0.011786357142857142,-0.005362464702049151,13,SL
LONG,0.011874,0.011832857142857141,-0.004464953439688223,10,SL
LONG,0.011953,0.011907928571428571,-0.004770721038352631,1,SL
SHORT,0.011915,0.011954928571428571,-0.0043399255537166495,11,SL
LONG,0.012032,0.012013571428571427,-0.0025316299392097443,5,SL
SHORT,0.01185,0.011798714285714286,0.003346720586988928,9,TP
LONG,0.011935,0.012013142857142856,0.005547369681010107,2,TP
SHORT,0.011859,0.011877357142857143,-0.0025455578742264997,3,SL
LONG,0.011795,0.011857285714285714,0.0042806879428328734,1,TP
LONG,0.012023,0.012112142857142858,0.006414360570810796,6,TP
LONG,0.012048,0.012142714285714286,0.006861411496869808,5,TP
LONG,0.012082,0.012179428571428572,0.007063944001702739,3,TP
LONG,0.012186,0.012136142857142857,-0.005091346041124488,3,SL
SHORT,0.01211,0.012017571428571428,0.0066911189567656635,3,TP
SHORT,0.012034,0.012080785714285714,-0.00487273770036245,10,SL
SHORT,0.012012,0.01193757142857143,0.00523481684477567,11,TP
LONG,0.011996,0.011967928571428572,-0.003340065736197716,3,SL
LONG,0.011948,0.011914071428571428,-0.0038396862595054806,1,SL
SHORT,0.011829,0.0118655,-0.004076145126627572,2,SL
SHORT,0.011787,0.011827500000000001,-0.004424223208624011,1,SL
LONG,0.012186,0.012131142857142858,-0.005501652950692825,1,SL
SHORT,0.012023,0.012051357142857143,-0.0033530248519727515,1,SL
LONG,0.011952,0.012010857142857144,0.0039244597437370085,1,TP
LONG,0.012183,0.0121345,-0.00498095707132895,2,SL
LONG,0.012181,0.012265142857142858,0.005907713417852124,10,TP
SHORT,0.012238,0.01216942857142857,0.004634728711290782,19,TP
SHORT,0.011968,0.011994071428571429,-0.0031736929554482254,2,SL
SHORT,0.011993,0.012021357142857143,-0.0033588969631429535,1,SL
LONG,0.012089,0.012057928571428572,-0.0035702232253642654,1,SL
LONG,0.012167,0.01213607142857143,-0.003542004720027191,2,SL
SHORT,0.012209,0.01223692857142857,-0.0032823187424482194,1,SL
SHORT,0.012218,0.01218,0.0021198686371101125,20,TIME
LONG,0.012115,0.012091642857142858,-0.00292795236129939,5,SL
SHORT,0.012101,0.012126642857142858,-0.0031145883032048785,1,SL
LONG,0.012094,0.012066214285714286,-0.0032974792695314994,1,SL
SHORT,0.012136,0.012072142857142856,0.0042896278326726165,4,TP
SHORT,0.012025,0.012064142857142857,-0.0042445618065340964,1,SL
LONG,0.012182,0.012131,-0.005186504679034697,10,SL
LONG,0.012197,0.012142214285714286,-0.005491736843954541,8,SL
SHORT,0.012191,0.012061571428571428,0.009730655801779009,9,TP
SHORT,0.01213,0.011993857142857143,0.010351048751146341,19,TP
SHORT,0.012049,0.011941714285714286,0.007984113312278773,12,TP
LONG,0.012122,0.012216285714285716,0.006778065854290972,10,TP
LONG,0.012294,0.012409,0.008354156499105314,10,TP
LONG,0.012299,0.012411571428571428,0.008152892801969958,9,TP
LONG,0.012336,0.012444571428571428,0.007801185843987369,10,TP
SHORT,0.012315,0.012366357142857142,-0.005152972638899355,3,SL
LONG,0.012429,0.012374142857142858,-0.005413640908934147,2,SL
SHORT,0.012343,0.012378214285714286,-0.003844859920944076,5,SL
LONG,0.012518,0.012600285714285715,0.0055733914591561415,14,TP
LONG,0.012558,0.012523357142857142,-0.0037586285350261752,13,SL
SHORT,0.012437,0.012410571428571429,0.0011295209153486816,1,TP
SHORT,0.012349,0.012316,0.001679441377070546,11,TP
SHORT,0.012335,0.012297857142857143,0.0020202706627171505,11,TP
LONG,0.012417,0.01238792857142857,-0.0033412602537995486,1,SL
SHORT,0.012331,0.012355214285714285,-0.002959843443774423,5,SL
SHORT,0.012442,0.012461642857142857,-0.002576265454566239,10,SL
SHORT,0.012427,0.012446857142857143,-0.002595353961986956,8,SL
SHORT,0.012337,0.012297714285714287,0.002194554156405349,3,TP
LONG,0.012203,0.012179500000000001,-0.0029257559616486786,1,SL
SHORT,0.011817,0.011843999999999999,-0.0032796352583586144,1,SL
LONG,0.011863,0.011834428571428572,-0.0034084488385255343,4,SL
SHORT,0.011829,0.011860928571428571,-0.0036919116185796233,2,SL
LONG,0.011952,0.01191857142857143,-0.003796901893287407,13,SL
LONG,0.012176,0.012213571428571428,0.002085695513422193,8,TP
SHORT,0.01213,0.012145285714285714,-0.002258571815048737,3,SL
SHORT,0.01208,0.012096642857142858,-0.00237582446133222,4,SL
SHORT,0.011932,0.011978785714285714,-0.004905714268677363,6,SL
LONG,0.012003,0.011949642857142857,-0.005445317242118052,6,SL
LONG,0.012031,0.012096285714285714,0.004426457841053445,3,TP
SHORT,0.012076,0.012110642857142858,-0.003860529994278993,1,SL
LONG,0.012123,0.012197714285714286,0.005163019526048474,2,TP
LONG,0.012207,0.012165428571428572,-0.004405540146754205,2,SL
LONG,0.012209,0.012169214285714285,-0.004258720147900296,1,SL
SHORT,0.011969,0.011878142857142858,0.006649103395191537,8,TP
SHORT,0.01192,0.011965642857142857,-0.004814492684411919,4,SL
SHORT,0.011868,0.011763285714285716,0.007901788858797887,19,TP
LONG,0.011868,0.011826928571428572,-0.004460686600221474,3,SL
SHORT,0.011813,0.011734428571428573,0.005695803557297708,7,TP
SHORT,0.011758,0.01179642857142857,-0.004257644565546447,12,SL
SHORT,0.011744,0.011781214285714285,-0.00415878183791396,3,SL
SHORT,0.01172,0.011759214285714286,-0.004334770909135143,6,SL
SHORT,0.0117,0.011738857142857143,-0.004310129971279774,5,SL
SHORT,0.01175,0.01165442857142857,0.007200438827668188,3,TP
SHORT,0.011655,0.011566714285714286,0.00663273926414465,4,TP
SHORT,0.011611,0.011522714285714285,0.006661885220496156,13,TP
LONG,0.011619,0.01157557142857143,-0.004737720236558273,2,SL
LONG,0.011584,0.011546642857142858,-0.004224891475927416,5,SL
LONG,0.011539,0.011501357142857143,-0.0042622287150410046,9,SL
SHORT,0.011518,0.011554357142857144,-0.0041466175406927866,1,SL
LONG,0.01159,0.011552142857142856,-0.00426636262788127,2,SL
SHORT,0.011497,0.011533571428571428,-0.004170867653433995,12,SL
LONG,0.011507,0.011572857142857143,0.004723224372742086,4,TP
SHORT,0.011449,0.011486928571428572,-0.004301889725588647,2,SL
LONG,0.011459,0.011419357142857143,-0.004459538977472532,13,SL
SHORT,0.011314,0.011346571428571428,-0.003870596530103464,1,SL
LONG,0.011331,0.011397285714285714,0.004849943896012011,4,TP
LONG,0.011339,0.011304642857142857,-0.004029997606238899,1,SL
LONG,0.011436,0.01138957142857143,-0.005059861090291217,15,SL
LONG,0.011469,0.011422071428571429,-0.005091775344718052,2,SL
SHORT,0.011401,0.011431928571428572,-0.003705455272513757,1,SL
LONG,0.011442,0.011407,-0.004058905785701782,6,SL
SHORT,0.011377,0.011297857142857142,0.006005121072264142,10,TP
SHORT,0.011279,0.011208000000000001,0.0053347608850821135,2,TP
SHORT,0.011242,0.0112805,-0.004412969283276501,2,SL
SHORT,0.011272,0.011307785714285715,-0.004164696890258889,1,SL
LONG,0.011298,0.011260214285714287,-0.004344460460764198,4,SL
LONG,0.011226,0.011193642857142857,-0.0038823394670535185,2,SL
SHORT,0.011225,0.0112555,-0.0037097863266846156,5,SL
LONG,0.011202,0.011267571428571429,0.004853546560563139,3,TP
LONG,0.011239,0.011314714285714287,0.005736745770467678,7,TP
LONG,0.011244,0.011319142857142857,0.005682929308329477,5,TP
LONG,0.011236,0.011310857142857143,0.005662259065249643,2,TP
LONG,0.011277,0.011254714285714286,-0.002976209478204649,1,SL
LONG,0.011251,0.011223714285714287,-0.0034251812537298134,1,SL
LONG,0.011282,0.01132557142857143,0.0028620305416974254,2,TP
SHORT,0.011353,0.011385142857142858,-0.0038232282674162113,3,SL
SHORT,0.011437,0.011466357142857143,-0.0035602850575285885,1,SL
LONG,0.011549,0.0115195,-0.003554333708546186,6,SL
SHORT,0.011501,0.011537285714285715,-0.004145082403635424,2,SL
SHORT,0.011618,0.01165242857142857,-0.003954626258168114,3,SL
LONG,0.011785,0.01187057142857143,0.006261046124007686,1,TP
LONG,0.011839,0.011791642857142858,-0.00500009653324962,7,SL
LONG,0.011848,0.011796857142857142,-0.005316581460403257,6,SL
LONG,0.011881,0.011827142857142856,-0.005533047963735659,3,SL
SHORT,0.011877,0.01176342857142857,0.008654619644418715,5,TP
SHORT,0.011845,0.011902928571428571,-0.005866749479419896,8,SL
SHORT,0.011834,0.011893500000000001,-0.006002732585025482,6,SL
LONG,0.011822,0.011852,0.0015376416849940408,20,TIME
SHORT,0.011778,0.011800428571428571,-0.0029006573611127786,6,SL
LONG,0.012006,0.012052714285714285,0.0028909116870136095,1,TP
LONG,0.012022,0.012075142857142857,0.003420467238633874,5,TP
SHORT,0.012044,0.012078857142857141,-0.0038857980887500023,1,SL
LONG,0.012094,0.012055928571428572,-0.004147960027404362,2,SL
SHORT,0.012065,0.012047,0.0004941479206440622,20,TIME
LONG,0.012039,0.012017214285714286,-0.002809595006704412,10,SL
LONG,0.012323,0.012359857142857143,0.001990922896789927,1,TP
LONG,0.012394,0.012371142857142858,-0.0028442103321882897,1,SL
SHORT,0.012289,0.012320285714285714,-0.00353936597017701,1,SL
LONG,0.012368,0.012445714285714286,0.00528349658103855,4,TP
LONG,0.012475,0.012430214285714286,-0.004590037217291675,1,SL
SHORT,0.012362,0.012383571428571428,-0.002741939205168075,2,SL
SHORT,0.012434,0.012450785714285715,-0.002348165061298423,5,SL
SHORT,0.012375,0.012343857142857143,0.0015229437429838963,4,TP
LONG,0.012464,0.012491857142857143,0.0012350082523381331,3,TP
LONG,0.01256,0.012539571428571428,-0.0026264786169245538,1,SL
LONG,0.012647,0.012619142857142857,-0.0032026680522767572,1,SL
SHORT,0.012628,0.012658142857142857,-0.003381301703025751,1,SL
SHORT,0.0127,0.012735785714285713,-0.003809855244782722,1,SL
LONG,0.012736,0.012699285714285715,-0.003882717157214665,2,SL
SHORT,0.012708,0.012746357142857144,-0.004009263150816288,6,SL
LONG,0.012764,0.012726285714285714,-0.003954738774231025,1,SL
SHORT,0.012715,0.012754642857142858,-0.004108111892028198,1,SL
LONG,0.012783,0.012740214285714285,-0.004347079268224529,2,SL
SHORT,0.012723,0.0127695,-0.004641489486667426,4,SL
SHORT,0.012716,0.012762357142857143,-0.0046323339284615175,3,SL
LONG,0.012635,0.012699428571428572,0.004099214200915858,1,TP
LONG,0.012762,0.012721642857142858,-0.004162289833657961,2,SL
LONG,0.012767,0.012722357142857143,-0.004496738242567354,1,SL
SHORT,0.012718,0.012623142857142857,0.006514542450374639,3,TP
LONG,0.012677,0.012617642857142859,-0.005682270478594486,2,SL
SHORT,0.012608,0.012655785714285713,-0.004775799888249831,5,SL
LONG,0.012632,0.01272357142857143,0.00624916312313395,5,TP
SHORT,0.012547,0.012471000000000001,0.00509413840109041,4,TP
SHORT,0.012482,0.012518642857142857,-0.003927063065941593,1,SL
SHORT,0.012454,0.012369714285714286,0.005813877211622854,9,TP
LONG,0.012434,0.012388785714285715,-0.004636342746846211,3,SL
SHORT,0.012391,0.012436142857142856,-0.0046299725454607135,3,SL
LONG,0.012612,0.012555428571428572,-0.005485523990757079,1,SL
SHORT,0.012555,0.012613785714285715,-0.005660433879032588,1,SL
LONG,0.012566,0.012685428571428573,0.008504104044928629,11,TP
LONG,0.012639,0.012586,-0.005193369728617724,11,SL
LONG,0.012706,0.012650214285714285,-0.0053905016752491255,2,SL
SHORT,0.012688,0.01258742857142857,0.0069898311240240716,9,TP
SHORT,0.012621,0.012671,-0.004946018467366419,2,SL
SHORT,0.012599,0.0126475,-0.004834749950583083,1,SL
LONG,0.012645,0.012591,-0.005270462633451988,6,SL
SHORT,0.012643,0.012532,0.007857325247366709,14,TP
LONG,0.012664,0.012607857142857143,-0.005433264145835225,3,SL
LONG,0.012597,0.012537142857142858,-0.005751698250150205,9,SL
SHORT,0.012591,0.012648071428571429,-0.00551226330383514,1,SL
LONG,0.012636,0.01258,-0.005431782209559976,2,SL
SHORT,0.012559,0.012611642857142858,-0.005174147471440737,2,SL
LONG,0.012573,0.012675714285714287,0.00716943336628384,6,TP
SHORT,0.012595,0.012648357142857143,-0.005218503814724661,3,SL
LONG,0.012605,0.012553214285714286,-0.005108347027823478,10,SL
SHORT,0.012449,0.012491499999999999,-0.004402313573229732,2,SL
LONG,0.012491,0.012444357142857142,-0.004734117135766435,6,SL
SHORT,0.012482,0.012530571428571429,-0.004876234124541189,15,SL
SHORT,0.012474,0.012526,-0.005151365160466214,9,SL
