entry_time,exit_time,entry_price,exit_price,pnl_pct,equity,exit_reason
2025-11-08 00:45:00,2025-11-08 02:30:00,0.015614,0.01623856,-4.009999999999998,1.4112433291095994,SL
2025-11-08 04:00:00,2025-11-08 14:15:00,0.015829,0.01456268,7.989999999999997,1.5240016711054563,TP
2025-11-08 19:15:00,2025-11-09 14:15:00,0.014601,0.01518504,-4.010000000000007,1.4628892040941275,SL
2025-11-09 22:30:00,2025-11-10 00:45:00,0.015174,0.01578096,-4.010000000000001,1.4042273470099529,SL
2025-11-10 07:45:00,2025-11-10 13:30:00,0.015817,0.01644968,-4.010000000000001,1.3479178303948538,SL
2025-11-10 14:45:00,2025-11-10 22:45:00,0.015778,0.01640912,-4.009999999999994,1.2938663253960203,SL
2025-11-11 00:30:00,2025-11-11 01:15:00,0.015887,0.01652248,-4.010000000000005,1.24198228574764,SL
2025-11-11 01:45:00,2025-11-11 20:30:00,0.016042,0.014758640000000002,7.989999999999993,1.3412166703788762,TP
2025-11-12 04:30:00,2025-11-12 10:15:00,0.014689,0.015276560000000002,-4.010000000000006,1.2874338818966833,SL
2025-11-12 15:00:00,2025-11-13 17:00:00,0.015107,0.013898440000000001,7.989999999999994,1.390299849060228,TP
2025-11-14 00:45:00,2025-11-16 16:30:00,0.013418,0.01234456,7.990000000000001,1.5013848070001403,TP
2025-11-17 13:00:00,2025-11-19 15:45:00,0.01271,0.0116932,7.989999999999998,1.6213454530794515,TP
2025-11-20 10:00:00,2025-11-20 13:00:00,0.012299,0.012790959999999999,-4.009999999999998,1.5563295004109654,SL
2025-11-20 15:45:00,2025-11-20 18:45:00,0.012297,0.01131324,7.990000000000001,1.6806802274938017,TP
2025-11-20 23:30:00,2025-11-21 07:30:00,0.01156,0.010635200000000001,7.989999999999998,1.8149665776705566,TP
2025-11-21 15:30:00,2025-11-21 17:00:00,0.01032,0.010732799999999999,-4.009999999999997,1.7421864179059672,SL
2025-11-21 20:15:00,2025-11-24 17:30:00,0.010362,0.01077648,-4.010000000000001,1.672324742547938,SL
2025-11-25 01:45:00,2025-11-25 07:00:00,0.011081,0.011524240000000002,-4.01000000000001,1.6052645203717655,SL
2025-11-25 08:45:00,2025-11-26 21:30:00,0.011171,0.01161784,-4.010000000000004,1.5408934131048577,SL
2025-11-27 01:15:00,2025-11-28 15:15:00,0.011513,0.011973520000000001,-4.010000000000007,1.479103587239353,SL
2025-11-29 22:45:00,2025-12-01 00:30:00,0.010816,0.00995072,7.989999999999996,1.5972839638597771,TP
2025-12-01 12:15:00,2025-12-02 13:15:00,0.009758,0.010148319999999999,-4.009999999999996,1.5332328769090002,SL
