config_name,direction,session,signals,trades,return,max_dd,return_dd,win_rate
Session: us,both,us,1,1,9.900000000000006,-0.01,990.0000000000006,1.0
Direction: long,long,all,2,2,8.800000000000008,-0.01,880.0000000000008,0.5
Direction: short,short,all,1,1,-1.0999999999999994,-0.01,109.99999999999994,0.0
Session: europe,both,europe,1,1,-1.0999999999999994,-0.01,109.99999999999994,0.0
Session: asia,both,asia,1,1,-1.0999999999999972,-0.01,109.99999999999972,0.0
Session: all,both,all,3,3,7.700000000000009,-1.0999999999999994,7.000000000000012,0.3333333333333333
Direction: both,both,all,3,3,7.700000000000009,-1.0999999999999994,7.000000000000012,0.3333333333333333
Original,both,all,3,3,7.7,-1.1,7.0,0.333
