entry_time,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,winner,exit_reason,equity,drawdown,bars_held,regime_type,regime_favorable,price_vs_ema50,price_vs_ema100
2025-03-29 00:45:00,6283,6316,0.4619,0.4272575,7.489999999999992,True,TP,1.055584898909517,16.7578997107738,33,Strong Downtrend,True,-2.880681853100515,-6.202719492492474
2025-04-06 23:00:00,7140,7149,0.4348,0.45654000000000006,-5.010000000000009,False,SL,1.00270009547415,20.928328935264034,9,Strong Downtrend,True,-3.1613025089205755,-5.169838403309137
2025-04-18 08:45:00,8235,8310,0.7591,0.7970550000000001,-5.01000000000001,False,SL,0.952464820690895,24.88981965560732,75,Strong Downtrend,True,-4.0016661325009535,-7.717257480865046
2025-05-07 19:15:00,10101,10111,0.9583,1.006215,-5.010000000000004,False,SL,0.9047463331742811,28.6528396908614,10,Strong Downtrend,True,-3.7548707488492483,-6.072358328418431
2025-05-30 12:00:00,12280,12298,1.1228,1.0385900000000001,7.4899999999999896,True,TP,0.9725118335290347,23.30893738370692,18,Strong Downtrend,True,-2.8103780154507834,-5.596901781221073
2025-06-05 09:45:00,12847,12868,0.9018,0.9468900000000001,-5.010000000000008,False,SL,0.92378899066923,27.151159620783204,21,Strong Downtrend,True,-2.797948218047501,-6.603031168854584
2025-06-13 09:30:00,13614,13635,1.0982,1.15311,-5.010000000000002,False,SL,0.8775071622367016,30.800886523781973,21,Strong Downtrend,True,-4.1514300751866635,-8.710480643301349
2025-06-20 22:15:00,14337,14410,0.9296,0.85988,7.490000000000001,True,TP,0.9432324486882304,25.61787292441325,73,Strong Downtrend,True,-3.3189528549303895,-6.122751878241008
2025-08-15 23:15:00,19717,19874,0.9327,0.9793350000000001,-5.0100000000000104,False,SL,0.8959765030089499,29.344417490900156,157,Strong Downtrend,True,-2.9246754204641188,-5.432281514855057
2025-09-22 19:00:00,23348,23478,0.6091,0.5634175,7.489999999999994,True,TP,0.9630851430843202,24.052314360968577,130,Strong Downtrend,True,-2.416669816963975,-6.794434748526723
2025-10-11 09:30:00,25134,25141,0.3696,0.34188,7.489999999999991,True,TP,1.0352202203013359,18.36383270660512,7,Strong Downtrend,True,-8.492328257379192,-20.15757322121192
2025-10-11 19:00:00,25172,25175,0.3556,0.32893000000000006,7.489999999999991,True,TP,1.112758214801906,12.249283776329843,3,Strong Downtrend,True,-3.9121844684150546,-12.869914159984663
2025-10-31 02:30:00,27026,27065,0.3281,0.344505,-5.010000000000002,False,SL,1.0570090282403304,16.645594659135725,39,Strong Downtrend,True,-2.6002604445910333,-5.574032651482309
2025-11-04 04:30:00,27418,27423,0.2604,0.24087000000000003,7.489999999999997,True,TP,1.136179004455531,10.402349699104992,5,Strong Downtrend,True,-3.4240759446363005,-7.819454971135553
2025-11-04 12:00:00,27448,27490,0.2494,0.26187000000000005,-5.010000000000014,False,SL,1.0792564363323087,14.891191979179855,42,Strong Downtrend,True,-2.4354247167500134,-6.768941045624896
2025-11-21 18:15:00,29105,29114,0.2316,0.21423,7.489999999999998,True,TP,1.1600927434135986,8.51654225842043,9,Strong Downtrend,True,-3.502240977608264,-7.51668829077206
2025-11-22 01:45:00,29135,29149,0.2199,0.20340750000000002,7.489999999999997,True,TP,1.246983689895277,1.6644312735761229,14,Strong Downtrend,True,-2.9212287398614527,-7.260219952591659
