entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,strategy
2025-01-01 16:55:00,2025-01-01 17:35:00,LONG,0.90854,0.9358084999999999,3.0013538204151535,60.027076408303074,TARGET,BB_BOUNCE_LONG
2025-01-01 20:10:00,2025-01-01 21:00:00,SHORT,0.96493,0.9794039499999999,-1.4778325123152691,-29.73407017657623,STOP,MEAN_REV_SHORT
2025-01-01 21:05:00,2025-01-01 21:15:00,SHORT,0.978,0.9926699999999999,-1.4778325123152691,-29.64618622531541,STOP,MEAN_REV_SHORT
2025-01-01 21:30:00,2025-01-01 21:45:00,SHORT,0.99789,0.972505,2.610269355941619,52.208763867715476,TARGET,MEAN_REV_SHORT
2025-01-01 21:50:00,2025-01-01 22:00:00,LONG,0.97336,0.9879604,1.4999999999999902,30.15856675162219,TARGET,EMA_PB_LONG
2025-01-01 23:45:00,2025-01-02 00:25:00,LONG,0.9832,0.9979479999999998,1.4999999999999902,30.249042451877052,TARGET,EMA_PB_LONG
2025-01-02 01:10:00,2025-01-02 01:15:00,SHORT,1.04553,1.06121295,-1.4778325123152691,-29.8914183046629,STOP,MEAN_REV_SHORT
2025-01-02 01:20:00,2025-01-02 01:35:00,SHORT,1.04223,1.05786345,-1.4778325123152691,-29.803069285043208,STOP,MEAN_REV_SHORT
2025-01-02 03:05:00,2025-01-02 03:50:00,SHORT,1.10061,1.1171191500000002,-1.4778325123152802,-29.714981395530987,STOP,MEAN_REV_SHORT
2025-01-02 04:20:00,2025-01-02 04:45:00,LONG,1.09985,1.1163477499999999,1.4999999999999902,30.071561172276972,TARGET,EMA_PB_LONG
2025-01-02 05:45:00,2025-01-02 06:00:00,SHORT,1.14598,1.1631697,-1.4778325123152802,-29.716035325905604,STOP,MEAN_REV_SHORT
2025-01-02 06:45:00,2025-01-02 07:05:00,SHORT,1.22001,1.23831015,-1.4778325123152691,-29.628204679621916,STOP,MEAN_REV_SHORT
2025-01-02 09:15:00,2025-01-02 09:20:00,SHORT,1.32662,1.3465193,-1.4778325123152802,-29.540633631307983,STOP,MEAN_REV_SHORT
2025-01-02 09:30:00,2025-01-02 10:15:00,SHORT,1.35,1.3702500000000002,-1.4778325123152802,-29.4533214136785,STOP,MEAN_REV_SHORT
2025-01-02 10:20:00,2025-01-02 11:00:00,SHORT,1.389,1.3441225,3.3387953850932517,66.3457846499982,TARGET,MEAN_REV_SHORT
2025-01-02 13:30:00,2025-01-02 13:40:00,LONG,1.38874,1.4095711,1.4999999999999902,30.005798624592252,TARGET,EMA_PB_LONG
2025-01-02 13:40:00,2025-01-02 13:45:00,LONG,1.38348,1.3627278,-1.5000000000000013,-30.09581602046625,STOP,EMA_PB_LONG
2025-01-02 13:55:00,2025-01-02 14:00:00,LONG,1.38584,1.3650524,-1.5000000000000013,-30.005528572404856,STOP,BB_BOUNCE_LONG
2025-01-02 14:35:00,2025-01-02 14:40:00,LONG,1.385,1.4057749999999998,1.4999999999999902,29.915511986687417,TARGET,EMA_PB_LONG
2025-01-02 15:00:00,2025-01-02 15:10:00,LONG,1.39293,1.4138239499999998,1.4999999999999902,30.00525852264748,TARGET,EMA_PB_LONG
2025-01-02 15:20:00,2025-01-02 16:10:00,LONG,1.3851,1.3643235,-1.5000000000000013,-30.095274298215646,STOP,EMA_PB_LONG
2025-01-02 16:55:00,2025-01-08 00:00:00,LONG,1.32948,1.3095378,-1.5000000000000013,-30.004988475321,STOP,BB_BOUNCE_LONG
