direction,total_trades,win_rate,total_return,avg_win,avg_loss,profit_factor,max_drawdown,rr_ratio,version,coin
LONG,29,20.689655172413794,-0.23743660221005314,1.2049197196900718,0.32190833471767133,0.9764484155810673,2.9093579885418857,3.7430522597274245,Conservative,PENGU
SHORT,32,18.75,3.1787737389877577,2.0698506059474355,0.35122518483656,1.3599760289513132,3.428223154545303,5.893229458789024,Conservative,PENGU
LONG,3,33.33333333333333,1.6907160846952962,4.356627674404519,1.285567261399219,1.6944378583749635,1.3151831190880465,3.388875716749927,Baseline,PENGU
SHORT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline,PENGU
LONG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggressive,PENGU
SHORT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggressive,PENGU
