trade_num,entry_time,signal_price,limit_price_above,max_price_in_trade,min_price_in_trade,bounce_above_pct,filled,original_result,actual_entry,exit_price,gross_pnl_pct,entry_fee_pct,exit_fee_pct,total_fee_pct,profit_after_fees_pct,profit_after_fees_dollar,running_balance
32,2025-11-15 08:22:00,3159.95,3159.95,3163.27,3153.27,0.10506495355939695,YES,STOP,3159.95,3153.6142857142854,-0.20050045999824057,0.02,0.05,0.06999999999999999,-0.27050045999824057,-28.288570852631143,10429.575660807137
33,2025-11-15 12:43:00,3156.53,3156.53,3170.66,3154.51,0.44764345658047455,YES,TP,3156.53,3167.812142857143,0.3574223231568477,0.02,0.05,0.06999999999999999,0.2874223231568477,29.97692865969302,10459.55258946683
34,2025-11-15 16:06:00,3176.41,3176.41,3184.55,3164.91,0.256264147260597,YES,STOP,3176.41,3169.452857142857,-0.21902534172676155,0.02,0.05,0.06999999999999999,-0.28902534172676153,-30.23075761479684,10429.321831852034
35,2025-11-15 16:07:00,3165.09,3165.09,3185.84,3163.67,0.6555895724924093,YES,TP,3165.09,3182.8078571428573,0.559789994687581,0.02,0.05,0.06999999999999999,0.48978999468758094,51.081774846178796,10480.403606698213
36,2025-11-15 20:16:00,3189.62,3189.62,3195.6,3182.09,0.18748314846282688,YES,STOP,3189.62,3184.464642857143,-0.16162919541690549,0.02,0.05,0.06999999999999999,-0.23162919541690546,-24.275674550639415,10456.127932147574
37,2025-11-16 01:00:00,3138.46,3138.46,3155.22,3137.19,0.5340198696175756,YES,TP,3138.46,3153.820714285714,0.4894347637285178,0.02,0.05,0.06999999999999999,0.4194347637285178,43.85663548735473,10499.984567634929
38,2025-11-16 01:33:00,3140.68,3140.68,3164.43,3131.98,0.7562056624680006,YES,TP,3140.68,3159.908571428571,0.6122422987560429,0.02,0.05,0.06999999999999999,0.5422422987560429,56.93535768857339,10556.919925323502
39,2025-11-16 06:57:00,3202.35,3202.35,3213.64,3198.29,0.3525535934548055,YES,TP,3202.35,3212.4178571428565,0.31438965581078304,0.02,0.05,0.06999999999999999,0.24438965581078304,25.800020269718082,10582.71994559322
40,2025-11-16 11:06:00,3228.4,3228.4,3231.66,3213.94,0.10097881303431308,YES,STOP,3228.4,3224.0017857142857,-0.1362351098288441,0.02,0.05,0.06999999999999999,-0.20623510982884408,-21.825284102673166,10560.894661490547
41,2025-11-16 11:10:00,3215.26,3215.26,3225.0,3198.66,0.3029304006518845,YES,STOP,3215.26,3208.1332142857145,-0.2216550361179403,0.02,0.05,0.06999999999999999,-0.2916550361179403,-30.801381139347885,10530.093280351199
42,2025-11-16 15:54:00,3128.05,3128.05,3147.8,3100.48,0.6313837694410255,YES,STOP,3128.05,3113.071428571429,-0.47884693110951826,0.02,0.05,0.06999999999999999,-0.5488469311095182,-57.794093812177145,10472.299186539021
43,2025-11-16 17:55:00,3035.09,3035.09,3086.81,3026.24,1.7040680836482542,YES,TP,3035.09,3065.675714285714,1.0077366498428035,0.02,0.05,0.06999999999999999,0.9377366498428036,98.2025875533662,10570.501774092387
44,2025-11-16 21:04:00,3080.32,3080.32,3088.68,3067.63,0.2714003739871076,YES,STOP,3080.32,3070.448571428572,-0.32046763230535036,0.02,0.05,0.06999999999999999,-0.39046763230535037,-41.2743880000936,10529.227386092292
45,2025-11-17 00:16:00,3082.65,3082.65,3121.41,3069.07,1.2573597391854334,YES,TP,3082.65,3116.985714285714,1.11383758408233,0.02,0.05,0.06999999999999999,1.04383758408233,109.90803276952084,10639.135418861813
46,2025-11-17 06:10:00,3176.55,3176.55,3197.26,3171.38,0.6519651823519238,YES,TP,3176.55,3193.8749999999995,0.5454030315908568,0.02,0.05,0.06999999999999999,0.4754030315908568,50.57877231632566,10689.714191178138
47,2025-11-17 09:01:00,3181.09,3181.09,3199.11,3179.87,0.5664724984203522,YES,TP,3181.09,3194.29,0.41495210761090756,0.02,0.05,0.06999999999999999,0.34495210761090755,36.87439440005127,10726.588585578189
48,2025-11-17 12:36:00,3186.89,3186.89,3190.86,3176.82,0.12457285943349959,YES,STOP,3186.89,3181.2828571428568,-0.17594403500412997,0.02,0.05,0.06999999999999999,-0.24594403500412998,-26.381404785663435,10700.207180792526
49,2025-11-17 16:02:00,3093.05,3093.05,3108.34,3070.92,0.4943340715475005,YES,STOP,3093.05,3072.817857142857,-0.6541162560302327,0.02,0.05,0.06999999999999999,-0.7241162560302327,-77.48193962503295,10622.725241167493
50,2025-11-17 21:20:00,2987.37,2987.37,3019.6,2985.48,1.0788753987621227,YES,TP,2987.37,3016.998571428571,0.9917945024744481,0.02,0.05,0.06999999999999999,0.9217945024744482,97.91969728604752,10720.64493845354
51,2025-11-17 23:07:00,3016.39,3016.39,3034.93,3006.15,0.6146420058414186,YES,TP,3016.39,3032.407857142857,0.5310273917781633,0.02,0.05,0.06999999999999999,0.46102739177816326,49.42510974155004,10770.070048195092
52,2025-11-18 03:30:00,2959.02,2959.02,3002.82,2953.68,1.4802198025021858,YES,TP,2959.02,2994.116428571428,1.186082844030391,0.02,0.05,0.06999999999999999,1.116082844030391,120.20290409796107,10890.272952293053
53,2025-11-18 09:05:00,3049.45,3049.45,3056.39,3038.4,0.22758202298775368,YES,STOP,3049.45,3039.105357142857,-0.33922979085221416,0.02,0.05,0.06999999999999999,-0.40922979085221417,-44.566241225904115,10845.706711067149
54,2025-11-18 13:21:00,3038.0,3038.0,3049.6,3026.76,0.3818301514154019,YES,STOP,3038.0,3029.475,-0.28061224489796216,0.02,0.05,0.06999999999999999,-0.35061224489796217,-38.02637577472147,10807.680335292427
55,2025-11-18 21:32:00,3107.12,3107.12,3120.61,3097.13,0.4341641133911866,YES,STOP,3107.12,3098.4592857142857,-0.27873768266800836,0.02,0.05,0.06999999999999999,-0.34873768266800836,-37.690453951464846,10769.989881340962
56,2025-11-18 23:09:00,3113.9,3113.9,3126.01,3103.54,0.38890137769357164,YES,STOP,3113.9,3105.9714285714285,-0.2546186913058081,0.02,0.05,0.06999999999999999,-0.3246186913058081,-34.96140020657699,10735.028481134384
57,2025-11-19 04:59:00,3048.9,3048.9,3055.7,3036.44,0.22303125717470978,YES,STOP,3048.9,3039.096428571429,-0.3215445383112304,0.02,0.05,0.06999999999999999,-0.39154453831123043,-42.03241770403672,10692.996063430348
58,2025-11-19 05:26:00,3025.64,3025.64,3030.77,3010.08,0.16955090493251376,YES,STOP,3025.64,3012.8078571428573,-0.4241133398931324,0.02,0.05,0.06999999999999999,-0.4941133398931324,-52.835519983656866,10640.160543446691
59,2025-11-20 06:43:00,3012.06,3012.06,3025.35,3007.32,0.44122627039301887,YES,TP,3012.06,3024.6064285714283,0.416539795735422,0.02,0.05,0.06999999999999999,0.346539795735422,36.87239061318113,10677.032934059873
60,2025-11-20 09:46:00,3002.89,3002.89,3013.56,2993.89,0.35532437085607776,YES,STOP,3002.89,2995.165,-0.25725218039954545,0.02,0.05,0.06999999999999999,-0.32725218039954546,-34.940823078688496,10642.092110981184
61,2025-11-20 12:13:00,3015.45,3015.45,3031.16,3010.67,0.5209836011208953,YES,TP,3015.45,3030.089285714285,0.4854759891321379,0.02,0.05,0.06999999999999999,0.4154759891321379,44.21533746245229,10686.307448443637
62,2025-11-20 18:50:00,2812.83,2812.83,2821.62,2791.26,0.3124966670577306,YES,STOP,2812.83,2800.512142857143,-0.4379168717219692,0.02,0.05,0.06999999999999999,-0.5079168717219692,-54.277558494726705,10632.02988994891
63,2025-11-20 19:02:00,2792.0,2792.0,2828.01,2791.26,1.2897564469914118,YES,TP,2792.0,2824.492857142857,1.1637842816209454,0.02,0.05,0.06999999999999999,1.0937842816209453,116.29147175350188,10748.321361702412
64,2025-11-20 22:35:00,2886.48,2886.48,2894.7,2870.86,0.284775920844759,YES,STOP,2886.48,2873.8871428571438,-0.43627037578144473,0.02,0.05,0.06999999999999999,-0.5062703757814447,-54.4155669480881,10693.905794754324
65,2025-11-20 23:37:00,2839.84,2839.84,2866.38,2827.06,0.934559693503858,YES,TP,2839.84,2864.468571428571,0.8672520785879106,0.02,0.05,0.06999999999999999,0.7972520785879107,85.25738623091188,10779.163180985237
66,2025-11-21 04:32:00,2785.5,2785.5,2817.41,2783.12,1.1455753006641485,YES,TP,2785.5,2811.5214285714283,0.9341744236736047,0.02,0.05,0.06999999999999999,0.8641744236736048,93.15077129611657,10872.313952281354
67,2025-11-21 05:37:00,2810.37,2810.37,2816.01,2800.1,0.20068531901494563,YES,STOP,2810.37,2800.911071428572,-0.33657235778306077,0.02,0.05,0.06999999999999999,-0.4065723577830608,-44.20382318136698,10828.110129099987
68,2025-11-21 07:33:00,2715.0,2715.0,2733.33,2660.0,0.6751381215469586,YES,STOP,2715.0,2693.633928571429,-0.7869639568534476,0.02,0.05,0.06999999999999999,-0.8569639568534475,-92.7930010147842,10735.317128085202
69,2025-11-21 07:34:00,2660.0,2660.0,2725.74,2660.0,2.4714285714285635,YES,TP,2660.0,2719.821428571428,2.248925886143909,0.02,0.05,0.06999999999999999,2.1789258861439094,233.91460386348936,10969.231731948692
70,2025-11-21 22:23:00,2749.82,2749.82,2762.03,2740.06,0.44402906372053574,YES,STOP,2749.82,2741.4825,-0.3032016641089268,0.02,0.05,0.06999999999999999,-0.3732016641089268,-40.93735536359697,10928.294376585094
71,2025-11-22 02:06:00,2764.09,2764.09,2769.48,2753.65,0.1950008863676607,YES,STOP,2764.09,2757.222142857144,-0.24846720413793824,0.02,0.05,0.06999999999999999,-0.3184672041379382,-34.80303356107407,10893.49134302402
72,2025-11-22 10:17:00,2718.35,2718.35,2723.82,2708.67,0.20122500781725147,YES,STOP,2718.35,2711.9660714285715,-0.23484571785930586,0.02,0.05,0.06999999999999999,-0.30484571785930586,-33.208341884582914,10860.283001139436
73,2025-11-22 14:46:00,2733.71,2733.71,2753.51,2725.98,0.7242904331476339,YES,TP,2733.71,2751.4099999999994,0.6474717508440677,0.02,0.05,0.06999999999999999,0.5774717508440678,62.715066393300575,10922.998067532737
74,2025-11-22 18:31:00,2745.39,2745.39,2757.44,2743.17,0.43891760369201394,YES,TP,2745.39,2754.543571428571,0.3334160694317024,0.02,0.05,0.06999999999999999,0.26341606943170237,28.772932173595542,10951.770999706332
75,2025-11-23 07:03:00,2799.99,2799.99,2809.37,2789.34,0.3350011964328483,YES,STOP,2799.99,2794.097142857143,-0.21045993531608626,0.02,0.05,0.06999999999999999,-0.28045993531608626,-30.715329861742273,10921.055669844589
76,2025-11-23 14:50:00,2817.91,2817.91,2836.93,2810.34,0.6749683275903057,YES,TP,2817.91,2836.656428571428,0.665260017936278,0.02,0.05,0.06999999999999999,0.595260017936278,65.00867793914782,10986.064347783737
77,2025-11-24 06:05:00,2848.35,2848.35,2861.03,2835.96,0.44517001070796397,YES,STOP,2848.35,2840.1267857142857,-0.2887009772575077,0.02,0.05,0.06999999999999999,-0.3587009772575077,-39.4071201776389,10946.657227606098
78,2025-11-24 19:42:00,2956.56,2956.56,2985.81,2952.44,0.989325432259112,YES,TP,2956.56,2978.327857142857,0.7362562282807344,0.02,0.05,0.06999999999999999,0.6662562282807345,72.9327855674688,11019.590013173567
79,2025-11-25 03:33:00,2916.56,2916.56,2921.78,2908.19,0.17897797405163118,YES,STOP,2916.56,2910.429642857143,-0.21019136046771078,0.02,0.05,0.06999999999999999,-0.28019136046771076,-30.875939175875004,10988.714073997691
80,2025-11-25 05:27:00,2919.41,2919.41,2931.02,2918.9,0.39768309350177355,YES,TP,2919.41,2930.738571428571,0.3880431809362575,0.02,0.05,0.06999999999999999,0.3180431809362575,34.94885578493247,11023.662929782624
81,2025-11-25 07:49:00,2908.97,2908.97,2915.04,2899.65,0.20866492263585268,YES,STOP,2908.97,2901.9985714285717,-0.2396528177130764,0.02,0.05,0.06999999999999999,-0.3096528177130764,-34.13508287726376,10989.527846905361
82,2025-11-25 13:35:00,2920.21,2920.21,2930.61,2909.44,0.3561387708418261,YES,STOP,2920.21,2911.36,-0.3030603963413559,0.02,0.05,0.06999999999999999,-0.3730603963413559,-40.99757614170881,10948.530270763653
83,2025-11-25 14:30:00,2901.25,2901.25,2913.46,2881.88,0.4208530805687216,YES,STOP,2901.25,2891.725,-0.3283067643257248,0.02,0.05,0.06999999999999999,-0.3983067643257248,-43.608736662701226,10904.921534100951
84,2025-11-25 14:43:00,2883.76,2883.76,2898.45,2860.31,0.5094043887147196,YES,STOP,2883.76,2864.9671428571432,-0.6516789588196303,0.02,0.05,0.06999999999999999,-0.7216789588196303,-78.6985241873974,10826.223009913554
85,2025-11-26 12:03:00,2904.96,2904.96,2913.6,2895.39,0.29742233972240145,YES,STOP,2904.96,2898.736785714286,-0.2142271936864611,0.02,0.05,0.06999999999999999,-0.2842271936864611,-30.771069843315217,10795.45194007024
86,2025-11-26 12:04:00,2897.45,2897.45,2915.95,2888.62,0.6384924675145387,YES,TP,2897.45,2912.9642857142853,0.535446192834579,0.02,0.05,0.06999999999999999,0.46544619283457894,50.24702005434362,10845.698960124582
87,2025-11-27 12:54:00,2996.73,2996.73,3002.44,2988.78,0.19054102304845735,YES,STOP,2996.73,2990.7478571428574,-0.19962235026654593,0.02,0.05,0.06999999999999999,-0.2696223502665459,-29.24242843912223,10816.45653168546
88,2025-11-28 01:10:00,3002.48,3002.48,3011.54,2995.59,0.30175055287628716,YES,STOP,3002.48,2996.1692857142857,-0.21018339125370733,0.02,0.05,0.06999999999999999,-0.28018339125370734,-30.305914723959457,10786.1506169615
89,2025-11-28 11:14:00,3034.38,3034.38,3049.38,3018.0,0.4943349217962153,YES,STOP,3034.38,3026.947857142857,-0.2449311838709369,0.02,0.05,0.06999999999999999,-0.3149311838709369,-33.968951832099215,10752.181665129401
90,2025-11-28 11:15:00,3022.89,3022.89,3045.43,3018.0,0.7456440690862044,YES,TP,3022.89,3042.7971428571427,0.6585467171198041,0.02,0.05,0.06999999999999999,0.5885467171198041,63.28161220887658,10815.463277338278
91,2025-11-28 13:07:00,3029.03,3029.03,3039.07,3026.07,0.33145924602925564,YES,TP,3029.03,3037.88,0.292172741768814,0.02,0.05,0.06999999999999999,0.22217274176881402,24.029011298261683,10839.49228863654
92,2025-11-28 16:21:00,3041.72,3041.72,3052.21,3028.49,0.3448706652814933,YES,STOP,3041.72,3032.659285714285,-0.2978812739408876,0.02,0.05,0.06999999999999999,-0.3678812739408876,-39.87646232016038,10799.61582631638
93,2025-11-29 06:21:00,3016.23,3016.23,3030.96,2993.75,0.4883579833102919,YES,STOP,3016.23,3010.999642857143,-0.17340710565364623,0.02,0.05,0.06999999999999999,-0.2434071056536462,-26.287032304549808,10773.32879401183
94,2025-11-29 07:37:00,2998.64,2998.64,3009.76,2996.04,0.37083477843290114,YES,TP,2998.64,3009.0721428571424,0.347895808004378,0.02,0.05,0.06999999999999999,0.277895808004378,29.93862910108749,10803.267423112917
95,2025-11-29 12:12:00,2996.42,2996.42,2999.52,2993.01,0.10345679177151097,YES,STOP,2996.42,2994.0807142857147,-0.07806935323770782,0.02,0.05,0.06999999999999999,-0.1480693532377078,-15.996328201943278,10787.271094910973
96,2025-11-29 17:33:00,2980.58,2980.58,2990.69,2966.99,0.3391957270061574,YES,STOP,2980.58,2974.547857142857,-0.20238151155623552,0.02,0.05,0.06999999999999999,-0.2723815115562355,-29.382532063987387,10757.888562846985
97,2025-11-29 19:31:00,2993.97,2993.97,2997.77,2989.72,0.12692177944335387,YES,STOP,2993.97,2990.1467857142857,-0.1276971474568593,0.02,0.05,0.06999999999999999,-0.1976971474568593,-21.268038815336205,10736.620524031649
98,2025-11-29 22:13:00,2984.03,2984.03,2994.02,2983.92,0.33478215701584035,YES,TP,2984.03,2992.7942857142857,0.29370635396713524,0.02,0.05,0.06999999999999999,0.22370635396713523,24.01850231359833,10760.639026345247
99,2025-11-30 02:37:00,2999.27,2999.27,3002.49,2995.69,0.1073594574679772,YES,STOP,2999.27,2996.2253571428573,-0.10151279668528215,0.02,0.05,0.06999999999999999,-0.17151279668528213,-18.455872935292646,10742.183153409955
100,2025-11-30 03:19:00,2979.11,2979.11,2991.83,2975.59,0.4269731564124789,YES,TP,2979.11,2990.3921428571425,0.37870850210775664,0.02,0.05,0.06999999999999999,0.30870850210775663,33.16203270656364,10775.345186116518
101,2025-11-30 06:09:00,2988.39,2988.39,2994.07,2987.11,0.19006889997625112,YES,TP,2988.39,2993.911428571428,0.18476265050506327,0.02,0.05,0.06999999999999999,0.11476265050506328,12.366071736657059,10787.711257853174
102,2025-11-30 14:38:00,3029.09,3029.09,3042.13,3024.67,0.4304923260781279,YES,TP,3029.09,3039.8507142857143,0.3552457763128243,0.02,0.05,0.06999999999999999,0.2852457763128243,30.771490723849226,10818.482748577024
103,2025-11-30 23:25:00,3011.31,3011.31,3020.08,3002.46,0.2912353759659411,YES,STOP,3011.31,3005.0475,-0.20796596829950478,0.02,0.05,0.06999999999999999,-0.27796596829950476,-30.071700327397,10788.411048249627
104,2025-12-01 00:07:00,2955.57,2955.57,2972.93,2925.0,0.5873655504691031,YES,STOP,2955.57,2941.002142857144,-0.49289501324130897,0.02,0.05,0.06999999999999999,-0.562895013241309,-60.72742779857158,10727.683620451056
105,2025-12-01 00:08:00,2925.0,2925.0,2961.12,2896.33,1.234871794871791,YES,STOP,2925.0,2904.3250000000003,-0.7068376068375976,0.02,0.05,0.06999999999999999,-0.7768376068375975,-83.33668070622093,10644.346939744835
106,2025-12-01 02:38:00,2838.59,2838.59,2858.93,2822.98,0.7165529364931071,YES,STOP,2838.59,2828.668571428572,-0.34951960555868755,0.02,0.05,0.06999999999999999,-0.41951960555868756,-44.65512229591576,10599.69181744892
107,2025-12-01 12:02:00,2831.34,2831.34,2839.39,2824.8,0.28431767290398635,YES,STOP,2831.34,2826.7257142857147,-0.16297179831053196,0.02,0.05,0.06999999999999999,-0.23297179831053194,-24.694292642485056,10574.997524806435
108,2025-12-01 15:15:00,2790.74,2790.74,2805.49,2771.38,0.5285336505729664,YES,STOP,2790.74,2778.115,-0.45238897210058987,0.02,0.05,0.06999999999999999,-0.5223889721005899,-55.242620869499156,10519.754903936935
109,2025-12-02 05:06:00,2799.12,2799.12,2806.89,2797.51,0.2775872417045351,YES,TP,2799.12,2806.009285714285,0.24612327139547616,0.02,0.05,0.06999999999999999,0.17612327139547618,18.527736479599763,10538.282640416535
110,2025-12-02 08:06:00,2801.02,2801.02,2804.29,2794.04,0.11674318641066404,YES,STOP,2801.02,2797.2092857142857,-0.13604737865899963,0.02,0.05,0.06999999999999999,-0.20604737865899964,-21.713855136254683,10516.56878528028
111,2025-12-03 14:01:00,3071.11,3071.11,3090.16,3050.0,0.6202968959105902,YES,STOP,3071.11,3062.592142857143,-0.2773543488464216,0.02,0.05,0.06999999999999999,-0.3473543488464216,-36.52975902509635,10480.039026255185
112,2025-12-03 14:02:00,3050.43,3050.43,3071.11,3032.12,0.6779372088525321,YES,STOP,3050.43,3038.3425,-0.39625560986482683,0.02,0.05,0.06999999999999999,-0.46625560986482684,-48.86376987593797,10431.175256379247
113,2025-12-04 14:51:00,3157.17,3157.17,3204.68,3140.52,1.5048286915180291,YES,TP,3157.17,3191.034285714285,1.0726152128103636,0.02,0.05,0.06999999999999999,1.0026152128103636,104.58454999536877,10535.759806374615
114,2025-12-04 23:00:00,3136.99,3136.99,3150.76,3129.76,0.4389558143315866,YES,TP,3136.99,3147.9078571428568,0.34803608372538564,0.02,0.05,0.06999999999999999,0.27803608372538563,29.293213956357256,10565.053020330974
115,2025-12-05 08:04:00,3164.53,3164.53,3169.33,3157.24,0.15168129232460198,YES,STOP,3164.53,3159.087142857143,-0.17199575111808277,0.02,0.05,0.06999999999999999,-0.24199575111808275,-25.56697941257363,10539.4860409184
116,2025-12-05 11:24:00,3126.6,3126.6,3134.57,3111.07,0.25490948634300054,YES,STOP,3126.6,3120.0910714285715,-0.2081791265729048,0.02,0.05,0.06999999999999999,-0.2781791265729048,-29.31865021390003,10510.1673907045
117,2025-12-05 13:04:00,3116.13,3116.13,3131.67,3115.02,0.4986954972995338,YES,TP,3116.13,3127.676428571428,0.37053744777746417,0.02,0.05,0.06999999999999999,0.30053744777746416,31.586988833162607,10541.754379537662
118,2025-12-05 19:00:00,2991.26,2991.26,3019.36,2984.83,0.9394034620862082,YES,TP,2991.26,3018.5314285714285,0.9117037158731858,0.02,0.05,0.06999999999999999,0.8417037158731858,88.7303383307928,10630.484717868456
