entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_reason,gross_pnl,fees,net_pnl,pnl_pct,duration_minutes,r_multiple,cumulative_capital
2025-11-12,14:49:00,0.1743089705,2025-11-12,15:36:00,0.17351182764285714,stop_loss,-45.731602616679865,13.967987878168323,-59.69959049484819,-0.0059699590494848185,47,-1.0,9940.300409505151
2025-11-12,16:11:00,0.16846101800000002,2025-11-12,19:07:00,0.167358518,stop_loss,-65.054701269106,13.870882282418837,-78.92558355152484,-0.007939959588751898,176,-1.0,9861.374825953628
2025-11-14,04:40:00,0.159924007,2025-11-14,05:26:00,0.16414114985714287,take_profit,260.04117323597814,13.987953577600262,246.05321965837788,0.02495120852832848,46,4.000000000000052,10107.428045612005
2025-11-14,20:40:00,0.15928423100000003,2025-11-14,20:43:00,0.15869708814285716,stop_loss,-37.25732386570394,14.124319137150811,-51.38164300285475,-0.005083552687289361,3,-1.0,10056.04640260915
2025-11-14,23:05:00,0.155265638,2025-11-15,00:20:00,0.15943992371428573,take_profit,270.3548021398373,14.267713325150694,256.08708881468664,0.025465981217851392,75,4.000000000000027,10312.133491423836
2025-11-16,23:04:00,0.15578545600000002,2025-11-16,23:24:00,0.15874259885714287,take_profit,195.74646234028148,14.574009411631568,181.1724529286499,0.017568862261075593,20,3.9999999999999623,10493.305944352487
2025-11-17,15:19:00,0.159224252,2025-11-17,15:49:00,0.15813568057142857,stop_loss,-71.73978146420153,14.640410475068538,-86.38019193927006,-0.008231933043538107,30,-1.0,10406.925752413217
2025-11-17,17:45:00,0.15612533700000003,2025-11-17,18:14:00,0.1555081941428572,stop_loss,-41.13720435343387,14.540900010331098,-55.67810436376497,-0.005350101046973841,29,-1.0,10351.247648049452
2025-11-19,15:23:00,0.1568950675,2025-11-19,15:31:00,0.15604435321428572,stop_loss,-56.12639319691864,14.452458232031386,-70.57885142895003,-0.006818390770725077,8,-1.0,10280.6687966205
2025-11-20,16:06:00,0.155905414,2025-11-20,16:07:00,0.15498398542857142,stop_loss,-60.76057091000274,14.350403915631697,-75.11097482563444,-0.0073060397442552775,1,-1.0,10205.557821794868
2025-11-21,02:59:00,0.145509054,2025-11-21,07:30:00,0.14458762542857143,stop_loss,-64.62616796593387,14.242542632936656,-78.86871059887054,-0.007728015653435375,271,-1.0,10126.689111195996
2025-11-21,12:24:00,0.133333317,2025-11-21,12:37:00,0.13750331699999999,take_profit,316.7122407499026,14.399063324199323,302.31317742570326,0.029853111328505978,13,3.9999999999999734,10429.0022886217
2025-11-21,16:06:00,0.136332267,2025-11-21,16:19:00,0.13556726700000002,stop_loss,-58.52016493494876,14.559639088615912,-73.07980402356468,-0.007007362928982821,13,-1.0,10355.922484598135
2025-11-21,18:14:00,0.13895135000000003,2025-11-21,18:48:00,0.14200706428571433,take_profit,227.73971089835715,14.657709276066235,213.0820016222909,0.02057585907380029,34,4.000000000000036,10569.004486220427
2025-11-21,22:31:00,0.1389213605,2025-11-21,22:35:00,0.13850778907142858,stop_loss,-31.464119471706667,14.7745813970784,-46.23870086878507,-0.004374934359150836,4,-1.0,10522.765785351641
2025-11-22,04:13:00,0.13701202899999998,2025-11-22,04:35:00,0.13634774328571428,stop_loss,-51.01831596102738,14.696159278319577,-65.71447523934697,-0.0062449812701168075,22,-1.0,10457.051310112294
2025-11-24,04:18:00,0.1455590365,2025-11-24,04:21:00,0.1450608222142857,stop_loss,-35.79202277245904,14.614817418216488,-50.40684019067553,-0.004820368447645519,3,-1.0,10406.644469921619
2025-11-24,04:21:00,0.144909264,2025-11-24,05:09:00,0.1470349782857143,take_profit,152.65796130233576,14.6761628308019,137.98179847153386,0.013259009555898968,48,4.0,10544.626268393153
2025-11-24,14:51:00,0.143409789,2025-11-24,15:45:00,0.14744693185714286,take_profit,296.84279516431246,14.97026673236543,281.87252843194705,0.026731391066636672,54,4.0,10826.498796825099
2025-11-25,14:47:00,0.146508704,2025-11-25,14:48:00,0.14593656114285714,stop_loss,-42.27942630950573,15.127502717138482,-57.406929026644214,-0.005302446349828161,1,-1.0,10769.091867798455
2025-11-25,14:48:00,0.146228802,2025-11-25,14:50:00,0.1456020162857143,stop_loss,-46.15994144960874,15.04441665590311,-61.204358105511844,-0.0056833351276837024,2,-1.0,10707.887509692944
2025-11-25,14:50:00,0.14593890350000002,2025-11-25,15:45:00,0.14860461778571432,take_profit,195.58985314981607,15.127955410774987,180.4618977390411,0.016853174594492544,55,4.000000000000042,10888.349407431984
2025-11-25,19:09:00,0.149287731,2025-11-25,19:21:00,0.14879915957142859,stop_loss,-35.63411667616433,15.218745288731462,-50.852861964895794,-0.0046703921836109994,12,-1.0,10837.49654546709
2025-12-01,00:07:00,0.14332981700000003,2025-12-01,00:08:00,0.14258838842857147,stop_loss,-56.06111658935288,15.133252382041377,-71.19436897139425,-0.006569263360104335,1,-1.0,10766.302176495694
2025-12-01,00:08:00,0.14202027550000001,2025-12-01,00:29:00,0.14107741835714288,stop_loss,-71.47630768585064,15.022789631713879,-86.49909731756452,-0.008034243874967938,21,-1.0,10679.80307917813
2025-12-01,12:49:00,0.13451290400000002,2025-12-01,12:54:00,0.13657004685714288,take_profit,163.32916743826823,15.066054728056171,148.26311271021206,0.013882569894876911,5,4.0,10828.066191888342
2025-12-03,14:05:00,0.14706850800000001,2025-12-03,14:41:00,0.14913850800000003,take_profit,152.40582312298324,15.265976744829768,137.13984637815346,0.01266522054334036,36,4.0,10965.206038266495
