strategy,total_trades,win_rate,total_pnl,avg_win,avg_loss,max_dd,rr_ratio,avg_duration_mins
RSI7_20_70_euro,356,62.64044943820225,12.311583709554629,0.2866135162235725,-0.387994213596256,4.3025114746442545,2.861487710633611,43.17134831460674
BB20_Long_asian_ATR_3.0x6.0,226,58.4070796460177,22.45801571069797,0.632767522686945,-0.6496520987657313,7.923766928611341,2.834260007018378,79.56637168141593
RSI7_25_70_euro,411,62.530413625304135,14.300215082411594,0.30311948179419484,-0.41299669960192514,5.326674823349675,2.684642024650364,44.07299270072993
BB20_Long_asian_ATR_1.5x3.0,307,54.72312703583062,14.349974096966996,0.40355534728063414,-0.3845131240732341,6.550259318277956,2.190749006978179,32.89250814332247
BB50_Long_asian_ATR_1.5x3.0,261,53.25670498084292,12.239078444937505,0.45393447299175804,-0.4168673221386629,5.896890360463202,2.0755139907291955,41.97318007662835
BB20_Long_24h_ATR_3.0x6.0,680,55.58823529411765,37.118955526673574,0.6218258471542787,-0.6554013731710057,18.540505022270015,2.002046626134939,25.28676470588235
BB50_Long_asian_ATR_3.0x6.0,172,51.162790697674424,19.877811060370938,0.8870370800514761,-0.6926363331447495,10.203695296706638,1.9480992407512143,108.87209302325581
RSI7_30_70_euro,525,59.61904761904761,11.965793373867784,0.31089586958690124,-0.4025689330510958,6.681324180906625,1.79093141567097,42.73714285714286
BB20_Long_euro_ATR_1.5x3.0,245,53.87755102040816,8.905354178572953,0.3975693776657223,-0.38560888206462296,5.725976527459929,1.5552550968146233,50.155102040816324
RSI14_25_75_asian,167,52.69461077844312,8.869352234278697,0.5299400364450565,-0.47804267054286403,5.7263492647417475,1.548866795270249,26.191616766467067
RSI14_25_80_asian,165,50.90909090909091,7.900107300983974,0.5590838579444997,-0.4822584785969628,5.7263492647417475,1.3796062614668791,27.13939393939394
BB20_Long_24h_ATR_1.5x3.0,930,50.86021505376343,19.14603612551066,0.4333485292602014,-0.4066254227889815,13.989080608798414,1.3686414898109018,11.09032258064516
RSI14_25_70_asian,168,54.166666666666664,6.698104446904532,0.4793120804597834,-0.4794713620121524,5.7263492647417475,1.1696989019070267,24.095238095238095
BB50_Long_asian_ATR_2.0x4.0,218,49.08256880733945,10.510554859645236,0.6368531387933418,-0.5192137927138948,8.989408107657235,1.1692154515370459,72.71559633027523
BB20_Long_24h_ATR_2.0x4.0,820,49.63414634146341,13.515729554029981,0.5492150452526047,-0.5085103967646005,21.97871882351331,0.6149461969353082,16.598780487804877
RSI7_30_70_24h,2101,58.210376011423136,22.092745690002754,0.3310505415636164,-0.43597046314612775,35.957781661911184,0.6144079158644212,8.512613041408853
BB100_Long_us_ATR_3.0x6.0,119,44.537815126050425,7.1250884647479165,1.1989281117971318,-0.8548197190984859,12.130389720633026,0.5873750661636692,118.14285714285714
BB20_Long_euro_ATR_2.0x4.0,210,50.476190476190474,4.044310743462183,0.5091872438263958,-0.48009170290515146,6.900937621005971,0.5860523548498082,63.976190476190474
BB20_Long_euro_ATR_3.0x6.0,166,54.21686746987952,6.273310238492778,0.577427861852632,-0.6012525964242642,11.177303190184283,0.5612543680484476,99.51204819277109
RSI7_30_70_asian,702,59.686609686609685,6.71884316489048,0.29761098747329456,-0.41689102680713763,12.886237424653508,0.5213968161129966,33.662393162393165
BB100_Long_24h_ATR_3.0x6.0,344,44.47674418604651,8.627647057429645,1.0486240559632833,-0.7948263534290717,18.7308523197962,0.4606115573454864,46.30523255813954
BB20_Long_asian_ATR_2.0x4.0,271,50.92250922509225,5.9419328903692605,0.5088558051125994,-0.4833095354524019,13.026933734604855,0.456126745665794,43.85608856088561
BB100_Long_asian_ATR_3.0x6.0,118,44.91525423728814,4.12350623144689,1.0282482546262446,-0.7749792502114474,9.96992317352473,0.4135945843992979,167.1864406779661
BB50_Long_24h_ATR_1.5x3.0,770,48.311688311688314,7.622438166648579,0.48834780337100747,-0.43729383087277934,22.043274316272488,0.3457942798008754,12.964935064935064
RSI14_30_80_euro,208,48.07692307692308,2.6401568331818015,0.5223974397552703,-0.4592554365031965,8.214752876285834,0.3213921189039475,83.40865384615384
BB20_Long_us_ATR_3.0x6.0,230,53.47826086956522,5.859769868060245,0.6830079755540476,-0.730375804907361,19.843893941020752,0.2952933474385836,62.243478260869566
RSI7_25_75_euro,389,56.81233933161953,2.018181737097602,0.3266202222895726,-0.4176481392196307,8.559778144424538,0.2357750052683499,50.79434447300771
BB50_Long_24h_ATR_3.0x6.0,495,47.474747474747474,6.2298869079689965,0.8450937429241844,-0.7398736256892857,30.01229642901991,0.20757781473679926,35.06060606060606
BB100_Long_asian_ATR_1.5x3.0,212,48.58490566037736,1.535668548159459,0.4818538288951829,-0.44124106264260887,8.606773896449887,0.17842557114145752,48.10377358490566
RSI14_30_75_euro,208,48.07692307692308,1.170888325017911,0.5077047546736314,-0.4592554365031965,8.214752876285832,0.14253482029849074,82.96634615384616
BB100_Long_us_ATR_2.0x4.0,150,41.333333333333336,1.9296114827250221,0.9033131824480967,-0.6144977935120107,13.960426552009869,0.13822009489009618,52.806666666666665
RSI7_30_70_us,704,55.82386363636363,3.362012512745906,0.3983814379111117,-0.4926105870942797,28.995780750132937,0.1159483354394757,24.501420454545453
RSI7_30_75_asian,676,56.06508875739645,1.7738753461563501,0.3351147337545149,-0.4216653493158412,15.43082083293465,0.11495664199342483,38.93491124260355
BB50_Long_euro_ATR_3.0x6.0,127,47.24409448818898,0.6587320665331738,0.7908661102878602,-0.6984064858319169,11.940782482534544,0.05516657451022856,135.89763779527559
