entry_idx,exit_idx,entry_price,exit_price,pnl_pct,exit_reason,winner,equity,drawdown,entry_rsi,entry_atr_pct,entry_vol_ratio,entry_trend,entry_price_position,entry_body_pct,entry_upper_wick,entry_hour,entry_dow,bars_held,token
405,441,0.033502,0.035177099999999996,-5.009999999999997,stop_loss,False,0.90231001,9.768999,43.58706986444207,1.2758300144127879,1.0,1.8444851374651718,0.07760711398544762,0.2797952137159299,0.2656557817443699,20,0,36,PENGU
412,455,0.8106,0.834918,-3.0100000000000073,stop_loss,False,0.9123907590989997,8.76092409010003,43.7858508604206,0.8785379436748804,1.0,1.3176309838745828,0.14720812182741147,0.2338461538461554,0.1233654083395017,19,0,43,FARTCOIN
464,713,0.03462,0.036351,-5.0100000000000104,stop_loss,False,0.8571042784989998,14.289572150100016,25.723327305605807,0.9342246430634641,1.0,1.1319710580634748,0.1199040767386068,0.33968564684207514,0.01733102253032658,10,1,249,PENGU
481,560,0.8349,0.859947,-3.010000000000005,stop_loss,False,0.8849277972501198,11.507220274988017,36.98884758364313,0.8144687986585216,1.0,0.9113403280658652,0.03361344537815216,2.1907216494845416,0.03593244699963672,12,1,79,FARTCOIN
568,580,0.8425,0.8677750000000001,-3.0100000000000056,stop_loss,False,0.8582914705528912,14.170852944710877,49.783549783549816,0.9224247562526504,1.0,0.3773083120684873,0.3000000000000003,0.2131943621935359,0.0,10,2,12,FARTCOIN
603,712,0.868,0.8940400000000001,-3.010000000000007,stop_loss,False,0.8324568972892492,16.754310271075077,27.285714285714263,0.9957208689927585,1.0,0.9667713348968291,0.017804154302671925,1.3860486253124278,0.0,19,2,109,FARTCOIN
665,802,0.3891,0.404664,-4.010000000000006,stop_loss,False,0.8844595487989999,11.55404512010001,37.71428571428565,0.7251165693725443,1.0,0.42885854055517963,0.49206349206349076,0.28190671450537924,0.436905679773846,12,3,137,XLM
723,853,0.8215,0.85436,-4.010000000000001,stop_loss,False,0.8489927208921599,15.100727910784006,40.1002506265664,0.5651682462394589,1.0,0.9901152157086816,0.251937984496126,0.23075054651445384,0.10955569080949626,3,4,130,CRV
752,856,0.9039,0.9310170000000001,-3.010000000000006,stop_loss,False,0.8073999446808428,19.260005531915724,42.70833333333329,0.6306007301692671,1.0,0.8889425011531242,0.15662650602409864,0.4296100462656989,0.055315853523613775,8,4,104,FARTCOIN
752,771,0.036972,0.0351234,4.9899999999999975,take_profit,True,0.8998737819961,10.012621800389997,40.185471406491544,0.9681071389932114,1.0,1.7014635993483511,0.16874135546334765,0.2912621359223407,0.0703234880450023,10,4,19,PENGU
795,947,0.036155,0.034347249999999996,4.99000000000001,take_profit,True,0.9447774837177054,5.522251628229458,47.662416514875495,0.6035521662682516,1.0,0.0399043244688561,0.574979287489644,0.16843384139606404,0.0,21,4,152,PENGU
835,961,0.2101,0.199595,4.990000000000006,take_profit,True,0.947335279499,5.266472050100002,51.61290322580674,0.36377235330114965,1.5820468791025633,0.5267199833677506,0.33333333333333676,0.09510223490250974,0.19038553069967226,6,5,126,MELANIA
837,1693,0.404,0.36360000000000003,9.989999999999997,take_profit,True,0.9728170577240199,2.718294227598006,37.70491803278698,0.27404526166902426,1.0,0.398864017703021,0.17500000000000832,0.17296763034345897,0.04950495049504405,7,5,856,XLM
861,957,0.8419,0.7913859999999999,5.990000000000007,take_profit,True,0.8998473848736004,10.015261512639961,39.880952380952436,0.7050379244226519,1.0,0.4200979640060847,0.3504823151125407,1.474546518431838,0.09502316189570162,13,5,96,CRV
878,971,0.9349,0.8647825,7.489999999999994,take_profit,True,0.8678742005374378,13.21257994625622,48.703703703703695,1.3538499151933738,1.0,1.193550590999087,0.27345309381237376,0.0,0.31019360359396875,15,5,93,FARTCOIN
980,1032,0.034671,0.03293745,4.990000000000001,take_profit,True,0.991921880155219,0.8078119844781018,40.211019929659905,0.442527101694708,1.0,-0.6544943689733796,0.631413612565446,0.3191305847852337,0.10671742955208187,19,6,52,PENGU
986,1060,0.7935,0.7458899999999999,5.990000000000005,take_profit,True,0.9537482432275292,4.625175677247084,40.45454545454541,0.39157439913583664,1.0,-0.6380431427515443,0.4128440366972422,0.2514142049025772,0.037807183364835156,21,6,74,CRV
986,1055,0.8802,0.814185,7.489999999999992,take_profit,True,0.9328779781576919,6.712202184230809,63.806970509383305,0.634596033369039,1.0,-1.2270595736217627,0.582733812949639,0.24932003626473026,0.07952738014088093,18,6,69,FARTCOIN
990,1676,0.2003,0.190285,4.9899999999999975,take_profit,True,0.9946073099460001,0.5392690053999893,38.46153846153842,0.4564581698880253,0.7135857301839288,-0.3360583859492774,0.4516129032258076,0.24900398406374524,0.1497753369945056,21,6,686,MELANIA
1094,1278,0.7457,0.7755280000000001,-4.0100000000000104,stop_loss,False,0.9155029386741051,8.449706132589485,37.4999999999999,0.32567673710224254,1.0,-0.622914332227331,0.42105263157895095,0.3474542295870554,0.0,0,1,184,CRV
1094,1165,0.032985,0.034634250000000005,-5.010000000000015,stop_loss,False,0.9422265939594424,5.777340604055759,42.574257425742836,0.42097057103877966,1.0,-0.2589379777947218,0.48867313915858157,0.0787616249129025,0.20918599363346863,0,1,71,PENGU
1110,1175,0.82,0.8446,-3.0100000000000082,stop_loss,False,0.9047983510151453,9.520164898485472,38.18181818181796,0.450348432055747,1.0,-0.12812289269469068,0.1559633027522863,0.35241220075343466,0.23170731707317233,1,1,65,FARTCOIN
1182,1280,0.034073,0.03577665,-5.010000000000003,stop_loss,False,0.8950210416020743,10.49789583979257,35.19061583577738,0.46308136731639415,1.0,0.8910121680125613,0.027257240204432726,0.41793313069910054,0.008804625363179237,22,1,98,PENGU
1199,1277,0.8373,0.862419,-3.0100000000000002,stop_loss,False,0.8775639206495894,12.243607935041057,38.81578947368434,0.5732712289501963,1.0,0.6026330405483397,0.1134020618556743,0.7938388625592332,0.059715753015652205,0,2,78,FARTCOIN
1308,1333,0.7758,0.8068320000000001,-4.010000000000008,stop_loss,False,0.8787912708332735,12.120872916672653,37.99999999999994,0.552425146392659,1.0,1.2280843764433935,0.4708520179372229,0.05153311002318422,0.02577984016498814,5,3,25,CRV
1313,1359,0.9086,0.935858,-3.0100000000000007,stop_loss,False,0.8511492466380368,14.88507533619632,32.33532934131726,0.7224615578126482,1.0,2.0804908052642195,0.0880281690140827,0.09915170210422078,0.1430772617213382,4,3,46,FARTCOIN
1360,1426,0.038538,0.0366111,4.990000000000005,take_profit,True,0.9396825915780178,6.031740842198219,37.68444948921694,0.8062543092902774,1.0,1.3057284361355674,0.03244592346090204,0.4211777473450208,0.16606985313197764,18,3,66,PENGU
1379,1449,0.9355,0.8653375000000001,7.4899999999999896,take_profit,True,0.9149003252112258,8.509967478877423,26.92307692307712,0.6596930594792703,1.0,1.158015481342497,0.073394495412846,0.48930964790980197,0.20309994655263514,21,3,70,FARTCOIN
1391,1523,0.8165,0.7675099999999999,5.990000000000011,take_profit,True,0.9314308679561866,6.8569132043813426,45.3125000000001,0.54763362785408,1.0,0.8792310033384145,0.19230769230769312,0.3052503052502987,0.048989589712194366,2,4,132,CRV
1473,1642,0.035676,0.0338922,4.9900000000000055,take_profit,True,0.9865727528977609,1.3427247102239082,47.590361445783046,0.5113481652331301,1.0,-0.9440934799817088,0.22839506172839763,0.8338892595063421,0.0,23,4,169,PENGU
1555,1648,0.7656,0.70818,7.4899999999999896,take_profit,True,0.9834263595695466,1.6573640430453396,46.51515151515147,0.8881922675026087,1.0,-0.9656624274949596,0.13108614232209567,0.8161678973960464,0.19592476489027508,17,5,93,FARTCOIN
1556,1680,0.7893,0.741942,5.990000000000001,take_profit,True,0.9872235769467622,1.2776423053237784,40.74889867841416,0.6325677363305638,1.0,0.5391111471369566,0.3728813559322036,0.3912165572942948,0.06334726973268161,19,5,124,CRV
1668,1672,0.033897,0.03220214999999999,4.9900000000000135,take_profit,True,1.0358027332673592,0.0,44.744238336143766,0.6030875045832145,1.0,-0.6673904625732874,0.15504978662873065,0.443491541353399,0.0,23,6,4,PENGU
1728,1877,0.030275,0.02876125,4.990000000000004,take_profit,True,1.0874892896574004,0.0,52.23214285714286,0.9170697180606374,1.0,-1.8596642612997614,0.3297455968688843,0.6464951430821714,0.1090008257638374,14,0,149,PENGU
1730,1878,0.6932,0.651608,5.99000000000001,take_profit,True,1.0463582692058733,0.0,52.92841648590029,0.8294864396999412,1.0,-1.9796603419753849,0.3631284916201146,0.3736705949985536,0.23081361800346883,15,0,148,CRV
1747,1930,0.363,0.37752,-4.01000000000001,stop_loss,False,0.9338070937092866,6.619290629071339,46.26865671641792,0.5371900826446291,1.0,-0.022480857761655513,0.0,0.24732069249794228,0.13774104683195607,19,0,183,XLM
1755,1772,0.6088,0.6270640000000001,-3.0100000000000096,stop_loss,False,0.9538252261465031,4.617477385349689,56.0411311053985,1.035995870095738,1.0,-2.3163469144184017,0.45103857566765615,0.2947920078611241,0.0,19,0,17,FARTCOIN
1776,2033,0.1677,0.15931499999999998,4.990000000000002,take_profit,True,1.0442382147123055,0.0,44.6153846153845,0.5281540165261082,0.9077985244483086,-0.48099285158759675,0.31249999999999944,0.29726516052318697,0.059630292188441715,1,1,257,MELANIA
1779,1789,0.6,0.618,-3.0100000000000025,stop_loss,False,0.9251150868394934,7.488491316050661,22.843822843822608,0.8809523809523832,1.0,-0.9847249881984044,0.01567398119122088,3.474903474903485,0.09999999999998899,1,1,10,FARTCOIN
1819,1884,0.6209,0.5743325,7.489999999999997,take_profit,True,0.9944062068437715,0.5593793156228544,38.85350318471336,0.7213031774152725,1.0,0.2831373505942333,0.12878787878788153,0.7354116706634592,0.06442261233694105,11,1,65,FARTCOIN
1916,1976,0.030042,0.028539899999999997,4.990000000000009,take_profit,True,1.1417550052113048,0.0,43.81933438985735,0.7387276860015032,1.0,0.6919753889415409,0.30232558139534943,0.8122028526148959,0.18640569868850443,13,2,60,PENGU
1940,2007,0.7019,0.659786,5.989999999999998,take_profit,True,1.1090351295313052,0.0,38.75000000000002,0.5159465125272217,1.0,0.8338252897153327,0.04320987654320514,0.3973321980984852,0.014247043738422708,19,2,67,CRV
1949,2016,0.6164,0.57017,7.489999999999999,take_profit,True,1.06888723173637,0.0,49.1620111731843,0.7381570408825435,1.0,0.5082283944185533,0.07142857142857001,0.3556417717426594,0.12978585334197146,19,2,67,FARTCOIN
1950,2607,0.377,0.39208000000000004,-4.0100000000000104,stop_loss,False,0.896361429251544,10.363857074845594,43.902439024390226,0.521030693444488,1.0,0.6611292868017062,0.3015873015873023,0.4262120404901412,0.07957559681698209,22,2,657,XLM
2018,2028,0.028102,0.026696899999999996,4.99000000000001,take_profit,True,1.198728579971349,0.0,48.75682231655546,1.3252742560265174,1.0,-1.1026511988564713,0.4733777038269545,0.6996466431095416,0.056935449434211534,15,3,10,PENGU
2024,2336,0.6682,0.694928,-4.009999999999996,stop_loss,False,1.0645628208371,4.009999999999983,54.31861804222657,0.9749005857955316,1.0,-0.4479451304024696,0.5298013245033116,0.01496781918874255,0.28434600419036404,16,3,312,CRV
2047,2132,0.5654,0.582362,-3.0100000000000056,stop_loss,False,1.0367137260611052,3.010000000000004,48.04878048780488,1.7282328566375276,1.0,-1.6890124159765103,0.6384839650145782,0.3875968992248026,0.3006720905553652,20,3,85,FARTCOIN
2053,2339,0.1626,0.17073,-5.009999999999999,stop_loss,False,0.991921880155219,5.010000000000001,38.55421686746992,0.7072570725707259,0.7951679697248674,-0.8367458723526502,0.6111111111111088,0.24539877300614202,0.0,22,3,286,MELANIA
2064,2122,0.027008,0.028358400000000002,-5.010000000000006,stop_loss,False,1.1386722781147844,5.009999999999995,52.83018867924528,0.9700829383886259,1.0,-0.9673722508910345,0.5478589420654932,0.350514703169383,0.3813684834123311,2,4,58,PENGU
2174,2293,0.028536,0.027109199999999996,4.990000000000008,take_profit,True,1.1954920247927123,0.2699989999999827,48.70090634441084,0.6270275141175066,1.0,0.7354531503087635,0.1421647819062974,0.2551644587367617,0.0,6,5,119,PENGU
2191,2248,0.5892,0.606876,-3.0100000000000042,stop_loss,False,1.005508642906666,5.929399000000004,37.71043771043759,0.647366889729418,1.0,0.698921034293717,0.06486486486486347,0.6408094435075928,0.27155465037339543,8,5,57,FARTCOIN
2255,2337,0.5899,0.6075969999999999,-3.0099999999999936,stop_loss,False,0.9752428327551754,8.760924090099993,49.3939393939393,0.6441769791490127,1.0,0.12372541756557151,0.10628019323671373,0.690235690235689,0.13561620613663722,0,6,82,FARTCOIN
2351,2475,0.028589,0.027159549999999998,4.990000000000007,take_profit,True,1.2551470768298687,0.0,35.42538354253834,0.687077447369869,1.0,0.8302466812469796,0.3235638921453676,0.5911193017837895,0.0,2,0,124,PENGU
2351,2586,0.1693,0.177765,-5.010000000000001,stop_loss,False,0.9422265939594425,9.768998999999999,52.941176470588374,0.4303434309341013,0.7959384918920085,0.5177022800176628,0.19230769230769312,0.29446407538280356,0.11813349084465784,1,0,235,MELANIA
2356,2569,0.6933,0.721032,-4.009999999999997,stop_loss,False,1.0218738517215324,7.859198999999976,30.204081632653086,0.6119799715645671,1.0,1.4097279033369279,0.006024096385541524,0.4308487720809999,0.028847540747148126,3,0,213,CRV
2365,2432,0.6208,0.639424,-3.009999999999996,stop_loss,False,0.9458880234892447,11.507220274987978,42.477876106194735,0.6753958026509582,1.0,1.497416822700249,0.11170212765957441,0.20896961903230477,0.0,3,0,67,FARTCOIN
2447,2507,0.6254,0.578495,7.489999999999997,take_profit,True,1.0167350364485892,4.879111073584571,19.471153846153797,1.187811229384625,1.0,1.3922390355314456,0.4279600570613401,0.22335673261009376,0.2878157978893547,0,1,60,FARTCOIN
2548,2567,0.027624,0.029005200000000002,-5.01000000000001,stop_loss,False,1.192264208280692,5.010000000000021,43.64919354838708,0.5660191965578576,1.0,0.4066504251181432,0.030911901081915362,0.7045291157440752,0.0,3,2,19,PENGU
2558,2577,0.6115,0.6298450000000001,-3.0100000000000087,stop_loss,False,0.9861313118514865,7.742249830269691,49.122807017543956,0.7744422380563046,1.0,0.8025476665713389,0.3532338308457708,0.8271164450210823,0.0,3,2,19,FARTCOIN
2591,2613,0.1687,0.177135,-5.009999999999999,stop_loss,False,0.8950210416020744,14.289572150100001,43.87096774193545,1.1686002201710566,0.6236518628615905,0.6096027976537333,0.1044776119402974,0.17751479289942157,0.11855364552458685,13,2,22,MELANIA
2604,2702,0.7189,0.747656,-4.010000000000001,stop_loss,False,0.9808967102674989,11.554045120099984,46.85990338164263,0.5504441309142893,1.0,1.0366346435550007,0.48765432098765565,0.013912075681690178,0.13910140492418988,17,2,98,CRV
2613,2652,0.6439,0.6632170000000001,-3.0100000000000042,stop_loss,False,0.9564487593647567,10.51920811037858,45.68965517241377,1.124841923102523,1.0,1.0984330843194823,0.38314176245210746,0.32507739938080354,0.29507687529119625,17,2,39,FARTCOIN
2619,2882,0.031181,0.029621949999999998,4.990000000000008,take_profit,True,1.2517581922738985,0.26999900000002536,47.9207920792079,0.701892636083327,1.0,1.6829748425403221,0.34749034749034596,0.30693480832560305,0.06414162470735123,21,2,263,PENGU
2651,3094,0.1797,0.18868500000000002,-5.010000000000011,stop_loss,False,0.8501804874178104,18.583664585380003,47.16981132075477,0.9102472374592565,0.6627392695616867,1.3703159058223353,0.2658227848101257,0.4983388704319002,0.05564830272676071,4,3,443,MELANIA
2652,3475,0.4007,0.36063,9.989999999999998,take_profit,True,0.9859079360337732,1.4092063966226753,36.206896551724036,0.534778423473208,1.0,1.0264367822550535,0.31250000000000083,0.4472049689441053,0.02495632642874694,5,3,823,XLM
2690,2873,0.685,0.6336250000000001,7.489999999999991,take_profit,True,1.028086771441177,3.8170967978459336,35.958904109589,0.8571428571428553,1.0,1.3582878431495728,0.3647798742138376,0.3781268179173845,0.20437956204378932,12,3,183,FARTCOIN
2716,2789,0.7427,0.7724080000000001,-4.01000000000001,stop_loss,False,0.9415627521857721,15.100727910783984,38.292682926829286,0.7674700417395985,1.0,0.6285836941751304,0.32686084142394894,0.3889484978540791,0.0,21,3,73,CRV
2824,3219,0.7773,0.7306619999999999,5.990000000000008,take_profit,True,0.9979623610416999,10.015261512639942,42.90540540540545,0.4971421219973895,1.0,0.826744392451734,0.3480662983425398,0.11591962905718856,0.18011063939276428,0,5,395,CRV
2889,2925,0.6373,0.656419,-3.0099999999999993,stop_loss,False,0.9971413596207975,6.712202184230774,54.3624161073825,0.6635134832216261,1.0,-0.8368137133508594,0.4285714285714273,0.3751758636861136,0.12552957790678046,14,5,36,FARTCOIN
2965,3013,0.032726,0.031089699999999998,4.990000000000001,take_profit,True,1.3142209260683662,0.0,29.953131657434653,1.230781990728209,1.0,1.8649250040437233,0.09254143646408525,0.673789000849824,0.0,12,6,48,PENGU
2971,3101,0.7074,0.7286220000000001,-3.0100000000000104,stop_loss,False,0.9671274046962114,9.52016489848544,25.909090909090878,1.439880447514038,1.0,2.8568426077163167,0.13707865168539318,1.4625992478060947,0.6219960418433801,11,6,130,FARTCOIN
3044,3071,0.030951,0.03249855,-5.010000000000006,stop_loss,False,1.248378457672341,5.010000000000008,46.47720544701002,0.7694189433067007,1.0,-0.779723045965363,0.41343963553530594,0.22992227979274008,0.0,7,0,27,PENGU
3105,3168,0.032875,0.03123125,4.990000000000008,take_profit,True,1.3106725427101908,0.2699989999999987,35.04144687264487,0.708093427485062,1.0,1.1226188245407438,0.02168367346939174,0.5926642677874927,0.3923954372623488,23,0,63,PENGU
3112,3174,0.186,0.1767,4.990000000000001,take_profit,True,0.8926044937399592,14.520989448190457,38.33333333333314,0.5145929339477715,0.8123148210795116,0.7641040028623175,0.21052631578947253,0.05373455131649059,0.10752688172043319,23,0,62,MELANIA
3126,3141,0.7308,0.7527240000000001,-3.0100000000000073,stop_loss,False,0.9380168698148553,12.24360793504104,38.92543859649125,1.6909062475564933,1.0,1.8687154113961533,0.21559633027522868,0.9353395689304619,0.3557744937055194,1,1,15,FARTCOIN
3145,3178,0.7266,0.6721050000000001,7.489999999999994,take_profit,True,1.0082743333639879,5.670654169375624,44.067796610169495,1.4500019661043584,1.0,0.8810444194481601,0.2684931506849325,0.4248321227901866,0.8808147536471183,6,1,33,FARTCOIN
3217,3464,0.1743,0.165585,4.99,take_profit,True,0.9371454579775832,10.255586821655157,45.774647887324015,1.0245061880173754,0.39513519445808587,-1.1268480791006186,0.2000000000000016,0.22896393817972738,0.17211703958691604,1,2,247,MELANIA
3242,3262,0.73,0.7592,-4.010000000000001,stop_loss,False,0.9579440703639277,13.623649525983083,60.86956521739129,0.569471624266142,1.0,-1.2010789419544088,0.513513513513512,0.3004643540016361,0.12328767123287833,9,2,20,CRV
3287,3335,0.7507,0.705658,5.990000000000003,take_profit,True,1.015324920178727,8.449706132589457,47.75641025641034,0.7288435555386401,1.0,0.4927030684418148,0.3243243243243268,0.19941504918903827,0.27973891035033843,20,2,48,CRV
3300,3332,0.032491,0.030866449999999997,4.990000000000007,take_profit,True,1.3760751025914295,0.0,34.54420836189166,0.7250359440196615,1.0,1.1900104577886954,0.09720534629404252,0.4747901733749995,0.009233326151845316,23,2,32,PENGU
3316,3369,0.6703,0.6200275000000001,7.489999999999991,take_profit,True,1.0837940809329505,0.0,48.677248677248656,0.9345495620297971,1.0,1.097247053947208,0.282926829268293,0.13408820023838078,0.7011785767566652,1,3,53,FARTCOIN
3354,3459,0.030824,0.029282799999999998,4.990000000000009,take_profit,True,1.444741250210742,0.0,50.513059701492566,0.9572781876830668,1.0,-0.9749591949485934,0.5908639523336655,0.11692867350916367,0.40877238515441744,13,3,105,PENGU
3365,3451,0.7208,0.7496320000000001,-4.010000000000011,stop_loss,False,0.97461039087956,12.12087291667263,47.64492753623182,0.9235769779609962,1.0,-0.1732886532796,0.39408866995073955,0.2921942395992752,0.08324084350722044,15,3,86,CRV
3418,3458,0.637,0.6561100000000001,-3.010000000000011,stop_loss,False,1.0511718790968685,3.0100000000000176,46.368715083798975,0.6862525229872147,1.0,0.047761449155326395,0.23148148148148615,0.15673981191222586,0.0,2,4,40,FARTCOIN
3457,3475,0.7324,0.688456,5.990000000000012,take_profit,True,1.0329895532932458,6.856913204381308,38.28306264501158,0.835804010298824,1.0,0.190250163917217,0.059259259259260906,1.1739306436378263,0.23211359912616533,14,4,18,CRV
3468,3484,0.6371,0.5893175,7.489999999999992,take_profit,True,1.129904652841224,0.0,36.7556468172484,1.4799201740027306,1.0,0.38130865679699766,0.15025906735751335,1.484459563940011,0.9417673834562696,15,4,16,FARTCOIN
3497,3563,0.023861,0.02266795,4.990000000000004,take_profit,True,1.516833838596258,0.0,68.00937190231595,8.052290946972645,1.0,-7.967670082507727,0.8065926223292743,3.259679708088381,0.5490130338208759,1,5,66,PENGU
3508,3527,0.3205,0.33332,-4.01,stop_loss,False,0.9463730277988189,5.362697220118107,50.408719346049075,1.6982393581457544,1.0,-3.7426789908823177,0.658783783783784,0.2489884842825918,0.2808112324493017,3,5,19,XLM
3540,3654,0.3295,0.34268000000000004,-4.010000000000008,stop_loss,False,0.9084234693840862,9.157653061591375,54.64285714285712,1.0969000650336025,1.0,-0.1975336396541078,0.32450331125827914,0.3327283726557743,0.09104704097117525,11,5,114,XLM
3540,3580,0.1135,0.107825,4.989999999999999,take_profit,True,0.9839090163306646,5.777340604055747,51.99999999999999,1.3278791692888632,1.0723360493092544,-4.982931762701684,0.37500000000000033,1.561144839548999,0.0,10,5,40,MELANIA
3541,3571,0.5227,0.491338,5.99000000000001,take_profit,True,1.0948656275355113,1.2776423053237425,41.9417475728155,1.2749733526469724,1.0,-1.7835655883724064,0.4763033175355463,0.01912777352715933,0.15305146355460336,11,5,30,CRV
3541,3548,0.3693,0.34160250000000003,7.489999999999995,take_profit,True,1.2145345113390316,0.0,45.2157598499062,2.361610769409308,1.0,-6.995863716938777,0.16666666666666666,1.388518024032038,0.4332520985648498,9,5,7,FARTCOIN
3579,3582,0.3554,0.328745,7.489999999999995,take_profit,True,1.305503146238325,0.0,38.44011142061273,1.6580914864538978,1.0,-2.0789623109795974,0.48626373626373626,2.362637362637362,0.05627462014632344,19,5,3,FARTCOIN
3624,3648,0.02194,0.023037000000000002,-5.010000000000003,stop_loss,False,1.4408404632825855,5.010000000000002,33.80614657210404,0.8165125667404655,1.0,-0.29545203525138763,0.03545051698670579,0.5394623509678479,0.08204193254330289,8,6,24,PENGU
3625,3649,0.4855,0.50492,-4.0100000000000104,stop_loss,False,1.0509615158713372,5.2364088488802665,37.10937499999996,0.6738266882448141,1.0,-0.3946352286752588,0.03649635036496356,0.3693823106915706,0.06179196704427744,8,6,24,CRV
3635,3647,0.3468,0.357204,-3.010000000000007,stop_loss,False,1.2662075015365515,3.010000000000001,47.42268041237112,1.1575218322623197,1.0,0.11024480181430951,0.42792792792792833,0.14396775122372601,0.028835063437136387,9,6,12,FARTCOIN
3636,3654,0.1109,0.116445,-5.010000000000008,stop_loss,False,0.9346151746124983,10.497895839792555,48.333333333333286,0.8566275924256082,0.65866680537501,0.2149689818421233,0.2222222222222228,0.18001800180018518,0.0901713255184752,10,6,18,MELANIA
3680,4056,0.3423,0.30807,9.989999999999995,take_profit,True,0.9991749739755563,0.08250260244436758,39.33333333333333,0.7992153916781425,1.0,1.5056657855047775,0.1666666666666657,0.14585764294049022,0.3213555360794595,22,6,376,XLM
3680,3750,0.5622,0.5846880000000001,-4.010000000000011,stop_loss,False,1.0088179590848965,9.036428854040182,30.00000000000003,1.1790415205569982,1.0,3.5320861137631727,0.05151515151515253,0.4603399433427648,0.17787264318747792,22,6,70,CRV
3681,3730,0.025738,0.0244511,4.990000000000002,take_profit,True,1.5127384024003867,0.2699989999999915,41.575178997613385,1.4206343039197191,1.0,3.2795401252938237,0.26153846153846183,0.20244491162500958,0.12044447898049489,23,6,49,PENGU
3696,3739,0.446,0.41255000000000003,7.489999999999995,take_profit,True,1.3610464434016392,0.0,21.367521367521377,2.014734144778987,1.0,4.549324572832155,0.052805280528052494,0.646023613276902,2.152466367713004,0,0,43,FARTCOIN
3706,3748,0.1274,0.12103000000000001,4.99,take_profit,True,0.981252471825662,6.031740842198203,48.022598870056555,1.525005606638258,0.29057959215463275,2.262108360937349,0.24742268041237284,0.46874999999999173,0.07849293563578412,4,0,42,MELANIA
3744,3756,0.025138,0.026394900000000002,-5.010000000000008,stop_loss,False,1.4369502084401273,5.266472050099992,62.718158187894545,1.9589011513587864,1.0,-0.18343214447444003,0.4077102803738318,0.9964160529321402,0.19492401941284282,14,0,12,PENGU
3783,3800,0.026312,0.0249964,4.990000000000001,take_profit,True,1.5086540238412898,0.539269005399976,35.757057313943506,0.7975719932241672,1.0,0.8843917211778592,0.13490959666203023,0.5555765524018341,0.39145636971723524,0,1,17,PENGU
3789,3805,0.6198,0.582612,5.989999999999999,take_profit,True,1.069246154834082,3.5877109423971745,37.339055793991434,0.779053150785969,1.0,2.0730852377497593,0.017964071856285513,1.3685550604710284,0.0,1,1,16,CRV
3794,3811,0.1271,0.12074499999999999,4.99,take_profit,True,1.0302169701697625,1.3427247102238917,31.11111111111093,0.7193435989659425,0.7031711220437438,0.45820890105258305,0.07142857142856364,0.46985121378231565,0.15735641227380467,2,1,17,MELANIA
