type,extreme_time,extreme_price,hours_held,entry_time,entry_price,entry_idx,avg_volume_ratio,session
ACCUMULATION,2025-11-18 03:02:00,2946.9,12,2025-11-18 15:02:00,3047.5,16967,6.778217539446523,us
