entry_time,exit_reason,direction,pnl_pct,hour,rsi,body_pct,volume_ratio,atr_ratio,ema50_dist,is_green,is_red,upper_wick_pct,lower_wick_pct,uptrend
2025-12-02 06:37:00,SL,SHORT,-1.5478023302829214,6,46.941045606229096,0.27476882430646904,0.6056833286880233,1.2402583474343978,0.11523081022077913,True,False,0.11592980976972017,0.6586921009643258,False
2025-12-02 11:36:00,SL,SHORT,-1.1535299549486622,11,40.66350710900472,0.41246335039506904,0.40534976110731397,0.7707365754423678,0.757811719247832,True,False,0.0,0.33158467781847173,True
2025-12-02 13:14:00,SL,SHORT,-1.2228000770395986,13,40.89490114464091,0.16733930504971303,2.55135003941991,1.4220259089560614,0.6297072318330995,True,False,0.04422169811321086,0.4225628930817608,False
2025-12-02 14:11:00,Time,SHORT,0.5600339723368043,14,44.07496977025395,0.14485056250302858,1.4090997049773577,1.1797640471905608,0.15009257638226664,True,False,0.12053420760811928,0.27963936165083514,False
2025-12-02 18:01:00,SL,SHORT,-1.7510645021131976,18,38.78600823045272,0.5844094636629235,2.0936001029981717,0.7333815821216312,0.5049208031672949,True,False,0.3654765251616544,0.09371192952863168,True
2025-12-02 22:29:00,SL,LONG,-1.4058775767964327,22,60.29654036243825,0.09913929070343742,0.8030232653378796,0.9346408620003817,0.15253922466694214,False,True,0.1308132978483524,0.15336731471875456,True
2025-12-03 02:03:00,Time,SHORT,9.091709844559594,2,54.42253521126766,0.5390964171556796,1.8957098529905407,1.1784172081197781,1.3681061213780523,True,False,0.0996488564107374,0.4270665274746057,False
2025-12-03 11:34:00,SL,LONG,-0.856352936134963,11,44.69987228607924,0.04497526360502061,0.6388643654607566,0.9340786557734957,0.0337585999372292,False,True,0.029997000299958373,0.1549845015498474,False
2025-12-03 14:18:00,SL,LONG,-1.4091823430806394,14,60.756302521008415,0.0104291599311635,0.521521362827284,0.7422425672786008,0.5799181814634113,False,True,0.41199478487614755,0.32855280312907,False
2025-12-03 15:39:00,SL,LONG,-0.9039764896937473,15,46.90476190476197,0.25486320607510166,1.5943730268826797,1.0344703641134423,0.37880758822580374,False,True,0.06778953955259895,0.11472075924284193,True
2025-12-03 15:46:00,TP,SHORT,5.852333553642708,15,57.37704918032783,0.04210526315789302,1.7355153723566206,1.0317104309720204,0.5188588389919491,True,False,0.057870370370369836,0.17361111111110952,False
2025-12-03 19:03:00,Time,SHORT,-0.3403003754693378,19,31.213389121338878,1.1420160389808152,1.9483747412921322,0.8356596454337825,0.4601042685587085,True,False,0.9233703016008472,0.33120891253073415,True
2025-12-03 21:42:00,SL,SHORT,-0.9445739185781842,21,56.24999999999992,0.12854741421932672,0.3476165755587325,0.9161782279633511,0.08988186620199237,True,False,0.2814536835867999,0.0,True
2025-12-04 02:44:00,SL,LONG,-0.8653459966803444,2,48.48824188129888,0.08849557522124075,1.0857226368892796,0.8481549073587166,0.25352306400398517,False,True,0.05210232897411386,0.24488094617829323,False
2025-12-04 04:38:00,SL,LONG,-0.9349819839472805,4,56.1256544502618,0.3829206882081454,0.9572827035878048,1.3555596263051843,0.1331927597701168,False,True,0.11584434732241482,0.11584434732241482,False
2025-12-04 08:07:00,SL,SHORT,-1.0400646605322028,8,46.43449419568821,0.03013561024610974,0.4166326851561137,1.002529055724472,0.04996657708823626,True,False,0.18075918859208637,0.0,True
