entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,bars_held,pnl_pct,exit_reason,cumulative_pnl,running_max,drawdown
2025-12-02 04:53:00,2025-12-02 05:10:00,SHORT,0.17974,0.18158392857142858,0.18158392857142858,0.17605214285714288,17,-1.1154690373400666,SL,-1.1154690373400666,-1.1154690373400666,0.0
2025-12-02 05:10:00,2025-12-02 05:17:00,LONG,0.18187,0.18570571428571428,0.17995214285714287,0.18570571428571428,7,2.0090417802354765,TP,0.8935727428954099,-0.22189629444465675,1.1154690373400666
2025-12-02 06:01:00,2025-12-02 06:07:00,SHORT,0.18764,0.18935000000000002,0.18935000000000002,0.18422,6,-1.0030895167678966,SL,-0.1095167738724867,-0.22189629444465675,0.11237952057217004
2025-12-02 06:23:00,2025-12-02 06:26:00,LONG,0.19087,0.19454071428571432,0.18903464285714286,0.19454071428571432,3,1.8231488896706227,TP,1.713632115798136,1.3822190474809926,0.33141306831714346
2025-12-02 06:37:00,2025-12-02 07:03:00,SHORT,0.18977,0.19255785714285714,0.19255785714285714,0.18419428571428573,26,-1.5478023302829214,SL,0.16582978551521466,1.5480488329962072,-1.3822190474809926
2025-12-02 07:33:00,2025-12-02 07:41:00,SHORT,0.19062,0.1951982142857143,0.1951982142857143,0.18146357142857145,8,-2.445418118945031,SL,-2.279588333429816,1.5480488329962072,-3.8276371664260234
2025-12-02 07:43:00,2025-12-02 08:02:00,LONG,0.1978,0.204775,0.1943125,0.204775,19,3.4262891809908935,TP,1.1467008475610774,1.5480488329962072,-0.40134798543512984
2025-12-02 08:19:00,2025-12-02 08:27:00,SHORT,0.20302,0.20835571428571428,0.20835571428571428,0.19234857142857145,8,-2.660867746779194,SL,-1.5141668992181168,1.5480488329962072,-3.062215732214324
2025-12-02 08:38:00,2025-12-02 08:48:00,SHORT,0.2038,0.2068214285714286,0.2068214285714286,0.19775714285714285,10,-1.5608875841823577,SL,-3.0750544834004745,1.5480488329962072,-4.623103316396682
2025-12-02 08:50:00,2025-12-02 09:20:00,LONG,0.20668,0.20389428571428572,0.20389428571428572,0.21225142857142856,30,-1.4478393099062736,SL,-4.522893793306748,1.5480488329962072,-6.070942626302955
2025-12-02 09:35:00,2025-12-02 09:57:00,LONG,0.20612,0.20330535714285713,0.20330535714285713,0.2117492857142857,22,-1.4655360261706107,SL,-5.988429819477359,1.5480488329962072,-7.536478652473566
2025-12-02 09:57:00,2025-12-02 10:00:00,SHORT,0.20262,0.19814142857142858,0.20485928571428572,0.19814142857142858,3,2.160290268855569,TP,-3.8281395506217897,1.5480488329962072,-5.376188383617997
2025-12-02 10:53:00,2025-12-02 11:00:00,LONG,0.19576,0.1936717857142857,0.1936717857142857,0.19993642857142857,7,-1.1667216416603399,SL,-4.99486119228213,1.5480488329962072,-6.542910025278337
2025-12-02 11:36:00,2025-12-02 12:36:00,SHORT,0.20206,0.20411,0.20421142857142857,0.19775714285714283,60,-1.104360393905257,Time,-6.099221586187387,1.5480488329962072,-7.647270419183593
2025-12-02 13:14:00,2025-12-02 13:29:00,SHORT,0.20352,0.20583107142857143,0.20583107142857143,0.19889785714285715,15,-1.2228000770395986,SL,-7.322021663226986,1.5480488329962072,-8.870070496223192
2025-12-02 13:29:00,2025-12-02 13:59:00,LONG,0.20621,0.21099714285714286,0.20381642857142857,0.21099714285714286,30,2.2214891892453514,TP,-5.100532473981634,1.5480488329962072,-6.6485813069778406
