pnl,exit_reason,hold_candles
-0.23343825665859302,SL,2
-0.27009701673539005,SL,2
0.2220418593331745,TP,14
0.22354207436399556,TP,3
0.17503798088703304,TP,5
-0.2354006370987477,SL,4
-0.42219970341077373,SL,4
-0.31308152580403337,SL,3
0.25581453634085966,TP,3
0.3598356510745829,TP,8
-0.41316217590238397,SL,1
-0.3952551020408229,SL,10
-0.36220779220779276,SL,21
0.008349438495687814,TP,1
-0.24791249341064558,SL,1
0.1940612622128286,TP,3
-0.36872543813064307,SL,4
-0.42516969218626116,SL,3
0.3290422984836399,TP,4
0.1955337227827886,TP,2
0.1965245202558587,TP,5
-0.33034712950600215,SL,2
0.46705692803437787,TP,21
0.25284100080710625,TP,7
-0.35355387523629217,SL,1
-0.37554046713742584,SL,3
-0.42027472527471604,SL,4
0.25467532467532844,TP,4
0.2552914068853385,TP,2
0.3102281368821257,TP,7
0.3847886570358414,TP,4
-0.4526530612244873,SL,5
0.4460239000543203,TP,2
-0.4176008724100398,SL,5
0.11939393939393757,TP,1
-0.3139685551640079,SL,1
-0.3353061224489736,SL,8
-0.4415937241948743,SL,1
-0.46375518098922097,SL,7
-0.21478764478765158,SL,1
-0.4022259136212663,SL,13
-0.34204241071427954,SL,2
-0.21563106796117187,SL,1
0.15234574763757902,TP,3
0.289215252832266,TP,1
0.4283388704318913,TP,4
-0.38146179401993413,SL,6
-0.4481512605041957,SL,1
-0.5146640316205575,SL,13
-0.5129133858267758,SL,7
0.20793218454696552,TP,1
-0.36239766081871067,SL,3
-0.4271428571428477,SL,3
-0.4926542688081157,SL,10
0.7029745204695151,TP,22
-0.36880478087649116,SL,20
-0.4787779690189302,SL,3
0.5072005772005668,TP,11
-0.3057142857142895,SL,4
0.27632034632035035,TP,1
-0.643192239858911,SL,3
0.7633333333333253,TP,6
0.48506865322816456,TP,9
-0.36354207436398933,SL,30
0.1264636542239667,TP,1
-0.28091113610798685,SL,5
-0.3888775510204087,SL,13
-0.26247219846021935,SL,3
0.21628685943314688,TP,7
-0.39402073732718945,SL,6
0.2735442313197864,TP,2
0.07228799089357446,TP,1
0.21514399771884285,TP,8
-0.28428571428571464,SL,2
0.21686173264486003,TP,15
0.2984807256235744,TP,2
0.10040613462083989,TP,1
0.18560920193125985,TP,5
0.15766078542971235,TP,4
-0.30524379811805336,SL,1
0.533621730382305,TP,5
0.15541561003099727,TP,2
0.15630834512022893,TP,1
0.15675736961451506,TP,9
0.18560920193125985,TP,4
-0.2834319863403532,SL,11
-0.37060120240480676,SL,1
0.44635111876075484,TP,7
-0.3276581734898441,SL,1
0.36290043290043367,TP,31
0.044975567691866815,TP,2
-0.2644124423963103,SL,7
0.07488554042307174,TP,1
-0.2218218623481681,SL,4
-0.37737704918032494,SL,3
-0.4455522827687852,SL,1
0.6709602845287623,TP,16
0.07371945961483778,TP,1
0.2180184331797183,TP,28
0.21571428571428053,TP,11
0.2742340791738422,TP,8
0.10142857142856494,TP,1
0.3602925989672985,TP,6
0.10177211565988473,TP,1
0.10177211565990173,TP,2
0.2742340791738422,TP,2
0.15811519817508102,TP,8
-0.2851462994836493,SL,4
-0.30906114169806237,SL,12
0.5434969325153315,TP,7
-0.44324355971897716,SL,2
0.370917107583775,TP,4
0.42970605526160355,TP,2
0.3432231404958638,TP,2
0.4052004752004807,TP,2
-0.29136953955135814,SL,3
0.34493775933609566,TP,1
-0.42640035640036056,SL,7
-0.3857894736842075,SL,6
0.3234624697336473,TP,2
-0.3170799640611001,SL,6
0.2878884580972305,TP,7
-0.2474622892635248,SL,1
0.16710729104920252,TP,1
-0.315025245025249,SL,10
-0.2493185893604236,SL,4
-0.24969451931715403,SL,2
0.23012004801920227,TP,5
0.2601320528211278,TP,2
0.35016806722688676,TP,4
0.2886371787208649,TP,6
0.341522633744852,TP,1
-0.3356434474616192,SL,2
0.2856609365738038,TP,6
-0.3554215456674409,SL,20
0.07697236919459748,TP,1
0.10564402810303787,TP,6
0.1618168646769079,TP,3
-0.24386264850767234,SL,5
0.10421602787455786,TP,1
0.13325203252032322,TP,1
0.10421602787455786,TP,2
0.2500465522257777,TP,7
0.2215451895043679,TP,6
0.3316064257028074,TP,5
0.3021729172630892,TP,6
0.10281105990782757,TP,1
0.13202020202020007,TP,1
-0.22151515151514148,SL,1
-0.3966550522648089,SL,4
-0.4198542274052519,SL,6
-0.30857721226142665,SL,24
0.194550264550272,TP,3
0.07727540500736985,TP,4
-0.2692325855962188,SL,7
-0.315025245025249,SL,11
-0.42056967572305404,SL,5
0.49196391600118516,TP,3
-0.4932254232254205,SL,6
-0.33954177897573107,SL,7
0.3234624697336473,TP,2
0.5710256410256348,TP,1
0.3573504273504232,TP,2
-0.34590435315756163,SL,4
0.3619654427645747,TP,4
0.5431207847945935,TP,4
0.29787247087676694,TP,4
0.36010752688171627,TP,2
0.08229972586049973,TP,2
0.20472527472526433,TP,5
0.29787247087676694,TP,3
-0.3932758620689624,SL,2
0.26292978208232387,TP,6
0.60011879378617,TP,1
-0.4550800362428169,SL,1
-0.5477070063694311,SL,2
0.5669426751592296,TP,1
-0.3160483149418471,SL,7
-0.4034321280379377,SL,6
0.2878884580972305,TP,4
-0.4309022556391019,SL,2
0.47249547920433727,TP,3
0.37923629829290284,TP,3
-0.4249245785270671,SL,12
0.3466666666666627,TP,7
0.19619343389528718,TP,1
0.3458004158004118,TP,4
0.018547815820539746,TP,1
0.3161003861003774,TP,8
-0.2489442290486064,SL,1
-0.3389778840406354,SL,16
0.650288115246089,TP,3
0.5409979633401164,TP,25
0.5434969325153489,TP,36
0.2506997084548099,TP,6
-0.2675995316159219,SL,11
0.165155790711349,TP,6
0.13661157024793188,TP,1
-0.35778040141675854,SL,4
0.017642418930759185,TP,3
-0.179777517564403,SL,2
-0.24600469345848558,SL,35
-0.33509572901324475,SL,14
-0.33730026730027485,SL,2
0.2263841138114944,TP,1
0.524000594000601,TP,5
0.165155790711349,TP,2
-0.13613756613755928,SL,1
0.047820324005892374,TP,2
-0.2692325855962188,SL,1
0.31690476190475314,TP,2
-0.3160483149418471,SL,34
0.25943995208146087,TP,1
-0.31759903961585034,SL,8
-0.36385171790234416,SL,1
0.353728813559318,TP,1
0.10969451931715402,TP,1
0.04904761904762042,TP,1
0.13964360587001892,TP,1
0.22949086552859596,TP,13
0.16909145248057655,TP,7
0.22949086552859596,TP,1
0.31933812518717297,TP,6
0.25875074716078833,TP,2
0.10931858936042357,TP,3
0.13964360587001892,TP,1
-0.272581032412962,SL,10
-0.3181203007518837,SL,3
0.47595086442219936,TP,9
-0.45185085354895677,SL,2
-0.499475587703433,SL,7
-0.6010960591132941,SL,15
-0.6068814192343539,SL,16
-0.4711957205789701,SL,1
-0.637644276253545,SL,8
-0.5014477468839816,SL,1
0.1432196162046888,TP,4
0.23075187969924266,TP,2
0.17009603841536888,TP,11
0.10931858936042357,TP,2
0.22824038174768324,TP,4
0.2533392122281005,TP,5
0.341522633744852,TP,5
0.3113435024933912,TP,1
0.2239447383891775,TP,2
0.2827336860670235,TP,9
0.2533392122281005,TP,3
0.2834609720176771,TP,5
-0.4417201166180661,SL,2
0.3700117336462313,TP,2
0.6088665879575005,TP,9
0.7463265306122372,TP,4
0.575350542681137,TP,17
0.3423711340206146,TP,1
-0.4692901508429395,SL,4
-0.604600534600532,SL,1
-0.7438544474393542,SL,7
0.7270570202329861,TP,3
-0.7612442396313376,SL,4
-0.9299318252246573,SL,10
-0.7513909774436064,SL,8
-0.6188386891504866,SL,9
-0.4985714285714217,SL,10
0.6026457399103075,TP,2
0.27612964128382567,TP,5
-0.2810034385745512,SL,3
-0.375451127819542,SL,1
-0.4475959723096331,SL,2
-0.4287372448979598,SL,3
0.5413256113256136,TP,9
0.31010769718087233,TP,5
-0.42793827553293096,SL,5
0.5385842408712388,TP,3
-0.30969319271332735,SL,9
0.6087330316742017,TP,11
-0.3324880687241531,SL,3
0.4104612427930822,TP,1
0.5078491171749762,TP,5
0.47821025475654133,TP,5
-0.551540930979134,SL,8
-0.6326223091976448,SL,1
1.9854984583761597,TP,5
-0.5765856129685926,SL,6
0.8869377990430733,TP,2
0.7864576909900802,TP,13
-0.5888516084399871,SL,26
-0.7527731092437029,SL,5
0.9580042538107016,TP,1
0.814353741496599,TP,5
-0.34994570749915616,SL,12
0.40732696897374243,TP,1
0.6086562606039917,TP,3
-0.580204081632654,SL,1
0.6477033492822898,TP,7
-0.6407367692839734,SL,2
1.0798257839721235,TP,1
-0.5248517520215561,SL,10
-0.5047084896010797,SL,5
-0.37539531727179026,SL,4
-0.531380724538612,SL,8
-0.38131096506397993,SL,3
-0.5926480836236943,SL,9
0.9830010530010758,TP,19
0.3086574870912213,TP,1
-0.43231884057970665,SL,1
-0.4871011470281592,SL,5
-0.764691841824017,SL,5
0.7597258297258339,TP,9
0.4874912891986128,TP,3
-0.3294258042199935,SL,6
-0.35675703858186075,SL,2
-0.3843555710792963,SL,11
0.42019607843136786,TP,1
-0.33389866291344167,SL,7
-0.4678076379066485,SL,1
-0.603049040511728,SL,20
0.7216516732637624,TP,11
-0.5776594228713896,SL,16
-0.30750879662209335,SL,1
-0.38746031746030546,SL,7
-0.469786780383796,SL,2
-0.4182142857142778,SL,1
0.24903580290675853,TP,1
-0.49750267189170433,SL,7
0.17630541871920943,TP,1
-0.33389866291344167,SL,5
0.3908294930875471,TP,5
-0.2826905352711724,SL,1
-0.49750267189170433,SL,1
0.5728571428571397,TP,8
0.3874243490499545,TP,2
0.35328042328042814,TP,5
-0.4139153439153361,SL,2
0.3908294930875471,TP,1
0.35120042120042605,TP,2
0.24590031590030395,TP,2
-0.41138655462184104,SL,2
0.24206657420248467,TP,2
-0.3828258602711246,SL,7
0.34508128675199373,TP,1
0.41076923076922617,TP,13
-0.45448393711551677,SL,24
0.1021170395869262,TP,1
0.1709638554216844,TP,1
0.033270223752147554,TP,1
0.1021170395869262,TP,9
0.1017032967033038,TP,3
0.17154589371980444,TP,1
0.24131096506397992,TP,10
0.1021170395869262,TP,1
0.13554984583760785,TP,1
0.13604395604394823,TP,5
0.20538726333907376,TP,3
-0.3023580034423371,SL,10
0.3086574870912213,TP,2
-0.45448393711551677,SL,2
0.17038461538461308,TIME,60
0.09966406515100798,TP,1
-0.22306122448980023,SL,3
0.134568700988741,TP,1
0.23758714969242148,TP,4
0.33622884224780425,TP,13
-0.40163265306121704,SL,5
0.30957211870255275,TP,3
0.4526480836236943,TP,1
0.4463511187607582,TP,18
0.4342016806722698,TP,24
-0.5206008010680837,SL,2
0.5686554621848763,TP,25
-0.2932142857142822,SL,1
-0.3683095790520468,SL,4
0.462800532800539,TP,1
-0.5206008010681035,SL,23
0.30149611617696653,TP,3
-0.3492823290453667,SL,7
-0.48109969167523603,SL,8
-0.2721563342317983,SL,12
0.16696682464454748,TP,3
0.8164643709512448,TP,3
0.24259768677711216,TP,7
-0.2571490954460316,SL,8
0.14929824561403293,TP,1
0.4009576138147575,TP,5
0.4963939584644403,TP,3
0.37247787610619043,TP,3
0.27920634920634857,TP,3
0.24605562579013335,TP,3
0.11963337547407629,TP,2
0.5649206349206423,TP,7
0.2157142857142749,TP,6
0.24816735602926562,TP,3
-0.3569897959183565,SL,24
0.31436899423446957,TP,1
0.4115409309791341,TP,3
-0.38441470493390434,SL,12
0.22022895840050496,TP,5
-0.26261637239164604,SL,16
0.34921960657851353,TP,28
0.026742986133501668,TP,2
-0.5274638844301927,SL,4
0.1567573696145103,TP,1
-0.6287949465500419,SL,5
0.8495402298850487,TP,2
0.31010769718087233,TP,9
-0.3313240418118509,SL,15
-0.3809056122448909,SL,2
0.34639974375401344,TP,1
-0.4793097913322716,SL,9
0.3845454545454502,TP,1
-0.16481668773703814,SL,2
-0.18878365536902142,SL,1
0.1522222222222201,TP,1
-0.2847629653197548,SL,6
0.2738574554548289,TP,4
-0.25674136321194435,SL,10
0.2738574554548289,TP,6
0.2412356053532468,TP,1
0.1167413632119444,TP,1
0.08595757953837199,TP,1
0.18007814942169717,TP,2
-0.4451172241325458,SL,10
0.3381632653061133,TP,6
0.21257456828886195,TP,3
-0.25796992481202297,SL,4
0.24259768677711216,TP,4
0.2432832080200444,TP,4
0.3695604395604354,TP,1
-0.5115011037527551,TIME,60
0.21698979591835646,TP,2
0.24959092361776344,TP,2
0.44364365971108144,TP,44
0.44364365971108144,TP,4
0.44249199231262604,TP,6
0.6683627608346748,TP,2
0.7987258687258741,TP,12
0.4769755469755581,TP,9
0.7559406546344317,TP,12
0.3573504273504232,TP,3
-0.39119914346894763,SL,9
-0.4126743831861108,SL,18
-0.39051282051281744,SL,8
0.4841871921182239,TP,37
0.2365603923972967,TP,2
-0.2543317972350161,SL,5
-0.4847465437787952,SL,42
0.23854674483183647,TP,1
-0.16216589861750802,SL,2
0.11472906403942017,TP,1
0.2378817733990275,TP,26
0.14598272138230564,TP,3
0.45452946621414214,TP,1
0.3293855606758742,TP,7
0.26577533577533513,TP,6
0.38112781954887287,TP,2
0.049796346211441946,TP,1
-0.4743126684636055,SL,19
-0.3877966101694885,SL,2
0.446717325227956,TP,16
0.325979287237274,TP,1
0.26577533577533513,TP,1
0.359184549356219,TP,1
-0.20824884792627116,SL,1
-0.32400246305419134,SL,10
0.42367479173095296,TP,55
0.14691973969631028,TP,1
0.30105751391466107,TP,16
0.2412356053532468,TP,7
0.47479418886200075,TP,3
0.26292978208232387,TP,3
-0.4126743831861108,SL,1
0.5405006105006176,TP,34
0.6579344858962778,TP,9
-0.852881002087684,SL,18
-0.5249590536851692,SL,7
0.6657449417535157,TP,9
-0.5077880184331769,SL,15
0.7392125739184564,TP,9
-0.2547290640394019,SL,5
0.17737167594310738,TP,1
0.0528878648233501,TP,1
0.30267080745342045,TP,2
-0.25512804689911656,SL,4
0.0846072974644467,TP,5
0.17790827393864556,TP,20
0.054223602484473485,TP,1
-0.30241400681747793,SL,41
0.3354897067997413,TP,8
0.11838304552589558,TP,2
-0.23483516483517258,SL,1
0.3390623033354405,TP,7
-0.21128728414443096,SL,1
-0.1877394034536894,SL,1
0.27612964128382567,TP,1
-0.375451127819542,SL,15
0.02439899307740361,TP,1
0.2446633102580369,TP,1
0.30759597230965174,TP,1
0.3381632653061133,TP,3
0.34178333861261634,TP,1
0.27612964128382567,TP,3
0.087678965625992,TP,2
0.055313283208021494,TP,3
-0.2814661654135305,SL,2
0.1497802197802177,TP,2
0.05558869701726992,TP,1
0.18173064820642204,TP,4
0.08664160401003151,TP,1
0.17953212726138779,TP,4
0.11838304552589558,TP,2
-0.2351982378854703,SL,1
0.2768937243771674,TP,3
0.0237793060331318,TP,1
0.055313283208021494,TP,1
0.055313283208021494,TP,2
0.11796992481202294,TP,3
-0.23483516483517258,SL,2
0.3075959723096331,TP,1
0.08698587127159205,TP,3
-0.06999999999999999,TIME,60
-0.28786492374727457,TIME,60
0.11796992481202294,TP,3
0.14929824561403293,TP,1
0.2432832080200444,TP,5
0.11755861206626358,TP,2
0.2986635944700503,TP,3
0.29945812807882205,TP,1
-0.2782690527615084,SL,5
-0.396086956521736,SL,28
0.24191515907672545,TP,2
0.2986635944700503,TP,3
0.3302463054187102,TP,1
-0.2782690527614901,SL,13
0.0536858379715537,TP,1
0.14691973969631028,TP,3
0.518782150604297,TP,2
-0.3708330762110575,SL,7
-0.2333986928104467,SL,1
-0.2571490954460316,SL,2
0.5579434850863495,TP,10
0.4989001264222663,TP,3
-0.7874744897959194,SL,3
-1.0904081632653155,SL,9
0.8060107816711592,TP,3
0.2318108651911355,TP,1
-0.44726358148893425,SL,19
0.33526849037487805,TP,2
-0.45083953960731277,SL,24
0.3381632653061272,TP,1
0.34011619958990885,TP,13
0.27258307639601986,TP,18
-0.43057692307691964,SL,17
0.3086574870912213,TP,7
-0.3023580034423371,SL,22
0.13703933747411223,TP,1
-0.3034832237979901,SL,4
0.27758428919012235,TP,1
-0.33132404181184716,SL,3
-0.35886554621849204,SL,6
0.13957038071951705,TP,1
-0.22717778553964815,SL,2
0.24512605042015614,TP,3
0.3885537918871148,TP,1
-0.49538107054236574,SL,5
0.6085714285714311,TP,2
0.7216516732637624,TP,5
0.5057466714645622,TP,7
0.326825396825396,TP,4
0.3248312993539117,TP,11
0.1453625269203077,TP,1
0.18125628140703273,TP,1
0.42382716049382235,TP,2
0.4604101838755313,TP,21
0.17691358024691117,TP,1
0.17752475247524513,TP,1
-0.30868458274398486,SL,14
-0.2826905352711724,SL,17
-0.33718916993231257,SL,10
0.21288543140028615,TP,11
-0.2026025459688828,SL,1
0.14269053527117237,TP,3
0.17875621890549137,TIME,60
0.03608203677510207,TP,1
0.10680339462518407,TP,1
-0.2826905352711724,SL,6
0.07250089063056811,TP,1
0.1799999999999976,TP,3
0.24746031746030545,TP,11
0.14111893033074502,TP,4
-0.2551851851851729,SL,4
0.6346764894298514,TP,10
0.3754342984409757,TP,1
0.8268609865470767,TP,7
0.2746115288220545,TP,1
-0.422443609022557,SL,3
0.5278602894902477,TP,6
0.4625814536340774,TP,10
0.33372670807452504,TP,16
0.4579503105589985,TP,1
-0.5220795660036174,SL,8
-0.5249590536851692,SL,3
0.1436752136752116,TIME,60
0.6834659433393563,TP,35
0.4122182037371787,TP,1
0.38207956600361737,TP,3
-0.4083458646616547,SL,12
-0.5259270516717333,SL,1
0.8228571428571579,TP,14
0.549770684846614,TP,1
-0.4301440576230534,SL,1
0.5026341169379165,TP,6
0.32263062518875585,TP,1
0.35283298097251187,TP,1
0.3234624697336652,TP,1
0.1721307506053297,TP,1
-0.5145761707172504,SL,14
0.31771249627200415,TP,1
0.3782964734010767,TP,7
0.2878884580972305,TP,1
0.40818290496113546,TP,3
0.2886371787208649,TP,4
0.31771249627200415,TP,1
0.25602252519266666,TP,13
0.25602252519264906,TP,3
0.4052004752004807,TP,1
-0.2918278615794147,SL,5
0.3466666666666627,TP,4
-0.4020543093270371,SL,26
0.22638411381151197,TP,3
0.28640035640037814,TP,3
0.3169047619047708,TP,4
0.13876826722338007,TP,1
0.46349140486069684,TP,18
0.28640035640036055,TP,8
0.6942563198118928,TP,7
-0.5560088365242908,SL,7
-0.4062223550508075,SL,12
-0.5377754677754721,SL,24
-0.5887969924811968,SL,7
0.5302400960384045,TP,5
0.4402040816326456,TP,17
-0.25045112781954204,SL,1
0.23012004801920227,TP,4
0.19897788404063538,TP,2
0.2893890386343258,TP,18
0.32097744360901365,TP,5
0.2901440576230534,TP,18
0.14141649048625593,TP,1
0.29551934206518854,TP,2
0.23075187969924266,TP,4
0.29166365280289747,TP,7
-0.34182120205376787,SL,1
-0.43319612590799456,SL,20
-0.29796352583586666,SL,7
-0.5059131232792874,SL,8
0.6117477533312845,TP,13
0.2694014193150439,TP,2
-0.39467532467532157,SL,2
0.42689440993789396,TP,11
0.49144728633811324,TP,4
-0.5869172932330724,SL,22
0.4976442762535637,TP,2
0.7553968253968255,TP,14
-0.49386185243327435,SL,14
-0.615195954488002,SL,8
-0.6945996156310107,SL,9
-0.6988294098677895,SL,6
-0.6081604696673083,SL,3
0.988201058201051,TP,22
0.49087099967006764,TP,3
0.2584072249589626,TP,3
0.19152337365152314,TP,2
0.22488859764091892,TP,7
0.15831050228310278,TP,2
0.12614253023863264,TP,4
0.1265923984272728,TP,1
-0.2420183486238613,SL,2
0.19152337365152314,TP,10
0.25615786040442984,TP,41
-0.2906603465184666,SL,2
0.15935779816515483,TP,5
-0.2911664482306844,SL,5
0.22624753127056152,TP,8
0.06166556945358942,TP,3
-0.2626163723916651,SL,3
0.2839253539253724,TP,45
0.09123831022251552,TP,4
-0.4086004514672654,SL,11
0.2546753246753188,TP,3
0.4093863854266547,TP,5
0.21892455858748805,TP,2
0.34733547351525845,TP,3
-0.28718146718146376,SL,1
0.25247662044503105,TP,28
0.12348597226700332,TP,5
0.34733547351523936,TP,1
0.18624599615631302,TP,5
0.5291800693787472,TP,3
-0.3989473684210494,SL,4
0.4334612964128441,TP,2
-0.4720813623462712,SL,13
0.2776611883691523,TP,3
0.02481668773703814,TP,3
0.1522222222222201,TP,1
0.3744444444444402,TP,8
0.15075055187637756,TP,2
-0.3070417193426047,SL,20
-0.2604761904761833,SL,4
0.21763183125598143,TP,4
0.3454682007030906,TP,3
0.1868218298555407,TP,9
0.28313001605138277,TP,1
0.1221844971172253,TP,6
