entry_time,direction,entry_price,exit_price,exit_reason,pnl_pct,bars_held,equity
2025-12-02 05:18:00,LONG,0.18797,0.18646624,SL,-0.8999999999999962,1,9910.0
2025-12-02 07:24:00,LONG,0.20183,0.20021536,SL,-0.9000000000000001,1,9820.81
2025-12-02 07:34:00,SHORT,0.19035,0.19187279999999998,SL,-0.8999999999999952,1,9732.42271
2025-12-02 08:03:00,LONG,0.20784,0.20617728,SL,-0.9000000000000032,3,9644.83090561
2025-12-02 08:10:00,LONG,0.21452,0.21280384,SL,-0.8999999999999974,1,9558.02742745951
2025-12-02 10:01:00,SHORT,0.19737,0.1875015,TP,4.900000000000001,4,10026.370771405025
2025-12-02 10:05:00,SHORT,0.18776,0.18926208,SL,-0.8999999999999942,1,9936.133434462381
2025-12-02 10:06:00,LONG,0.19181,0.19027552,SL,-0.9000000000000026,40,9846.70823355222
2025-12-02 11:18:00,LONG,0.20656,0.20490751999999998,SL,-0.9000000000000057,1,9758.087859450248
2025-12-02 15:26:00,SHORT,0.19805,0.19963440000000002,SL,-0.9000000000000067,5,9670.265068715195
2025-12-02 15:32:00,LONG,0.20294,0.20131648000000002,SL,-0.8999999999999949,3,9583.23268309676
2025-12-02 17:37:00,SHORT,0.20511,0.20675088,SL,-0.9000000000000057,1,9496.983588948888
2025-12-02 17:39:00,LONG,0.21329,0.21158368,SL,-0.9000000000000054,21,9411.510736648348
2025-12-02 18:19:00,LONG,0.2221,0.2203232,SL,-0.8999999999999977,1,9326.807140018513
2025-12-02 18:39:00,LONG,0.23499,0.23311008,SL,-0.9000000000000029,8,9242.865875758345
2025-12-02 18:42:00,LONG,0.24177,0.23983584000000002,SL,-0.8999999999999959,3,9159.68008287652
2025-12-02 18:48:00,SHORT,0.22917,0.23100336000000002,SL,-0.9000000000000026,3,9077.242962130633
2025-12-02 20:56:00,SHORT,0.22294,0.22472352,SL,-0.9000000000000046,5,8995.547775471457
2025-12-03 01:21:00,SHORT,0.21441,0.20368949999999997,TP,4.900000000000011,1,9436.32961646956
2025-12-03 01:22:00,SHORT,0.20901,0.21068208,SL,-0.8999999999999962,2,9351.402649921334
2025-12-03 04:33:00,LONG,0.2039,0.2022688,SL,-0.8999999999999998,6,9267.240026072042
2025-12-03 05:36:00,SHORT,0.18782,0.18932256,SL,-0.9000000000000073,4,9183.834865837392
2025-12-03 06:20:00,LONG,0.19747,0.19589024,SL,-0.9000000000000067,1,9101.180352044856
2025-12-03 06:30:00,LONG,0.2018,0.20018560000000002,SL,-0.8999999999999942,1,9019.269728876452
2025-12-03 07:57:00,LONG,0.20248,0.20086015999999998,SL,-0.9000000000000057,1,8938.096301316564
2025-12-03 08:09:00,LONG,0.20628,0.20462976,SL,-0.8999999999999987,1,8857.653434604714
2025-12-03 13:49:00,SHORT,0.19178,0.19331424,SL,-0.8999999999999959,1,8777.93455369327
2025-12-03 16:32:00,SHORT,0.1765,0.177912,SL,-0.899999999999998,1,8698.933142710031
2025-12-03 16:36:00,LONG,0.18314,0.18167487999999998,SL,-0.9000000000000077,1,8620.64274442564
2025-12-03 16:52:00,SHORT,0.17412,0.17551296,SL,-0.899999999999999,1,8543.056959725809
2025-12-03 17:05:00,SHORT,0.16059,0.15256050000000002,TP,4.899999999999997,1,8961.666750752373
2025-12-03 17:06:00,SHORT,0.15462,0.15585696000000002,SL,-0.900000000000006,3,8881.011749995601
2025-12-03 17:08:00,SHORT,0.14981,0.15100848,SL,-0.9000000000000011,1,8801.08264424564
2025-12-03 17:10:00,LONG,0.15506,0.15381952000000002,SL,-0.8999999999999925,1,8721.87290044743
2025-12-03 17:12:00,LONG,0.16189,0.16059488,SL,-0.9000000000000067,1,8643.376044343402
2025-12-03 17:14:00,LONG,0.16627,0.16493984,SL,-0.899999999999998,1,8565.585659944312
2025-12-03 17:21:00,SHORT,0.15547,0.15671376,SL,-0.9000000000000067,1,8488.495389004813
2025-12-03 17:35:00,LONG,0.171,0.169632,SL,-0.9000000000000046,1,8412.09893050377
2025-12-03 18:02:00,LONG,0.18414,0.18266688,SL,-0.899999999999997,1,8336.390040129236
2025-12-03 18:05:00,LONG,0.18353,0.18206176,SL,-0.9000000000000054,1,8261.362529768072
2025-12-03 18:22:00,LONG,0.19061,0.18908512,SL,-0.9000000000000032,7,8187.010267000159
2025-12-03 18:38:00,LONG,0.19797,0.2078685,TP,4.900000000000002,7,8588.173770083165
2025-12-03 18:46:00,LONG,0.20798,0.20631616,SL,-0.8999999999999998,14,8510.880206152417
2025-12-03 18:47:00,LONG,0.21628,0.21454976,SL,-0.8999999999999974,1,8434.282284297045
2025-12-03 18:48:00,SHORT,0.20937,0.21104496,SL,-0.9000000000000015,1,8358.373743738372
