entry_time,direction,entry_price,exit_price,exit_reason,pnl_pct,bars_held,equity
2025-12-03 19:02:00,SHORT,0.20244,0.20405952000000002,SL,-0.9000000000000064,25,8283.148380044726
2025-12-03 19:03:00,SHORT,0.19702,0.19859616,SL,-0.8999999999999966,1,8208.600044624323
2025-12-03 19:43:00,SHORT,0.19677,0.19834416,SL,-0.8999999999999956,1,8134.722644222705
2025-12-03 23:01:00,SHORT,0.20723,0.20065,TIME,3.0752159436375055,60,8384.882931948532
2025-12-04 05:33:00,LONG,0.20003,0.19842976,SL,-0.9000000000000015,1,8309.418985560995
2025-12-04 15:46:00,SHORT,0.17828,0.17970624,SL,-0.8999999999999974,8,8234.634214690946
2025-12-04 15:47:00,SHORT,0.1744,0.1757952,SL,-0.9000000000000073,1,8160.522506758727
2025-12-04 15:55:00,LONG,0.1845,0.183024,SL,-0.9000000000000029,7,8087.077804197898
2025-12-04 16:04:00,SHORT,0.17768,0.17910144,SL,-0.8999999999999977,1,8014.294103960117
2025-12-04 16:31:00,SHORT,0.1732,0.1745856,SL,-0.9000000000000085,2,7942.1654570244755
2025-12-04 16:36:00,LONG,0.17834,0.18226,TIME,2.0980486710777204,60,8108.795953850372
2025-12-05 08:04:00,SHORT,0.16786,0.16920288,SL,-0.8999999999999946,4,8035.81679026572
2025-12-05 17:09:00,LONG,0.173,0.171616,SL,-0.899999999999998,1,7963.494439153328
2025-12-05 18:14:00,LONG,0.18817,0.18666464,SL,-0.900000000000006,1,7891.8229892009485
2025-12-05 18:17:00,SHORT,0.186,0.187488,SL,-0.8999999999999942,1,7820.7965822981405
2025-12-05 18:20:00,LONG,0.19769,0.19610848,SL,-0.9000000000000015,1,7750.409413057457
2025-12-05 21:31:00,SHORT,0.18765,0.18915120000000002,SL,-0.9000000000000042,17,7680.65572833994
2025-12-06 01:33:00,LONG,0.2033,0.2016736,SL,-0.9000000000000001,1,7611.52982678488
2025-12-06 04:17:00,LONG,0.22634,0.22452928000000003,SL,-0.8999999999999946,2,7543.026058343817
2025-12-06 05:54:00,LONG,0.23273,0.23086816,SL,-0.9000000000000015,4,7475.138823818722
2025-12-06 08:18:00,LONG,0.25574,0.25369408000000004,SL,-0.8999999999999918,1,7407.862574404354
2025-12-06 08:35:00,LONG,0.27204,0.26986368,SL,-0.9000000000000036,1,7341.191811234715
2025-12-06 08:39:00,LONG,0.29545,0.3102225,TP,4.9000000000000075,1,7700.910209985217
2025-12-06 08:40:00,LONG,0.31276,0.31025791999999996,SL,-0.9000000000000057,1,7631.60201809535
2025-12-06 08:42:00,SHORT,0.29436,0.29671488,SL,-0.9000000000000011,1,7562.917599932492
2025-12-06 08:43:00,LONG,0.30132,0.29890943999999997,SL,-0.9000000000000021,1,7494.851341533099
2025-12-06 08:46:00,SHORT,0.28674,0.28903392,SL,-0.9000000000000018,1,7427.397679459301
2025-12-06 08:51:00,SHORT,0.27706,0.27927648,SL,-0.9000000000000073,1,7360.551100344166
2025-12-06 08:54:00,SHORT,0.27473,0.27692784,SL,-0.9000000000000026,1,7294.306140441068
2025-12-06 09:01:00,SHORT,0.26212,0.26421696,SL,-0.8999999999999928,1,7228.657385177099
2025-12-06 09:02:00,LONG,0.27097,0.26880223999999997,SL,-0.900000000000007,1,7163.599468710504
2025-12-06 09:07:00,SHORT,0.25336,0.25538688,SL,-0.9000000000000036,1,7099.127073492109
2025-12-06 09:52:00,LONG,0.27368,0.27149056,SL,-0.8999999999999952,8,7035.234929830681
2025-12-06 11:01:00,SHORT,0.27051,0.25698449999999995,TP,4.900000000000009,2,7379.9614413923855
2025-12-06 11:04:00,SHORT,0.24365,0.24559920000000002,SL,-0.900000000000005,1,7313.541788419854
2025-12-06 11:16:00,SHORT,0.23699,0.23888592,SL,-0.899999999999998,1,7247.719912324075
2025-12-06 11:20:00,SHORT,0.23113,0.23297904,SL,-0.8999999999999984,1,7182.490433113158
2025-12-06 11:32:00,LONG,0.24535,0.2433872,SL,-0.900000000000006,25,7117.84801921514
2025-12-06 14:08:00,LONG,0.26896,0.26680832,SL,-0.8999999999999959,1,7053.787387042204
2025-12-06 14:31:00,SHORT,0.23821,0.24011568,SL,-0.899999999999997,1,6990.303300558824
2025-12-06 16:51:00,SHORT,0.23209,0.23394672,SL,-0.9000000000000026,13,6927.390570853795
2025-12-06 16:54:00,SHORT,0.22856,0.23038848,SL,-0.899999999999997,1,6865.044055716111
2025-12-06 17:05:00,LONG,0.23583,0.23394336000000002,SL,-0.8999999999999977,1,6803.258659214666
2025-12-06 18:18:00,LONG,0.25843,0.25636256,SL,-0.8999999999999907,1,6742.029331281735
2025-12-06 19:04:00,SHORT,0.24765,0.2496312,SL,-0.8999999999999952,1,6681.3510673002
2025-12-06 22:01:00,SHORT,0.2289,0.2307312,SL,-0.9000000000000021,6,6621.218907694499
2025-12-06 22:29:00,SHORT,0.2244,0.22619519999999999,SL,-0.8999999999999987,4,6561.627937525248
2025-12-06 23:45:00,SHORT,0.22691,0.2155645,TP,4.900000000000004,3,6883.147706463985
2025-12-06 23:48:00,SHORT,0.22014,0.20913299999999999,TP,4.9000000000000075,1,7220.421944080721
2025-12-06 23:49:00,SHORT,0.21217,0.20156149999999998,TP,4.90000000000001,1,7574.222619340678
2025-12-06 23:50:00,SHORT,0.20374,0.20536992,SL,-0.9000000000000032,4,7506.054615766611
2025-12-06 23:51:00,SHORT,0.19927,0.20086416,SL,-0.9000000000000057,1,7438.500124224712
2025-12-07 00:07:00,SHORT,0.19912,0.20071296,SL,-0.9000000000000021,1,7371.553623106689
2025-12-07 00:08:00,LONG,0.20375,0.20212,SL,-0.8999999999999962,6,7305.209640498729
2025-12-07 00:27:00,LONG,0.20374,0.20211008,SL,-0.9000000000000032,1,7239.46275373424
2025-12-07 00:28:00,SHORT,0.19884,0.18889799999999998,TP,4.900000000000004,8,7594.196428667217
2025-12-07 00:34:00,SHORT,0.19047,0.19199376,SL,-0.9000000000000067,1,7525.848660809212
2025-12-07 00:37:00,SHORT,0.18709,0.18858672,SL,-0.9000000000000036,1,7458.116022861928
2025-12-07 00:38:00,LONG,0.19073,0.18920416,SL,-0.9000000000000001,2,7390.992978656171
2025-12-07 00:55:00,SHORT,0.18837,0.1789515,TP,4.899999999999998,1,7753.151634610323
2025-12-07 00:56:00,SHORT,0.1823,0.1837584,SL,-0.8999999999999995,2,7683.37326989883
2025-12-07 01:01:00,SHORT,0.17785,0.1689575,TP,4.899999999999998,5,8059.858560123872
2025-12-07 01:07:00,SHORT,0.16908,0.160626,TP,4.90000000000001,1,8454.791629569943
2025-12-07 01:08:00,SHORT,0.16411,0.16542288,SL,-0.8999999999999928,1,8378.698504903814
2025-12-07 01:10:00,LONG,0.16724,0.16590208,SL,-0.8999999999999956,1,8303.29021835968
2025-12-07 01:11:00,SHORT,0.16245,0.16374960000000002,SL,-0.9000000000000073,1,8228.560606394441
2025-12-07 01:42:00,SHORT,0.16925,0.170604,SL,-0.8999999999999962,1,8154.5035609368915
2025-12-07 01:50:00,SHORT,0.16121,0.16249967999999998,SL,-0.8999999999999921,1,8081.113028888461
2025-12-07 01:57:00,SHORT,0.15451,0.1467845,TP,4.899999999999998,4,8477.087567303995
2025-12-07 01:59:00,SHORT,0.15171,0.15292368,SL,-0.8999999999999966,1,8400.793779198259
2025-12-07 02:02:00,SHORT,0.14694,0.14811552,SL,-0.9000000000000091,1,8325.186635185473
2025-12-07 02:04:00,SHORT,0.14507,0.14623056,SL,-0.9000000000000032,1,8250.259955468804
2025-12-07 02:07:00,LONG,0.14936,0.14816511999999998,SL,-0.9000000000000064,1,8176.007615869584
2025-12-07 02:09:00,SHORT,0.14709,0.14826672,SL,-0.8999999999999946,1,8102.423547326758
2025-12-07 02:18:00,LONG,0.15008,0.14887936,SL,-0.9000000000000018,12,8029.501735400817
2025-12-07 02:23:00,LONG,0.15549,0.15424607999999998,SL,-0.900000000000006,1,7957.236219782209
2025-12-07 02:37:00,SHORT,0.14027,0.14139216000000002,SL,-0.9000000000000077,4,7885.621093804169
2025-12-07 02:39:00,SHORT,0.13665,0.13774319999999998,SL,-0.8999999999999918,1,7814.6505039599315
2025-12-07 02:57:00,LONG,0.15038,0.14917696000000003,SL,-0.8999999999999925,1,7744.318649424293
2025-12-07 03:05:00,LONG,0.15256,0.15133952,SL,-0.8999999999999974,5,7674.619781579474
2025-12-07 03:21:00,LONG,0.16142,0.16012864000000002,SL,-0.8999999999999946,1,7605.54820354526
2025-12-07 03:47:00,SHORT,0.156,0.157248,SL,-0.8999999999999995,9,7537.098269713352
2025-12-07 04:57:00,SHORT,0.14895,0.15014160000000001,SL,-0.9000000000000098,28,7469.264385285931
2025-12-07 13:16:00,LONG,0.16433,0.17254650000000002,TP,4.900000000000009,1,7835.258340164943
2025-12-07 13:17:00,LONG,0.16907,0.16771744,SL,-0.9000000000000015,5,7764.741015103458
2025-12-07 13:18:00,LONG,0.17409,0.17269727999999998,SL,-0.9000000000000081,1,7694.8583459675265
2025-12-07 13:23:00,SHORT,0.16574,0.16706592,SL,-0.900000000000005,1,7625.604620853818
2025-12-07 13:26:00,SHORT,0.16356,0.155382,TP,4.900000000000011,16,7999.259247275657
2025-12-07 14:35:00,LONG,0.17535,0.1739472,SL,-0.9000000000000054,1,7927.2659140501755
2025-12-07 14:36:00,SHORT,0.16813,0.16947504,SL,-0.8999999999999952,1,7855.9205208237245
2025-12-07 14:37:00,LONG,0.17196,0.17058432,SL,-0.8999999999999942,2,7785.217236136312
2025-12-07 14:58:00,SHORT,0.16807,0.16941456,SL,-0.899999999999997,2,7715.150281011085
2025-12-07 15:06:00,LONG,0.17312,0.17173504,SL,-0.8999999999999946,1,7645.713928481986
2025-12-07 15:07:00,SHORT,0.1687,0.1700496,SL,-0.9000000000000039,1,7576.902503125648
2025-12-07 15:53:00,SHORT,0.16914,0.17049312000000003,SL,-0.9000000000000077,1,7508.710380597516
2025-12-07 16:28:00,SHORT,0.17406,0.16535699999999998,TP,4.900000000000009,10,7876.637189246795
2025-12-07 16:49:00,SHORT,0.15709,0.15834672,SL,-0.8999999999999928,1,7805.747454543574
2025-12-07 17:15:00,LONG,0.16447,0.16315424,SL,-0.8999999999999995,1,7735.495727452682
2025-12-08 01:43:00,LONG,0.171,0.17955000000000002,TP,4.900000000000001,28,8114.535018097863
2025-12-08 01:44:00,LONG,0.17721,0.17579232,SL,-0.9000000000000026,1,8041.5042029349825
2025-12-08 02:12:00,LONG,0.18253,0.1916565,TP,4.900000000000005,7,8435.537908878798
2025-12-08 02:19:00,LONG,0.18785,0.1863472,SL,-0.8999999999999995,14,8359.618067698888
2025-12-08 05:58:00,SHORT,0.16819,0.16953552,SL,-0.8999999999999935,4,8284.3815050896
2025-12-08 15:28:00,LONG,0.17095,0.1794975,TP,4.9000000000000075,34,8690.316198838991
2025-12-08 17:40:00,LONG,0.20416,0.20252672,SL,-0.900000000000007,3,8612.103353049439
2025-12-08 17:43:00,SHORT,0.20354,0.19336299999999998,TP,4.900000000000009,41,9034.096417348863
2025-12-08 22:40:00,SHORT,0.17934,0.18077472,SL,-0.9000000000000001,3,8952.789549592722
2025-12-09 13:35:00,SHORT,0.19631,0.19788048000000003,SL,-0.9000000000000067,3,8872.214443646386
2025-12-09 13:42:00,LONG,0.20364,0.20201087999999998,SL,-0.9000000000000057,3,8792.364513653569
2025-12-09 16:34:00,LONG,0.22477,0.22297184,SL,-0.899999999999997,1,8713.233233030687
2025-12-09 17:03:00,LONG,0.2433,0.24135359999999997,SL,-0.900000000000006,1,8634.81413393341
2025-12-09 17:21:00,LONG,0.24807,0.24608544000000002,SL,-0.8999999999999984,6,8557.100806728009
2025-12-09 17:37:00,LONG,0.2602,0.25811839999999997,SL,-0.9000000000000064,8,8480.086899467457
2025-12-09 17:50:00,SHORT,0.2539,0.2559312,SL,-0.9000000000000042,1,8403.76611737225
2025-12-09 18:26:00,LONG,0.29208,0.28974336,SL,-0.9000000000000005,1,8328.1322223159
2025-12-09 18:32:00,LONG,0.29452,0.29216384,SL,-0.8999999999999987,3,8253.179032315058
2025-12-09 18:36:00,SHORT,0.29285,0.2951928,SL,-0.8999999999999925,5,8178.900421024224
2025-12-09 18:42:00,LONG,0.29484,0.29248128,SL,-0.8999999999999935,11,8105.290317235007
2025-12-09 19:02:00,LONG,0.31113,0.30864096,SL,-0.8999999999999995,1,8032.342704379892
2025-12-09 19:03:00,SHORT,0.30329,0.30571632,SL,-0.8999999999999939,3,7960.051620040474
2025-12-09 19:08:00,SHORT,0.3,0.3024,SL,-0.9000000000000046,2,7888.4111554601095
2025-12-09 19:45:00,LONG,0.32794,0.32531648,SL,-0.899999999999997,4,7817.415455060968
2025-12-09 19:50:00,SHORT,0.30879,0.31126032000000003,SL,-0.9000000000000085,1,7747.058715965419
2025-12-09 19:54:00,SHORT,0.30593,0.30837744,SL,-0.9000000000000073,1,7677.3351875217295
2025-12-09 20:05:00,SHORT,0.31778,0.32032224000000004,SL,-0.9000000000000091,1,7608.239170834033
