trade_num,entry_time,exit_time,signal_price,limit_price,min_price,stop,target,filled,result,actual_entry,exit_price,gross_pnl_pct,entry_fee_pct,exit_fee_pct,total_fee_pct,profit_after_fees_pct,profit_after_fees_dollar,running_balance
16,2025-11-11 11:50:00,2025-11-11 12:05:00,3568.39,3567.1410635,3566.96,3562.116785714285,3580.9364285714287,YES,TP,3567.1410635,3580.9364285714287,0.38673449762294426,0.02,0.05,0.06999999999999999,0.31673449762294426,31.999293667521954,10134.875332644315
17,2025-11-12 02:20:00,2025-11-12 02:32:00,3437.68,3436.476812,3424.93,3428.255,3456.53,YES,STOP,3436.476812,3428.255,-0.23925119969643413,0.02,0.05,0.06999999999999999,-0.3092511996964341,-31.34222355394051,10103.533109090375
18,2025-11-12 06:40:00,2025-11-12 06:56:00,3446.16,3444.953844,3440.54,3441.41,3455.6599999999994,YES,STOP,3444.953844,3441.41,-0.10287057999840833,0.02,0.05,0.06999999999999999,-0.17287057999840832,-17.466036286015747,10086.067072804359
19,2025-11-12 14:48:00,2025-11-12 15:18:00,3501.24,3500.014566,3477.74,3480.279285714286,3543.161428571428,YES,STOP,3500.014566,3480.279285714286,-0.5638628043845118,0.02,0.05,0.06999999999999999,-0.6338628043845117,-63.93182759978054,10022.135245204578
20,2025-11-12 19:28:00,2025-11-12 19:43:00,3381.88,3380.696342,3372.64,3369.449642857143,3406.7407142857146,YES,TP,3380.696342,3406.7407142857146,0.7703848453394877,0.02,0.05,0.06999999999999999,0.7003848453394877,70.19351643684037,10092.328761641418
21,2025-11-13 00:21:00,2025-11-13 00:35:00,3408.19,3406.9971335,3404.64,3400.0578571428573,3424.454285714285,YES,TP,3406.9971335,3424.454285714285,0.5123911623709351,0.02,0.05,0.06999999999999999,0.44239116237093506,44.64757051892167,10136.97633216034
22,2025-11-13 03:10:00,2025-11-13 03:15:00,3410.5,3409.306325,3377.57,3401.3250000000003,3428.8499999999995,YES,STOP,3409.306325,3401.3250000000003,-0.23410407394236546,0.02,0.05,0.06999999999999999,-0.30410407394236544,-30.826958000672963,10106.149374159668
23,2025-11-13 03:15:00,2025-11-13 03:17:00,3379.06,3377.877329,3377.57,3361.8403571428576,3413.499285714285,YES,TP,3377.877329,3413.499285714285,1.0545663221236907,0.02,0.05,0.06999999999999999,0.9845663221236908,99.50174320149024,10205.651117361158
24,2025-11-13 14:35:00,2025-11-13 14:51:00,3412.58,3411.385597,3393.59,3397.301428571429,3443.1371428571424,YES,TP,3411.385597,3443.1371428571424,0.9307521813149768,0.02,0.05,0.06999999999999999,0.8607521813149769,87.84536461008248,10293.49648197124
25,2025-11-13 19:55:00,2025-11-13 20:19:00,3180.53,3179.4168145000003,3159.57,3161.169285714286,3219.2514285714283,YES,STOP,3179.4168145000003,3161.169285714286,-0.5739269133413009,0.02,0.05,0.06999999999999999,-0.6439269133413008,-66.2825941712528,10227.213887799988
26,2025-11-14 04:32:00,2025-11-14 04:34:00,3192.55,3191.4326075000004,3180.0,3180.3625,3216.925,YES,STOP,3191.4326075000004,3180.3625,-0.34686953670852894,0.02,0.05,0.06999999999999999,-0.41686953670852894,-42.63413915226214,10184.579748647726
27,2025-11-14 04:38:00,2025-11-14 05:40:00,3134.23,3133.1330195,3110.17,3109.638928571429,3183.4121428571425,YES,TP,3133.1330195,3183.4121428571425,1.604755465031811,0.02,0.05,0.06999999999999999,1.534755465031811,156.30839428289406,10340.88814293062
28,2025-11-14 12:34:00,2025-11-14 13:02:00,3091.75,3090.6678875000002,3070.19,3070.369642857143,3134.510714285714,YES,TP,3090.6678875000002,3134.510714285714,1.4185550949370291,0.02,0.05,0.06999999999999999,1.348555094937029,139.45257391323003,10480.34071684385
29,2025-11-14 17:47:00,2025-11-14 17:51:00,3191.43,3190.3129995,3170.8,3177.7710714285718,3218.747857142857,YES,STOP,3190.3129995,3177.7710714285718,-0.39312531633710557,0.02,0.05,0.06999999999999999,-0.4631253163371056,-48.537111098089554,10431.803605745761
30,2025-11-14 22:14:00,2025-11-14 22:29:00,3144.7,3143.599355,3142.23,3132.4125,3169.274999999999,YES,TP,3143.599355,3169.274999999999,0.8167594562952616,0.02,0.05,0.06999999999999999,0.7467594562952616,77.90047988805654,10509.704085633817
31,2025-11-15 05:12:00,2025-11-15 05:17:00,3161.42,3160.3135030000003,3161.4,3155.759285714286,3172.7414285714285,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,0.0,10509.704085633817
32,2025-11-15 08:22:00,2025-11-15 08:24:00,3159.95,3158.8440175,3153.27,3153.6142857142854,3172.6214285714286,YES,STOP,3158.8440175,3153.6142857142854,-0.16555840544015238,0.02,0.05,0.06999999999999999,-0.23555840544015239,-24.75649136059757,10484.947594273219
33,2025-11-15 12:43:00,2025-11-15 13:08:00,3156.53,3155.4252145000005,3154.51,3150.888928571429,3167.812142857143,YES,TP,3155.4252145000005,3167.812142857143,0.3925597190585088,0.02,0.05,0.06999999999999999,0.3225597190585088,33.82021750351957,10518.76781177674
34,2025-11-15 16:06:00,2025-11-15 16:07:00,3176.41,3175.2982564999998,3164.91,3169.452857142857,3190.324285714286,YES,STOP,3175.2982564999998,3169.452857142857,-0.18408977314735991,0.02,0.05,0.06999999999999999,-0.2540897731473599,-26.72711327084103,10492.040698505898
35,2025-11-15 16:07:00,2025-11-15 16:47:00,3165.09,3163.9822185000003,3163.67,3156.231071428572,3182.8078571428573,YES,TP,3163.9822185000003,3182.8078571428573,0.5949982440730025,0.02,0.05,0.06999999999999999,0.5249982440730026,55.08302943458076,10547.12372794048
36,2025-11-15 20:16:00,2025-11-15 20:37:00,3189.62,3188.503633,3182.09,3184.464642857143,3199.9307142857137,YES,STOP,3188.503633,3184.464642857143,-0.1266735311528064,0.02,0.05,0.06999999999999999,-0.1966735311528064,-20.743400670796056,10526.380327269684
37,2025-11-16 01:00:00,2025-11-16 01:11:00,3138.46,3137.361539,3137.19,3130.7796428571432,3153.820714285714,YES,TP,3137.361539,3153.820714285714,0.5246183801615757,0.02,0.05,0.06999999999999999,0.4546183801615757,47.85485973348021,10574.235187003163
38,2025-11-16 01:33:00,2025-11-16 02:11:00,3140.68,3139.580762,3131.98,3131.065714285714,3159.908571428571,YES,TP,3139.580762,3159.908571428571,0.6474689128755424,0.02,0.05,0.06999999999999999,0.5774689128755425,61.062920979290254,10635.298107982453
39,2025-11-16 06:57:00,2025-11-16 07:41:00,3202.35,3201.2291775,3198.29,3197.3160714285714,3212.4178571428565,YES,TP,3201.2291775,3212.4178571428565,0.34951198500553593,0.02,0.05,0.06999999999999999,0.2795119850055359,29.72693285287796,10665.025040835331
40,2025-11-16 11:06:00,2025-11-16 11:10:00,3228.4,3227.2700600000003,3213.94,3224.0017857142857,3237.1964285714284,YES,STOP,3227.2700600000003,3224.0017857142857,-0.10127055452293311,0.02,0.05,0.06999999999999999,-0.1712705545229331,-18.266047527448343,10646.758993307883
41,2025-11-16 11:10:00,2025-11-16 11:14:00,3215.26,3214.1346590000003,3198.66,3208.1332142857145,3229.513571428571,YES,STOP,3214.1346590000003,3208.1332142857145,-0.18672038825383117,0.02,0.05,0.06999999999999999,-0.25672038825383114,-27.332401024069686,10619.426592283813
42,2025-11-16 15:54:00,2025-11-16 15:58:00,3128.05,3126.9551825000003,3100.48,3113.071428571429,3158.007142857143,YES,STOP,3126.9551825000003,3113.071428571429,-0.4440023319256966,0.02,0.05,0.06999999999999999,-0.5140023319256966,-54.58410032147633,10564.842491962338
43,2025-11-16 17:55:00,2025-11-16 17:59:00,3035.09,3034.0277185000004,3026.24,3019.797142857143,3065.675714285714,YES,TP,3034.0277185000004,3065.675714285714,1.0431017354502012,0.02,0.05,0.06999999999999999,0.9731017354502013,102.8066656368658,10667.649157599204
44,2025-11-16 21:04:00,2025-11-16 21:13:00,3080.32,3079.2418880000005,3067.63,3070.448571428572,3100.0628571428565,YES,STOP,3079.2418880000005,3070.448571428572,-0.2855675809586959,0.02,0.05,0.06999999999999999,-0.3555675809586959,-37.93070205483619,10629.718455544367
45,2025-11-17 00:16:00,2025-11-17 00:28:00,3082.65,3081.5710725000004,3069.07,3065.482142857143,3116.985714285714,YES,TP,3081.5710725000004,3116.985714285714,1.1492398180186278,0.02,0.05,0.06999999999999999,1.0792398180186278,114.72015411550952,10744.438609659877
46,2025-11-17 06:10:00,2025-11-17 06:53:00,3176.55,3175.4382075000003,3171.38,3167.8875000000007,3193.8749999999995,YES,TP,3175.4382075000003,3193.8749999999995,0.5806062437761742,0.02,0.05,0.06999999999999999,0.5106062437761743,54.8617743996213,10799.3003840595
47,2025-11-17 09:01:00,2025-11-17 09:11:00,3181.09,3179.9766185000003,3179.87,3174.49,3194.29,YES,TP,3179.9766185000003,3194.29,0.45010964598699765,0.02,0.05,0.06999999999999999,0.38010964598699765,41.049182458921045,10840.34956651842
48,2025-11-17 12:36:00,2025-11-17 13:09:00,3186.89,3185.7745885,3176.82,3181.2828571428568,3198.1042857142857,YES,STOP,3185.7745885,3181.2828571428568,-0.14099338268807277,0.02,0.05,0.06999999999999999,-0.21099338268807277,-22.872420245609046,10817.477146272811
49,2025-11-17 16:02:00,2025-11-17 16:15:00,3093.05,3091.9674325,3070.92,3072.817857142857,3133.514285714286,YES,STOP,3091.9674325,3072.817857142857,-0.6193330225881356,0.02,0.05,0.06999999999999999,-0.6893330225881356,-74.56844218018317,10742.908704092628
50,2025-11-17 21:20:00,2025-11-17 22:09:00,2987.37,2986.3244205,2985.48,2972.555714285714,3016.998571428571,YES,TP,2986.3244205,3016.998571428571,1.0271540063766733,0.02,0.05,0.06999999999999999,0.9571540063766734,102.82618106261094,10845.73488515524
51,2025-11-17 23:07:00,2025-11-18 00:06:00,3016.39,3015.3342635,3006.15,3008.3810714285714,3032.407857142857,YES,TP,3015.3342635,3032.407857142857,0.5662255707279169,0.02,0.05,0.06999999999999999,0.4962255707279169,53.819309833498366,10899.554194988737
52,2025-11-18 03:30:00,2025-11-18 03:38:00,2959.02,2957.984343,2953.68,2941.471785714286,2994.116428571428,YES,TP,2957.984343,2994.116428571428,1.221510372660819,0.02,0.05,0.06999999999999999,1.151510372660819,125.50949712908273,11025.06369211782
53,2025-11-18 09:05:00,2025-11-18 09:23:00,3049.45,3048.3826925,3038.4,3039.105357142857,3070.139285714285,YES,STOP,3048.3826925,3039.105357142857,-0.3043363085602112,0.02,0.05,0.06999999999999999,-0.3743363085602112,-41.27081644148598,10983.792875676334
54,2025-11-18 13:21:00,2025-11-18 13:37:00,3038.0,3036.9367,3026.76,3029.475,3055.05,YES,STOP,3036.9367,3029.475,-0.24569823928171736,0.02,0.05,0.06999999999999999,-0.31569823928171736,-34.6756407148609,10949.117234961474
55,2025-11-18 21:32:00,2025-11-18 21:54:00,3107.12,3106.0325080000002,3097.13,3098.4592857142857,3124.4414285714283,YES,STOP,3106.0325080000002,3098.4592857142857,-0.24382302072527323,0.02,0.05,0.06999999999999999,-0.31382302072527324,-34.36085044950761,10914.756384511966
56,2025-11-18 23:09:00,2025-11-19 00:05:00,3113.9,3112.810135,3103.54,3105.9714285714285,3129.7571428571428,YES,STOP,3112.810135,3105.9714285714285,-0.2196955847604769,0.02,0.05,0.06999999999999999,-0.2896955847604769,-31.619567333293425,10883.136817178673
57,2025-11-19 04:59:00,2025-11-19 05:08:00,3048.9,3047.8328850000003,3036.44,3039.096428571429,3068.5071428571423,YES,STOP,3047.8328850000003,3039.096428571429,-0.2866448640136407,0.02,0.05,0.06999999999999999,-0.3566448640136407,-38.81414850204534,10844.322668676627
58,2025-11-19 05:26:00,2025-11-19 05:35:00,3025.64,3024.581026,3010.08,3012.8078571428573,3051.304285714285,YES,STOP,3024.581026,3012.8078571428573,-0.38924957724516707,0.02,0.05,0.06999999999999999,-0.4592495772451671,-49.802506010999224,10794.520162665627
59,2025-11-20 06:43:00,2025-11-20 07:07:00,3012.06,3011.005779,3007.32,3005.786785714286,3024.6064285714283,YES,TP,3011.005779,3024.6064285714283,0.45169788999691657,0.02,0.05,0.06999999999999999,0.38169788999691656,41.202455696186426,10835.722618361813
60,2025-11-20 09:46:00,2025-11-20 10:11:00,3002.89,3001.8389885,2993.89,2995.165,3018.3399999999992,YES,STOP,3001.8389885,2995.165,-0.22232999589811867,0.02,0.05,0.06999999999999999,-0.29232999589811864,-31.676067485788604,10804.046550876024
61,2025-11-20 12:13:00,2025-11-20 12:53:00,3015.45,3014.3945925,3010.67,3008.130357142857,3030.089285714285,YES,TP,3014.3945925,3030.089285714285,0.5206582195089661,0.02,0.05,0.06999999999999999,0.45065821950896606,48.68932382109775,10852.735874697122
62,2025-11-20 18:50:00,2025-11-20 19:02:00,2812.83,2811.8455095,2791.26,2800.512142857143,2837.465714285714,YES,STOP,2811.8455095,2800.512142857143,-0.40305794200167006,0.02,0.05,0.06999999999999999,-0.47305794200167006,-51.339728979719155,10801.396145717403
63,2025-11-20 19:02:00,2025-11-20 19:22:00,2792.0,2791.0228,2791.26,2775.7535714285714,2824.492857142857,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,0.0,10801.396145717403
64,2025-11-20 22:35:00,2025-11-20 23:07:00,2886.48,2885.469732,2870.86,2873.8871428571438,2911.665714285714,YES,STOP,2885.469732,2873.8871428571438,-0.40141086958579986,0.02,0.05,0.06999999999999999,-0.47141086958579986,-50.91895549793348,10750.47719021947
65,2025-11-20 23:37:00,2025-11-21 00:38:00,2839.84,2838.8460560000003,2827.06,2827.5257142857145,2864.468571428571,YES,TP,2838.8460560000003,2864.468571428571,0.9025679773799875,0.02,0.05,0.06999999999999999,0.8325679773799876,89.50503050130716,10839.982220720776
66,2025-11-21 04:32:00,2025-11-21 04:45:00,2785.5,2784.525075,2783.12,2772.489285714286,2811.5214285714283,YES,TP,2784.525075,2811.5214285714283,0.9695137534873247,0.02,0.05,0.06999999999999999,0.8995137534873248,97.50713095096413,10937.48935167174
67,2025-11-21 05:37:00,2025-11-21 06:03:00,2810.37,2809.3863705,2800.1,2800.911071428572,2829.287857142857,YES,STOP,2809.3863705,2800.911071428572,-0.3016779450638329,0.02,0.05,0.06999999999999999,-0.3716779450638329,-40.652235663869064,10896.837116007871
68,2025-11-21 07:33:00,2025-11-21 07:34:00,2715.0,2714.04975,2660.0,2693.633928571429,2757.732142857142,YES,STOP,2714.04975,2693.633928571429,-0.7522272363861876,0.02,0.05,0.06999999999999999,-0.8222272363861876,-89.59676267245587,10807.240353335415
69,2025-11-21 07:34:00,2025-11-21 07:39:00,2660.0,2659.069,2660.0,2630.089285714286,2719.821428571428,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,0.0,10807.240353335415
70,2025-11-21 22:23:00,2025-11-21 22:30:00,2749.82,2748.8575630000005,2740.06,2741.4825,2766.4950000000003,YES,STOP,2748.8575630000005,2741.4825,-0.2682955675575835,0.02,0.05,0.06999999999999999,-0.3382955675575835,-36.56041509062823,10770.679938244788
71,2025-11-22 02:06:00,2025-11-22 02:18:00,2764.09,2763.1225685000004,2753.65,2757.222142857144,2777.825714285714,YES,STOP,2763.1225685000004,2757.222142857144,-0.21354194381828376,0.02,0.05,0.06999999999999999,-0.28354194381828374,-30.539395259345195,10740.140542985442
72,2025-11-22 10:17:00,2025-11-22 10:25:00,2718.35,2717.3985775,2708.67,2711.9660714285715,2731.117857142857,YES,STOP,2717.3985775,2711.9660714285715,-0.19991568835023552,0.02,0.05,0.06999999999999999,-0.2699156883502355,-28.989324276381875,10711.151218709061
73,2025-11-22 14:46:00,2025-11-22 16:21:00,2733.71,2732.7532015,2725.98,2724.86,2751.4099999999994,YES,TP,2732.7532015,2751.4099999999994,0.6827106995889193,0.02,0.05,0.06999999999999999,0.6127106995889193,65.62836956617934,10776.77958827524
74,2025-11-22 18:31:00,2025-11-22 19:08:00,2745.39,2744.4291135,2743.17,2740.8132142857144,2754.543571428571,YES,TP,2744.4291135,2754.543571428571,0.3685450602027739,0.02,0.05,0.06999999999999999,0.2985450602027739,32.17354310973656,10808.953131384977
75,2025-11-23 07:03:00,2025-11-23 07:17:00,2799.99,2799.0100035,2789.34,2794.097142857143,2811.775714285714,YES,STOP,2799.0100035,2794.097142857143,-0.1755213677948236,0.02,0.05,0.06999999999999999,-0.2455213677948236,-26.538289572477808,10782.414841812499
76,2025-11-23 14:50:00,2025-11-23 15:40:00,2817.91,2816.9237315,2810.34,2808.536785714286,2836.656428571428,YES,TP,2816.9237315,2836.656428571428,0.7005051947544357,0.02,0.05,0.06999999999999999,0.6305051947544358,67.98368569760109,10850.3985275101
77,2025-11-24 06:05:00,2025-11-24 06:13:00,2848.35,2847.3530775,2835.96,2840.1267857142857,2864.7964285714284,YES,STOP,2847.3530775,2840.1267857142857,-0.25378980368879944,0.02,0.05,0.06999999999999999,-0.32378980368879945,-35.13248409167734,10815.266043418424
78,2025-11-24 19:42:00,2025-11-24 20:13:00,2956.56,2955.525204,2952.44,2945.6760714285715,2978.327857142857,YES,TP,2955.525204,2978.327857142857,0.771526262472597,0.02,0.05,0.06999999999999999,0.7015262624725971,75.8719316508612,10891.137975069285
79,2025-11-25 03:33:00,2025-11-25 03:39:00,2916.56,2915.539204,2908.19,2910.429642857143,2928.8207142857136,YES,STOP,2915.539204,2910.429642857143,-0.17525269891233722,0.02,0.05,0.06999999999999999,-0.2452526989123372,-26.71080982612389,10864.427165243162
80,2025-11-25 05:27:00,2025-11-25 05:33:00,2919.41,2918.3882065,2918.9,2913.7457142857143,2930.738571428571,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,0.0,10864.427165243162
81,2025-11-25 07:49:00,2025-11-25 08:03:00,2908.97,2907.9518605,2899.65,2901.9985714285717,2922.912857142857,YES,STOP,2907.9518605,2901.9985714285717,-0.20472447127802504,0.02,0.05,0.06999999999999999,-0.274724471278025,-29.847240087100396,10834.579925156062
82,2025-11-25 13:35:00,2025-11-25 13:39:00,2920.21,2919.1879265000002,2909.44,2911.36,2937.91,YES,STOP,2919.1879265000002,2911.36,-0.26815425032897766,0.02,0.05,0.06999999999999999,-0.33815425032897767,-36.63759252220539,10797.942332633856
83,2025-11-25 14:30:00,2025-11-25 14:43:00,2901.25,2900.2345625000003,2881.88,2891.725,2920.3,YES,STOP,2900.2345625000003,2891.725,-0.2934094576359065,0.02,0.05,0.06999999999999999,-0.3634094576359065,-39.24074366686265,10758.701588966995
84,2025-11-25 14:43:00,2025-11-25 14:48:00,2883.76,2882.7506840000005,2860.31,2864.9671428571432,2921.345714285714,YES,STOP,2882.7506840000005,2864.9671428571432,-0.6168948720248504,0.02,0.05,0.06999999999999999,-0.6868948720248503,-73.90096951107037,10684.800619455924
85,2025-11-26 12:03:00,2025-11-26 12:04:00,2904.96,2903.943264,2895.39,2898.736785714286,2917.4064285714285,YES,STOP,2903.943264,2898.736785714286,-0.17928994516726837,0.02,0.05,0.06999999999999999,-0.24928994516726838,-26.636133605473624,10658.16448585045
86,2025-11-26 12:04:00,2025-11-26 13:20:00,2897.45,2896.4358925,2888.62,2889.692857142857,2912.9642857142853,YES,TP,2896.4358925,2912.9642857142853,0.5706459189061851,0.02,0.05,0.06999999999999999,0.5006459189061852,53.35966552871867,10711.524151379168
87,2025-11-27 12:54:00,2025-11-27 12:57:00,2996.73,2995.6811445000003,2988.78,2990.7478571428574,3008.6942857142853,YES,STOP,2995.6811445000003,2990.7478571428574,-0.1646799882624472,0.02,0.05,0.06999999999999999,-0.23467998826244718,-25.137803621185828,10686.386347757982
88,2025-11-28 01:10:00,2025-11-28 01:18:00,3002.48,3001.429132,2995.59,2996.1692857142857,3015.1014285714286,YES,STOP,3001.429132,2996.1692857142857,-0.1752447269081315,0.02,0.05,0.06999999999999999,-0.24524472690813148,-26.207799014906907,10660.178548743075
89,2025-11-28 11:14:00,2025-11-28 11:15:00,3034.38,3033.3179670000004,3018.0,3026.947857142857,3049.244285714285,YES,STOP,3033.3179670000004,3026.947857142857,-0.21000468551087553,0.02,0.05,0.06999999999999999,-0.28000468551087554,-29.848999420305866,10630.329549322769
90,2025-11-28 11:15:00,2025-11-28 12:07:00,3022.89,3021.8319885,3018.0,3012.9364285714287,3042.7971428571427,YES,TP,3021.8319885,3042.7971428571427,0.6937895434600082,0.02,0.05,0.06999999999999999,0.6237895434600083,66.31088416401485,10696.640433486784
91,2025-11-28 13:07:00,2025-11-28 13:31:00,3029.03,3027.9698395000005,3026.07,3024.6050000000005,3037.88,YES,TP,3027.9698395000005,3037.88,0.32728729232111686,0.02,0.05,0.06999999999999999,0.25728729232111686,27.52109654064392,10724.161530027428
92,2025-11-28 16:21:00,2025-11-28 16:27:00,3041.72,3040.655398,3028.49,3032.659285714285,3059.841428571428,YES,STOP,3040.655398,3032.659285714285,-0.26297331460100054,0.02,0.05,0.06999999999999999,-0.33297331460100055,-35.7085961096977,10688.45293391773
93,2025-11-29 06:21:00,2025-11-29 06:34:00,3016.23,3015.1743195,2993.75,3010.999642857143,3026.690714285714,YES,STOP,3015.1743195,3010.999642857143,-0.13845556510142817,0.02,0.05,0.06999999999999999,-0.20845556510142815,-22.280674963998383,10666.172258953731
94,2025-11-29 07:37:00,2025-11-29 08:17:00,2998.64,2997.590476,2996.04,2993.4239285714284,3009.0721428571424,YES,TP,2997.590476,3009.0721428571424,0.3830298684583391,0.02,0.05,0.06999999999999999,0.3130298684583391,33.38830499174272,10699.560563945473
95,2025-11-29 12:12:00,2025-11-29 12:18:00,2996.42,2995.3712530000003,2993.01,2994.0807142857147,3001.098571428571,YES,STOP,2995.3712530000003,2994.0807142857147,-0.04308443278919,0.02,0.05,0.06999999999999999,-0.11308443278918999,-12.099537374673595,10687.4610265708
96,2025-11-29 17:33:00,2025-11-29 17:55:00,2980.58,2979.536797,2966.99,2974.547857142857,2992.644285714285,YES,STOP,2979.536797,2974.547857142857,-0.1674401155967037,0.02,0.05,0.06999999999999999,-0.2374401155967037,-25.37631981584236,10662.084706754957
97,2025-11-29 19:31:00,2025-11-29 19:40:00,2993.97,2992.9221104999997,2989.72,2990.1467857142857,3001.616428571428,YES,STOP,2992.9221104999997,2990.1467857142857,-0.09272960281784186,0.02,0.05,0.06999999999999999,-0.16272960281784185,-17.3503680954042,10644.734338659553
98,2025-11-29 22:13:00,2025-11-29 23:25:00,2984.03,2982.9855895000005,2983.92,2979.647857142857,2992.7942857142857,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,0.0,10644.734338659553
99,2025-11-30 02:37:00,2025-11-30 02:41:00,2999.27,2998.2202555,2995.69,2996.2253571428573,3005.3592857142853,YES,STOP,2998.2202555,2996.2253571428573,-0.06653608431478941,0.02,0.05,0.06999999999999999,-0.13653608431478942,-14.533903451717547,10630.200435207835
100,2025-11-30 03:19:00,2025-11-30 03:31:00,2979.11,2978.0673115000004,2975.59,2973.468928571429,2990.3921428571425,YES,TP,2978.0673115000004,2990.3921428571425,0.41385335078052016,0.02,0.05,0.06999999999999999,0.34385335078052015,36.552300391147575,10666.752735598982
101,2025-11-30 06:09:00,2025-11-30 06:23:00,2988.39,2987.3440635,2987.11,2985.6292857142857,2993.911428571428,YES,TP,2987.3440635,2993.911428571428,0.2198395943630802,0.02,0.05,0.06999999999999999,0.1498395943630802,15.983019030734276,10682.735754629717
102,2025-11-30 14:38:00,2025-11-30 16:17:00,3029.09,3028.0298185,3024.67,3023.709642857143,3039.8507142857143,YES,TP,3028.0298185,3039.8507142857143,0.390382410156379,0.02,0.05,0.06999999999999999,0.32038241015637897,34.225606281319926,10716.961360911037
