strategy,exit_config,num_trades,total_return,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,sharpe_ratio
ema20_rej_1.5pct,fixed_pct_0.03,34,-13.71689439266226,17.647058823529413,2.9901500000000034,1.1466066228882592,0.5588197519367305,17.113156064026754,-1.3403350318828038
failed_breakout_20,time_based_8,254,-14.17682560098138,45.2755905511811,0.6690754720569919,0.652965677923824,0.847749994002185,18.903307913622832,-0.8041953466566117
rsi14_ob80,time_based_16,59,-14.190197571766404,16.94915254237288,1.1701217490280047,0.5444993408982473,0.4385686795332895,19.1684228017124,-1.9199771294408503
ema20_rej_2.0pct,fixed_rr_2.5,23,-14.428533246521658,21.73913043478261,1.5754804458634084,1.2840183690322955,0.3408311498799693,14.428533246521658,-1.9959960214196308
mean_rev_ema20_2pct,fixed_rr_1.0,30,-14.433798384249352,43.333333333333336,1.7336749650685108,2.177723621302919,0.6087785570708605,16.185168941500272,-0.9952664778884338
ema20_rej_2.0pct,fixed_pct_0.05,23,-14.51512631281986,8.695652173913043,4.9902500000000085,1.197351753972132,0.3969275554867289,14.51512631281986,-1.5626608615507063
ema20_rej_1.5pct,fixed_rr_1.5,34,-14.755279126365838,32.35294117647059,1.1193695461455933,1.2125848079168375,0.4414954310899877,15.530396835805135,-1.8715095784418325
mean_rev_ema50_3pct,fixed_rr_2.0,33,-14.81518590847558,30.303030303030305,3.2892208430031795,2.039471269839012,0.7012092005639878,23.90974085105992,-0.6895863015783632
failed_breakout_8,rsi_exit_50,449,-15.190068024897895,54.342984409799556,0.46339111249343906,0.6218145989473469,0.8869982258754512,20.346034973928433,-0.7090436662029217
vol_climax_2.5x,time_based_16,58,-15.210507441768383,25.862068965517242,1.6068377621779715,0.9272970711881268,0.6044716608902566,16.682247751065155,-1.3308235868777905
vol_climax_2x,time_based_16,88,-15.55383060896286,25.0,1.7917598875796257,0.8334699909527498,0.7165864426350224,19.355826180223,-0.9561871346961941
mean_rev_ema50_3pct,fixed_rr_1.5,33,-15.591283228220298,36.36363636363637,2.393472379962588,2.1026744943624984,0.6504566001550476,22.89091960991665,-0.8914660377316861
ema20_rej_1.5pct,fixed_rr_2.0,34,-15.788090076273264,26.47058823529412,1.4364355360252712,1.1873013603349813,0.43553962813889135,15.788090076273264,-1.9164790635311355
vol_climax_2x,rsi_exit_50,88,-16.02531719858542,36.36363636363637,0.9929706774050444,0.8654756246492766,0.6556069281442352,17.997058053614857,-1.3596709853597782
consec_greens_4,fixed_rr_2.5,148,-16.757709816549347,22.2972972972973,1.2690622686312953,0.5168016665009622,0.704652709311897,19.671148575880437,-1.4009190590777725
ema20_rej_1.5pct,fixed_rr_2.5,34,-16.93662036096043,20.588235294117645,1.8457470820703274,1.148718595951531,0.41657462755803015,17.629178379661166,-2.0015610949165836
rsi14_ob75,time_based_8,113,-17.1546291375138,23.008849557522122,0.9689678775799442,0.49876535785289117,0.5805868481713325,19.912128230411543,-1.6606308303285544
mean_rev_ema20_2pct,fixed_rr_2.0,30,-17.381259193493925,26.666666666666668,3.5483829746580557,2.0684338277003653,0.6238154996374171,18.357899689682846,-0.8558880389922089
ema20_rej_1.5pct,fixed_pct_0.05,34,-17.887484972313562,8.823529411764707,4.990250000000008,1.096226999206154,0.440535965365346,19.77841629658,-1.670631163454018
consec_greens_3,rsi_exit_50,514,-18.171484236902756,35.992217898832685,0.5206949755784656,0.3498830589626708,0.8368281917169361,18.423997113202184,-1.1719116306584467
rsi14_ob75,time_based_16,111,-18.530505579915513,18.01801801801802,1.235387216885011,0.48973010922976185,0.5544149091990551,23.325673957090874,-1.791725738567934
mean_rev_ema20_2pct,fixed_rr_1.5,30,-19.816622514978853,30.0,2.6047657655534877,2.097165786415207,0.5323032601754417,22.506300936455393,-1.2159040186937327
consec_greens_4,time_based_16,221,-20.13155248407854,21.71945701357466,1.1643063065246968,0.4479123411445494,0.7212226471103657,24.780546213992643,-1.6343119350498736
rsi14_ob70,time_based_16,199,-20.158599336703166,19.09547738693467,1.277275716983274,0.4351390251034568,0.6928103097499991,24.31252995981135,-1.5318522611610994
failed_breakout_12,time_based_8,361,-21.28453449950275,45.70637119113574,0.6210228701698378,0.6357651989381187,0.8223159525988495,23.232718111708344,-1.1696120700858215
failed_breakout_20,rsi_exit_50,231,-22.152636927907366,58.87445887445888,0.5266359948162161,0.9982754092064131,0.7552234545220896,24.52391816882776,-1.2255689460874615
rsi14_ob70,time_based_8,204,-22.603096974450576,26.96078431372549,0.6710188387508945,0.4158928518188508,0.5955657005800437,24.55856054448422,-2.4034798301358786
consec_greens_3,time_based_16,465,-22.713900977656,19.56989247311828,1.4167380123178308,0.4063589303594504,0.8483001195406386,23.543828995661876,-0.9751446898612022
consec_greens_4,time_based_8,230,-25.209711663113854,27.391304347826086,0.6201136006497782,0.40466505470060543,0.578095558750155,27.808796765478288,-2.790429707584443
consec_greens_3,time_based_8,504,-27.523578327625884,26.190476190476193,0.812450785509044,0.37082697139209836,0.777421845353339,27.612269831312496,-1.7731257148863777
double_top_12,rsi_exit_50,586,-28.911545845403186,43.1740614334471,0.48932467856326295,0.46958310995219943,0.7917005368178384,30.11739816889915,-1.8502957012281174
double_top_12,time_based_16,479,-29.727094701292145,26.513569937369518,1.4234795377199583,0.6028236206713935,0.8519655322660079,38.819389260387595,-1.1173715367183799
double_top_8,time_based_16,549,-29.907959229856086,26.229508196721312,1.4427774462273806,0.5900617557312274,0.8693794021622159,35.129354567516444,-1.0502777075530594
failed_breakout_8,time_based_8,459,-30.034579514970062,42.26579520697168,0.6378166854827712,0.5937632715656981,0.7863907608338189,30.966756369722265,-1.6411951189434972
double_top_8,rsi_exit_50,741,-33.08959285414673,42.37516869095816,0.4636458140150431,0.4310585949163558,0.7909550573092768,34.188514133365075,-2.085935796741839
double_top_12,time_based_8,540,-41.322709009314366,32.03703703703704,0.8318411935840591,0.530079102058493,0.7397411519586307,42.387266468900734,-2.1707018720605835
double_top_8,time_based_8,662,-44.555772501604366,32.02416918429003,0.8445724649802586,0.522097269741609,0.7620945280706372,45.65697727051309,-2.2350498172418014
